Population	Mstar	SEMstar	Q	p	LLMstar	ULMstar	N_lab
YE	974.552653699123	16.7885630220132	1.807958488605	0.986343798344467	941.647674823796	1007.45763257445	4
RE	968.963679746969	38.58780720903	1.807958488605	0.986343798344467	893.332967374895	1044.59439211904	3
GI	968.647522117379	20.9916755190409	1.807958488605	0.986343798344467	927.504594124908	1009.79045010985	4
MU	946.703661583476	29.4628746508235	1.807958488605	0.986343798344467	888.957488386844	1004.44983478011	4
MA	960.933371135763	27.5414600455613	1.807958488605	0.986343798344467	906.953101364814	1014.91364090671	4
UM	955.640340077023	30.3754315484786	1.807958488605	0.986343798344467	896.105588227144	1015.1750919269	3
KA	949.892441421702	22.0198602189145	1.807958488605	0.986343798344467	906.734308448023	993.050574395381	4
VA	958.475082519129	32.3689554203523	1.807958488605	0.986343798344467	895.033095678056	1021.9170693602	3
AK	944.857708729661	23.9144637357388	1.807958488605	0.986343798344467	897.986221098024	991.729196361298	4
