Population	Mstar	SEMstar	Q	p	LLMstar	ULMstar	N_lab
YE	840.689872215997	7.97842233267831	6.38240358535764	0.60447887717356	825.052451790497	856.327292641496	3
RE	833.000490742031	28.5700926093283	6.38240358535764	0.60447887717356	777.004138192774	888.996843291288	2
GI	832.323332519065	8.87815166715112	6.38240358535764	0.60447887717356	814.922475002165	849.724190035966	3
MU	813.125138052992	28.7461955176779	6.38240358535764	0.60447887717356	756.783630145797	869.466645960188	3
MA	831.544643370554	23.4920907224555	6.38240358535764	0.60447887717356	785.500991632994	877.588295108114	3
UM	834.476300947255	8.87871420703706	6.38240358535764	0.60447887717356	817.074340872438	851.878261022072	2
KA	815.410197441628	8.064934357222	6.38240358535764	0.60447887717356	799.603216563793	831.217178319463	3
VA	829.539630455389	30.8342862171922	6.38240358535764	0.60447887717356	769.105539980692	889.973720930085	2
AK	815.157339822644	18.4985816955994	6.38240358535764	0.60447887717356	778.900785934198	851.413893711091	3
