"","Supervisor.PI","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"1","Gonzalez","F","AK",0.899217632136986,0.143320668163578,0.947368421,0.05,1,0.0167744154187811,0.159383738754073,1
"2","Gonzalez","F","GI",0.77266810023913,0.228896275053233,0.834090909,0.133333333,1,0.0337489145504181,0.296241393921132,1
"3","Gonzalez","F","KA",0.849944701745455,0.141932802763953,0.894736842,0.428571429,1,0.0191382152204959,0.166990631828727,1
"4","Gonzalez","F","MA",0.849669917920635,0.139813953669715,0.85,0.4,1,0.0176149024393702,0.164550904675873,1
"5","Gonzalez","F","MU",0.871193495952381,0.161723987980399,0.904761905,0.210526316,1,0.020375307296654,0.185634980898937,1
"6","Gonzalez","F","RE",0.823810304553571,0.159292388375022,0.8441295545,0.25,1,0.0212863407721523,0.193360519399358,1
"7","Gonzalez","F","UM",0.785640053229167,0.19554585061193,0.837719298,0.3125,1,0.0282246123724281,0.248900052649035,0.95
"8","Gonzalez","F","VA",0.818210173231884,0.171636830796395,0.866666667,0.35,1,0.0206626462963618,0.209771078888495,1
"9","Gonzalez","F","YE",0.855185341253521,0.137718303664333,0.9,0.45,1,0.0163441556786402,0.16103913037432,1
"10","Gonzalez","M","AK",0.586955041232877,0.270615049627946,0.615384615,0.05,1,0.0316730958569926,0.46104902525333,0.7
"11","Gonzalez","M","GI",0.616094118847826,0.273014418143528,0.671153846,0.157894737,1,0.0402537798695728,0.443137517128226,0.421052632
"12","Gonzalez","M","KA",0.637320608654545,0.26944815806206,0.65,0.05,1,0.036332382221283,0.422782747651759,1
"13","Gonzalez","M","MA",0.595030721222222,0.239871408186644,0.65,0.1,1,0.0302209567950821,0.403124409600124,0.75
"14","Gonzalez","M","MU",0.575353871809524,0.27582014136891,0.55,0,1,0.0347500714592769,0.479392170424506,0.85
"15","Gonzalez","M","RE",0.563416828428571,0.252681246614509,0.6055555555,0,1,0.0337659518890866,0.448480119628772,0.45
"16","Gonzalez","M","UM",0.552054917208333,0.257824963159096,0.555555556,0.1,0.95,0.0372138279709274,0.467027745107103,0.8
"17","Gonzalez","M","VA",0.530490653057971,0.242462704147058,0.545454546,0.05,1,0.029189079480226,0.457053678042018,0.3
"18","Gonzalez","M","YE",0.674127258239437,0.268795165159469,0.75,0,1,0.0319001171822445,0.398730598524468,0.95
"19","Kozeretska","F","AK",0.525,0.301574152899365,0.55,0,1,0.0517195405377918,0.574426957903553,0.6
