"","Supervisor.PI","Batch","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"204","Vieira","3","F","GI",0.639376218333333,0.181482946742294,0.611111111,0.473684211,0.833333333,0.10477922815499,0.283843755113956,0.611111111
"205","Vieira","3","F","MU",0.901258934388889,0.135861089857249,0.91875,0.4,1,0.0320227659791518,0.150745900732037,1
"206","Vieira","3","F","UM",0.691666666666667,0.272794183711212,0.675,0.4,1,0.111367759148587,0.394401229461994,1
"207","Vieira","3","M","AK",0.15,0.1,0.15,0.05,0.25,0.0577350269189626,0.666666666666667,0.05
"208","Vieira","3","M","GI",0.216666666666667,0.256580071972344,0.15,0,0.5,0.148136573621926,1.18421571679543,0.5
"209","Vieira","3","M","MU",0.782163742666667,0.173095812509204,0.8,0.5,1,0.0407990742734178,0.221303805158573,0.5
"210","Vieira","3","M","UM",0.581862745166667,0.409127761044561,0.625,0.1,1,0.16702570902775,0.703134483936366,0.941176471
"211","Vieira","4","F","AK",0.870833333333333,0.138921713292928,0.9,0.65,1,0.0401032442829779,0.159527326269391,1
"212","Vieira","4","F","MU",0.845833333333333,0.128732162636109,0.9,0.6,1,0.0371617743756602,0.15219566025944,0.95
"213","Vieira","4","M","AK",0.768567251416667,0.202633765277308,0.8166666665,0.35,1,0.0584953294648807,0.263651313406605,0.947368421
"214","Vieira","4","M","MU",0.796028265083333,0.251788435162982,0.9,0.210526316,1,0.0726850604100912,0.316305897927661,0.9
"215","Vieira","5","F","AK",0.916799965583333,0.0966278495232372,0.9459064325,0.65,1,0.0278940574667278,0.105396872982817,1
"216","Vieira","5","F","GI",0.883333333333333,0.0763762615825973,0.9,0.8,0.95,0.0440958551844098,0.0864636923576573,0.8
