"","Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"574","Kozeretska","M","YE","YE27",0.275,0.247487373415292,0.275,0.1,0.45,0.175,0.899954085146515,0.1
"575","Kozeretska","M","YE","YE33",0.55,0.0707106781186547,0.55,0.5,0.6,0.05,0.128564869306645,0.5
"576","Kozeretska","M","YE","YE40",0.975,0.0353553390593274,0.975,0.95,1,0.025,0.0362618862146948,1
"577","Kozeretska","M","YE","YE48",0.625,0.106066017177982,0.625,0.55,0.7,0.075,0.169705627484771,0.55
"578","Kozeretska","M","YE","YE49",0.475,0.247487373415292,0.475,0.3,0.65,0.175,0.521026049295351,0.3
"579","Kozeretska","M","YE","YE51",1,NA,1,1,1,NA,NA,1
"580","Kozeretska","M","YE","YE80",0.75,0.353553390593274,0.75,0.5,1,0.25,0.471404520791032,0.5
"581","Vieira","F","AK","AK1",0.962962963,0.0641500298458084,1,0.888888889,1,0.037037037,0.0666173386834696,1
"582","Vieira","F","AK","AK10",0.885784313666667,0.0128483749471737,0.882352941,0.875,0.9,0.00741801273439998,0.01450508295184,0.9
"583","Vieira","F","AK","AK11",0.941176470666667,0.0588235295,0.941176471,0.882352941,1,0.0339617805915089,0.0625000000885417,0.941176471
"584","Vieira","F","AK","AK12",0.925925926,0.128300059691617,1,0.777777778,1,0.074074074,0.138564064455861,1
"585","Vieira","F","AK","AK13",0.476096491333333,0.291440932874454,0.315789474,0.3,0.8125,0.168263501047942,0.612146777343934,0.3
"586","Vieira","F","AK","AK14",1,0,1,1,1,0,0,1
"587","Vieira","F","AK","AK15",0.75,0.1,0.75,0.65,0.85,0.0577350269189626,0.133333333333333,0.65
"588","Vieira","F","AK","AK16",0.896491228,0.105307008517211,0.9,0.789473684,1,0.060799029714966,0.117465743364988,0.789473684
"589","Vieira","F","AK","AK17",0.779824561333333,0.075464091965499,0.789473684,0.7,0.85,0.0435692138104315,0.0967706016292581,0.85
"590","Vieira","F","AK","AK18",0.75,0.0866025403784439,0.7,0.7,0.85,0.05,0.115470053837925,0.7
"591","Vieira","F","AK","AK19",0.983333333333333,0.0288675134594813,1,0.95,1,0.0166666666666667,0.0293567933486251,1
"592","Vieira","F","AK","AK2",0.864035087666667,0.126434520236497,0.842105263,0.75,1,0.0729970042934025,0.146330307693793,0.75
"593","Vieira","F","AK","AK20",0.960784313666667,0.0679235611830178,1,0.882352941,1,0.0392156863333334,0.0706959514397142,1
"594","Vieira","F","AK","AK3",0.982456140333333,0.0303868563035251,1,0.947368421,1,0.0175438596666667,0.0309294787380689,1
"595","Vieira","F","AK","AK4",0.750974659,0.195908250885464,0.75,0.555555556,0.947368421,0.113107681385191,0.260871986208344,0.555555556
"596","Vieira","F","AK","AK5",0.794117647,0.125853487557754,0.85,0.65,0.882352941,0.0726615449199227,0.158482169528912,0.65
"597","Vieira","F","AK","AK6",0.901960784333333,0.169808902668869,1,0.705882353,1,0.0980392156666667,0.188266392085306,1
"598","Vieira","F","AK","AK7",0.963937621666667,0.0312651364728588,0.947368421,0.944444444,1,0.0180509349588554,0.0324348129693296,1
"599","Vieira","F","AK","AK8",0.946181630666667,0.00452990281075986,0.947368421,0.941176471,0.95,0.00261534060719505,0.00478756156740028,0.95
"600","Vieira","F","AK","AK9",0.660784313666667,0.191884059952314,0.55,0.55,0.882352941,0.110784313666667,0.290388340013032,0.55
"601","Vieira","F","GI","GI1",0.9,0.0866025403784439,0.85,0.85,1,0.05,0.0962250448649376,0.85
"602","Vieira","F","GI","GI10",0.6,0.2,0.6,0.4,0.8,0.115470053837925,0.333333333333333,0.4
"603","Vieira","F","GI","GI11",0.95,0.05,0.95,0.9,1,0.0288675134594813,0.0526315789473684,1
"604","Vieira","F","GI","GI12",0.672794117666667,0.0423991272092426,0.6875,0.625,0.705882353,0.0244791475076614,0.0630194677627207,0.625
"605","Vieira","F","GI","GI13",0.8,0.229128784747792,0.85,0.55,1,0.13228756555323,0.28641098093474,0.85
"606","Vieira","F","GI","GI15",1,0,1,1,1,0,0,1
"607","Vieira","F","GI","GI2",0.965789473666667,0.0296563886205162,0.95,0.947368421,1,0.0171221239532472,0.0307068874005473,0.947368421
"608","Vieira","F","GI","GI3",0.9,0.0866025403784438,0.95,0.8,0.95,0.05,0.0962250448649376,0.95
"609","Vieira","F","GI","GI4",0.883333333333333,0.0763762615825973,0.9,0.8,0.95,0.0440958551844098,0.0864636923576573,0.8
"610","Vieira","F","GI","GI5",0.920343137333333,0.0329517886136303,0.9375,0.882352941,0.941176471,0.0190247240263591,0.0358038075984432,0.9375
