Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.28562E-7,0.000012856,0.000682967,1,0,0
1.29606E-7,0.000025817,0.000688509,0.999912103,0,0
1.31135E-7,0.000052021,0.000696629,0.99973631,0,0
1.34906E-7,0.000105262,0.000716655,0.999384724,0,0
1.4469E-7,0.000260081,0.000768608,0.998417861,0,0
1.55681E-7,0.000502065,0.000826968,0.997011514,0,0
1.77189E-7,0.001012038,0.000941167,0.994374615,0,0
2.30124E-7,0.002508886,0.001222167,0.987870265,0,0
2.99748E-7,0.00500989,0.001591639,0.979695878,0,0
4.29671E-7,0.010027818,0.002280731,0.967478246,0,0
7.0448E-7,0.025069277,0.003736713,0.944537224,0,0
9.74089E-7,0.050049913,0.00516308,0.918783511,0,0
1.38949E-6,0.100008176,0.007356771,0.881339545,0,0
2.30618E-6,0.20019968,0.012180572,0.83159005,0.000725163,0
3.32967E-6,0.300190228,0.017538752,0.800738332,0.001450326,0.006493506
4.02183E-6,0.400240548,0.021145828,0.776918344,0.002900653,0.006493506
4.56664E-6,0.500370009,0.023975706,0.756438428,0.003625816,0.006493506
5.15912E-6,0.600178461,0.027043921,0.738331722,0.003625816,0.006493506
5.78757E-6,0.700007356,0.030287886,0.722246638,0.007976795,0.006493506
6.10209E-6,0.750452275,0.031907293,0.714775424,0.008701958,0.006493506
6.54708E-6,0.800386625,0.034193896,0.70783159,0.008701958,0.006493506
7.32029E-6,0.900190404,0.038154181,0.695174475,0.010152284,0.006493506
8.07558E-6,1.000452354,0.042007038,0.683747912,0.010877447,0.006493506
8.69199E-6,1.100180241,0.045140021,0.673288213,0.010877447,0.006493506
9.2949E-6,1.200813002,0.048194442,0.66344379,0.011602611,0.006493506
1.00288E-5,1.300762445,0.051899241,0.654390437,0.011602611,0.006493506
1.06386E-5,1.400091524,0.054966795,0.64595236,0.011602611,0.006493506
1.13827E-5,1.500224643,0.058696272,0.637953766,0.011602611,0.006493506
1.30752E-5,1.751243395,0.067124656,0.61984706,0.011602611,0.006493506
1.48317E-5,2.001088276,0.075791825,0.604113562,0.013052937,0.006493506
1.64527E-5,2.250147822,0.083718999,0.590050101,0.01595359,0.006493506
1.79835E-5,2.500756549,0.091142509,0.577305089,0.020304569,0.006493506
1.91728E-5,2.751831766,0.096868352,0.565439044,0.022480058,0.012987013
2.03335E-5,3.000868803,0.102422111,0.554364068,0.026105874,0.012987013
2.18507E-5,3.251825671,0.109629846,0.543904368,0.028281363,0.012987013
2.33053E-5,3.50231005,0.116485543,0.534147842,0.030456853,0.012987013
2.46604E-5,3.751188372,0.122825248,0.525006592,0.032632342,0.012987013
2.62371E-5,4.001092243,0.13014446,0.516392722,0.034082669,0.025974026
2.753E-5,4.250927168,0.136100092,0.508218335,0.035532995,0.025974026
2.88078E-5,4.501622246,0.141946826,0.500395535,0.039883974,0.032467532
3.05994E-5,4.750992058,0.150077135,0.493012218,0.042784627,0.032467532
3.19781E-5,5.001917088,0.156281677,0.485980487,0.046410442,0.032467532
3.33621E-5,5.250669284,0.162464232,0.479300343,0.049311095,0.045454545
3.44393E-5,5.501503784,0.167244942,0.472795992,0.052936911,0.058441558
3.53206E-5,5.752741835,0.17113598,0.466467434,0.052936911,0.071428571
