X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
71.4,34.01,train,1.453200552779781E-4,24.721433444357057,0.5378254883877784
72.34,34.06,train,1.632166270764656E-4,28.056927579512134,0.5797323999212795
71.15,34.07,train,1.0575872367341831E-4,17.267803257552853,0.4297598090243675
71.46,34.12,train,1.7415005795746406E-4,30.643169390356444,0.6034417851301656
72.05,34.14,train,1.676705151058283E-4,29.15897658151119,0.5895572303231882
51.09,34.15,train,3.232755304598903E-5,4.682650103755786,0.15776450580621204
71.54,34.3,train,1.2172921540760014E-4,20.567552567790884,0.47613374702693856
8.4,34.48,train,1.2029693520385068E-4,20.22135964317487,0.4721334919618181
-1.21,34.53,train,9.02099833756218E-5,14.447397971558713,0.38066957406323865
0.0,35.0,train,9.198171486111475E-5,14.757281307817808,0.38647006794823124
10.0,35.0,train,1.8030624639850555E-4,32.060026626106115,0.6161980837385514
25.35,35.0,train,2.353984550187887E-4,47.5078885203722,0.7135611530319659
33.0,35.0,train,8.387004899990119E-5,13.533213969122865,0.3594602954492361
37.0,35.0,train,6.103270490516629E-5,10.575144054045666,0.2768598422404719
5.0,35.0,train,1.1298298429112088E-4,18.674408470572306,0.451224890481269
-5.16,35.1,train,1.8163105923844618E-4,32.462210682252206,0.6188891292602501
26.15,35.12,train,2.0402257578142806E-4,38.16366667620895,0.6616211156294769
3.4,35.14,train,1.160137491027673E-4,19.352232720455124,0.4599876792703763
25.0,35.15,train,1.9959749731918335E-4,37.08051480210433,0.6535743003595653
25.08,35.2,train,2.0970266300730857E-4,39.85902161326432,0.6716767688820084
24.28,35.23,train,1.9833853806232375E-4,36.768629958823354,0.6512501676563738
24.09,35.26,train,2.0214379996923366E-4,37.76207970806007,0.6582277302632478
23.55,35.27,train,2.142675098357786E-4,41.31815043167518,0.6795410716076055
63.19,35.38,train,2.297290046676487E-5,2.9915965225504473,0.11486217040951963
51.26,35.4,train,5.5513284506374835E-5,9.528012005412908,0.25534771241160137
