X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
71.4,34.01,train,1.367787759106181E-4,23.933794652976072,0.5216765839459134
72.34,34.06,train,1.6025317715608165E-4,28.4274561615256,0.5785418381473554
71.15,34.07,train,9.984295084953435E-5,16.67457179074758,0.4162729655462325
72.05,34.14,train,1.6445025541876626E-4,29.223409588321694,0.5879720505781149
51.09,34.15,train,3.488019265431882E-5,5.53520894745509,0.17143752416647595
71.54,34.3,train,1.1388978098513077E-4,19.50607837534784,0.45884952994058836
8.4,34.48,train,1.1704973400893048E-4,20.164862418374593,0.46799126957408066
-1.21,34.53,train,8.704460031419652E-5,14.566166971437905,0.3745707896485756
0.0,35.0,train,9.165687923466983E-5,15.216610654983572,0.38993214284502653
10.0,35.0,train,1.8193445348414138E-4,33.517710345586416,0.6250390510388631
25.35,35.0,train,2.2705549894038178E-4,46.089020371728964,0.7060106953140004
33.0,35.0,train,8.136051701464779E-5,13.74454830354842,0.3551066583419896
37.0,35.0,train,5.751235141208541E-5,10.325709460712512,0.26661796837033647
5.0,35.0,train,1.1244345830878285E-4,19.283222478327446,0.4546130783835135
33.26,35.08,train,4.658480945693075E-5,7.99154450949551,0.22211038806524053
-5.16,35.1,train,1.8250398130580738E-4,33.72468862347215,0.6261886832578063
26.15,35.12,train,1.9865898525498138E-4,37.79559785758406,0.6573709190634456
3.4,35.14,train,1.1654266305105857E-4,20.05689483954366,0.46653478504948276
25.0,35.15,train,1.972798284188192E-4,37.42172091585303,0.6548136398404438
24.28,35.23,train,1.9855485810345782E-4,37.770764632142615,0.6571785059374433
24.09,35.26,train,2.0080448328684274E-4,38.386871174438944,0.6613115649080483
23.55,35.27,train,2.0696956695360244E-4,39.97457191354009,0.6723845799266722
63.19,35.38,train,2.3966823749458142E-5,3.439433105725305,0.12122077709449441
51.26,35.4,train,5.136382541583107E-5,9.017552710074472,0.24189820179813715
10.01,35.42,train,1.4834352828370302E-4,26.006685984764573,0.5505909056857659
-0.38,35.45,train,1.8570013739250253E-4,34.475949572914104,0.6325752630384658
10.59,35.46,train,2.701026847349952E-4,57.93081536327264,0.7669049078339911
-5.5,35.48,train,2.2537069989494047E-4,45.61646405485963,0.7033279574023341
10.0,36.0,train,1.3668997777311872E-4,23.91306323692948,0.5214475214249371
43.38,36.17,train,2.4268369209493428E-5,3.4915043265050154,0.12264836922507671
10.0,36.2,train,1.5913896450280447E-4,28.23602360074886,0.5760023143564643
43.08,36.21,train,2.2842786450899635E-5,3.244820774832597,0.11587880336505074
33.57,36.22,train,1.1842589409382245E-4,20.443025291537058,0.4719240716260349
36.21,36.24,train,1.9528437077739722E-4,36.953598148697196,0.6510797709454028
10.2,36.4,train,1.5926670786527478E-4,28.26308949505873,0.5762942430923812
45.44,36.44,train,2.7390312280190243E-5,4.081429329449881,0.1372928245874815
-6.21,36.46,train,2.717202670234271E-4,58.42788548452862,0.7689290061778383
36.1,36.46,train,1.6395176860682761E-4,29.11019951882749,0.5868631600520311
10.1,36.48,train,1.6331873617437165E-4,28.972093476867315,0.5854506686523914
10.13,36.5,train,1.714081159984597E-4,31.157826036546133,0.6031427723447889
3.0,36.5,train,2.563714323263166E-4,53.611729298254886,0.7489929343591835
-5.23,36.51,train,2.4263410510299866E-4,49.98721448716482,0.729695678837287
43.01,36.52,train,2.4459950522060232E-5,3.5264713053569525,0.12355415838544803
30.42,36.53,train,1.3793586596293558E-4,24.18956547997225,0.5246513948613477
7.47,36.55,train,1.5448721845919523E-4,27.255520231058952,0.5652336546996646
8.45,36.55,train,1.3721381026389658E-4,24.033043431953896,0.5227972095222005
10.0,37.0,train,1.401922135884126E-4,24.605506034946586,0.5303992229847521
35.19,37.0,train,1.6467617260813828E-4,29.27692569825673,0.5884736257697997
14.35,37.02,train,2.7273891493342185E-4,58.66230547838599,0.7701946223722917
22.25,37.03,train,2.447846077718182E-4,50.72024031665935,0.732811712853732
-3.35,37.1,train,1.0648461025263172E-4,18.119252732750954,0.436806239203001
36.11,37.13,train,1.3620722803626915E-4,23.800357205892727,0.5202003059066453
-4.29,37.15,train,1.1423387865853581E-4,19.57015218904606,0.4598525775373218
-8.15,37.15,train,2.392028855683204E-4,49.159458557599564,0.724648490705724
67.15,37.15,train,2.2407005333789045E-5,3.162868574285143,0.1137990344259685
43.51,37.17,train,3.965501392779303E-5,6.5376317721689094,0.19249608230142312
49.35,37.17,train,2.1347740776316043E-4,42.230222940813725,0.6836806867555472
49.38,37.18,train,2.062911058964218E-4,39.74499940938671,0.6711839520961074
9.52,37.18,train,2.1323363987229578E-4,42.163192611305625,0.683264668670855
-8.33,37.19,train,2.415783509918208E-4,49.69986729562282,0.7281526395230244
45.18,37.21,train,3.7143256361175743E-5,6.014517040298929,0.18148598935939253
-5.59,37.24,train,1.477772185624693E-4,25.918272608735005,0.5492165990581663
-4.36,37.26,train,1.2637240077841748E-4,22.025006417372193,0.49407167426794574
-4.3,37.3,train,1.1024058777991387E-4,18.86284278196264,0.44809679576186656
33.4,37.3,train,8.133975814960443E-5,13.742459254560012,0.35503447443708835
45.38,37.3,train,6.090091134775893E-5,10.89882731266826,0.2798952374047242
15.06,37.31,train,2.407373808990288E-4,49.46328306823206,0.7269172178603404
33.41,37.31,train,7.915746436934802E-5,13.522846158924354,0.347400832275365
-4.21,37.33,train,1.0657544357806992E-4,18.14039372162328,0.43708199285697236
36.55,37.35,train,1.2675647534669707E-4,22.090012338530002,0.495118271357155
-4.39,37.36,train,1.1159899882072159E-4,19.061641826290312,0.4521242372960096
-4.2,37.37,train,1.0101077927963172E-4,16.95855861185049,0.4199368929186449
15.04,37.37,train,2.339631039812126E-4,47.752682612270426,0.7167585390932423
-4.43,37.39,train,1.0705308601751716E-4,18.251562540430584,0.4385298093499109
