Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
6.44259E-8,0.000006443,0.000342116,1,0,0
6.48147E-8,0.000012924,0.000344179,0.999912119,0,0
6.56707E-8,0.000026016,0.000348725,0.999736356,0,0
6.76131E-8,0.000052687,0.000359037,0.999384832,0,0
7.10865E-8,0.000101544,0.000377478,0.998769663,0,0
8.05E-8,0.000254823,0.000427454,0.99701204,0,0
9.3232E-8,0.000500192,0.000495044,0.994551367,0,0
1.10232E-7,0.001001668,0.000585283,0.990157307,0,0
1.58677E-7,0.002508548,0.000842397,0.980226733,0,0
2.16722E-7,0.005005056,0.001150373,0.968362774,0,0
3.69469E-7,0.010022161,0.001960373,0.953159329,0,0
6.25155E-7,0.025010681,0.003314768,0.926355567,0,0
8.73349E-7,0.050030894,0.004627724,0.897266895,0,0
1.31834E-6,0.100057699,0.006977414,0.85605062,0,0.006535948
2.475E-6,0.200193955,0.013058988,0.807715968,0,0.006535948
3.24755E-6,0.300231992,0.017100228,0.777133316,0.002173913,0.013071895
3.91909E-6,0.40026707,0.020599616,0.752526584,0.002898551,0.013071895
4.55243E-6,0.500260727,0.023888563,0.731610862,0.004347826,0.019607843
5.36201E-6,0.600315357,0.028076615,0.7136831,0.006521739,0.026143791
6.18147E-6,0.70023706,0.032297463,0.698391774,0.007971014,0.026143791
6.66003E-6,0.750259203,0.034753976,0.691537042,0.007971014,0.032679739
7.11157E-6,0.800379085,0.037065994,0.685121715,0.007971014,0.032679739
7.84174E-6,0.900170285,0.040793061,0.673345637,0.007971014,0.032679739
8.60775E-6,1.000724457,0.044687532,0.662624132,0.007971014,0.039215686
9.24966E-6,1.100870988,0.047938935,0.652781439,0.007971014,0.039215686
9.9085E-6,1.200117926,0.051264549,0.643641796,0.007971014,0.039215686
1.05225E-5,1.301000846,0.054353449,0.634941559,0.007971014,0.039215686
1.13573E-5,1.400574478,0.058536726,0.626944371,0.007971014,0.039215686
1.20594E-5,1.501186803,0.062040753,0.619386589,0.007971014,0.039215686
1.42558E-5,1.751396288,0.072918964,0.602513402,0.010869565,0.039215686
1.63792E-5,2.001363303,0.083315739,0.588188769,0.011594203,0.045751634
1.81788E-5,2.250873153,0.09203559,0.575533878,0.013043478,0.045751634
1.97507E-5,2.5003079,0.099583875,0.563933562,0.018115942,0.052287582
2.14073E-5,2.751285572,0.107471312,0.553212057,0.021014493,0.052287582
2.30411E-5,3.002064771,0.115182788,0.543281483,0.022463768,0.052287582
2.43178E-5,3.25143143,0.121162191,0.534053959,0.023913043,0.052287582
2.57275E-5,3.501680324,0.127717357,0.525265841,0.026086957,0.052287582
2.70337E-5,3.752638476,0.133747756,0.516917128,0.029710145,0.052287582
2.83406E-5,4.001920618,0.139739754,0.509007821,0.031884058,0.052287582
3.01063E-5,4.250427928,0.14776972,0.501537921,0.035507246,0.071895425
3.13746E-5,4.502507926,0.153490838,0.494331664,0.036956522,0.071895425
3.26962E-5,4.752337551,0.159412011,0.487476931,0.04057971,0.071895425
3.3723E-5,5.001633683,0.163983501,0.480885842,0.044202899,0.071895425
3.46609E-5,5.251402204,0.168137643,0.474470516,0.049275362,0.071895425
3.58291E-5,5.501573759,0.173283143,0.468230952,0.052173913,0.071895425
3.72178E-5,5.753442388,0.179357932,0.46216715,0.055797101,0.071895425
3.82728E-5,6.002918097,0.183943249,0.456366992,0.058695652,0.078431373
3.95107E-5,6.251530744,0.189291021,0.450742596,0.060869565,0.08496732
4.0597E-5,6.503297302,0.193955049,0.445206081,0.063768116,0.08496732
4.17594E-5,6.750532059,0.198915972,0.43993321,0.063768116,0.091503268
4.29963E-5,7.000623195,0.204161342,0.43474822,0.06884058,0.098039216
4.42679E-5,7.253557073,0.209517835,0.429651112,0.07173913,0.104575163
4.56457E-5,7.50082975,0.215281149,0.424817647,0.073188406,0.104575163
4.69043E-5,7.75068052,0.220509138,0.420072063,0.073913043,0.104575163
4.82151E-5,8.003053204,0.225917002,0.41541436,0.074637681,0.111111111
4.91668E-5,8.251552528,0.229819746,0.410932419,0.077536232,0.111111111
5.05342E-5,8.500963219,0.235392926,0.40653836,0.079710145,0.111111111
5.16485E-5,8.751158946,0.239904825,0.402232182,0.080434783,0.111111111
5.27907E-5,9.001464581,0.244501751,0.398013885,0.083333333,0.111111111
5.41037E-5,9.252907191,0.249751917,0.39388347,0.084057971,0.111111111
5.53682E-5,9.504549582,0.254773635,0.389840935,0.086956522,0.111111111
5.69006E-5,9.752362519,0.260814393,0.385974163,0.089855072,0.117647059
5.8224E-5,10.005763451,0.265991557,0.382107391,0.092028986,0.117647059
5.94762E-5,10.253291823,0.270857131,0.378416381,0.094202899,0.124183007
6.05606E-5,10.505129877,0.275044308,0.374725371,0.097101449,0.124183007
6.22136E-5,10.750273347,0.281381143,0.371210124,0.1,0.124183007
6.34678E-5,11.001453152,0.286152238,0.367694877,0.102898551,0.124183007
6.51744E-5,11.251663674,0.292593001,0.36426751,0.103623188,0.137254902
6.70826E-5,11.502735586,0.299726089,0.360928025,0.104347826,0.137254902
6.87825E-5,11.754301039,0.306019963,0.357676421,0.107246377,0.14379085
7.05888E-5,12.005603331,0.312646155,0.354512699,0.112318841,0.150326797
7.29698E-5,12.256552403,0.321283211,0.351436857,0.114492754,0.150326797
7.50922E-5,12.50140577,0.328891144,0.348536778,0.114492754,0.150326797
7.72971E-5,12.752291738,0.336704301,0.345636699,0.115942029,0.156862745
7.95917E-5,13.003791008,0.344738797,0.342824501,0.118115942,0.163398693
8.14775E-5,13.253856436,0.351269041,0.340100185,0.119565217,0.163398693
8.36919E-5,13.501746777,0.358854074,0.337463749,0.12173913,0.163398693
8.5127E-5,13.755234405,0.36372216,0.334827313,0.126811594,0.163398693
8.69431E-5,14.004903929,0.36982987,0.332278759,0.126811594,0.163398693
8.89369E-5,14.250765775,0.376467653,0.329818086,0.129710145,0.163398693
9.0566E-5,14.502385989,0.381839649,0.327357413,0.131884058,0.163398693
9.19855E-5,14.757962811,0.386482441,0.32489674,0.134782609,0.163398693
