Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.03482E-7,0.000010348,0.000551994,1,0,0
1.07364E-7,0.000031456,0.000572693,0.999824222,0,0
1.07474E-7,0.000052942,0.000573284,0.999648444,0,0
1.12037E-7,0.000107547,0.000597615,0.999209,0,0
1.20835E-7,0.000260025,0.000644527,0.998066444,0,0
1.33387E-7,0.000501469,0.000711454,0.996396555,0,0
1.54241E-7,0.00100941,0.000822642,0.993320443,0,0
2.12887E-7,0.002502021,0.001135251,0.986113552,0,0
2.75505E-7,0.005020821,0.001468927,0.977148884,0,0
4.14055E-7,0.010016028,0.002206823,0.964317103,0,0
6.89246E-7,0.02502656,0.003670839,0.940323431,0,0
9.61004E-7,0.050022273,0.005114486,0.914044648,0,0
1.39682E-6,0.10007335,0.007425293,0.876516084,0.000724638,0
2.35606E-6,0.200078585,0.012492467,0.827386184,0.000724638,0
3.38264E-6,0.300003972,0.01788675,0.797152399,0.002173913,0
4.05953E-6,0.400218566,0.021427467,0.773686061,0.003623188,0
4.60948E-6,0.500265773,0.024294722,0.753383723,0.003623188,0.006535948
5.23164E-6,0.600034119,0.027528316,0.735542275,0.003623188,0.006535948
5.83909E-6,0.700359702,0.030675175,0.719546493,0.007246377,0.006535948
6.22827E-6,0.750384142,0.0326859,0.712251714,0.008695652,0.006535948
6.72979E-6,0.800229274,0.035270923,0.705484268,0.008695652,0.006535948
7.42794E-6,0.90020281,0.038857973,0.693091932,0.010869565,0.006535948
8.18695E-6,1.000169752,0.04274258,0.681842152,0.010869565,0.006535948
8.88963E-6,1.100076538,0.046324876,0.671559149,0.010869565,0.006535948
9.48416E-6,1.200663397,0.049345365,0.661891369,0.011594203,0.006535948
1.0233E-5,1.300404933,0.053136048,0.65301459,0.011594203,0.006535948
1.08125E-5,1.40048471,0.056059509,0.644665143,0.011594203,0.006535948
1.1509E-5,1.500924582,0.05956095,0.636755142,0.011594203,0.006535948
1.32105E-5,1.751054189,0.068059905,0.618913693,0.011594203,0.013071895
1.4856E-5,2.001284263,0.076206485,0.603269467,0.011594203,0.013071895
1.65846E-5,2.251483366,0.084687666,0.589295131,0.014492754,0.013071895
1.81837E-5,2.500852947,0.092464361,0.576727017,0.01884058,0.013071895
1.94954E-5,2.751891918,0.098793619,0.565037792,0.021014493,0.019607843
2.08367E-5,3.001856908,0.105220457,0.554139568,0.023913043,0.019607843
2.23268E-5,3.25133607,0.112306594,0.543944454,0.026811594,0.026143791
2.35688E-5,3.501816904,0.118169494,0.534364563,0.027536232,0.026143791
2.52257E-5,3.751710041,0.125931137,0.525399895,0.029710145,0.026143791
2.66643E-5,4.001008226,0.132614826,0.516962559,0.033333333,0.026143791
2.78342E-5,4.25199781,0.138012459,0.50887678,0.034782609,0.026143791
2.91143E-5,4.502857012,0.143879905,0.501142556,0.037681159,0.026143791
3.0546E-5,4.750674194,0.150394802,0.493847776,0.042753623,0.032679739
3.20717E-5,5.001828673,0.157283045,0.486816664,0.043478261,0.032679739
3.35042E-5,5.250694486,0.163699806,0.480137107,0.044202899,0.039215686
3.48896E-5,5.500915036,0.169858952,0.473721216,0.047826087,0.058823529
3.593E-5,5.752324895,0.174454395,0.467481104,0.052173913,0.065359477
3.69349E-5,6.003545391,0.178868898,0.461416769,0.056521739,0.065359477
3.79248E-5,6.250774382,0.183194557,0.455616101,0.062318841,0.065359477
3.89752E-5,6.500790256,0.187759555,0.449903322,0.063768116,0.065359477
4.00598E-5,6.753928063,0.19244683,0.444278432,0.064492754,0.071895425
4.12617E-5,7.001795132,0.197608845,0.438917209,0.065942029,0.071895425
4.21988E-5,7.25245072,0.201610696,0.433643874,0.070289855,0.08496732
4.34793E-5,7.50090765,0.207047015,0.428546317,0.07173913,0.08496732
4.44954E-5,7.7517546,0.211334379,0.42353665,0.073188406,0.08496732
4.57969E-5,8.004568885,0.216792361,0.418614871,0.074637681,0.08496732
4.70857E-5,8.25052921,0.222159794,0.413956759,0.077536232,0.08496732
4.85658E-5,8.504352747,0.228278287,0.409298647,0.07826087,0.098039216
4.96007E-5,8.75458783,0.232527952,0.404816312,0.080434783,0.098039216
5.05981E-5,9.000151815,0.236601379,0.400509756,0.084057971,0.098039216
5.17035E-5,9.250371499,0.241090939,0.396203199,0.087681159,0.104575163
5.33248E-5,9.502021218,0.247627731,0.391984532,0.089855072,0.104575163
5.44585E-5,9.754860689,0.25216526,0.387853753,0.09057971,0.111111111
5.5853E-5,10.00304286,0.257708906,0.383898752,0.092753623,0.117647059
5.71768E-5,10.251339965,0.262933173,0.38003164,0.096376812,0.117647059
5.93091E-5,10.501938564,0.271271785,0.376252417,0.097826087,0.117647059
6.12615E-5,10.75571427,0.278823626,0.372561083,0.098550725,0.117647059
6.30151E-5,11.004508681,0.28553993,0.369045526,0.101449275,0.130718954
6.42767E-5,11.252800076,0.290333152,0.365617859,0.103623188,0.130718954
6.57684E-5,11.50643747,0.295959281,0.362190192,0.104347826,0.137254902
6.76702E-5,11.753741573,0.303067218,0.358938302,0.104347826,0.137254902
6.89923E-5,12.006467425,0.307966382,0.355686412,0.106521739,0.14379085
7.07991E-5,12.250859014,0.314605711,0.352610301,0.110869565,0.14379085
7.25267E-5,12.502019281,0.320894541,0.349534189,0.113043478,0.150326797
7.46108E-5,12.752268762,0.328404651,0.346545966,0.116666667,0.150326797
7.63846E-5,13.001691887,0.334730775,0.343645632,0.119565217,0.163398693
7.84959E-5,13.257207636,0.342183051,0.340745298,0.121014493,0.163398693
8.07095E-5,13.503982476,0.349906973,0.338020742,0.124637681,0.169934641
8.26071E-5,13.757455253,0.356456128,0.335296186,0.126086957,0.169934641
8.45619E-5,14.00812858,0.363133377,0.332659518,0.127536232,0.169934641
8.64197E-5,14.256220067,0.369415072,0.33011074,0.130434783,0.176470588
8.8213E-5,14.500215783,0.375420006,0.327649851,0.13115942,0.176470588
8.96066E-5,14.758937,0.38004704,0.325101072,0.131884058,0.189542484
9.08995E-5,15.002780653,0.384309081,0.322728072,0.132608696,0.189542484
9.25215E-5,15.259157664,0.389614748,0.320267182,0.134057971,0.189542484
9.39137E-5,15.501710155,0.394131991,0.317982071,0.136231884,0.189542484
9.51339E-5,15.757017745,0.398063777,0.31560907,0.136956522,0.189542484
9.6229E-5,16.006226724,0.401570615,0.313323959,0.139855072,0.189542484
9.76425E-5,16.258081321,0.406067025,0.311038847,0.14057971,0.196078431
9.88643E-5,16.503859702,0.409926369,0.308841624,0.14057971,0.202614379
1.00233E-4,16.752947165,0.414219739,0.306644401,0.143478261,0.202614379
1.01758E-4,17.005446684,0.418968171,0.304447179,0.146376812,0.202614379
1.02517E-4,17.250488702,0.421316901,0.302337845,0.15,0.202614379
1.04169E-4,17.509161367,0.426394591,0.300140622,0.150724638,0.209150327
1.05569E-4,17.750580636,0.430661568,0.298119177,0.152898551,0.209150327
1.07259E-4,18.006277107,0.435773745,0.296009844,0.156521739,0.209150327
1.08611E-4,18.254426044,0.439827897,0.293988399,0.15942029,0.209150327
1.10293E-4,18.506175988,0.444833992,0.291966954,0.165217391,0.209150327
1.11746E-4,18.75063839,0.449122606,0.290033398,0.167391304,0.209150327
1.13059E-4,19.00920292,0.452967016,0.288011953,0.169565217,0.215686275
1.14354E-4,19.259524719,0.456732575,0.286078397,0.169565217,0.215686275
1.15558E-4,19.501231624,0.460211415,0.28423273,0.171014493,0.215686275
1.16803E-4,19.756682566,0.46378771,0.282299174,0.173913043,0.222222222
1.18164E-4,20.003503391,0.467667321,0.280453507,0.17826087,0.222222222
1.19441E-4,20.252927804,0.471280697,0.27860784,0.179710145,0.222222222
1.20712E-4,20.504993464,0.47485603,0.276762173,0.180434783,0.222222222
1.21659E-4,20.759626266,0.477502031,0.274916506,0.186231884,0.222222222
1.22764E-4,21.004140109,0.48057218,0.273158727,0.187681159,0.222222222
1.24193E-4,21.251073177,0.484517559,0.271400949,0.192753623,0.222222222
1.25255E-4,21.500389936,0.487430576,0.269643171,0.195652174,0.222222222
1.26995E-4,21.752862033,0.492168911,0.267885393,0.197101449,0.22875817
1.29318E-4,22.008799141,0.498423351,0.266127615,0.198550725,0.22875817
1.3056E-4,22.255688452,0.501736693,0.264457725,0.2,0.22875817
1.31709E-4,22.504897109,0.504781885,0.262787836,0.205072464,0.22875817
1.33381E-4,22.756309977,0.509179811,0.261117947,0.205072464,0.22875817
1.34919E-4,23.010967027,0.513190124,0.259448058,0.206521739,0.22875817
1.36403E-4,23.255378821,0.517029735,0.257866057,0.208695652,0.22875817
1.37588E-4,23.501898815,0.520076084,0.256284057,0.210869565,0.22875817
1.39624E-4,23.75165715,0.525260348,0.254702057,0.213043478,0.241830065
1.4053E-4,24.003818833,0.527549194,0.253120056,0.215217391,0.241830065
1.41561E-4,24.257714509,0.530140575,0.251538056,0.217391304,0.241830065
1.43077E-4,24.513775746,0.533927899,0.249956056,0.220289855,0.241830065
1.443E-4,24.757852995,0.536957636,0.248461944,0.223188406,0.241830065
1.46602E-4,25.00537014,0.542610677,0.246967833,0.223913043,0.248366013
1.48157E-4,25.256009938,0.546389297,0.245473721,0.225362319,0.248366013
1.50105E-4,25.509833229,0.551080895,0.24397961,0.226811594,0.261437908
1.51219E-4,25.750864433,0.553740081,0.242573387,0.22826087,0.261437908
1.52253E-4,26.008983147,0.556195473,0.241079276,0.230434783,0.261437908
1.53046E-4,26.253263021,0.558069943,0.239673053,0.231884058,0.261437908
1.54512E-4,26.515010223,0.561514238,0.238178942,0.234782609,0.267973856
1.5585E-4,26.763376249,0.564632936,0.236772719,0.239130435,0.274509804
1.57132E-4,27.013779887,0.567601323,0.235366497,0.242753623,0.281045752
1.58034E-4,27.250248925,0.569677711,0.234048163,0.247826087,0.281045752
1.59284E-4,27.504320493,0.57253644,0.232641941,0.25,0.281045752
1.60861E-4,27.760317493,0.576118015,0.231235718,0.251449275,0.294117647
1.6233E-4,28.002771693,0.579429175,0.229917384,0.253623188,0.294117647
1.64171E-4,28.263852314,0.583538528,0.228511162,0.256521739,0.300653595
1.65637E-4,28.511460074,0.586785277,0.227192828,0.258695652,0.300653595
1.66706E-4,28.760624637,0.589135444,0.225874495,0.260144928,0.300653595
1.67762E-4,29.011283655,0.591442879,0.224556161,0.261594203,0.300653595
1.68632E-4,29.263630304,0.593334931,0.223237827,0.264492754,0.300653595
1.69609E-4,29.500395691,0.595449149,0.222007383,0.271014493,0.300653595
1.7057E-4,29.755514077,0.597519381,0.220689049,0.273188406,0.300653595
1.71369E-4,30.012149121,0.599231681,0.219370715,0.273913043,0.300653595
1.72203E-4,30.252763077,0.60100978,0.218140271,0.274637681,0.300653595
1.73538E-4,30.512181567,0.603841757,0.216821937,0.278985507,0.300653595
1.75006E-4,30.756188678,0.606932398,0.215591492,0.28115942,0.300653595
1.76145E-4,31.001998015,0.609313766,0.214361048,0.282608696,0.307189542
1.76727E-4,31.26666677,0.61052655,0.213042714,0.286956522,0.31372549
1.77947E-4,31.514860912,0.613052497,0.211812269,0.289855072,0.31372549
1.78969E-4,31.764766312,0.615156546,0.210581825,0.292753623,0.31372549
1.79921E-4,32.016004537,0.617107218,0.20935138,0.296376812,0.320261438
1.81198E-4,32.250846396,0.619707553,0.208208824,0.297101449,0.320261438
1.81971E-4,32.505347962,0.62127352,0.206978379,0.299275362,0.320261438
1.82716E-4,32.760648141,0.622775198,0.205747935,0.301449275,0.320261438
1.84129E-4,33.017594876,0.625608559,0.20451749,0.304347826,0.320261438
1.84913E-4,33.257428011,0.627171727,0.203374934,0.307246377,0.326797386
1.86413E-4,33.517621293,0.630142801,0.202144489,0.310869565,0.333333333
1.87806E-4,33.760997362,0.632881662,0.201001934,0.312318841,0.339869281
1.88409E-4,34.005476077,0.634062242,0.199859378,0.313768116,0.339869281
1.89748E-4,34.251326449,0.636666688,0.198716822,0.315942029,0.339869281
