X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
71.15,34.07,train,9.971941806146556E-5,16.599931913866993,0.4113503130214462
71.46,34.12,train,1.526458855796621E-4,26.509247506310306,0.5556680070452678
72.05,34.14,train,1.4568679906256074E-4,25.201433929193577,0.5389282593605187
51.09,34.15,train,3.551181107672272E-5,5.789048985325316,0.17197764102021884
71.54,34.3,train,1.0525633814517977E-4,17.53660664956141,0.4284184206084488
8.4,34.48,train,1.075571821862015E-4,17.972477440377276,0.43536461485501454
-1.21,34.53,train,7.930860188476758E-5,13.200971338227394,0.34391037433904503
10.0,35.0,train,1.8342367585839545E-4,32.81908940564896,0.6227099729407947
25.35,35.0,train,2.5289483900838266E-4,51.50406407225308,0.7391791031364126
33.0,35.0,train,7.983418903090404E-5,13.255792226878436,0.3457403083265377
37.0,35.0,train,5.288185882216669E-5,9.453720388336153,0.2449884074816857
5.0,35.0,train,9.665275689607802E-5,16.101070234550335,0.4016786717595233
33.26,35.08,train,4.320263792973333E-5,7.392011110755279,0.2051368642958502
-5.16,35.1,train,1.742162699084807E-4,30.792587588692914,0.603790251691817
26.15,35.12,train,2.012474858622022E-4,37.43701983230558,0.6568060363674014
3.4,35.14,train,1.0811507644381066E-4,18.059093854933273,0.4370361296963934
25.0,35.15,train,1.9992853725278261E-4,37.07443885114051,0.6543921085027402
25.08,35.2,train,2.2493999136461015E-4,44.38677985500323,0.6974065272724976
24.28,35.23,train,1.9647296860211884E-4,36.02360599837491,0.6479869376077991
24.09,35.26,train,1.983544517483371E-4,36.54541934196276,0.6514889982045249
23.55,35.27,train,2.331565722050383E-4,46.43853585544841,0.7103347110548601
63.19,35.38,train,2.149066387844348E-5,3.1922728517061087,0.10792460811656368
51.26,35.4,train,4.7959478770891855E-5,8.428757332495154,0.22497803286553986
10.01,35.42,train,1.4751109904778174E-4,25.482004471470038,0.5433765707656808
10.59,35.46,train,3.039098748759146E-4,66.8441930582719,0.8011138886462793
-5.5,35.48,train,2.1267899685597843E-4,40.62455771161646,0.6770340159943655
10.0,36.0,train,1.3208639122390433E-4,22.715837999775058,0.5043706993854857
43.38,36.17,train,1.9908627942266595E-5,2.9097092627553023,0.10039315707460905
43.08,36.21,train,1.9246289396300084E-5,2.7675994764380905,0.09722117158767585
33.57,36.22,train,1.134820801783307E-4,18.95243291536993,0.4528656498102349
36.21,36.24,train,1.9765512702482396E-4,36.34059479145008,0.6501914111867699
10.2,36.4,train,1.5689918479081557E-4,27.48249319895126,0.5655984480507403
4.05,36.44,train,1.3968789571008666E-4,24.082985950657868,0.5239929200785474
45.44,36.44,train,2.6678952873065707E-5,4.08647415916011,0.13218435752822388
-6.21,36.46,train,3.0073480966770385E-4,65.93603919510463,0.7977296575401674
10.1,36.48,train,1.5518647573148462E-4,27.08428118860184,0.5616266539418024
10.13,36.5,train,1.6456689045865603E-4,28.92612983290638,0.5829433780749524
3.0,36.5,train,2.464143353170135E-4,49.94634007154101,0.7300403975857781
-5.23,36.51,train,2.342020764467548E-4,46.80842666497438,0.7119396193805061
43.01,36.52,train,2.0353460775686093E-5,3.0041704730164986,0.10251723404164648
30.42,36.53,train,1.3271016703665108E-4,22.82109078272859,0.5060109105877353
7.47,36.55,train,1.4401827578661E-4,24.904857108442737,0.5348218572553602
8.45,36.55,train,1.2638722328509928E-4,21.582366348383932,0.4891303305325183
-6.12,36.57,train,3.038594743810987E-4,66.83442992115876,0.8010606126847143
10.0,37.0,train,1.3820695671695995E-4,23.77370141369386,0.5202319964480595
35.19,37.0,train,1.7729137440293573E-4,31.516523084626385,0.610212324420182
14.35,37.02,train,3.2958517068841097E-4,74.76054223315411,0.8264805041951307
22.25,37.03,train,2.4155065094086378E-4,48.781970477239526,0.7229719735400755
-3.35,37.1,train,9.744433110076596E-5,16.25065023491947,0.40419025095720784
36.11,37.13,train,1.5127823445891777E-4,26.21809275878034,0.5524268807770158
-4.29,37.15,train,9.824540853701007E-5,16.387236230338353,0.406721249561077
-8.15,37.15,train,2.450800917392257E-4,49.72625689337668,0.7281194817164232
67.15,37.15,train,1.8545743166268263E-5,2.6194526937721947,0.0938540353138625
49.35,37.17,train,1.9113991859665672E-4,34.65894338764447,0.6378679529209429
49.38,37.18,train,1.8633167845612193E-4,33.65479586318663,0.6284956290656711
9.52,37.18,train,2.1855830534922224E-4,42.33827582765205,0.6869686101047348
-5.59,37.24,train,1.3330384598381076E-4,22.92993676689887,0.5075669406628279
-4.36,37.26,train,1.1112332596141884E-4,18.53543502178272,0.4459642802276981
-4.3,37.3,train,9.75939874438261E-5,16.276791995391317,0.40466390792245066
33.4,37.3,train,7.878633839079035E-5,13.146497120088133,0.34208694253009064
45.38,37.3,train,6.176777332439941E-5,10.846551572486256,0.2798121986053642
15.06,37.31,train,2.5415489110917975E-4,51.839428767404314,0.7409197534635412
33.41,37.31,train,7.655889990870634E-5,12.886936522243415,0.3342529888639836
-4.21,37.33,train,9.287654095701914E-5,15.425806121172334,0.38955064775119397
36.55,37.35,train,1.265162153924376E-4,21.621861306536918,0.4894804032725838
15.04,37.37,train,2.447902990554483E-4,49.650487973517365,0.7277004626013976
-4.43,37.39,train,9.27265738671091E-5,15.400633214089025,0.3890639576121303
-4.44,37.4,train,9.706217289675521E-5,16.178435622621016,0.4029790234118068
31.43,37.4,train,1.1649623537430131E-4,19.50287196809136,0.46155965548408984
61.54,37.42,train,2.2255402221645072E-5,3.321516022071557,0.11154258785991922
15.0,37.45,train,2.4496005909110263E-4,49.69487327120378,0.7279460015319992
22.2,37.49,train,1.6228137941297975E-4,28.441611471631802,0.5778471099737403
27.51,37.51,train,1.1446156722276157E-4,19.103722256840626,0.4557061627022072
-4.46,37.53,train,8.516858731572266E-5,14.066762434421548,0.3640267151664036
58.24,37.58,train,3.694143376388771E-5,6.072815856717912,0.1782444823878816
-1.08,37.59,train,2.8181985443910665E-4,60.22810588649361,0.7763411148002197
-2.0,38.0,train,8.542332764110585E-5,14.106883456523358,0.36488706786610836
22.0,38.0,train,1.6796317615428122E-4,29.572048480446536,0.5904030522051796
23.0,38.0,train,1.433604451293136E-4,24.743534171303168,0.533192836507151
46.0,38.0,train,6.608430819442041E-5,11.536883889483818,0.29614434770676656
13.31,38.04,train,1.6281359996657988E-4,28.574333487193343,0.5790393982550613
46.18,38.05,train,5.120692109046683E-5,9.105761288382245,0.2382381490727843
13.27,38.07,train,2.090320439980434E-4,39.697635474916275,0.6707137403209809
13.23,38.08,train,1.488470627438995E-4,25.700385000530325,0.5466068941371027
-8.3,38.1,train,1.8043670663735737E-4,32.12596050594093,0.6166733877461468
13.08,38.11,train,2.651423132339752E-4,54.8497871191916,0.7556139793117631
21.44,38.14,train,1.5702879732433132E-4,27.51738635031749,0.5658975523729515
36.13,38.15,train,5.793074847646842E-5,10.291443495814882,0.2649764480542012
-4.2,38.16,train,9.622115671654347E-5,16.01951280805543,0.4003047939097215
67.54,38.2,train,3.959855395148328E-5,6.617842808313651,0.1897664094733923
38.18,38.22,train,4.276124839047141E-5,7.292517439815012,0.20327023656450305
-8.55,38.3,train,2.384352919371966E-4,48.029211425494466,0.7183474645719949
56.0,38.3,train,5.860607185171431E-5,10.392233855223004,0.2676095511165848
68.21,38.32,train,4.303068840700873E-5,7.353251947452713,0.20441021367941592
63.11,38.36,train,1.7814667887171206E-5,2.473116882895516,0.09032677072497597
-8.13,38.38,train,1.5005790265712948E-4,25.97083412917833,0.5495149250320621
22.25,38.38,train,1.2404589896474944E-4,21.149187850068135,0.4827343055013865
68.51,38.38,train,4.097470516816729E-5,6.936091875919886,0.19567009526689483
56.18,38.39,train,5.472611137542477E-5,9.813762543070137,0.25235185929946635
-9.08,38.44,train,1.7928064250278807E-4,31.86780839799418,0.6143111723001387
29.47,38.45,train,9.55985915517902E-5,15.869209717568513,0.39831747355036595
48.5,38.45,train,1.5425836446455047E-4,26.873987551923346,0.5594592018766313
-9.15,38.46,train,1.5673652723311005E-4,27.440858109796288,0.5652227947517982
-2.06,38.49,train,8.024023030504866E-5,13.310882584791877,0.34715052471467367
-9.15,38.5,train,1.487394687043059E-4,25.68268609510766,0.5463475830003868
-0.31,38.51,train,2.1851902255476836E-4,42.32310129917755,0.6869032565109268
-7.1,38.53,train,1.30870366695437E-4,22.530754626053252,0.5011575036754737
16.16,38.58,train,2.60737730276207E-4,53.73340975124796,0.7498262577508141
-0.2,38.59,train,1.6580827874844922E-4,29.182056689579397,0.5856856140763314
-8.0,39.0,train,2.05130303342622E-4,38.24437011214784,0.6638149000034195
47.21,39.0,train,1.6218796764709122E-4,28.424571701755223,0.5776374994778711
26.32,39.06,train,1.553877376767657E-4,27.126442358875106,0.5620952595256765
63.34,39.09,train,2.5583595105264454E-5,3.8975129933571635,0.12711816196368586
-7.25,39.17,train,1.4268178847785823E-4,24.627943641832992,0.5315062645521516
