"","Supervisor.PI","Batch","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"1","Onder","1","F","AK","AK1",2832.3428442,111.34054226781,2861.781725,2418.259069,2970.557371,20.327908854979,0.0393104042809685,2841.014555
"2","Onder","1","F","AK","AK2",2762.27483759375,100.0234389139,2781.1751935,2390.351982,2894.19624,17.6818129834043,0.0362105311001681,2824.535112
"3","Onder","1","F","AK","AK4",2806.84615503333,72.5710935823828,2806.857028,2661.69532,2950.918645,13.2496083259632,0.0258550307262996,2943.29826
"4","Onder","1","F","AK","AK5",2707.48230033333,73.0713297420475,2713.194834,2538.22775,2834.866398,13.3409385355392,0.0269886638716165,2712.538386
"5","Onder","1","F","GI","GI1",2869.6969641,80.4158085720844,2882.252877,2714.452116,3035.722816,14.681850778316,0.0280224043089179,2819.373259
"6","Onder","1","F","GI","GI2",2838.50250522581,54.6180360564187,2833.2201,2720.817353,2948.187325,9.80968886202237,0.0192418488114295,2919.015271
"7","Onder","1","F","GI","GI3",2811.8212549,60.2300412994158,2809.90076,2681.670846,2909.4591,10.9964507530526,0.0214202951892679,2844.657877
"8","Onder","1","F","GI","GI4",2788.88523564516,100.655560157316,2792.733329,2519.310545,2956.031048,18.0782722827289,0.0360916823936755,2781.94965
"9","Onder","1","F","KA","KA2",2910.45158318182,65.1735814300429,2929.279599,2766.769651,2997.683657,11.3452642855797,0.0223929447260526,2971.027591
"10","Onder","1","F","KA","KA3",2804.97740173529,83.8442698422004,2802.945457,2547.763282,2935.411398,14.3791736502441,0.0298912461078404,2759.50686
"11","Onder","1","F","KA","KA5",2832.82028074286,64.2636810519381,2819.776918,2733.775578,3019.240673,10.8625446931124,0.0226854070089777,2914.252109
"12","Onder","1","F","KA","KA6",2877.48432276667,67.0477418512639,2877.0243915,2765.110609,3009.470302,12.2411868805735,0.0233008191637334,2789.513375
"13","Onder","1","F","MA","MA3",2850.4597941,64.30157159061,2851.582227,2740.430052,3012.386878,11.7398070810701,0.022558315582526,2849.031214
"14","Onder","1","F","MA","MA5",2864.886986,58.8551173943321,2851.250278,2730.872696,2973.40546,10.5706911354303,0.0205436087643047,2826.115125
"15","Onder","1","F","MA","MA6",2921.0113071,85.5331690804841,2919.6190245,2704.467271,3073.341473,15.6161487067615,0.0292820397074745,2863.37969
"16","Onder","1","F","MA","MA7",2927.32162693333,69.115591821584,2939.3020155,2714.211472,3053.404758,12.6187229053337,0.0236105220504894,2920.019235
"17","Onder","1","F","MA","MA9",2944.31170874194,54.6617751941687,2944.731738,2819.112734,3049.136538,9.81754464306834,0.0185652134017851,2942.831001
"18","Onder","1","F","MU","MU2",2829.70916202941,96.2543659761575,2848.827675,2552.298991,2987.977355,16.5074875787003,0.034015639228141,2831.368026
"19","Onder","1","F","MU","MU3",2927.14385403333,78.9553960309082,2917.878129,2736.42522,3137.474774,14.4152171476274,0.0269735277690965,2956.259977
"20","Onder","1","F","MU","MU5",2869.18069803226,66.286173058373,2875.895147,2694.446023,2953.668288,11.9053481323482,0.0231028227339719,2902.374691
"21","Onder","1","F","RE","RE5",2899.57127670968,86.3258028133457,2907.306406,2694.622268,3058.521787,15.5045718869948,0.0297719195616067,3036.499598
"22","Onder","1","F","UM","UM5",2847.07315560606,75.8955906117788,2862.380465,2705.15157,2993.224926,13.2117265110717,0.0266574079638016,2800.3444
"23","Onder","1","F","UM","UM7",2983.14457183871,59.0201828334596,2992.149624,2856.871577,3094.324509,10.600337763479,0.0197845533168651,2935.693407
"24","Onder","1","F","VA","VA1",2801.9475065,81.2422007386654,2812.5083605,2650.004523,2936.486782,14.83272865531,0.0289949046333661,2802.24629
"25","Onder","1","F","VA","VA11",2913.01384246667,101.802995788416,2930.55932,2694.077513,3126.487463,18.5865990716396,0.0349476526009954,2857.023294
"26","Onder","1","F","VA","VA6",2798.83245503226,86.6226653318446,2794.675657,2605.55847,2963.437124,15.5578899692902,0.0309495715529875,2922.878842
"27","Onder","1","F","VA","VA9",2857.05656593939,89.4694970202227,2871.48207,2644.080585,3044.248052,15.5746403208157,0.0313152697383873,3044.248052
"28","Onder","1","F","YE","YE13",2847.47575877419,99.6182666419446,2850.994501,2588.40132,3019.327048,17.8919688676103,0.0349847637280077,2690.929163
"29","Onder","1","F","YE","YE14",2695.32944136667,101.516317736547,2725.823493,2460.174032,2855.749302,18.5342590597229,0.0376637883957789,2712.111198
"30","Onder","1","F","YE","YE19",2832.24887593333,88.2331791717935,2845.8780985,2644.521349,2977.245895,16.1091008509288,0.0311530458786809,2644.521349
"31","Onder","1","M","AK","AK1",2454.9014025,76.3171441281656,2466.911094,2194.68046,2585.67953,13.9335404544564,0.0310876616268362,2557.956099
"32","Onder","1","M","AK","AK2",2402.70573655172,63.2064834384239,2393.978384,2228.393259,2552.443268,11.7371493170804,0.026306377213356,2415.106439
"33","Onder","1","M","AK","AK4",2427.7949612,72.9361397539526,2435.8040585,2297.218679,2565.355777,13.3162563335297,0.0300421332606696,2565.355777
"34","Onder","1","M","AK","AK5",2385.36116516667,47.6816811483476,2381.705729,2293.078141,2502.290313,8.70544411490626,0.0199892921225688,2367.955765
"35","Onder","1","M","GI","GI1",2456.7418743,86.4782307107742,2438.9595835,2246.942284,2605.936099,15.7886925644757,0.0352003731508889,2530.484964
"36","Onder","1","M","GI","GI2",2455.97159803333,58.5482013035495,2463.9924885,2307.329616,2586.07469,10.6893901851025,0.0238391198621487,2438.410613
"37","Onder","1","M","GI","GI3",2397.52670059375,57.9736502755475,2400.467936,2269.719452,2495.178089,10.2483903099942,0.0241806067315915,2381.053664
"38","Onder","1","M","GI","GI4",2461.864598375,73.5079920173363,2469.861843,2299.809022,2632.494685,12.9944999067163,0.029858665690167,2426.406463
"39","Onder","1","M","KA","KA2",2518.580703,41.6294326180056,2518.386572,2433.033338,2601.723631,7.60045976700767,0.016528925425506,2511.368278
"40","Onder","1","M","KA","KA3",2441.05327314706,66.5455327832489,2443.323257,2234.991067,2564.538559,11.4124647198816,0.0272609916036191,2516.492297
"41","Onder","1","M","KA","KA5",2461.25992602857,62.4693226849501,2444.650878,2302.495414,2598.824701,10.5592427714388,0.0253810343329927,2302.495414
"42","Onder","1","M","KA","KA6",2515.77905436667,58.8307798345013,2522.3113765,2409.532519,2616.555422,10.7409817303255,0.0233847164489219,2484.423345
"43","Onder","1","M","MA","MA3",2479.43210806667,71.3660287303213,2470.645572,2322.178279,2606.647346,13.0295945917196,0.028783215518641,2511.810986
"44","Onder","1","M","MA","MA5",2486.94412886667,59.9006261084443,2484.2011315,2406.957594,2601.387161,10.9363080427593,0.0240860361168394,2555.713246
"45","Onder","1","M","MA","MA6",2518.33978956667,101.994734104878,2547.530211,2294.979348,2733.499092,18.6216055386611,0.0405007833047138,2571.499377
"46","Onder","1","M","MA","MA7",2525.2680538,70.1907960089749,2528.5074475,2295.000917,2646.877646,12.815027434453,0.027795384297264,2565.975178
"47","Onder","1","M","MA","MA9",2555.37225593333,51.6133028370579,2556.7918845,2411.120254,2660.919127,9.423256743734,0.0201979585233489,2553.576385
"48","Onder","1","M","MU","MU2",2470.49956006452,84.699104798353,2485.587147,2267.227509,2601.236316,15.2124082987056,0.0342842015305362,2378.585986
"49","Onder","1","M","MU","MU3",2494.42531066667,78.0625676719438,2479.682011,2373.015154,2659.94764,14.252209736899,0.0312948106075305,2587.370718
"50","Onder","1","M","MU","MU5",2477.50231756667,59.6191471819272,2483.7157885,2371.984118,2590.384388,10.8849172569207,0.0240642144950579,2450.393253
