"","Supervisor.PI","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"1","Onder","F","AK",2831.40329434992,92.9113092377719,2837.371146,2383.62163,3076.362856,3.78364100799848,0.0328145797609182,2842.383223
"2","Onder","F","GI",2869.44103018,100.090093941564,2881.5308,2496.316998,3193.121964,4.71829227704525,0.03488139079662,2809.515057
"3","Onder","F","KA",2869.87748969331,100.876342507824,2875.812052,2482.96272,3199.323343,4.07435709912824,0.0351500518297749,2718.024716
"4","Onder","F","MA",2917.03074310855,79.9110819903652,2923.368499,2614.411641,3133.977485,3.24082232114348,0.0273946656815853,2816.932088
"5","Onder","F","MU",2881.10839018089,97.5893998643542,2893.016106,2542.883028,3154.798206,3.48311504294662,0.0338721723198436,2915.367049
"6","Onder","F","RE",2963.41788144742,100.735043864343,2968.612705,2533.411417,3220.21835,4.5741427144174,0.0339928582111209,2980.435052
"7","Onder","F","UM",2913.60813382659,106.801271806265,2922.260402,2388.468349,3181.123613,4.68805551044862,0.0366560178653805,2840.707421
"8","Onder","F","VA",2858.94784374587,100.16165238765,2864.2961375,2466.574293,3137.446938,4.06878899788148,0.0350344454890145,2802.435143
"9","Onder","F","YE",2831.20202732526,102.387462874013,2843.4399335,2447.563214,3115.118151,4.25875701804119,0.0361639550571888,2704.257587
"10","Onder","M","AK",2451.67577484053,83.3838162629029,2454.5306995,2059.33267,2827.265818,3.39847063868479,0.0340109475806712,2536.739563
"11","Onder","M","GI",2480.81900337118,84.0613704039488,2474.633335,2251.317093,2735.152882,3.92792988418672,0.0338845237357977,2539.514915
"12","Onder","M","KA",2478.71931806056,85.4032507927832,2481.366257,2196.932656,2934.213139,3.45504570564699,0.034454587161408,2493.961589
"13","Onder","M","MA",2515.97152335548,74.8899862106052,2519.7989625,2206.804216,2718.10334,3.05228796995564,0.0297658322105039,2488.172412
"14","Onder","M","MU",2490.1452570589,80.3727253156645,2493.435621,2203.888369,2684.851491,2.87596222825864,0.0322763200611809,2441.595295
"15","Onder","M","RE",2553.96509172785,83.2083095680036,2554.1598475,2320.23362,2778.5002,3.82188423639195,0.0325800496794223,2530.972066
"16","Onder","M","UM",2518.57360248743,92.0420806192628,2522.501439,2039.443917,2710.872432,4.04800607714768,0.0365453209421234,2457.202285
"17","Onder","M","VA",2492.56593638173,104.875113175815,2489.757683,2118.625192,3017.218142,4.23586592522044,0.0420751610398937,2480.914713
"18","Onder","M","YE",2445.63905481818,91.3661509460486,2447.259239,2111.688229,2934.569596,3.82021068568675,0.0373588043444298,2482.751187
"19","Posnien","F","AK",2589.01128536667,116.021834258798,2555.221157,2360.700668,2815.811064,21.1825919288899,0.0448131821265379,2515.074108
"20","Posnien","F","GI",2728.20135556667,87.1766926692937,2734.620804,2523.961733,2865.606393,15.9162136878891,0.0319539071012545,2729.627071
"21","Posnien","F","KA",2639.37876686667,99.7280789486437,2644.172314,2279.428609,2792.564876,18.2077728189427,0.0377846788041853,2649.138785
"22","Posnien","F","MA",2658.50407703333,124.692926269901,2646.556012,2451.016318,2843.883617,22.7657094931178,0.0469034173568197,2603.631986
"23","Posnien","F","MU",2563.45368863333,193.498478357164,2618.938079,2098.19866,2916.412023,35.3278271463813,0.0754835085241288,2871.058884
"24","Posnien","F","RE",2723.92753073333,86.0148191865624,2736.3262155,2533.030765,2944.569586,15.7040855827361,0.0315774991133503,2733.110962
"25","Posnien","F","UM",2663.02723743333,92.7151623332048,2666.19258,2463.249691,2845.123599,16.9273952775499,0.0348157018561196,2608.747446
"26","Posnien","F","VA",2549.5829784,115.657553270231,2586.073217,2276.978174,2702.641412,21.116083623987,0.0453633218648221,2576.388202
