"","Supervisor.PI","Batch","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"1","Onder","1","F","AK",2776.99126057377,101.54802622531,2783.2164165,2390.351982,2970.557371,9.19372631345371,0.0365676434301522,2841.014555
"2","Onder","1","F","GI",2827.0046437459,81.1546667434103,2825.566808,2519.310545,3035.722816,7.34739829844662,0.0287069449719322,2819.373259
"3","Onder","1","F","KA",2855.20737434091,80.911570934765,2855.406255,2547.763282,3019.240673,7.04244830400853,0.0283382466933571,2971.027591
"4","Onder","1","F","MA",2901.63777224342,75.9967971649196,2905.1912065,2704.467271,3073.341473,6.16415421873978,0.0261910007830378,2849.031214
"5","Onder","1","F","MU",2873.35819756842,90.5331834424344,2891.093619,2552.298991,3137.474774,9.28850863572918,0.0315077958324333,2831.368026
"6","Onder","1","F","RE",2899.57127670968,86.3258028133457,2907.306406,2694.622268,3058.521787,15.5045718869948,0.0297719195616067,3036.499598
"7","Onder","1","F","UM",2912.98274784375,96.344581851023,2923.807694,2705.15157,3094.324509,12.0430727313779,0.0330742026956182,2800.3444
"8","Onder","1","F","VA",2842.70575202419,100.317343297633,2843.375972,2605.55847,3126.487463,9.00876337074751,0.0352893869603635,2802.24629
"9","Onder","1","F","YE",2792.29778067033,117.695198027814,2801.755787,2460.174032,3019.327048,12.337809144754,0.0421499450533385,2690.929163
"10","Onder","1","M","AK",2417.81674139496,70.3163554453235,2415.106439,2194.68046,2585.67953,6.44588973532295,0.0290825827456032,2367.955765
"11","Onder","1","M","GI",2442.59617529839,74.1472596975655,2446.7600425,2246.942284,2632.494685,6.65862048621949,0.0303559222958775,2530.484964
"12","Onder","1","M","KA",2481.94342185271,67.0750486956361,2486.779373,2234.991067,2616.555422,5.90562874159082,0.0270252126237294,2511.368278
"13","Onder","1","M","MA",2513.07126724667,77.1546272286,2518.8663565,2294.979348,2733.499092,6.29964893349051,0.0307013287821045,2511.810986
"14","Onder","1","M","MU",2480.69577152747,74.8479907889983,2481.364674,2267.227509,2659.94764,7.84620138032087,0.0301721765514645,2378.585986
"15","Onder","1","M","RE",2510.4965086,63.5322316390999,2512.0242495,2333.792199,2607.317802,11.5993454657928,0.0253066401094217,2585.80389
"16","Onder","1","M","UM",2533.57961578125,85.9676840205285,2525.257855,2377.954787,2675.665855,10.7459605025661,0.0339313134211571,2458.813951
"17","Onder","1","M","VA",2454.3144236371,85.5811895027707,2445.7395625,2297.511609,2700.048117,7.6854176942279,0.0348696926027702,2517.303319
"18","Onder","1","M","YE",2408.86998513333,91.288152517953,2419.8456805,2119.333818,2608.073577,9.62261617818555,0.0378966706718711,2450.068033
"19","Onder","2","F","AK",2825.21030109934,87.9849735849363,2820.99939,2563.445784,3047.924758,7.16011560487065,0.031142805033204,2739.139318
