"","Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"136","Onder","F","VA","VA34",2904.73212436667,59.1073156019395,2895.030311,2795.356302,3052.199947,10.7914700229198,0.0203486287448372,2987.483129
"137","Onder","F","VA","VA35",2847.54409263333,58.1305951507813,2856.0104615,2726.515383,2961.15305,10.6131460817611,0.0204142914946134,2961.15305
"138","Onder","F","VA","VA44",2912.46326693333,78.9168756418858,2904.3925525,2714.378872,3058.225179,14.4081843189636,0.0270962647109987,2922.352674
"139","Onder","F","VA","VA46",2990.57696116667,62.8709476810041,2996.5692075,2851.769666,3105.996833,11.4786120855377,0.0210230161261181,2992.103758
"140","Onder","F","VA","VA47",2817.93097813333,88.6644128706038,2835.196347,2620.879339,3000.368109,16.1878329923937,0.0314643664300597,2903.392866
"141","Onder","F","VA","VA48",2770.25623603333,177.303382165005,2858.684779,2458.591784,2972.462989,32.3710206445775,0.0640025207267043,2805.527936
"142","Onder","F","VA","VA55",2857.52410886667,51.2537786606862,2862.33574,2734.713775,2958.271943,9.35761690994491,0.0179364291281567,2871.171747
"143","Onder","F","VA","VA57",2906.280038,66.7975794322416,2911.1313225,2762.458907,3071.425589,12.195513680594,0.0229838757995975,2874.6473
"144","Onder","F","VA","VA6",2798.83245503226,86.6226653318446,2794.675657,2605.55847,2963.437124,15.5578899692902,0.0309495715529875,2922.878842
"145","Onder","F","VA","VA66",2861.54820903333,63.0988459392428,2855.6945355,2746.640141,3035.646452,11.5202204244888,0.0220505968552451,2889.136699
"146","Onder","F","VA","VA67",2843.1739232,89.1010581715855,2849.1003455,2648.857199,3001.626039,16.2675531527191,0.0313385886964319,2844.10346
"147","Onder","F","VA","VA71",2812.75291623333,77.1890881405775,2817.802431,2658.810813,2947.32514,14.0927349226163,0.0274425413249395,2821.002957
"148","Onder","F","VA","VA9",2857.05656593939,89.4694970202227,2871.48207,2644.080585,3044.248052,15.5746403208157,0.0313152697383873,3044.248052
"149","Onder","F","YE","YE13",2847.47575877419,99.6182666419446,2850.994501,2588.40132,3019.327048,17.8919688676103,0.0349847637280077,2690.929163
"150","Onder","F","YE","YE14",2695.32944136667,101.516317736547,2725.823493,2460.174032,2855.749302,18.5342590597229,0.0376637883957789,2712.111198
"151","Onder","F","YE","YE15",2873.79329241379,55.7348961736644,2881.765293,2747.326387,2938.671429,10.3497103932315,0.0193941910577886,2836.220437
"152","Onder","F","YE","YE19",2832.24887593333,88.2331791717935,2845.8780985,2644.521349,2977.245895,16.1091008509288,0.0311530458786809,2644.521349
"153","Onder","F","YE","YE20",2816.56429786667,67.8634775884956,2827.937872,2655.278282,2915.309483,12.3901191686551,0.024094418025499,2857.971867
"154","Onder","F","YE","YE21",2915.11351926667,94.4721648690527,2894.3859995,2745.486292,3089.495279,17.2481785850424,0.0324077138830663,2841.016538
"155","Onder","F","YE","YE22",2830.22527410526,70.8442307039004,2841.5778145,2692.620161,3020.238372,11.4924517837023,0.0250313045226751,3020.238372
"156","Onder","F","YE","YE23",2776.8279823,129.992788879942,2801.8351835,2488.336742,2994.173496,23.7333275941836,0.0468134107364732,2868.64769
"157","Onder","F","YE","YE24",2855.33470546667,68.6308588871946,2872.9318995,2676.065174,3002.111502,12.5302231844901,0.0240360118748242,2990.018723
"158","Onder","F","YE","YE26",2793.0980406,77.9483094788324,2808.537154,2643.504406,2925.70484,14.2313491403168,0.0279074734741814,2811.640908
"159","Onder","F","YE","YE27",2933.79031283333,83.5785203032538,2946.2685855,2796.827034,3067.889475,15.2592802976652,0.0284882392370221,2883.60049
"160","Onder","F","YE","YE33",2852.11168826667,78.5884443082234,2867.8290925,2507.381361,2970.156453,14.3482212356175,0.0275544764363644,2893.292371
"161","Onder","F","YE","YE40",2893.57878813333,83.2942274282834,2903.972128,2652.059592,3048.746218,15.2073757574788,0.0287858854128582,2918.175221
"162","Onder","F","YE","YE41",2825.15830356667,70.2593654989817,2827.9423905,2693.195097,2947.319814,12.8275464532642,0.0248691782723402,2814.112841
"163","Onder","F","YE","YE48",2795.8143001,80.7533666108646,2800.863206,2584.021344,2945.667642,14.7434801624184,0.028883666060359,2757.440064
"164","Onder","F","YE","YE49",2820.82387503333,84.7493710417031,2808.3601075,2664.12666,2960.309867,15.473047417972,0.0300441909159258,2792.589206
"165","Onder","F","YE","YE51",2724.95787056667,105.477144436359,2692.7332565,2492.998494,2966.819785,19.2574037696748,0.0387078074034314,2694.802982
"166","Onder","F","YE","YE69",2838.45950026667,63.6566778033383,2846.98158,2699.602554,3006.061866,11.6220661229089,0.0224264879584711,2848.973593
"167","Onder","F","YE","YE80",2864.8137217,59.8463263439208,2862.695687,2727.329174,2971.294436,10.9263943074604,0.0208901283495695,2805.49652
"168","Onder","M","AK","AK1",2454.9014025,76.3171441281656,2466.911094,2194.68046,2585.67953,13.9335404544564,0.0310876616268362,2557.956099
"169","Onder","M","AK","AK10",2357.5911405,109.931429930307,2388.573629,2077.111432,2490.90122,19.4333148923135,0.0466287084481463,2337.65616
"170","Onder","M","AK","AK11",2425.75041723333,71.4552178389041,2434.2397585,2236.841969,2542.801835,13.0458782206044,0.0294569537456379,2466.237499
"171","Onder","M","AK","AK12",2506.1629226,85.0026401142623,2501.0720395,2381.249394,2744.753106,15.5192878126917,0.0339174438133004,2638.079729
"172","Onder","M","AK","AK13",2532.3432944,61.4814032860049,2531.34169,2417.364373,2670.159111,11.224917148939,0.0242784631222648,2628.975151
"173","Onder","M","AK","AK14",2521.63347896667,95.8236491976251,2522.4379165,2341.508023,2841.387803,17.4949247360004,0.0380006253870378,2486.725965
"174","Onder","M","AK","AK15",2439.8344693,52.9670664292689,2427.811637,2324.588116,2543.637379,9.67041902939506,0.0217092868781649,2383.707231
