"","Trait","Sex","Moderator","R2","P"
"1","DT_A","M","Population",0,0.783877206497553
"2","DT_A","M","PC",0,0.974548748547977
"3","DT_A","M","Lab",98.2154437446941,2.98868842511283e-275
"4","DT_A","M","Population + Lab",99.0514643868483,0
"5","DT_A","M","Population + PC",0,0.865332539807618
