"","Trait","Sex","Moderator","R2","P"
"1","DT_A","F","Population",0,0.76391818548091
"2","DT_A","F","PC",0,0.990621691965678
"3","DT_A","F","Lab",97.7083403139527,1.83336708251915e-267
"4","DT_A","F","Population + Lab",99.0349974553832,0
"5","DT_A","F","Population + PC",0,0.849998261386724
