"","Trait","Sex","Moderator","R2","P"
"1","SR","F","Population",0,0.539192439558124
"2","SR","F","PC",35.6338711754274,0.000344864780017382
"3","SR","F","Lab",71.4713438284794,8.7940006248155e-11
"4","SR","F","Population + Lab",100,1.85183568696172e-38
"5","SR","F","Population + PC",49.9963743483232,0.000720441990056089
