Population,Line,CCRT_F,CCRT_M,CSM_F,CSM_M,DT_A_F,DT_A_M,DT_P_NA,Dia_F,DW_F,DW_M,Fec_F,HSM_F,HSM_M,LS_F,LS_M,LA_Activity_B,LA_CircPhase_B,LA_NDlog2_B,LA_Period_B,Pgm_T4_F,Pgm_T5_F,Pgm_T6_F,Pgm_Total_F,SR_F,SR_M,TL_F,TL_M,Via_NA,WA_L_F,WA_L_M,WA_R_F,WA_R_M
MU,MU5,1569.364287,1655.541268,1.152567338,1.074039388,241.6126715,245.6849706,121.4039031,2.409610877,0.503940704,0.280438751,88.33092799,370.9404052,352.3097187,46.96889362,54.07562221,16.04637458,12.16381589,-0.608529139,23.83048849,0.413707951,0.581783524,0.716758648,0.563282306,99.5328744,69.29992259,999.7823652,879.9504506,1.012341373,2880.824785,2475.294801,2883.898242,2477.203249
MU,MU6,1672.777969,1723.996928,1.255271831,1.152728116,239.5762364,245.545334,121.3919031,1.676471028,0.440731574,0.25946603,88.08096529,396.2837351,384.1687238,48.53167786,60.18644413,27.88337458,12.20881589,-0.558529139,23.81848849,0.484248409,0.715592458,0.906162679,0.687623382,87.99995849,75.47024732,962.1352409,818.1994506,0.964396647,2831.011128,2486.947727,2829.118507,2485.454886
MU,MU7,1711.388823,1866.317388,1.234619883,0.983980461,242.1527097,248.7102833,140.8749031,2.96935858,0.425578272,0.248896918,59.51907246,376.076079,345.8682551,44.65199982,48.88571566,23.15037458,12.30581589,-0.209529139,23.81948849,0.522914427,0.619796053,0.397127333,0.560551623,90.81056522,67.75995427,977.0515895,839.3244506,1.053293407,2777.519359,2427.908213,2780.844694,2428.377296
MU,MU8,1650.937662,1758.033218,1.236883089,1.078254584,240.6480406,248.0152519,124.9789031,2.242424162,0.467481214,0.281058677,53.61496775,334.7402838,282.6269402,46.4585,51.376,26.44737458,12.26081589,0.108470861,23.82148849,0.44268742,0.547544994,0.667278282,0.553624585,105.4474937,81.19635084,964.9200601,802.8694506,0.928740186,2861.759886,2504.078773,2862.337393,2501.156748
MU,MU9,1706.003099,1595.831764,1.022017088,0.917346454,223.1179968,228.1989248,117.8599031,2.136768626,0.41416766,0.250865086,98.66224142,327.0663096,294.0700802,48.94904327,56.22186289,37.53937458,12.28381589,-0.297529139,23.78248849,0.45838496,0.690515826,0.821618409,0.649995062,86.53052997,67.91602274,970.9535277,804.2214506,0.954057069,2850.794281,2465.124139,2854.884907,2467.572981
MA,MA12,1378.659118,1461.831448,1.36809511,1.105538619,225.4140949,229.228764,139.8536695,2.128169417,0.476633568,0.26918258,111.5656344,373.1436327,380.415422,46.08173551,46.63455398,38.37128525,12.87880654,-0.086611404,24.35857966,0.562685806,0.708649298,0.620062657,0.621868534,93.03283013,67.71824805,1012.346885,NA,1.008073794,2884.278067,2513.71692,2887.241853,2511.632163
MA,MA13,1655.047922,1531.867867,1.11155627,1.096511336,229.1763795,236.4908002,136.2666695,1.795682173,0.475195463,0.257730787,78.53736267,394.4416105,319.0028612,49.89075,53.971,31.75928525,12.84180654,-0.061611404,24.31157966,0.47822943,0.693319802,0.745410422,0.646860068,103.6504571,71.41524346,988.9201362,871.6939524,0.954786301,2891.849067,2501.08192,2895.916853,2503.945163
MA,MA16,1407.372874,1415.02902,1.152946564,1.124033775,230.2516323,237.0117673,NA,0.108467289,0.420967979,0.241885119,72.20973081,380.9668099,342.1269305,51.3853767,50.77624529,35.31428525,12.91780654,-0.170611404,24.30257966,0.458757482,0.70263174,1.004095766,0.681754989,86.03560873,67.36283511,961.0791316,857.3929524,1.01932967,2814.894755,2459.517458,2810.6718,2461.248159
MA,MA18,1438.352359,1484.809802,1.175161665,0.976469411,229.8621627,232.8772845,137.9866695,1.517637523,0.516837224,0.279065566,43.26360952,377.0526105,388.0132329,49.91708056,55.8810833,35.93828525,12.90580654,-0.119611404,24.31457966,0.492774654,0.658473284,0.64383236,0.601279878,111.853091,75.24920415,986.7062532,878.3739524,0.924100284,2917.532925,2531.092723,2919.522293,2528.224775
MA,MA19,1408.853645,1362.704736,1.185159443,1.017846669,224.9023824,229.2410698,116.2146695,2.04446449,0.445246803,0.259420168,109.6660563,396.3345973,350.2723907,51.00456438,55.10458217,39.44328525,12.88780654,-0.084611404,24.29957966,0.543305462,0.62902806,0.688142489,0.614733062,82.68896146,61.32924164,983.1304403,832.8019524,1.025763422,2844.753086,2451.381172,2839.162538,2448.892449
MA,MA20,1554.532436,1558.384553,1.171285401,1.021744261,226.2130522,233.2423686,121.2376695,2.761482382,0.460753718,0.265836871,57.22724826,398.4049678,290.9805047,46.25655702,46.91204542,NA,NA,NA,NA,0.527854881,0.659277137,0.858729733,0.663589537,84.31383279,58.99983194,982.9801559,836.4299524,0.910912233,2773.715376,2433.556675,2776.396423,2430.836178
MA,MA21,1452.39934,1331.704677,1.186929482,0.91098356,232.1334128,235.6686801,118.6416695,1.216264422,0.520340613,0.269689726,47.21922497,348.9505577,331.2780429,43.19244821,52.22161751,NA,NA,NA,NA,0.541548962,0.650787499,0.760838631,0.622627547,98.67593688,67.93927825,978.9456412,849.2249524,1.029108421,2932.746067,2534.42892,2929.675853,2537.750163
MA,MA23,1456.353885,1341.786284,1.330680918,0.84457996,239.3112268,240.9695449,154.5136695,1.023353363,0.466070871,0.262954904,57.34472751,407.1552124,382.7231759,43.53573944,49.43840431,NA,NA,NA,NA,0.503184471,0.61975557,0.626710185,0.576200475,89.9163583,66.63055587,1010.652885,NA,0.967020078,2904.395067,2518.63592,2905.550853,2520.677163
MA,MA26,1572.93748,1419.808146,1.101801228,0.923134301,229.2929141,232.4787576,130.5066695,1.935272498,0.460894624,0.287740895,74.79314597,404.4415873,375.0186928,39.60650308,44.52956988,NA,NA,NA,NA,0.529518539,0.584038554,0.619895737,0.583522105,84.80577708,60.07663038,1015.603885,NA,0.948793961,2875.15355,2483.389277,2878.730908,2484.090283
MA,MA27,1411.368995,1475.564286,1.107501639,0.998011139,227.1177338,231.6783436,138.1536695,1.295602076,0.472121793,0.286269689,77.09722114,367.3586105,308.3838612,39.52775,38.912,NA,NA,NA,NA,0.537281486,0.724982162,0.878517834,0.688609234,86.61190172,66.57140597,980.4225433,857.9249524,0.901347045,2909.651067,2530.33592,2905.219853,2531.681163
MA,MA28,1564.229416,1451.265035,1.200470997,1.10159307,231.0932105,234.9460689,135.7386695,2.370771858,0.51768536,0.293444989,60.28863239,373.1886105,322.4708612,44.76175,52.081,NA,NA,NA,NA,0.457443727,0.476705029,0.432309233,0.474342173,94.80534388,66.20748572,1016.534413,880.0309524,0.844328835,2943.303067,2550.69992,2946.446853,2550.508163
MA,MA3,1543.174032,1454.268597,1.17085246,0.886682883,223.0516966,227.4909333,115.8746695,1.463876401,0.444516379,0.253149567,51.113352,372.5731183,362.7180516,43.46523095,47.40353321,35.17728525,12.86080654,-0.293611404,24.29857966,0.566561337,1.038779529,1.152731741,0.879002737,82.59616243,59.9146514,983.6193734,839.2506276,1.004919766,2868.911844,2496.990038,2877.274678,2498.880692
MA,MA30,1673.559695,1456.960313,1.188313518,1.107082519,240.8334879,249.8229287,165.0176695,2.067571023,0.488518703,0.28545196,36.72260952,410.5789513,305.7053447,44.05901084,49.54567336,NA,NA,NA,NA,0.5087626,0.692934087,0.936470177,0.689322215,89.52833803,65.37861363,995.8221376,870.5799524,0.992896088,2918.059662,2551.239404,2920.525995,2551.65886
MA,MA31,1536.848189,1814.824073,1.184104384,1.111277627,242.0702576,243.2952991,157.4436695,1.642387359,0.476042467,0.286871914,116.9561008,372.0086105,315.0088612,37.75175,37.689,NA,NA,NA,NA,0.488438224,0.505153403,0.718278581,0.574025227,90.54142504,68.17425631,983.838633,863.1449524,0.817403519,2894.798067,2505.18292,2896.714853,2502.732163
MA,MA32,1410.513673,1489.130064,1.151074248,0.983417842,228.5095569,232.6953378,113.2046695,1.329748773,0.505090791,0.289730007,79.18360247,384.6226105,335.3038612,44.38175,52.52,NA,NA,NA,NA,0.501488421,0.786405151,0.895407103,0.695129254,106.3035268,75.78484522,1009.61861,887.7069524,0.981308529,2933.170067,2550.62792,2938.758853,2549.751163
MA,MA33,1558.244939,1458.388995,1.130699713,1.047709156,225.1695394,227.019974,110.6716695,1.469006246,0.444639561,0.270397158,87.47975583,348.3236428,325.7335665,40.17542145,42.23848093,NA,NA,NA,NA,0.498201951,0.587564652,0.560069152,0.567503003,86.14232548,71.8383934,1003.239186,881.2069524,0.971981944,2880.345067,2505.78592,2882.892853,2507.446163
MA,MA5,1443.092528,1346.079581,0.862516326,0.884058964,221.5105411,225.5075511,119.2776695,1.948767112,0.459774517,0.257646985,80.93196166,389.2517124,385.813274,44.39169592,50.38720658,37.99128525,12.86780654,0.083388596,24.37057966,0.554522656,0.68347765,0.779681945,0.672526004,96.91051153,68.59068693,985.6845578,844.4426313,0.929958806,2852.101491,2478.742026,2853.860198,2475.448427
MA,MA6,1777.634129,1522.42798,1.127650661,1.052102418,228.6221009,233.2507843,130.4526695,0.640910907,0.451072882,0.255187487,60.46714057,394.4084281,365.7180613,40.36586733,42.6100212,41.91028525,12.74980654,-0.042611404,24.28457966,0.523764325,0.619453117,0.723141306,0.609643548,84.90115514,57.84029629,992.9958373,852.8331147,0.855999696,2884.06474,2496.826976,2889.880456,2496.280825
MA,MA7,1690.358561,1412.902661,1.09587035,1.057919431,227.8285646,231.9128729,133.0546695,1.808191699,0.442973325,0.271263183,63.40833506,415.2096208,339.5883886,47.22304111,50.53987282,36.64328525,12.87180654,-0.031611404,24.32157966,0.457778323,0.633282702,0.622934277,0.569664014,83.94371677,61.95326761,1012.179844,883.3746404,0.974273281,2911.364405,2531.84407,2912.046572,2533.758756
MA,MA9,1575.789243,1321.572289,1.093278188,0.891869013,226.1301669,231.0604623,133.9566695,0.678104715,0.439407458,0.26828227,53.04560952,414.2460337,336.0369661,44.10632225,51.10449281,39.27428525,12.87580654,-0.159611404,24.28457966,0.441566709,0.662780593,0.884968012,0.623732609,88.55347001,69.17448496,980.6577123,840.3321127,0.962759146,2949.797887,2552.798513,2944.321099,2559.42517
UM,UM13,1693.954862,1411.13477,1.120399375,1.087964498,226.1827271,226.7076862,123.0858259,1.088532028,0.446819274,0.259953455,71.19629015,374.6379593,319.5805227,45.41802972,55.18192806,18.68466164,11.00176818,-0.206446536,24.65839083,0.477758777,0.657437967,0.689459821,0.595012675,85.20811085,71.90511147,985.4631404,835.0455507,0.972505157,2828.664131,2475.96181,2830.977562,2481.443737
UM,UM17,1835.888498,1671.745842,1.210785352,1.122603795,227.1071384,232.3080158,117.3198259,3.460526805,0.433993761,0.242046394,46.64822981,367.4391116,318.0914126,44.59711117,48.90319887,23.51866164,10.98476818,-0.938446536,24.60739083,0.52739601,0.693352234,0.80291358,0.672166056,107.0074527,60.84537178,1012.742355,NA,0.885615752,2893.299998,2509.972652,2895.995189,2513.399838
UM,UM18,1665.737381,1553.869322,0.944090677,0.723502015,227.2911058,233.8258769,126.6518259,2.669856958,0.480601904,0.276626958,61.40291494,388.8582124,389.4270782,41.86059493,46.47363466,27.85066164,10.93876818,-0.783446536,24.55639083,0.449606372,0.633068102,0.754863495,0.615342752,92.95928256,65.32412782,992.8914038,859.2045507,0.982480078,2869.519358,2497.37799,2874.551945,2505.746793
UM,UM2,1921.713786,1634.677176,0.99873059,0.747875151,237.2796224,241.8312325,134.9548259,1.824318744,0.479033968,0.256695581,44.06083182,360.7214678,366.5361712,43.28947602,47.92583555,18.91466164,10.95976818,-0.346446536,24.57939083,0.422385286,0.561214955,0.700715745,0.556613603,78.61034624,63.11035505,969.8483377,841.0275507,1.02843452,2789.912026,2432.118903,2799.521289,2435.178743
UM,UM20,1925.159316,1587.991631,0.854114036,0.830208722,233.436712,234.2521403,139.7258259,2.796192974,0.511398844,0.276880816,27.01337454,376.7076054,295.9216105,43.90520506,54.38325097,NA,NA,NA,NA,0.447179579,0.653025266,0.771485474,0.611725484,100.7808811,75.48892924,996.1901169,848.8505507,0.919839599,2899.643106,2488.447515,2910.759508,2496.803352
UM,UM21,1614.084763,1603.618722,0.921079843,0.846249048,234.4138857,241.5033703,155.3828259,2.480185033,0.424222634,0.255392412,80.26434536,370.6168304,353.9015299,45.99103145,48.83047194,NA,NA,NA,NA,0.516328903,0.656379928,0.732808643,0.63825449,79.74760591,60.16472359,955.8378834,836.6845507,1.001484248,2913.704417,2540.763256,2909.655684,2541.049317
UM,UM22,1604.997417,1581.31947,1.269018972,1.00853095,232.9793084,237.1551447,140.3778259,1.516202695,0.470020298,0.2636681,75.67866667,298.2436634,220.6871309,41.28927778,42.22013889,NA,NA,NA,NA,0.453505283,0.534181973,0.650424292,0.536935622,83.70572014,61.1153754,1013.363355,NA,0.914937899,2984.362814,2568.801693,2987.12471,2572.695899
UM,UM23,1881.403614,1682.570112,0.983224413,0.97019748,227.0828743,231.3082911,124.0698259,2.732275266,0.466544404,0.252645935,64.52177196,373.2147461,382.1103184,44.46322627,49.53419266,NA,NA,NA,NA,0.410604458,0.55733801,0.738905116,0.570982785,112.5075209,71.17925506,987.8459494,858.3425507,0.927236368,2895.984641,2532.019634,2898.596426,2532.405042
UM,UM24,1662.474417,1627.42247,1.174904836,1.044054085,243.2582811,254.880968,NA,NA,NA,NA,NA,372.4496634,317.0411309,41.94427778,44.51213889,NA,NA,NA,NA,NA,NA,NA,NA,103.3045231,67.37328866,NA,NA,0.79324785,2812.917106,2439.448227,2814.219515,2430.827198
UM,UM25,1859.236529,1520.058155,1.041904836,0.777054085,231.2340773,238.8198056,150.6668259,2.596018339,0.520780967,0.291041943,61.34837454,363.4121845,360.279724,42.96113052,50.42489767,NA,NA,NA,NA,0.366462021,0.627506447,0.866564037,0.63424252,125.8830659,96.44909168,1023.017355,NA,1.115806237,2954.695131,2571.66781,2949.628562,2568.104737
UM,UM26,1740.901651,1624.241081,1.295053219,1.0083417,227.0215881,232.5844057,NA,4.067372249,0.504385757,0.275266297,91.72088522,399.2283008,332.1218599,40.01917002,43.33047636,NA,NA,NA,NA,0.472974552,0.542770135,0.728488686,0.583107312,95.26607819,67.98758606,934.1090699,834.4295507,1.070328717,2867.319255,2510.634479,2866.950525,2512.033766
UM,UM28,1863.701867,1627.011063,1.437904836,1.145054085,231.274278,235.4393829,127.8048259,2.818185873,0.440888024,0.280690471,66.18768856,367.3865725,290.8982796,41.04772711,48.87434372,NA,NA,NA,NA,0.52459255,0.754726949,0.818185451,0.693684762,70.28721264,57.08578525,1007.382355,NA,0.974064078,2902.860145,2537.720634,2901.574574,2541.123462
UM,UM29,1540.45953,1485.866507,1.073037093,0.998305266,227.3603066,234.7192233,110.1068259,2.909692422,0.453780722,0.252295866,107.8961905,361.6479264,365.642698,42.71450609,51.59009897,NA,NA,NA,NA,0.43996163,0.539228685,0.661221479,0.545306995,92.55234127,72.2545921,977.5531302,843.7455507,1.056310804,2851.537988,2488.333302,2854.746248,2489.016058
UM,UM4,1680.25859,1696.393351,0.961244634,1.005746357,231.6324384,235.3415559,131.8328259,1.542399851,0.505343351,0.279730432,48.8007149,385.0518393,330.2208804,35.09374654,51.73011,31.10366164,10.94276818,-0.338446536,24.58639083,0.490607378,0.696174213,0.756865059,0.64405507,94.72260073,76.03876585,989.0358597,847.3125507,0.896921012,2919.474839,2527.49494,2927.720736,2530.69365
UM,UM5,1696.247417,1599.671222,1.107787745,0.985028537,231.4371795,236.2899862,133.9948259,2.735268765,0.444758916,0.274276708,97.50094116,386.2343647,355.7172405,43.94862893,47.30772781,35.00566164,10.85676818,-0.183446536,24.55239083,0.454010212,0.571069056,0.692440333,0.571954679,93.71913562,69.49649215,977.6224556,844.6945507,1.12623493,2923.294046,2531.830589,2938.034545,2544.621691
UM,UM6,1821.377919,1625.878921,1.352904836,1.426054085,227.5551736,232.0074986,NA,5.222663751,0.473271408,0.273614025,82.80637454,370.6376634,323.1591309,37.90827778,43.39513889,25.99166164,11.00076818,-0.221446536,24.57839083,0.460948607,0.486627479,0.725099038,0.553497947,100.3258701,81.68875305,NA,NA,1.046844789,2905.166519,2503.297254,2907.180274,2507.181997
UM,UM7,1896.928266,1600.30648,0.946764541,0.76374998,226.103697,231.1992888,117.6848259,2.033593272,0.459220786,0.276241437,77.75229233,385.4854754,338.1522331,45.88504802,53.90194623,35.01166164,10.98576818,-0.194446536,24.60339083,0.543327374,0.851754395,1.013188915,0.779228088,95.67263435,65.91896793,979.2674016,817.3715507,1.007692278,2960.262804,2571.325739,2960.980211,2572.662576
UM,UM8,1971.922357,1809.356354,1.409904836,1.425054085,230.8911227,235.4533349,NA,5.122663751,0.454874876,0.273150105,91.26032113,360.8106634,319.6861309,NA,NA,NA,NA,NA,NA,0.492807414,0.48785299,0.6944761,0.553116933,NA,NA,NA,NA,0.938339803,2789.485276,2403.097278,2806.87053,2418.119779
UM,UM9,1867.711141,1579.389048,1.163198523,0.906565953,232.6804404,235.7377944,133.7518259,2.635486765,0.506498125,0.29864308,60.3542419,398.3040204,324.2684076,48.89301306,50.98051046,19.63666164,11.02076818,-0.760446536,24.63739083,0.533625461,0.750812285,0.764245093,0.664351682,106.9715763,85.93022879,954.806857,798.0445507,1.026703302,2915.616235,2540.616574,2920.054841,2536.138744
KA,KA1,1573.67888,1877.738774,1.202871355,1.180329362,220.0511807,225.321601,112.9062889,2.590584581,0.45695607,0.269686789,89.94336285,349.0544694,338.4613808,52.91911142,56.63185408,40.09548225,13.97413414,-0.071439545,24.6390921,0.390204648,0.417612775,0.470808921,0.434892865,95.3208117,73.99605299,943.6107564,788.8954085,0.982511239,2804.86862,2398.909779,2782.445145,2400.160731
KA,KA10,1415.79321,1477.526278,1.038979314,0.816823985,228.9632058,231.1334062,126.7722889,1.510322242,0.463878757,0.263872345,69.49275067,366.405974,345.9680326,59.29000627,59.02110709,40.37548225,13.99013414,-0.111439545,24.6450921,0.465979704,0.623916262,0.752393233,0.608799286,103.8670172,75.97810764,953.2446318,829.4561667,0.977840915,2737.813003,2379.720258,2740.061258,2377.732585
KA,KA11,1422.026353,1637.069694,1.329443198,1.065519427,226.1247859,231.1154273,127.0362889,0.382081937,0.510088441,0.280311986,80.46483944,379.470002,350.5181101,47.98601127,53.05779351,39.89148225,13.98413414,0.096560455,24.6270921,0.423235402,0.519580898,0.60709725,0.508667883,93.4659793,73.27087402,1022.541317,NA,1.085843814,2923.881654,2550.205558,2932.014213,2555.425262
KA,KA13,1446.558664,1492.063924,1.171195905,1.142826951,225.2014113,226.9972743,119.1372889,1.648017135,0.407859313,0.248806723,72.24017418,364.2234983,303.9290519,43.750375,50.42,35.95348225,13.98013414,0.024560455,24.6170921,0.427277772,0.416530844,0.420063574,0.43138587,80.96251345,66.06793377,948.0294304,807.2811667,0.961560123,2818.414671,2447.072264,2820.148134,2444.895249
KA,KA14,1427.721764,1682.265033,1.124560661,1.124685301,230.5746876,230.4005541,146.7062889,1.618161803,0.449771159,0.257581046,85.47504956,358.6408506,348.8001492,52.4085548,52.76328519,NA,NA,NA,NA,0.3979902,0.611120055,0.863923023,0.629721257,91.86920721,64.81047014,972.5529118,828.6371667,1.088527139,2857.391969,2474.349568,2857.446209,2477.492783
KA,KA15,1475.266945,1550.566391,1.122515649,1.111147299,226.0621779,231.4982433,127.9312889,1.864156612,0.459492099,0.278377078,79.09133869,330.1889948,252.4816388,50.99138876,54.96751005,NA,NA,NA,NA,0.369803318,0.479322765,0.843239881,0.554480078,94.98584192,69.58678259,941.4259167,840.7451667,1.084548056,2884.526879,2503.171346,2886.052648,2510.495921
KA,KA16,1558.004416,1623.938839,1.058776907,0.864682024,222.1719629,227.1363763,132.0222889,1.785461973,0.479147457,0.271277249,70.15431949,359.6374983,333.1180519,44.548375,47.755,NA,NA,NA,NA,0.367299442,0.509279011,0.675032725,0.508742246,101.3564278,72.96713285,948.5176069,800.7811667,1.039064474,2842.021654,2487.273558,2839.041213,2489.641262
KA,KA17,1465.531073,1547.472534,1.079347026,0.891634499,225.4593316,230.2122306,131.0492889,1.886366967,0.468481016,0.287035033,51.56259901,355.5575366,364.1721342,49.43692984,56.75309968,NA,NA,NA,NA,0.394685572,0.50120089,0.630975398,0.50708026,85.79047209,65.88970123,972.322821,814.1271667,0.97946845,2807.431231,2464.377468,2812.921603,2467.799783
KA,KA18,1465.619903,1408.488832,1.250524386,1.181785009,229.019995,235.8927787,149.7252889,1.803671229,0.485125057,0.275822863,75.19518295,374.3992149,334.9215933,51.69937159,57.39724451,NA,NA,NA,NA,0.418183512,0.568520729,0.785888766,0.581828902,95.13859454,68.79735503,972.534319,813.4081667,0.937531259,2813.703602,2434.651815,2813.949297,2432.585839
KA,KA2,1404.138718,1583.126537,1.08742579,0.790835925,226.0300969,227.7605047,116.0152889,2.264642462,0.504091019,0.275588185,94.35374512,363.1964983,317.7290519,55.100375,58.537,30.08648225,13.97513414,-0.245439545,24.5870921,0.452600293,0.673572431,0.857010147,0.645592803,110.4926334,75.47240922,959.6560437,813.105393,1.034285474,2870.743023,2475.438086,2875.651464,2479.609789
KA,KA23,1423.158793,1551.075994,1.31485715,1.231313866,224.061797,229.2458914,140.2412889,1.30845329,0.461256329,0.255777996,73.89786748,381.1337039,309.0212756,48.16792177,48.93854146,NA,NA,NA,NA,0.380338254,0.624726779,0.724962057,0.570746448,96.82780047,62.037897,1008.578317,NA,1.016329659,2764.484372,2398.279968,2768.453182,2397.436995
KA,KA24,1524.16075,1545.003103,1.14785715,1.245313866,225.246731,229.778231,115.8452889,1.413729305,0.459173502,0.265918193,51.24999679,359.061842,342.7300233,50.62122379,53.67217103,NA,NA,NA,NA,0.417944502,0.473356165,0.520771064,0.473257346,99.83516203,71.45258066,1014.508317,NA,0.959416249,2807.171558,2434.386046,2812.955895,2436.882328
KA,KA25,1665.030883,1753.057858,1.51185715,1.025313866,227.1912672,231.4883203,136.2632889,2.245820272,0.479922175,0.271618455,78.22412083,357.1154983,330.0680519,38.602375,46.628,NA,NA,NA,NA,0.410178918,0.584038888,0.797959977,0.600881443,112.9671895,70.72516738,1026.140317,NA,1.018044313,2838.537904,2465.758933,2841.952862,2469.046382
KA,KA28,1467.73555,1481.311523,1.42885715,1.420313866,233.8276197,236.1261497,131.8372889,2.381914569,0.489422125,0.274658984,110.2428695,376.9742309,340.4648421,48.19993415,52.28735576,NA,NA,NA,NA,0.445011182,0.709833622,0.936208381,0.679572902,117.2388273,83.07368591,982.8723165,NA,1.101442358,2902.819654,2452.507558,2910.454213,2458.816262
KA,KA29,1597.939155,1591.664719,1.36685715,1.070313866,220.4157611,226.9017775,124.5072889,0.771989515,0.504110384,0.277944681,102.4650977,353.1211418,322.3726549,50.28525653,54.28407186,NA,NA,NA,NA,0.410740515,0.688080356,0.852116842,0.636036429,114.0155842,85.07464885,1028.062317,NA,1.10244595,2918.910744,2526.889033,2923.413616,2529.012691
KA,KA3,1556.412253,1735.213685,1.193575639,1.115106109,220.2801177,225.613547,119.7472889,2.039698054,0.486542805,0.299887471,70.79088775,369.1653545,337.5145357,52.43026696,58.01347562,37.50848225,13.96613414,-0.162439545,24.6770921,0.376684303,0.525668323,0.698815632,0.524558071,96.14556612,68.20026616,956.7737188,817.0746628,0.873940085,2839.275265,2477.142979,2836.329441,2489.248525
KA,KA5,1563.114034,1475.398582,1.164985731,1.133699681,225.2415387,228.1275577,118.5562889,0.426577094,0.453251097,0.261782287,83.34780969,374.0347375,329.4562409,49.65161188,51.73138866,33.51848225,13.97413414,-0.331439545,24.7790921,0.45152962,0.61124959,0.669995527,0.575016541,89.4836755,65.20314891,956.9567821,807.9957491,0.972883076,2785.766856,2418.306229,2793.667024,2421.479848
KA,KA6,1612.925863,1441.998481,1.09866556,1.037000684,225.8323958,227.4222526,115.1622889,0.994559118,0.448261135,0.275000261,67.69931348,385.1354983,284.3150519,43.636375,54.134,33.51148225,13.95613414,-0.066439545,24.6020921,0.469972105,0.616055024,0.765117164,0.619856787,83.23489032,61.37750579,977.0304998,828.4277722,1.036729004,2875.669999,2501.71455,2877.750227,2509.12201
KA,KA7,1427.313563,1495.820265,1.307559885,1.028194594,220.9120032,225.5711813,116.9422889,1.707209786,0.485833645,0.294090402,98.49636285,362.8317907,356.9643337,54.62760665,61.74829105,33.42848225,14.00613414,0.268560455,24.6820921,0.557697815,0.612946818,0.702721778,0.602961874,91.54542621,72.46024931,946.6045818,803.1251667,1.004685319,2823.09378,2461.335128,2817.750525,2454.17693
KA,KA9,1537.610459,1557.128061,1.380789465,0.919295723,226.6155542,232.4585005,137.4422889,0.860536785,0.486230236,0.26268834,99.84679367,346.6089787,325.3672683,50.94041818,57.93910445,33.29548225,14.01513414,0.164560455,24.5750921,0.449857423,0.474013862,0.355868917,0.448203897,93.82436651,69.91751802,991.6673165,NA,1.05706439,2848.841389,2471.550458,2856.51652,2479.924015
VA,VA1,1341.08895,1519.473555,1.199125206,1.016113656,224.3025808,234.6971351,115.6203506,2.332648725,0.406041601,0.239180962,53.38037561,348.5927899,328.884271,49.34942243,54.2204186,NA,NA,NA,NA,0.413798423,0.451331212,0.674609564,0.514116914,93.3791261,67.24190576,952.2153174,848.1156979,0.934149268,2835.281751,2435.595553,2832.050889,2438.482089
VA,VA11,1602.375127,1529.794734,1.205711625,1.063177178,245.20123,254.0258262,172.7483506,0.894030071,0.556960581,0.291273737,66.5963458,327.7300176,316.0136412,40.639875,45.14375,29.53985626,12.93032953,-0.216661089,23.98305944,0.4209782,0.427108488,0.389092995,0.423936367,114.9023379,80.85651781,1001.879004,865.9186979,0.86064363,2862.236329,2483.902264,2856.578928,2490.644615
VA,VA15,1739.748782,1627.632652,1.170950947,1.009378081,223.8873408,226.544149,133.4173506,-0.647119702,0.517020866,0.2935298,53.66603186,383.0740176,364.1176412,45.341875,54.07275,33.13285626,12.93032953,-0.117661089,24.04605944,0.378643169,0.755993466,0.669282037,0.616103525,98.22793468,75.65127031,1001.462774,875.7556979,0.82119613,2842.344499,2492.010976,2845.238743,2502.173308
VA,VA18,1434.714716,1448.720041,1.277229544,1.069639984,229.7384756,238.8008577,157.8003506,1.578661548,0.470911992,0.249513913,55.37142729,371.5735264,346.3245449,53.21301073,54.56188207,26.41685626,12.84832953,-0.230661089,24.00705944,0.371178005,0.599532729,0.691584588,0.551977488,101.4399949,61.1184902,978.8511602,848.2166979,1.015433149,2792.202227,2415.272903,2791.711057,2415.543901
VA,VA22,1394.324667,1485.280941,1.221020463,1.019796059,237.9888146,244.0664185,150.3143506,2.721153332,0.495675518,0.244229782,86.68402095,363.8621579,342.4729474,47.65859096,51.70548222,33.48585626,12.91132953,-0.231661089,23.99705944,0.469151822,0.81853406,1.068369168,0.757394934,110.8130925,72.78174027,974.168596,844.4776979,0.906939906,2799.562521,2459.619619,2798.974364,2460.281372
VA,VA26,1638.669061,1551.869431,1.235573501,0.918983219,232.5561651,231.5793349,133.7003506,2.15508183,0.42053631,0.254635649,62.09285459,387.2594897,351.3989607,48.03303766,55.62954689,24.50185626,12.85532953,-0.431661089,23.95805944,0.389049855,0.456932401,0.545899346,0.47712849,93.88119166,69.16630631,960.2726744,850.4026979,0.931466896,2870.821521,2518.417619,2871.903364,2516.351372
VA,VA30,1334.679476,1434.407129,1.147175414,0.866934754,229.7312866,236.3940911,135.9693506,1.957471204,0.50071606,0.290124858,47.53546623,347.5367059,338.4892072,49.96342323,50.54035294,30.73085626,12.92032953,-0.089661089,24.00005944,0.332889099,0.552118178,0.757390014,0.54969044,93.80728516,77.83516531,991.9343899,861.5376979,0.996003712,2919.197175,2501.0006,2916.085218,2503.484108
