"Population","Line","CCRT_F","CCRT_M","CSM_F","CSM_M","DT_P_NA","DT_A_F","DT_A_M","Dia_F","DW_F","DW_M","Fec_F","HSM_F","HSM_M","LS_F","LS_M","LA_NDlog2_B","LA_Period_B","LA_CircPhase_B","LA_Activity_B","Pgm_T4_F","Pgm_T5_F","Pgm_T6_F","Pgm_Total_F","SR_F","SR_M","TL_F","TL_M","Via_NA","WA_L_F","WA_L_M","WA_R_F","WA_R_M"
"YE","YE11",1740.79464412226,1830.6677115636,1.32772958444598,1.19672788890276,144.083245975657,235.473189777756,239.148581235535,0.973333950275046,0.419274073149485,0.226008376422443,56.7194672046395,288.578671838681,261.693542200635,41.3608278517513,39.9846854867153,0.0138517775849427,24.1062260327892,12.8322211821897,31.5656408665359,0.428771702230925,0.501624906092561,0.63186685990785,0.52497955719322,76.461318619446,49.8125309184227,986.588810074039,854.372791990793,0.6104004452209,2829.45958635281,2437.48869115172,2838.88609069956,2456.54199097218
"YE","YE13",1781.81658224754,1656.57776111385,1.22597560551864,1.15875481246147,132.163245975657,226.772555037055,230.110101458673,0.844711424804955,0.448940507039871,0.263239910726581,62.4541475625743,359.643697682662,346.813146420587,47.4555103625295,50.0594596259006,0.139851777584943,24.1412260327892,12.7342211821897,38.8756408665359,0.453210918364514,0.585045312329754,0.681487270259709,0.561508695941775,81.6024864266735,62.4208458704758,963.099848609784,827.67052760574,0.900810575478218,2853.50886374009,2450.25999302509,2848.59038186601,2456.98301602091
"YE","YE14",1671.9186945151,1657.18362478863,0.982296029687199,0.999739198752898,127.666245975657,225.144391011156,225.818311490059,1.78154916910567,0.439679575861295,0.256488444482983,58.1668809377069,365.100513535311,332.239921862007,41.4702499999978,51.009448553736,-0.0681482224150573,24.0872260327892,12.7772211821897,41.7556408665359,0.427710902640037,0.378072831838679,0.311215601630738,0.394110415961262,65.8959758637516,55.0739974402751,976.544663306508,834.206593741531,0.884955215569374,2724.64909192074,2384.31709494473,2727.07097350717,2385.68396416281
"YE","YE15",1362.87595315711,1652.71500440721,1.33010834216484,1.30599441277122,134.133245975657,225.208622922681,229.909558866961,1.63438201440632,0.445939771827082,0.258796375159051,61.723744301231,351.976342998459,318.079122607803,43.8197938221661,46.6690634774229,-0.0181482224150573,24.1052260327892,12.8322211821897,43.4756408665359,0.463826561677582,0.527464133171701,0.497632457590573,0.51308494300971,80.4821240677045,53.3689419480647,1014.39221067211,841.616791990793,0.860581737953909,2877.40695998217,2453.47604358444,2878.80480833743,2454.74847717558
"YE","YE19",1472.42882515899,1779.85667249229,1.26777436066441,1.30301413992732,147.718245975657,222.204471298093,228.196071037942,2.22901089034287,0.42156342076493,0.221925250267843,57.285678000701,366.701415993734,311.61880490102,49.2573334304501,49.8990731402584,-0.0121482224150573,24.0312260327892,12.8512211821897,43.7626408665359,0.446928243810754,0.586169848604822,0.765225449286807,0.604331494899037,81.8758048274115,55.8378011594196,968.523745140931,827.836784412081,0.899362169055933,2779.18554571224,2400.70867215159,2785.9469608337,2403.85503865803
"YE","YE20",1591.9648473831,1699.1429316448,1.23301323473215,1.0775134307762,133.884245975657,224.51763079456,228.041115593245,1.89190942572472,0.448106844067053,0.248156856722517,33.1055594508176,331.845513535311,321.148921862007,45.6492499999978,45.355448553736,0.00585177758494274,24.1002260327892,12.8342211821897,42.8986408665359,0.414280364500426,0.63900488525987,0.770421289761638,0.613512792261298,74.9799920168892,52.4536226349644,968.094716905564,810.27101180367,0.708049779684357,2825.87862534283,2458.56407323516,2830.40962881873,2458.45093822001
"YE","YE21",1708.46570596602,1633.47603145807,1.11476913232396,1.03486931646626,135.402245975657,226.491942668593,230.500736483741,1.55767121855157,0.481358901772223,0.250933621268753,30.8568471119532,375.153905014512,323.823659637085,46.2986219200254,47.8417156890616,0.393851777584943,24.0762260327892,12.8292211821897,33.6236408665359,0.513671236797062,0.726641929342909,0.839402201872781,0.679711739559994,84.7154846696035,56.2300109588581,985.337089798336,826.646333333334,0.685780339884423,2801.87492049988,2483.55628070817,2805.31073331366,2476.32787879473
"YE","YE22",1709.39877936173,1695.3845467497,1.23953785488593,1.28753102543421,121.594245975657,223.433620303271,229.78181205626,1.92003886451111,0.437205959354631,0.243447420965473,74.4894972572943,318.83678456752,198.239545170442,49.739660416445,50.8443467741391,-0.313148222415057,24.1012260327892,12.8492211821897,25.8996408665359,0.536397985409555,0.719573307529047,0.863432224711488,0.70030723169655,82.2747524337362,58.3653200624678,977.765279423924,824.982011803671,0.834752086339796,2819.70355228848,2445.15411339167,2819.96476080207,2446.37775405146
"YE","YE23",1795.41050200884,2016.23403765191,1.19056119946412,1.30927440709022,137.315245975657,223.678810437695,231.650338054434,1.78541035888117,0.456385031646791,0.239632450074063,69.5580564299811,309.815767318046,263.453475627791,47.4663440289958,46.0506498173249,NA,NA,NA,NA,0.552991694988422,0.674202055603908,0.666838650222608,0.633361490762024,70.4062140525352,50.2392215512384,1013.23519204711,NA,0.770907956992767,2786.44225648246,2443.37494056774,2785.80552940614,2442.83540430315
"YE","YE24",1558.87233759256,1623.82032342718,1.13246887361402,0.987515254226535,125.844245975657,232.519196702416,236.569092452121,1.66657356516878,0.459140832048141,0.268054736173063,84.1931882517226,363.36121214093,344.977753575278,44.9676576106991,46.0695692648942,0.160851777584943,24.0952260327892,12.7962211821897,29.7636408665359,0.482410121316069,0.625873405323348,0.666341675235147,0.596603343946602,78.8430476111352,61.9951736206882,1040.02019204711,NA,0.804879931451209,2817.3238478653,2466.14223645092,2818.75564376785,2468.25325144997
