"Model","Trait","Lab","Sex","Population","Estimate","SE"
"lmer_pop","LS","Pasyukova","F","YE",41.0212499999978,1.27248826068503
"lmer_pop","LS","Flatt","M","AK",51.6193724407008,0.873940234299286
"lmer_pop","LS","Flatt","M","GI",50.8448055814112,0.850720794770603
"lmer_pop","LS","Flatt","M","KA",56.0643441963427,0.854294171598216
"lmer_pop","LS","Flatt","M","MA",53.0392734487776,0.850189751440876
"lmer_pop","LS","Flatt","M","MU",55.6447821922464,0.866743657749784
"lmer_pop","LS","Flatt","M","RE",50.4209953126046,0.85100574649731
"lmer_pop","LS","Flatt","M","UM",52.3560219872122,0.853584627988671
"lmer_pop","LS","Flatt","M","VA",52.0357560231378,0.879553792945636
"lmer_pop","LS","Flatt","M","YE",52.3283191841439,0.853142158375161
"lmer_pop","LS","Parsch","M","AK",60.4728775594441,2.08946712018516
"lmer_pop","LS","Parsch","M","GI",51.3687246616379,2.08728066620981
"lmer_pop","LS","Parsch","M","KA",56.794761948721,2.08700075075196
"lmer_pop","LS","Parsch","M","MA",50.9582546576387,2.08913245857869
"lmer_pop","LS","Parsch","M","MU",58.6013863827729,2.07993213737786
"lmer_pop","LS","Parsch","M","RE",49.2206750399913,2.08143320350517
"lmer_pop","LS","Parsch","M","UM",56.8729886459794,2.08886515968398
"lmer_pop","LS","Parsch","M","VA",59.7414205744067,2.08566048640295
"lmer_pop","LS","Parsch","M","YE",51.6755621320386,2.0878152362175
"lmer_pop","LS","Pasyukova","M","AK",50.2818181818668,1.37217366354891
"lmer_pop","LS","Pasyukova","M","GI",47.5682692307694,1.78504325275291
"lmer_pop","LS","Pasyukova","M","KA",53.3149999999985,1.4391478795555
"lmer_pop","LS","Pasyukova","M","MA",47.3649999999985,1.4391478795555
"lmer_pop","LS","Pasyukova","M","MU",50.4099999999998,1.43914787955551
"lmer_pop","LS","Pasyukova","M","RE",48.1124999999995,1.6090162441804
"lmer_pop","LS","Pasyukova","M","UM",43.4201388888881,1.51699506306569
"lmer_pop","LS","Pasyukova","M","VA",49.0887499999984,1.4391478795555
"lmer_pop","LS","Pasyukova","M","YE",44.281448553736,1.43915277256912
"lmer_pop","LA_NDlog2","Tauber","B","AK",-0.450191898942809,0.116138036198652
"lmer_pop","LA_NDlog2","Tauber","B","GI",-0.318829654220643,0.117623482989839
"lmer_pop","LA_NDlog2","Tauber","B","KA",-0.0434395447023114,0.106812114282371
"lmer_pop","LA_NDlog2","Tauber","B","MA",-0.0966114042145743,0.106471376687893
"lmer_pop","LA_NDlog2","Tauber","B","MU",-0.271529139120641,0.12286483872569
"lmer_pop","LA_NDlog2","Tauber","B","RE",-0.225066483001173,0.127302388789439
"lmer_pop","LA_NDlog2","Tauber","B","UM",-0.441446535703833,0.112941631395174
"lmer_pop","LA_NDlog2","Tauber","B","VA",-0.247661088579253,0.113992329369899
"lmer_pop","LA_NDlog2","Tauber","B","YE",0.0418517775849427,0.0856669753581951
"lmer_pop","LA_Period","Tauber","B","AK",24.3240117353228,0.222554598446991
"lmer_pop","LA_Period","Tauber","B","GI",23.5997208206014,0.239512004464623
"lmer_pop","LA_Period","Tauber","B","KA",24.643092100356,0.202229525676406
"lmer_pop","LA_Period","Tauber","B","MA",24.3145796617164,0.206134034529823
"lmer_pop","LA_Period","Tauber","B","MU",23.8124884863856,0.265473083240162
"lmer_pop","LA_Period","Tauber","B","RE",24.109129046714,0.269648635661087
"lmer_pop","LA_Period","Tauber","B","UM",24.5953908275796,0.222652154089054
"lmer_pop","LA_Period","Tauber","B","VA",23.9960594407556,0.214766941321546
"lmer_pop","LA_Period","Tauber","B","YE",24.0942260327892,0.193743770656012
"lmer_pop","LA_CircPhase","Tauber","B","AK",9.21333256028183,0.819963906807103
"lmer_pop","LA_CircPhase","Tauber","B","GI",13.2238347895871,0.883833620780033
"lmer_pop","LA_CircPhase","Tauber","B","KA",13.9821341425159,0.742420728317734
"lmer_pop","LA_CircPhase","Tauber","B","MA",12.8658065409247,0.758807159641113
"lmer_pop","LA_CircPhase","Tauber","B","MU",12.26181588645,0.983716433845391
"lmer_pop","LA_CircPhase","Tauber","B","RE",12.9026611916698,0.995898220376523
"lmer_pop","LA_CircPhase","Tauber","B","UM",10.9657681810606,0.820137300261539
"lmer_pop","LA_CircPhase","Tauber","B","VA",12.8733295287993,0.7888649773151
"lmer_pop","LA_CircPhase","Tauber","B","YE",12.8272211821897,0.717926956234129
"lm_pop","LA_AbsPhase","Tauber","B","AK",11.9932857142857,0.552460235589251
"lm_pop","LA_AbsPhase","Tauber","B","GI",12.863,0.596725255505874
"lm_pop","LA_AbsPhase","Tauber","B","KA",11.4341666666667,0.504324888594752
"lm_pop","LA_AbsPhase","Tauber","B","MA",11.6951219512195,0.510438140748366
"lm_pop","LA_AbsPhase","Tauber","B","MU",13.4857446808511,0.674219199053708
"lm_pop","LA_AbsPhase","Tauber","B","RE",13.73125,0.667159117601036
"lm_pop","LA_AbsPhase","Tauber","B","UM",12.0318309859155,0.548555874046474
"lm_pop","LA_AbsPhase","Tauber","B","VA",13.8239436619718,0.548555874046475
"lm_pop","LA_AbsPhase","Tauber","B","YE",12.6042696629214,0.489953699182734
"lmer_pop","LA_Activity","Tauber","B","AK",30.4574096329741,2.4528741341887
"lmer_pop","LA_Activity","Tauber","B","GI",34.2558793402698,2.45025199548173
"lmer_pop","LA_Activity","Tauber","B","KA",35.7664822486832,2.24258241624079
"lmer_pop","LA_Activity","Tauber","B","MA",37.1822852542192,2.23636276395436
"lmer_pop","LA_Activity","Tauber","B","MU",24.8383745822011,2.43074603520954
"lmer_pop","LA_Activity","Tauber","B","RE",40.0589607804769,2.63269786113522
"lmer_pop","LA_Activity","Tauber","B","UM",26.1906616442832,2.36741743499868
"lmer_pop","LA_Activity","Tauber","B","VA",28.9938562599993,2.39234110228986
"lmer_pop","LA_Activity","Tauber","B","YE",34.7576408665359,1.756212792263
"lmer_pop","Pgm_T4","Abbott","F","AK",0.378951916725452,0.0146337681007893
"lmer_pop","Pgm_T4","Abbott","F","GI",0.362298476594084,0.017567939502717
"lmer_pop","Pgm_T4","Abbott","F","KA",0.299102096216335,0.015072739613245
"lmer_pop","Pgm_T4","Abbott","F","MA",0.47745745797201,0.0154949380099146
"lmer_pop","Pgm_T4","Abbott","F","MU",0.392682290032391,0.0159127566757937
"lmer_pop","Pgm_T4","Abbott","F","RE",0.422239320428203,0.0164325516910915
"lmer_pop","Pgm_T4","Abbott","F","UM",0.379609437912708,0.0154692805716326
"lmer_pop","Pgm_T4","Abbott","F","VA",0.265416309008416,0.0150301398991005
"lmer_pop","Pgm_T4","Abbott","F","YE",0.391149273402729,0.0146987457247002
"lmer_pop","Pgm_T5","Abbott","F","AK",0.42881339199299,0.0131159566829934
"lmer_pop","Pgm_T5","Abbott","F","GI",0.400806312787197,0.0157605969972721
"lmer_pop","Pgm_T5","Abbott","F","KA",0.349422385514311,0.0135208698151222
"lmer_pop","Pgm_T5","Abbott","F","MA",0.502440136306205,0.013901187335542
"lmer_pop","Pgm_T5","Abbott","F","MU",0.422562322563373,0.0142702544111196
"lmer_pop","Pgm_T5","Abbott","F","RE",0.436372064910714,0.0147418544089268
"lmer_pop","Pgm_T5","Abbott","F","UM",0.427304023045231,0.0138734704051177
"lmer_pop","Pgm_T5","Abbott","F","VA",0.318750865024238,0.0134746310259841
"lmer_pop","Pgm_T5","Abbott","F","YE",0.415652144722984,0.0131868054065667
"lmer_pop","Pgm_T6","Abbott","F","AK",0.607259658396692,0.0314530586961844
"lmer_pop","Pgm_T6","Abbott","F","GI",0.596008065478953,0.0377175646548285
"lmer_pop","Pgm_T6","Abbott","F","KA",0.593468123176904,0.0323641835107082
"lmer_pop","Pgm_T6","Abbott","F","MA",0.75527101870168,0.0332660393274483
"lmer_pop","Pgm_T6","Abbott","F","MU",0.578659474409125,0.0341797032700342
"lmer_pop","Pgm_T6","Abbott","F","RE",0.704335418655895,0.0352803758083161
"lmer_pop","Pgm_T6","Abbott","F","UM",0.701054215985653,0.0332245224224321
"lmer_pop","Pgm_T6","Abbott","F","VA",0.608024698148959,0.0322956412992219
"lmer_pop","Pgm_T6","Abbott","F","YE",0.587744374052824,0.0315570564517572
"lmer_pop","Pgm_Total","Abbott","F","AK",0.47019778539934,0.0144288359530039
"lmer_pop","Pgm_Total","Abbott","F","GI",0.452971295609646,0.017309869438013
"lmer_pop","Pgm_Total","Abbott","F","KA",0.422975128572012,0.0148523707746439
"lmer_pop","Pgm_Total","Abbott","F","MA",0.576330095375048,0.0152670634968645
"lmer_pop","Pgm_Total","Abbott","F","MU",0.464737381385986,0.0156834942373563
"lmer_pop","Pgm_Total","Abbott","F","RE",0.520872162172208,0.0161912865823567
"lmer_pop","Pgm_Total","Abbott","F","UM",0.505828150047209,0.0152456578740214
"lmer_pop","Pgm_Total","Abbott","F","VA",0.406082865920108,0.0148169558840278
"lmer_pop","Pgm_Total","Abbott","F","YE",0.466260234458884,0.0144826761680655
"lmer_pop","Pgm_T4","Gibert","F","AK",0.49996224807581,0.0143534254880381
"lmer_pop","Pgm_T4","Gibert","F","GI",0.490150723798062,0.0165340753913924
"lmer_pop","Pgm_T4","Gibert","F","KA",0.463889767906034,0.0143412800980728
"lmer_pop","Pgm_T4","Gibert","F","MA",0.496757482173098,0.0147777640917195
"lmer_pop","Pgm_T4","Gibert","F","MU",0.514299147406851,0.0143534254880382
"lmer_pop","Pgm_T4","Gibert","F","RE",0.44398878517822,0.0160152859374493
"lmer_pop","Pgm_T4","Gibert","F","UM",0.504553468246304,0.0151091710393942
"lmer_pop","Pgm_T4","Gibert","F","VA",0.504245763222421,0.0147102150318851
"lmer_pop","Pgm_T4","Gibert","F","YE",0.515130871734085,0.0145557898987217
"lmer_pop","Pgm_T5","Gibert","F","AK",0.600761748585222,0.0167055631498542
"lmer_pop","Pgm_T5","Gibert","F","GI",0.564201140680696,0.0192582515606854
"lmer_pop","Pgm_T5","Gibert","F","KA",0.56698515263423,0.0166955029695839
"lmer_pop","Pgm_T5","Gibert","F","MA",0.642631740052408,0.0171847669264421
"lmer_pop","Pgm_T5","Gibert","F","MU",0.623974246152332,0.0167055631498545
"lmer_pop","Pgm_T5","Gibert","F","RE",0.583548244246393,0.0186515706827779
"lmer_pop","Pgm_T5","Gibert","F","UM",0.604033558534326,0.0175924965490264
"lmer_pop","Pgm_T5","Gibert","F","VA",0.596786509536079,0.0171264073846792
"lmer_pop","Pgm_T5","Gibert","F","YE",0.607472220249758,0.0168821292397392
"lmer_pop","Pgm_T6","Gibert","F","AK",0.741397142522584,0.035463512546093
"lmer_pop","Pgm_T6","Gibert","F","GI",0.739725733059965,0.0409195978301357
"lmer_pop","Pgm_T6","Gibert","F","KA",0.865337939060197,0.0354534666337649
"lmer_pop","Pgm_T6","Gibert","F","MA",0.832095765634881,0.0364336015251516
"lmer_pop","Pgm_T6","Gibert","F","MU",0.804956316536573,0.0354635125460951
"lmer_pop","Pgm_T6","Gibert","F","RE",0.826148347992866,0.0396247155668186
"lmer_pop","Pgm_T6","Gibert","F","UM",0.817361566166978,0.0373655913222802
"lmer_pop","Pgm_T6","Gibert","F","VA",0.789324191363615,0.0363718868641285
"lmer_pop","Pgm_T6","Gibert","F","YE",0.762705755404169,0.0356531512984619
"lmer_pop","Pgm_Total","Gibert","F","AK",0.609481420944872,0.0156275042638716
"lmer_pop","Pgm_Total","Gibert","F","GI",0.590098145769967,0.0180223564850052
"lmer_pop","Pgm_Total","Gibert","F","KA",0.613199257971224,0.0156201350334927
"lmer_pop","Pgm_Total","Gibert","F","MA",0.640754989253557,0.0160676737990887
"lmer_pop","Pgm_Total","Gibert","F","MU",0.634097110195346,0.0156275042638723
"lmer_pop","Pgm_Total","Gibert","F","RE",0.611706812395519,0.0174535111387031
"lmer_pop","Pgm_Total","Gibert","F","UM",0.633276586583553,0.0164607370369089
"lmer_pop","Pgm_Total","Gibert","F","VA",0.624434857371372,0.0160239231841935
"lmer_pop","Pgm_Total","Gibert","F","YE",0.622736031160143,0.015760663423608
"lmer_pop","Pgm_T4","Schmidt","F","AK",0.484406913984285,0.0210833625416752
"lmer_pop","Pgm_T4","Schmidt","F","GI",0.453382153211075,0.0263431862141698
"lmer_pop","Pgm_T4","Schmidt","F","KA",0.512729877480782,0.0216310735569232
"lmer_pop","Pgm_T4","Schmidt","F","MA",0.554535933154541,0.0217319483950817
"lmer_pop","Pgm_T4","Schmidt","F","MU",0.489041403597038,0.0211109812370307
"lmer_pop","Pgm_T4","Schmidt","F","RE",0.505741402071912,0.0254521281395708
"lmer_pop","Pgm_T4","Schmidt","F","UM",0.551818576739561,0.024409376162667
"lmer_pop","Pgm_T4","Schmidt","F","VA",0.400643168544216,0.0228891215782457
"lmer_pop","Pgm_T4","Schmidt","F","YE",0.502622348138838,0.0212279698447942
"lmer_pop","Pgm_T5","Schmidt","F","AK",0.739237959910273,0.0527190598414507
"lmer_pop","Pgm_T5","Schmidt","F","GI",0.678727218245435,0.0656529566212723
"lmer_pop","Pgm_T5","Schmidt","F","KA",0.788642670041832,0.0540886141396141
"lmer_pop","Pgm_T5","Schmidt","F","MA",0.846087191141044,0.0542322580447544
"lmer_pop","Pgm_T5","Schmidt","F","MU",0.778616743444738,0.0527566038135327
"lmer_pop","Pgm_T5","Schmidt","F","RE",0.852000672755502,0.0633580286897134
"lmer_pop","Pgm_T5","Schmidt","F","UM",0.942915122560423,0.0609633414627618
"lmer_pop","Pgm_T5","Schmidt","F","VA",0.773993466369548,0.0572101216100301
"lmer_pop","Pgm_T5","Schmidt","F","YE",0.749630600584888,0.0529144357649051
"lmer_pop","Pgm_T6","Schmidt","F","AK",0.400378663873798,0.0657967545885567
"lmer_pop","Pgm_T6","Schmidt","F","GI",0.389222584188213,0.0820428258238115
"lmer_pop","Pgm_T6","Schmidt","F","KA",0.582347317381849,0.0675060458453144
"lmer_pop","Pgm_T6","Schmidt","F","MA",0.615344763485736,0.0677382346191952
"lmer_pop","Pgm_T6","Schmidt","F","MU",0.491470622257008,0.0658585417633444
"lmer_pop","Pgm_T6","Schmidt","F","RE",0.518898685961967,0.079210697344792
"lmer_pop","Pgm_T6","Schmidt","F","UM",0.759001067981273,0.0761207145698928
"lmer_pop","Pgm_T6","Schmidt","F","VA",0.613282036621733,0.071413303252504
"lmer_pop","Pgm_T6","Schmidt","F","YE",0.544028051237301,0.0661190345881564
"lmer_pop","Pgm_Total","Schmidt","F","AK",0.567290828229163,0.0370344634884602
"lmer_pop","Pgm_Total","Schmidt","F","GI",0.53667466932985,0.0461244496486371
"lmer_pop","Pgm_Total","Schmidt","F","KA",0.639460364805565,0.03799655782025
"lmer_pop","Pgm_Total","Schmidt","F","MA",0.681680394064715,0.0380995825959164
"lmer_pop","Pgm_Total","Schmidt","F","MU",0.609829272072708,0.0370614251350335
"lmer_pop","Pgm_Total","Schmidt","F","RE",0.636591449960431,0.0445135648704055
"lmer_pop","Pgm_Total","Schmidt","F","UM",0.745802880477712,0.04282733174914
"lmer_pop","Pgm_Total","Schmidt","F","VA",0.606103525383823,0.0401898244782459
"lmer_pop","Pgm_Total","Schmidt","F","YE",0.616637527082989,0.0371747924405128
"lmer_pop","SR","Gonzalez","F","AK",85.1619820314884,3.28854239865781
"lmer_pop","SR","Gonzalez","F","GI",74.6981440811255,3.91422679714482
"lmer_pop","SR","Gonzalez","F","KA",80.8317158852949,3.77300006326857
"lmer_pop","SR","Gonzalez","F","MA",79.7314265407658,3.2622954929927
"lmer_pop","SR","Gonzalez","F","MU",88.6016576993848,3.38807344966538
"lmer_pop","SR","Gonzalez","F","RE",79.7542890129249,3.90657847512449
"lmer_pop","SR","Gonzalez","F","UM",81.7172746157051,4.20342569042488
"lmer_pop","SR","Gonzalez","F","VA",88.3981414468818,3.61657418939118
"lmer_pop","SR","Gonzalez","F","YE",69.5342366589473,3.75034875181197
"lmer_pop","SR","Onder","F","AK",92.6510292808751,2.9359414084151
"lmer_pop","SR","Onder","F","GI",88.1749119508761,3.39024443056378
"lmer_pop","SR","Onder","F","KA",97.2423681651336,2.93591269588978
"lmer_pop","SR","Onder","F","MA",92.3732759221783,2.93601422138197
"lmer_pop","SR","Onder","F","MU",102.780054494252,2.93458495012901
"lmer_pop","SR","Onder","F","RE",88.7745070472723,3.28155023265312
"lmer_pop","SR","Onder","F","UM",93.0814299608483,3.1850761619571
"lmer_pop","SR","Onder","F","VA",102.602075396888,2.93508507530181
"lmer_pop","SR","Onder","F","YE",80.1389318603461,2.93593515172257
"lmer_pop","SR","Pasyukova","F","AK",103.162479680118,4.62588876372697
"lmer_pop","SR","Pasyukova","F","GI",108.265216288641,5.02641385305382
"lmer_pop","SR","Pasyukova","F","KA",105.114020194146,4.67884992460774
"lmer_pop","SR","Pasyukova","F","MA",101.319189535453,4.68729612414847
"lmer_pop","SR","Pasyukova","F","MU",105.820032912537,4.68800303527936
"lmer_pop","SR","Pasyukova","F","RE",103.528522925143,4.85386593159476
"lmer_pop","SR","Pasyukova","F","UM",103.941523059328,4.7630435733999
"lmer_pop","SR","Pasyukova","F","VA",110.68258959772,4.68751801514147
"lmer_pop","SR","Pasyukova","F","YE",88.4767053214457,4.68066979205965
"lmer_pop","SR","Gonzalez","M","AK",59.2899199675891,3.99173338851182
"lmer_pop","SR","Gonzalez","M","GI",51.0772396840406,4.11499966838291
"lmer_pop","SR","Gonzalez","M","KA",59.0833236771239,4.10259920124285
"lmer_pop","SR","Gonzalez","M","MA",53.9562458621166,3.94607276281567
"lmer_pop","SR","Gonzalez","M","MU",64.8218550155327,4.00588279556177
"lmer_pop","SR","Gonzalez","M","RE",54.8259881705901,4.09696366517101
"lmer_pop","SR","Gonzalez","M","UM",57.3654769350522,4.22201252445238
"lmer_pop","SR","Gonzalez","M","VA",57.7909828385212,3.9442120398072
"lmer_pop","SR","Gonzalez","M","YE",47.7745595350136,3.93899168590735
"lmer_pop","SR","Onder","M","AK",73.0903182585185,2.23064311138433
"lmer_pop","SR","Onder","M","GI",69.9988393743556,2.57581236041035
"lmer_pop","SR","Onder","M","KA",75.6389037794288,2.23021824829045
"lmer_pop","SR","Onder","M","MA",73.2253310903312,2.23052198570352
"lmer_pop","SR","Onder","M","MU",79.749993230241,2.22949705638476
"lmer_pop","SR","Onder","M","RE",70.0885484144477,2.49269197511697
"lmer_pop","SR","Onder","M","UM",76.4874625056027,2.41997634114163
"lmer_pop","SR","Onder","M","VA",77.7176992654966,2.22973634205363
"lmer_pop","SR","Onder","M","YE",64.9310887046423,2.23014903433307
"lmer_pop","SR","Pasyukova","M","AK",68.4141854859807,2.39673108524951
"lmer_pop","SR","Pasyukova","M","GI",68.4723763881489,2.82470161409352
"lmer_pop","SR","Pasyukova","M","KA",72.4321152492393,2.45979618547562
"lmer_pop","SR","Pasyukova","M","MA",69.3285513412232,2.4630387411551
"lmer_pop","SR","Pasyukova","M","MU",75.1479234012547,2.46435735694217
"lmer_pop","SR","Pasyukova","M","RE",69.0337058863034,2.62389815275232
"lmer_pop","SR","Pasyukova","M","UM",71.9412886569682,2.54227492138874
"lmer_pop","SR","Pasyukova","M","VA",75.3699633803248,2.46353130767807
"lmer_pop","SR","Pasyukova","M","YE",58.4273221895788,2.45116484688899
"lmer_pop","TL","Kozeretska","F","AK",936.544080303192,8.98606335510939
"lmer_pop","TL","Kozeretska","F","GI",935.036557216417,12.7278014844162
"lmer_pop","TL","Kozeretska","F","KA",911.622916667328,10.7720664683456
"lmer_pop","TL","Kozeretska","F","MA",964.296131633594,9.48374569528396
"lmer_pop","TL","Kozeretska","F","MU",942.891097089859,9.32654655229652
"lmer_pop","TL","Kozeretska","F","RE",962.395523481935,11.0228528846425
"lmer_pop","TL","Kozeretska","F","UM",941.462069867188,10.8955774810407
"lmer_pop","TL","Kozeretska","F","VA",958.365317412421,8.7961059291119
"lmer_pop","TL","Kozeretska","F","YE",950.414342914944,10.721286174357
"lmer_pop","TL","Posnien","F","AK",880.664400000017,19.6655741823638
"lmer_pop","TL","Posnien","F","GI",944.376999999999,19.6655741823635
"lmer_pop","TL","Posnien","F","KA",928.605066666663,19.6655741823635
"lmer_pop","TL","Posnien","F","MA",881.997566666666,19.6655741823635
"lmer_pop","TL","Posnien","F","MU",866.231499999997,19.6655741823635
"lmer_pop","TL","Posnien","F","RE",902.772233333332,19.6655741823635
"lmer_pop","TL","Posnien","F","UM",908.430766666664,19.6655741823635
"lmer_pop","TL","Posnien","F","VA",898.42933333333,19.6655741823635
"lmer_pop","TL","Posnien","F","YE",941.845333333332,19.6655741823635
"lmer_pop","TL","Ritchie","F","AK",960.089856852939,20.9418883886497
"lmer_pop","TL","Ritchie","F","GI",966.124560716488,19.4060191119604
"lmer_pop","TL","Ritchie","F","KA",948.262629181894,20.0236183041922
"lmer_pop","TL","Ritchie","F","MA",975.49060583067,19.9085400166397
"lmer_pop","TL","Ritchie","F","MU",968.490370875832,26.1877323792882
"lmer_pop","TL","Ritchie","F","YE",988.750860577543,18.7692474197808
"lmer_pop","TL","Schmidt","F","AK",995.046550000012,5.30541296441547
"lmer_pop","TL","Schmidt","F","GI",1021.94965556869,6.66120913599476
"lmer_pop","TL","Schmidt","F","KA",1005.38331650095,5.44026357063221
"lmer_pop","TL","Schmidt","F","MA",1014.891885004,5.48673868583019
"lmer_pop","TL","Schmidt","F","MU",1004.77044447015,5.31753647106649
"lmer_pop","TL","Schmidt","F","RE",1036.71730069354,6.44646841967887
"lmer_pop","TL","Schmidt","F","UM",1011.08135460391,6.1528703650807
"lmer_pop","TL","Schmidt","F","VA",1012.33352734276,5.76352517350502
"lmer_pop","TL","Schmidt","F","YE",1009.88519204711,5.3670099655152
"lmer_pop","TL","Kozeretska","M","AK",835.237980031533,8.44186212280721
"lmer_pop","TL","Kozeretska","M","GI",831.228890698068,12.0305814549771
"lmer_pop","TL","Kozeretska","M","KA",812.504166666465,10.1477474575531
"lmer_pop","TL","Kozeretska","M","MA",862.799952379685,8.92204846714925
"lmer_pop","TL","Kozeretska","M","MU",838.173450576005,8.76587632500627
"lmer_pop","TL","Kozeretska","M","RE",859.84388785268,10.3957064556341
"lmer_pop","TL","Kozeretska","M","UM",838.729550679367,10.2697399010525
"lmer_pop","TL","Kozeretska","M","VA",858.462697940672,8.25404889638498
"lmer_pop","TL","Kozeretska","M","YE",845.745011803671,10.1094089152489
"lmer_pop","TL","Posnien","M","AK",777.155233333368,17.6674994399102
"lmer_pop","TL","Posnien","M","GI",841.228466666669,17.6674994399099
"lmer_pop","TL","Posnien","M","KA",823.5589,17.6674994399099
"lmer_pop","TL","Posnien","M","MA",785.430966666669,17.6674994399099
"lmer_pop","TL","Posnien","M","MU",756.664233333334,17.6674994399099
"lmer_pop","TL","Posnien","M","RE",802.592633333336,17.6674994399099
"lmer_pop","TL","Posnien","M","UM",821.888433333333,17.6674994399099
"lmer_pop","TL","Posnien","M","VA",796.667833333334,17.6674994399099
"lmer_pop","TL","Posnien","M","YE",819.560333333334,17.6674994399099
"lmer_pop","TL","Ritchie","M","AK",828.976212147734,21.3917026226187
"lmer_pop","TL","Ritchie","M","GI",824.177471285426,19.7103665931846
"lmer_pop","TL","Ritchie","M","KA",816.269772218992,20.1627944568439
"lmer_pop","TL","Ritchie","M","MA",842.044774772956,20.1693091870956
"lmer_pop","TL","Ritchie","M","MU",847.007667026646,27.3662434473787
"lmer_pop","TL","Ritchie","M","YE",847.388791990793,19.169814545758
"lmer_pop","Via","Gibert","NA","AK",1.06672751216191,0.0295705054850384
"lmer_pop","Via","Gibert","NA","GI",0.903292085419537,0.0340377919989353
"lmer_pop","Via","Gibert","NA","KA",1.02499029414462,0.029819635968386
"lmer_pop","Via","Gibert","NA","MA",0.937969730336457,0.0296536566902425
"lmer_pop","Via","Gibert","NA","MU",1.02398445768853,0.0297432699280956
"lmer_pop","Via","Gibert","NA","RE",0.944002260341563,0.0331182245124084
"lmer_pop","Via","Gibert","NA","UM",1.01625259510082,0.0312309286524747
"lmer_pop","Via","Gibert","NA","VA",0.925428711147473,0.0297432699280956
"lmer_pop","Via","Gibert","NA","YE",0.797441531356991,0.0297432699280956
"lmer_pop","Via","Grath","NA","AK",0.9877438014055,0.0290557170126708
"lmer_pop","Via","Grath","NA","MU",0.911007506464549,0.0285752782268553
"lmer_pop","Via","Grath","NA","RE",0.928167041461443,0.0285752782268553
"lmer_pop","Via","Hoedjes","NA","AK",1.09519672147691,0.0307259623308189
"lmer_pop","Via","Hoedjes","NA","GI",0.893824336275538,0.0354792852456154
"lmer_pop","Via","Hoedjes","NA","KA",1.02907808028459,0.0307259623308173
"lmer_pop","Via","Hoedjes","NA","MA",1.00727464792025,0.0307259623308173
"lmer_pop","Via","Hoedjes","NA","MU",1.04595732291183,0.0307259623308173
"lmer_pop","Via","Hoedjes","NA","RE",0.915412287452888,0.0354792852456154
"lmer_pop","Via","Hoedjes","NA","UM",0.986787377636499,0.0333269853767149
"lmer_pop","Via","Hoedjes","NA","VA",0.980362722415662,0.0307259623308173
"lmer_pop","Via","Hoedjes","NA","YE",0.846572215602873,0.0307259623308173
"lm_pop","Via","Schmidt","NA","AK",0.920280324252578,0.0639264156074566
"lm_pop","Via","Schmidt","NA","GI",0.732405696404722,0.0738158665185856
"lm_pop","Via","Schmidt","NA","KA",1.13360478439148,0.0639264156074566
"lm_pop","Via","Schmidt","NA","MA",0.933088429625143,0.0673843586566997
"lm_pop","Via","Schmidt","NA","MU",0.888481767236711,0.0639264156074564
"lm_pop","Via","Schmidt","NA","RE",0.943545534342104,0.0738158665185857
"lm_pop","Via","Schmidt","NA","UM",1.0235692269624,0.0764066808262325
"lm_pop","Via","Schmidt","NA","VA",0.889602025363254,0.0639264156074564
"lm_pop","Via","Schmidt","NA","YE",0.840084430595153,0.0639264156074564
"lmer_pop","Via","StamenkovicRadak","NA","AK",0.988228076650533,0.0364429805429208
"lmer_pop","Via","StamenkovicRadak","NA","GI",0.892893235867817,0.0432653770658336
"lmer_pop","Via","StamenkovicRadak","NA","KA",0.943086075070099,0.0363747870191739
"lmer_pop","Via","StamenkovicRadak","NA","MA",0.843634634087879,0.0364699082643179
"lmer_pop","Via","StamenkovicRadak","NA","MU",1.000971044886,0.0363985906350732
"lmer_pop","Via","StamenkovicRadak","NA","RE",0.917639697029254,0.0396797713148136
"lmer_pop","Via","StamenkovicRadak","NA","UM",0.880247849783627,0.0378766764011893
"lmer_pop","Via","StamenkovicRadak","NA","VA",0.848964410390692,0.0364424870247295
"lmer_pop","Via","StamenkovicRadak","NA","YE",0.777081919552056,0.0363747870191739
"lmer_pop","Via","Zwaan","NA","AK",1.07202286660225,0.0351615693440719
"lmer_pop","Via","Zwaan","NA","GI",0.937906890451249,0.0406452198503284
"lmer_pop","Via","Zwaan","NA","KA",1.0788357584184,0.0354171222801975
"lmer_pop","Via","Zwaan","NA","MA",1.0265445649554,0.0354777832963823
"lmer_pop","Via","Zwaan","NA","MU",1.01889161185634,0.0360684724125681
"lmer_pop","Via","Zwaan","NA","RE",0.949707063478211,0.0390208565161358
"lmer_pop","Via","Zwaan","NA","UM",1.10538111026405,0.0372152452259929
"lmer_pop","Via","Zwaan","NA","VA",1.05227221715909,0.0359843995903316
"lmer_pop","Via","Zwaan","NA","YE",0.813839298192372,0.0359116804123184
"lmer_pop","WA_L","Onder","F","AK",2813.8209474383,19.1068116935744
"lmer_pop","WA_L","Onder","F","GI",2852.88930188499,20.6715510767169
"lmer_pop","WA_L","Onder","F","KA",2858.67265440058,19.1566996453192
"lmer_pop","WA_L","Onder","F","MA",2898.80506700693,19.1984511353452
"lmer_pop","WA_L","Onder","F","MU",2860.10012768557,18.9083252109658
"lmer_pop","WA_L","Onder","F","RE",2943.86615992091,20.2241072207318
"lmer_pop","WA_L","Onder","F","UM",2901.09613054218,19.8013143339373
