"Population","Line","CCRT_F","CCRT_M","CSM_F","CSM_M","DT_P_NA","DT_A_F","DT_A_M","Dia_F","DW_F","DW_M","Fec_F","HSM_F","HSM_M","LS_F","LS_M","LA_NDlog2_B","LA_Period_B","LA_CircPhase_B","LA_Activity_B","Pgm_T4_F","Pgm_T5_F","Pgm_T6_F","Pgm_Total_F","SR_F","SR_M","TL_F","TL_M","Via_NA","WA_L_F","WA_L_M","WA_R_F","WA_R_M"
"GI","GI14",-223.572,55.91,0.0875590307020902,-0.0122982284942201,15.746,1.99362433388055,4.16897183152819,-0.519112936344969,0.0385005736935433,0.0201071542130366,10.3406280772151,-55.482,-16.095,1.98666459704748,0.844197832275016,NA,NA,NA,NA,-0.0258722855901885,-0.072286803105165,-0.127892282908045,-0.0708086020550953,13.0836277651919,6.43158611221251,22.5681316442076,-3.53927423611175,-0.14726409280618,37.767264169869,31.414055455972,37.7650775816867,32.4302267739392
"GI","GI15",10.1180498123213,28.1604380664653,0.182705893602447,0.101879053881484,-0.656,2.33140435635882,-0.461865591882772,-0.425424863095617,-0.0124835975591374,0.00169452118689677,-6.26383129052464,7.06384676358826,1.80291275993828,-0.771,1.72,NA,NA,NA,NA,0.0250379286264029,0.16803677430062,0.262857740375548,0.133741329239375,18.7608722961949,4.47154150865338,21.0723398915109,-7.328,-0.0529191949889798,23.765,36.856,31.373,39.535
"GI","GI2",-31.1811532527262,42.7743710628683,0.126240591416209,0.0952651593520316,-13.106,-7.06246931253253,-8.56559239508619,0.57139569148722,-0.0181152647975078,-0.00328080594968089,-1.89413590566519,18.0656801822484,20.9882882407981,1.62282782496024,-0.635778460751587,0.259,0.021,-0.013,-8.69,0.0207472797901117,0.0447201713042492,0.0554862403218959,0.0372948851495177,-5.37903598682551,-2.32210180396873,-4.43357203020817,-14.0318740515502,0.0126163224648215,103.634518292035,19.5874777466368,102.618409151811,21.9277083935894
"GI","GI3",-83.6798522325742,-71.8963945318211,-0.0329956784741984,0.0302786536874701,-0.307,-5.31825769049751,-5.3550088091976,0.964902443699783,-0.014073618664775,0.000695167741408865,-2.96902157508653,11.9440265181531,31.6922975353777,1.15358077591199,-0.90219210576556,0.028,0.03,0,-0.726,-0.0793443052682291,-0.0752314427219761,-0.102632969098382,-0.0744924372948425,-9.26534082003212,-3.36024254968676,-8.1308506675014,-2.99021099841475,0.0906291609292012,-39.5055776254171,-60.4026662225624,-37.062985371807,-60.4406676264038
"GI","GI4",314.157,71.745,-0.0614436896229355,-0.0431423444976076,NA,-4.34918247197366,-6.0324094594715,-0.391771419966293,-0.0143333333333333,-0.0183328238560155,2.50713384882472,-4.12978386244218,-29.8708615395297,-4.9526829917119,-5.16969490333919,-0.276,-0.004,-0.018,-2.571,-0.039,-0.0412372881355932,-0.0624678733031674,-0.0503693322341303,3.08370884348996,-4.11275503931961,3.619,8.485,-0.0818552220122514,-2.98298634137615,-19.6406985372499,-6.14133260407995,-20.2581827283117
"GI","GI5",-29.8627620452599,-56.6280930507731,0.104384892086331,-0.0675681818181818,-12.518,-6.4478477170148,-10.0135077901169,-1.98086763729519,0.0146666666666667,0.0134427777790928,-1.18546744126429,-37.8517122992662,-37.0949224991707,-5.90273630806846,-10.8967430338612,0.156,0.004,0.102,5.107,-0.0107991279109457,0.131245930986988,0.285551186825339,0.121558416269037,5.02499590805941,1.08095147926144,-11.2093340354071,-3.221,-0.0978463089539505,69.1103152935411,16.4332172820978,65.3217817862566,13.861662273633
"GI","GI6",-67.615,107.276,-0.188802710843373,-0.0190272588258759,NA,6.41481421339905,5.95830588422464,-0.0774643362290459,0.0207588577472237,-0.00493523545006944,-0.901594412601045,-0.303,13.223,7.35351092398725,5.08518475856985,-0.011,-0.046,-0.066,0.842,0.00354046242774566,0.0946194029850746,0.236483814303639,0.111423913043478,-3.52054798873882,-1.2097966664769,21.28,12.883,0.0342304169526696,23.2670976559958,3.92023952288846,18.0420343545729,5.21975741710297
"GI","GI7",47.0029647193532,48.8988612207819,-0.156099369482976,-0.258052845528455,15.746,-0.916383515694841,1.68100994529699,1.03253334336365,-0.00405909797822706,0.0105116279069767,8.43255840608376,9.92630915950163,25.8459920860865,-0.704930389221556,2.2064564372919,-0.459,0.01,-0.085,-3.08,0.0399497888315345,0.0342002524340725,0.110949704133231,0.0502228811359722,-4.64720559170771,2.00841731160555,-5.44570443831407,-10.108,0.065601526797699,-30.0107709343928,-9.15397525127182,-24.9371418043447,-11.4171568670272
"GI","GI8",17.0679560627999,-34.4098389951042,-0.042061522688769,0.000923377455685725,0.77,-0.562188533424821,-1.03733754367452,-0.70861280234426,-0.00790963790308053,4.8913541762171e-05,16.1987148071205,-12.7757126020817,-9.24760601915185,0.918965801910348,-2.85778548704033,0.143,-0.014,0.053,4.421,0.0174656004697714,-0.0278066774789961,-0.125444670685704,-0.0343214405676118,-0.0231260841622321,7.89784082577481,14.7595824626778,3.478,0.0431735089192656,-47.7511037651036,-6.75065571263105,-42.2241332788317,-3.9287910364069
"GI","GI9",267.976767858442,106.10217368538,0.073030155084256,0.0478124405512796,-21.159,0.0284278264395019,0.951473579140934,1.1149607320626,0.0275558072729672,0.00301365477917271,19.3866386833076,-21.9127442551416,-30.5434777867938,2.44160929319372,9.90859928112443,-0.01,-0.006,-0.011,-4.724,0.00353045030747867,0.00451774483694505,-0.0231130145179143,-0.00499517308531397,9.95306805590173,11.7545014996744,-15.388166402856,-9.669,0.0066879832212288,-20.8054663177387,-22.5299501629455,-25.2063617913367,-23.7536800654507
