Model	Predictor	Trait	Lab	Sex	Population	Estimate	SE
lmer	pop	Fec	Billeter	F	AK	99.643959033472	10.1762246464522
lmer	pop	Fec	Billeter	F	GI	76.1345878670325	10.6714812112069
lmer	pop	Fec	Billeter	F	KA	109.160068659174	10.3431238166675
lmer	pop	Fec	Billeter	F	MA	96.7047112471579	10.2297192459429
lmer	pop	Fec	Billeter	F	MU	89.1048357916293	11.0379139654731
lmer	pop	Fec	Billeter	F	RE	63.2299972342777	11.4949226460112
lmer	pop	Fec	Billeter	F	UM	95.2547152644589	10.6775657129783
lmer	pop	Fec	Billeter	F	VA	87.3187174863495	12.107210118744
lmer	pop	Fec	Billeter	F	YE	65.8185313462291	9.63025580830626
lmer	pop	Fec	Fricke	F	AK	62.2734921090817	7.54241301896645
lmer	pop	Fec	Fricke	F	GI	50.243550154278	7.77008533649352
lmer	pop	Fec	Fricke	F	KA	53.2908876126851	7.46450329821029
lmer	pop	Fec	Fricke	F	MA	57.8057549765259	6.94832508034093
lmer	pop	Fec	Fricke	F	MU	60.7512572897189	7.74210889452866
lmer	pop	Fec	Fricke	F	RE	52.2857494747225	7.7645915513819
lmer	pop	Fec	Fricke	F	UM	47.421113544123	7.13442639095544
lmer	pop	Fec	Fricke	F	VA	62.4835276122242	8.49207025635843
lmer	pop	Fec	Fricke	F	YE	53.6580529520343	6.99604772916484
