Supervisor.PI	Diet	Batch	Population	Line	ReplicateVialOld	ReplicateVial	ProportionEggtoAdultSurvival	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	ProportionEggtoAdultSurvival_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Zwaan	NS	1	UM	UM5	1	Zwaan_1_UM5_1	0.85	Ukraine	48.753	30.206	214	UM	UM	UM	1.17309691170282	#0086A8	+	+	+	0.291
Zwaan	NS	1	UM	UM5	2	Zwaan_1_UM5_2	0.93	Ukraine	48.753	30.206	214	UM	UM	UM	1.3030329996377	#0086A8	+	+	+	0.291
Zwaan	NS	1	UM	UM6	1	Zwaan_1_UM6_1	0.8	Ukraine	48.753	30.206	214	UM	UM	UM	1.10714871779409	#0086A8	-	-	-	0.291
Zwaan	NS	1	UM	UM6	2	Zwaan_1_UM6_2	0.93	Ukraine	48.753	30.206	214	UM	UM	UM	1.3030329996377	#0086A8	-	-	-	0.291
Zwaan	NS	1	UM	UM6	3	Zwaan_1_UM6_3	0.88	Ukraine	48.753	30.206	214	UM	UM	UM	1.21705472090523	#0086A8	-	-	-	0.291
Zwaan	NS	1	UM	UM7	1	Zwaan_1_UM7_1	0.75	Ukraine	48.753	30.206	214	UM	UM	UM	1.0471975511966	#0086A8	+	+	+	0.291
Zwaan	NS	1	UM	UM7	2	Zwaan_1_UM7_2	0.63	Ukraine	48.753	30.206	214	UM	UM	UM	0.916909264851683	#0086A8	+	+	+	0.291
Zwaan	NS	1	UM	UM7	3	Zwaan_1_UM7_3	0.75	Ukraine	48.753	30.206	214	UM	UM	UM	1.0471975511966	#0086A8	+	+	+	0.291
Zwaan	NS	1	UM	UM8	1	Zwaan_1_UM8_1	0.75	Ukraine	48.753	30.206	214	UM	UM	UM	1.0471975511966	#0086A8	-	-	-	0.291
Zwaan	NS	1	UM	UM8	2	Zwaan_1_UM8_2	0.8	Ukraine	48.753	30.206	214	UM	UM	UM	1.10714871779409	#0086A8	-	-	-	0.291
Zwaan	NS	1	UM	UM8	3	Zwaan_1_UM8_3	0.78	Ukraine	48.753	30.206	214	UM	UM	UM	1.08259106339798	#0086A8	-	-	-	0.291
Zwaan	NS	1	UM	UM9	1	Zwaan_1_UM9_1	0.8	Ukraine	48.753	30.206	214	UM	UM	UM	1.10714871779409	#0086A8	-	-	-	0.291
Zwaan	NS	1	UM	UM9	2	Zwaan_1_UM9_2	0.75	Ukraine	48.753	30.206	214	UM	UM	UM	1.0471975511966	#0086A8	-	-	-	0.291
Zwaan	NS	1	UM	UM9	3	Zwaan_1_UM9_3	1	Ukraine	48.753	30.206	214	UM	UM	UM	1.5707963267949	#0086A8	-	-	-	0.291
Zwaan	NS	1	VA	VA1	1	Zwaan_1_VA1_1	0.73	Russia	57.979	33.244	217	VA	VA	VA	1.02439576265692	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA1	2	Zwaan_1_VA1_2	0.73	Russia	57.979	33.244	217	VA	VA	VA	1.02439576265692	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA1	3	Zwaan_1_VA1_3	0.78	Russia	57.979	33.244	217	VA	VA	VA	1.08259106339798	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA15	1	Zwaan_1_VA15_1	0.5	Russia	57.979	33.244	217	VA	VA	VA	0.785398163397448	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA15	2	Zwaan_1_VA15_2	0.43	Russia	57.979	33.244	217	VA	VA	VA	0.71516745604252	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA15	3	Zwaan_1_VA15_3	0.53	Russia	57.979	33.244	217	VA	VA	VA	0.815416192620088	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA22	1	Zwaan_1_VA22_1	0.78	Russia	57.979	33.244	217	VA	VA	VA	1.08259106339798	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA22	2	Zwaan_1_VA22_2	0.78	Russia	57.979	33.244	217	VA	VA	VA	1.08259106339798	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA22	3	Zwaan_1_VA22_3	0.78	Russia	57.979	33.244	217	VA	VA	VA	1.08259106339798	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA30	2	Zwaan_1_VA30_2	0.88	Russia	57.979	33.244	217	VA	VA	VA	1.21705472090523	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA30	3	Zwaan_1_VA30_3	0.78	Russia	57.979	33.244	217	VA	VA	VA	1.08259106339798	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA34	1	Zwaan_1_VA34_1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA34	2	Zwaan_1_VA34_2	0.88	Russia	57.979	33.244	217	VA	VA	VA	1.21705472090523	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA34	3	Zwaan_1_VA34_3	0.83	Russia	57.979	33.244	217	VA	VA	VA	1.14580754383249	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA71	1	Zwaan_1_VA71_1	0.73	Russia	57.979	33.244	217	VA	VA	VA	1.02439576265692	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA71	2	Zwaan_1_VA71_2	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA71	3	Zwaan_1_VA71_3	0.8	Russia	57.979	33.244	217	VA	VA	VA	1.10714871779409	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA9	1	Zwaan_1_VA9_1	0.93	Russia	57.979	33.244	217	VA	VA	VA	1.3030329996377	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA9	2	Zwaan_1_VA9_2	0.9	Russia	57.979	33.244	217	VA	VA	VA	1.24904577239825	#095888	+	+	+	0.291
Zwaan	NS	1	VA	VA9	3	Zwaan_1_VA9_3	0.83	Russia	57.979	33.244	217	VA	VA	VA	1.14580754383249	#095888	+	+	+	0.291
Zwaan	NS	1	YE	YE11	1	Zwaan_1_YE11_1	0.4	Turkey	40.231	32.26	680	YE	YE	YE	0.684719203002283	#132B69	-	-	-	0.291
Zwaan	NS	1	YE	YE11	2	Zwaan_1_YE11_2	0.88	Turkey	40.231	32.26	680	YE	YE	YE	1.21705472090523	#132B69	-	-	-	0.291
Zwaan	NS	1	YE	YE11	3	Zwaan_1_YE11_3	0.2	Turkey	40.231	32.26	680	YE	YE	YE	0.463647609000806	#132B69	-	-	-	0.291
Zwaan	NS	1	YE	YE13	1	Zwaan_1_YE13_1	0.83	Turkey	40.231	32.26	680	YE	YE	YE	1.14580754383249	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE13	2	Zwaan_1_YE13_2	0.65	Turkey	40.231	32.26	680	YE	YE	YE	0.937744490405147	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE13	3	Zwaan_1_YE13_3	0.6	Turkey	40.231	32.26	680	YE	YE	YE	0.886077123792614	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE14	1	Zwaan_1_YE14_1	0.7	Turkey	40.231	32.26	680	YE	YE	YE	0.991156586431192	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE14	2	Zwaan_1_YE14_2	0.88	Turkey	40.231	32.26	680	YE	YE	YE	1.21705472090523	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE14	3	Zwaan_1_YE14_3	0.68	Turkey	40.231	32.26	680	YE	YE	YE	0.969532110115768	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE15	1	Zwaan_1_YE15_1	0.83	Turkey	40.231	32.26	680	YE	YE	YE	1.14580754383249	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE15	2	Zwaan_1_YE15_2	0.78	Turkey	40.231	32.26	680	YE	YE	YE	1.08259106339798	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE15	3	Zwaan_1_YE15_3	0.7	Turkey	40.231	32.26	680	YE	YE	YE	0.991156586431192	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE19	1	Zwaan_1_YE19_1	0.7	Turkey	40.231	32.26	680	YE	YE	YE	0.991156586431192	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE19	2	Zwaan_1_YE19_2	0.75	Turkey	40.231	32.26	680	YE	YE	YE	1.0471975511966	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE19	3	Zwaan_1_YE19_3	0.68	Turkey	40.231	32.26	680	YE	YE	YE	0.969532110115768	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE20	1	Zwaan_1_YE20_1	0.25	Turkey	40.231	32.26	680	YE	YE	YE	0.523598775598299	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE20	2	Zwaan_1_YE20_2	0.25	Turkey	40.231	32.26	680	YE	YE	YE	0.523598775598299	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE20	3	Zwaan_1_YE20_3	0.3	Turkey	40.231	32.26	680	YE	YE	YE	0.579639740363704	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE21	1	Zwaan_1_YE21_1	0.33	Turkey	40.231	32.26	680	YE	YE	YE	0.611939714633867	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE21	2	Zwaan_1_YE21_2	0.43	Turkey	40.231	32.26	680	YE	YE	YE	0.71516745604252	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE21	3	Zwaan_1_YE21_3	0.23	Turkey	40.231	32.26	680	YE	YE	YE	0.500179608697487	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE22	1	Zwaan_1_YE22_1	0.43	Turkey	40.231	32.26	680	YE	YE	YE	0.71516745604252	#132B69	-	-	-	0.291
Zwaan	NS	1	YE	YE22	2	Zwaan_1_YE22_2	0.33	Turkey	40.231	32.26	680	YE	YE	YE	0.611939714633867	#132B69	-	-	-	0.291
Zwaan	NS	1	YE	YE22	3	Zwaan_1_YE22_3	0.45	Turkey	40.231	32.26	680	YE	YE	YE	0.735314452816668	#132B69	-	-	-	0.291
Zwaan	NS	1	YE	YE23	1	Zwaan_1_YE23_1	0.35	Turkey	40.231	32.26	680	YE	YE	YE	0.633051836389749	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE23	2	Zwaan_1_YE23_2	0.58	Turkey	40.231	32.26	680	YE	YE	YE	0.865743489873404	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE23	3	Zwaan_1_YE23_3	0.65	Turkey	40.231	32.26	680	YE	YE	YE	0.937744490405147	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE24	1	Zwaan_1_YE24_1	0.9	Turkey	40.231	32.26	680	YE	YE	YE	1.24904577239825	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE24	2	Zwaan_1_YE24_2	0.93	Turkey	40.231	32.26	680	YE	YE	YE	1.3030329996377	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE24	3	Zwaan_1_YE24_3	0.8	Turkey	40.231	32.26	680	YE	YE	YE	1.10714871779409	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE80	1	Zwaan_1_YE80_1	0.43	Turkey	40.231	32.26	680	YE	YE	YE	0.71516745604252	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE80	2	Zwaan_1_YE80_2	0.45	Turkey	40.231	32.26	680	YE	YE	YE	0.735314452816668	#132B69	+	+	+	0.291
Zwaan	NS	1	YE	YE80	3	Zwaan_1_YE80_3	0.53	Turkey	40.231	32.26	680	YE	YE	YE	0.815416192620088	#132B69	+	+	+	0.291
Zwaan	NS	2	AK	AK1	1	Zwaan_2_AK1_1	1	Finland	61.1	23.52	88	AK	AK	AK	1.5707963267949	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK1	2	Zwaan_2_AK1_2	0.63	Finland	61.1	23.52	88	AK	AK	AK	0.916909264851683	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK1	3	Zwaan_2_AK1_3	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK11	1	Zwaan_2_AK11_1	0.7	Finland	61.1	23.52	88	AK	AK	AK	0.991156586431192	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK11	2	Zwaan_2_AK11_2	0.65	Finland	61.1	23.52	88	AK	AK	AK	0.937744490405147	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK11	3	Zwaan_2_AK11_3	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK12	1	Zwaan_2_AK12_1	0.65	Finland	61.1	23.52	88	AK	AK	AK	0.937744490405147	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK12	2	Zwaan_2_AK12_2	0.73	Finland	61.1	23.52	88	AK	AK	AK	1.02439576265692	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK12	3	Zwaan_2_AK12_3	0.83	Finland	61.1	23.52	88	AK	AK	AK	1.14580754383249	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK13	1	Zwaan_2_AK13_1	0.83	Finland	61.1	23.52	88	AK	AK	AK	1.14580754383249	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK13	2	Zwaan_2_AK13_2	0.55	Finland	61.1	23.52	88	AK	AK	AK	0.835481873978228	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK13	3	Zwaan_2_AK13_3	0.75	Finland	61.1	23.52	88	AK	AK	AK	1.0471975511966	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK14	1	Zwaan_2_AK14_1	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK14	2	Zwaan_2_AK14_2	0.58	Finland	61.1	23.52	88	AK	AK	AK	0.865743489873404	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK14	3	Zwaan_2_AK14_3	0.93	Finland	61.1	23.52	88	AK	AK	AK	1.3030329996377	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK15	1	Zwaan_2_AK15_1	0.63	Finland	61.1	23.52	88	AK	AK	AK	0.916909264851683	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK15	2	Zwaan_2_AK15_2	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK15	3	Zwaan_2_AK15_3	0.9	Finland	61.1	23.52	88	AK	AK	AK	1.24904577239825	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK16	1	Zwaan_2_AK16_1	0.93	Finland	61.1	23.52	88	AK	AK	AK	1.3030329996377	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK16	2	Zwaan_2_AK16_2	0.95	Finland	61.1	23.52	88	AK	AK	AK	1.34528292089677	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK16	3	Zwaan_2_AK16_3	0.95	Finland	61.1	23.52	88	AK	AK	AK	1.34528292089677	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK17	1	Zwaan_2_AK17_1	0.85	Finland	61.1	23.52	88	AK	AK	AK	1.17309691170282	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK17	2	Zwaan_2_AK17_2	0.85	Finland	61.1	23.52	88	AK	AK	AK	1.17309691170282	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK17	3	Zwaan_2_AK17_3	0.7	Finland	61.1	23.52	88	AK	AK	AK	0.991156586431192	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK18	1	Zwaan_2_AK18_1	0.53	Finland	61.1	23.52	88	AK	AK	AK	0.815416192620088	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK18	2	Zwaan_2_AK18_2	0.48	Finland	61.1	23.52	88	AK	AK	AK	0.765392826220454	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK18	3	Zwaan_2_AK18_3	0.75	Finland	61.1	23.52	88	AK	AK	AK	1.0471975511966	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK2	1	Zwaan_2_AK2_1	0.75	Finland	61.1	23.52	88	AK	AK	AK	1.0471975511966	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK2	2	Zwaan_2_AK2_2	0.48	Finland	61.1	23.52	88	AK	AK	AK	0.765392826220454	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK2	3	Zwaan_2_AK2_3	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK20	1	Zwaan_2_AK20_1	0.7	Finland	61.1	23.52	88	AK	AK	AK	0.991156586431192	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK20	2	Zwaan_2_AK20_2	0.93	Finland	61.1	23.52	88	AK	AK	AK	1.3030329996377	#A00E00	+	+	+	0.291
Zwaan	NS	2	AK	AK20	3	Zwaan_2_AK20_3	0.93	Finland	61.1	23.52	88	AK	AK	AK	1.3030329996377	#A00E00	+	+	+	0.291
Zwaan	NS	2	GI	GI1	1	Zwaan_2_GI1_1	0.7	Spain	41.618	0.62	173	GI	GI	GI	0.991156586431192	#B82E00	-	-	-	0.291
Zwaan	NS	2	GI	GI1	2	Zwaan_2_GI1_2	0.55	Spain	41.618	0.62	173	GI	GI	GI	0.835481873978228	#B82E00	-	-	-	0.291
Zwaan	NS	2	GI	GI1	3	Zwaan_2_GI1_3	0.73	Spain	41.618	0.62	173	GI	GI	GI	1.02439576265692	#B82E00	-	-	-	0.291
Zwaan	NS	2	GI	GI11	1	Zwaan_2_GI11_1	0.65	Spain	41.618	0.62	173	GI	GI	GI	0.937744490405147	#B82E00	+	+	+	0.291
Zwaan	NS	2	GI	GI11	2	Zwaan_2_GI11_2	0.65	Spain	41.618	0.62	173	GI	GI	GI	0.937744490405147	#B82E00	+	+	+	0.291
Zwaan	NS	2	GI	GI11	3	Zwaan_2_GI11_3	0.85	Spain	41.618	0.62	173	GI	GI	GI	1.17309691170282	#B82E00	+	+	+	0.291
Zwaan	NS	2	GI	GI12	1	Zwaan_2_GI12_1	0.58	Spain	41.618	0.62	173	GI	GI	GI	0.865743489873404	#B82E00	+	+	+	0.291
Zwaan	NS	2	GI	GI12	2	Zwaan_2_GI12_2	0.65	Spain	41.618	0.62	173	GI	GI	GI	0.937744490405147	#B82E00	+	+	+	0.291
Zwaan	NS	2	GI	GI13	1	Zwaan_2_GI13_1	0.63	Spain	41.618	0.62	173	GI	GI	GI	0.916909264851683	#B82E00	+	+	+	0.291
Zwaan	NS	2	GI	GI13	2	Zwaan_2_GI13_2	0.83	Spain	41.618	0.62	173	GI	GI	GI	1.14580754383249	#B82E00	+	+	+	0.291
Zwaan	NS	2	GI	GI13	3	Zwaan_2_GI13_3	0.8	Spain	41.618	0.62	173	GI	GI	GI	1.10714871779409	#B82E00	+	+	+	0.291
Zwaan	NS	2	GI	GI14	1	Zwaan_2_GI14_1	0.58	Spain	41.618	0.62	173	GI	GI	GI	0.865743489873404	#B82E00	+	+	+	0.291
Zwaan	NS	2	GI	GI14	2	Zwaan_2_GI14_2	0.68	Spain	41.618	0.62	173	GI	GI	GI	0.969532110115768	#B82E00	+	+	+	0.291
Zwaan	NS	2	GI	GI14	3	Zwaan_2_GI14_3	0.63	Spain	41.618	0.62	173	GI	GI	GI	0.916909264851683	#B82E00	+	+	+	0.291
Zwaan	NS	2	GI	GI2	1	Zwaan_2_GI2_1	0.73	Spain	41.618	0.62	173	GI	GI	GI	1.02439576265692	#B82E00	-	-	-	0.291
Zwaan	NS	2	GI	GI2	2	Zwaan_2_GI2_2	0.85	Spain	41.618	0.62	173	GI	GI	GI	1.17309691170282	#B82E00	-	-	-	0.291
Zwaan	NS	2	GI	GI2	3	Zwaan_2_GI2_3	0.63	Spain	41.618	0.62	173	GI	GI	GI	0.916909264851683	#B82E00	-	-	-	0.291
Zwaan	NS	2	KA	KA1	1	Zwaan_2_KA1_1	0.9	Denmark	55.945	10.213	15	KA	KA	KA	1.24904577239825	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA1	2	Zwaan_2_KA1_2	0.65	Denmark	55.945	10.213	15	KA	KA	KA	0.937744490405147	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA1	3	Zwaan_2_KA1_3	0.58	Denmark	55.945	10.213	15	KA	KA	KA	0.865743489873404	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA14	1	Zwaan_2_KA14_1	0.85	Denmark	55.945	10.213	15	KA	KA	KA	1.17309691170282	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA14	3	Zwaan_2_KA14_3	0.95	Denmark	55.945	10.213	15	KA	KA	KA	1.34528292089677	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA15	1	Zwaan_2_KA15_1	0.78	Denmark	55.945	10.213	15	KA	KA	KA	1.08259106339798	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA15	2	Zwaan_2_KA15_2	0.8	Denmark	55.945	10.213	15	KA	KA	KA	1.10714871779409	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA15	3	Zwaan_2_KA15_3	0.8	Denmark	55.945	10.213	15	KA	KA	KA	1.10714871779409	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA16	1	Zwaan_2_KA16_1	0.55	Denmark	55.945	10.213	15	KA	KA	KA	0.835481873978228	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA16	2	Zwaan_2_KA16_2	0.58	Denmark	55.945	10.213	15	KA	KA	KA	0.865743489873404	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA16	3	Zwaan_2_KA16_3	0.88	Denmark	55.945	10.213	15	KA	KA	KA	1.21705472090523	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA17	1	Zwaan_2_KA17_1	0.93	Denmark	55.945	10.213	15	KA	KA	KA	1.3030329996377	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA17	2	Zwaan_2_KA17_2	0.88	Denmark	55.945	10.213	15	KA	KA	KA	1.21705472090523	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA17	3	Zwaan_2_KA17_3	0.73	Denmark	55.945	10.213	15	KA	KA	KA	1.02439576265692	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA18	1	Zwaan_2_KA18_1	0.85	Denmark	55.945	10.213	15	KA	KA	KA	1.17309691170282	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA18	2	Zwaan_2_KA18_2	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA18	3	Zwaan_2_KA18_3	0.55	Denmark	55.945	10.213	15	KA	KA	KA	0.835481873978228	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA2	1	Zwaan_2_KA2_1	0.73	Denmark	55.945	10.213	15	KA	KA	KA	1.02439576265692	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA2	2	Zwaan_2_KA2_2	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA2	3	Zwaan_2_KA2_3	0.8	Denmark	55.945	10.213	15	KA	KA	KA	1.10714871779409	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA23	1	Zwaan_2_KA23_1	1	Denmark	55.945	10.213	15	KA	KA	KA	1.5707963267949	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA23	2	Zwaan_2_KA23_2	0.93	Denmark	55.945	10.213	15	KA	KA	KA	1.3030329996377	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA23	3	Zwaan_2_KA23_3	0.93	Denmark	55.945	10.213	15	KA	KA	KA	1.3030329996377	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA24	1	Zwaan_2_KA24_1	0.78	Denmark	55.945	10.213	15	KA	KA	KA	1.08259106339798	#D04E00	-	-	-	0.291
Zwaan	NS	2	KA	KA24	2	Zwaan_2_KA24_2	0.53	Denmark	55.945	10.213	15	KA	KA	KA	0.815416192620088	#D04E00	-	-	-	0.291
Zwaan	NS	2	KA	KA24	3	Zwaan_2_KA24_3	0.8	Denmark	55.945	10.213	15	KA	KA	KA	1.10714871779409	#D04E00	-	-	-	0.291
Zwaan	NS	2	KA	KA25	1	Zwaan_2_KA25_1	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA25	2	Zwaan_2_KA25_2	0.8	Denmark	55.945	10.213	15	KA	KA	KA	1.10714871779409	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA25	3	Zwaan_2_KA25_3	0.85	Denmark	55.945	10.213	15	KA	KA	KA	1.17309691170282	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA28	1	Zwaan_2_KA28_1	0.95	Denmark	55.945	10.213	15	KA	KA	KA	1.34528292089677	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA28	2	Zwaan_2_KA28_2	0.75	Denmark	55.945	10.213	15	KA	KA	KA	1.0471975511966	#D04E00	+	+	+	0.291
Zwaan	NS	2	KA	KA28	3	Zwaan_2_KA28_3	0.85	Denmark	55.945	10.213	15	KA	KA	KA	1.17309691170282	#D04E00	+	+	+	0.291
Zwaan	NS	2	MA	MA20	1	Zwaan_2_MA20_1	0.83	Austria	48.375	15.56	572	MA	MA	MA	1.14580754383249	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA20	2	Zwaan_2_MA20_2	0.7	Austria	48.375	15.56	572	MA	MA	MA	0.991156586431192	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA20	3	Zwaan_2_MA20_3	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA21	1	Zwaan_2_MA21_1	0.7	Austria	48.375	15.56	572	MA	MA	MA	0.991156586431192	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA21	2	Zwaan_2_MA21_2	0.83	Austria	48.375	15.56	572	MA	MA	MA	1.14580754383249	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA21	3	Zwaan_2_MA21_3	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA23	1	Zwaan_2_MA23_1	0.85	Austria	48.375	15.56	572	MA	MA	MA	1.17309691170282	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA23	2	Zwaan_2_MA23_2	0.98	Austria	48.375	15.56	572	MA	MA	MA	1.42889927219073	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA23	3	Zwaan_2_MA23_3	0.83	Austria	48.375	15.56	572	MA	MA	MA	1.14580754383249	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA26	2	Zwaan_2_MA26_2	0.8	Austria	48.375	15.56	572	MA	MA	MA	1.10714871779409	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA26	3	Zwaan_2_MA26_3	0.88	Austria	48.375	15.56	572	MA	MA	MA	1.21705472090523	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA27	1	Zwaan_2_MA27_1	0.58	Austria	48.375	15.56	572	MA	MA	MA	0.865743489873404	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA27	2	Zwaan_2_MA27_2	0.55	Austria	48.375	15.56	572	MA	MA	MA	0.835481873978228	#E38800	+	+	+	0.291
Zwaan	NS	2	MA	MA27	3	Zwaan_2_MA27_3	0.63	Austria	48.375	15.56	572	MA	MA	MA	0.916909264851683	#E38800	+	+	+	0.291
