"","Trait","Sex","Moderator","R2","P"
"1","TL","F","Population",0,0.977264375921337
"2","TL","F","PC",78.4891661964525,1.1491763946699e-13
"3","TL","F","Lab",89.8945097385782,7.15412024390757e-26
"4","TL","F","Population + Lab",97.5816707683861,4.50537696969242e-46
"5","TL","F","Population + PC",83.9786563487593,3.08055375913069e-14
