Population	Mstar	SEMstar	Q	p	LLMstar	ULMstar
YE	1686.70423467586	209.174308054213	8.72882191585759	0.365686188364968	1276.73012439851	2096.6783449532
RE	1534.08273940086	109.350754490528	8.72882191585759	0.365686188364968	1319.75919891714	1748.40627988457
GI	1516.87888705863	59.9099408047509	8.72882191585759	0.365686188364968	1399.45756076539	1634.30021335186
MU	1646.03012509146	119.765957752656	8.72882191585759	0.365686188364968	1411.29316132231	1880.76708886061
MA	1541.05970517782	249.376255862657	8.72882191585759	0.365686188364968	1052.29122508757	2029.82818526807
UM	1785.86494594991	83.6372385127359	8.72882191585759	0.365686188364968	1621.93897069856	1949.79092120125
KA	1515.26339852745	133.273099039921	8.72882191585759	0.365686188364968	1254.05292430116	1776.47387275373
VA	1555.8086413253	159.25426781985	8.72882191585759	0.365686188364968	1243.6760120141	1867.9412706365
AK	1701.25018571169	125.509187869228	8.72882191585759	0.365686188364968	1455.25669775914	1947.24367366425
