Model	Trait	Sex	Population	Line	Coef_Bergland	Coef_Flatt	Coef_Schlotterer	SE_Bergland	SE_Flatt	SE_Schlotterer
glmer_pop	Dia	F	AK	AK8	0.728188606271743	4.3907587112319	-0.570715237619452	0.515934416380635	1.36628597913984	0.585854553826619
glmer_pop	Dia	F	AK	AK9	0.445188606271743	3.0217587112319	1.28728476238055	0.537989146736277	1.14532151677776	0.46829964578183
glmer_pop	Dia	F	GI	GI1	-1.55029173589115	1.65781434847192	-0.853492940441882	0.632249064073679	0.907991422131939	0.586763159085093
glmer_pop	Dia	F	GI	GI10	0.0667082641088538	4.16681434847192	1.25550705955812	0.524064766056681	1.35485033220101	0.669118079907813
glmer_pop	Dia	F	GI	GI11	0.166708264108854	2.87781434847192	0.354507059558118	0.533932466724064	1.14560875636719	0.62077049290339
glmer_pop	Dia	F	GI	GI12	0.903708264108854	4.11981434847192	0.962507059558118	0.545552819644481	1.37184562639722	0.642674882704714
glmer_pop	Dia	F	GI	GI13	1.17370826410885	4.06981434847192	0.698507059558118	0.558124429694708	1.39158917165419	0.623990388435205
glmer_pop	Dia	F	GI	GI14	-0.610291735891146	NA	0.698507059558118	0.577626071972209	NA	0.623990388435205
glmer_pop	Dia	F	GI	GI15	-0.201291735891146	4.06981434847192	0.335507059558118	0.517536355266027	1.39158917165419	0.472007420343704
glmer_pop	Dia	F	GI	GI2	0.702708264108854	4.18881434847192	2.00050705955812	0.51266741560396	1.34681863020422	0.770279822440857
glmer_pop	Dia	F	GI	GI3	1.27170826410885	4.22981434847192	2.00050705955812	0.55140446046622	1.33257060700932	0.770279822440857
glmer_pop	Dia	F	GI	GI4	0.434708264108854	4.16681434847192	-0.477492940441882	0.496616430479342	1.35485033220101	0.613559292048876
glmer_pop	Dia	F	GI	GI5	-1.19229173589115	1.14981434847192	-1.63149294044188	0.40037342447026	0.816979450577052	0.714771995016255
glmer_pop	Dia	F	GI	GI6	0.757708264108854	4.14381434847192	-0.0114929404418815	0.509434862393656	1.36289413479741	0.604810718208199
glmer_pop	Dia	F	GI	GI7	1.18770826410885	4.14381434847192	2.52550705955812	0.595649963503771	1.36289413479741	0.862088165363333
glmer_pop	Dia	F	GI	GI8	1.14070826410885	1.79181434847192	-0.101492940441882	0.736333402082265	0.829752024803303	0.482779457785351
glmer_pop	Dia	F	GI	GI9	1.36070826410885	4.14381434847192	2.52550705955812	0.545552819644481	1.36289413479741	0.862088165363333
glmer_pop	Dia	F	KA	KA1	1.83133267383879	4.7516014560225	2.61269181880352	0.477226484150151	1.4120606935821	0.860589016748889
glmer_pop	Dia	F	KA	KA10	-0.263667326161208	4.67860145602249	1.00169181880352	0.37969608527652	1.4445495499842	0.620249510881564
glmer_pop	Dia	F	KA	KA11	0.727332673838792	2.27260145602249	-1.57930818119648	0.514580525451862	1.0476537607242	0.684562236578106
glmer_pop	Dia	F	KA	KA13	-0.724667326161208	4.6286014560225	1.77769181880352	0.473887240991266	1.46811559570749	0.515182934256191
glmer_pop	Dia	F	KA	KA14	1.33433267383879	4.61160145602249	-0.209308181196478	0.570607673602725	1.47629211281493	0.578939077752417
glmer_pop	Dia	F	KA	KA15	1.72633267383879	4.6286014560225	0.142691818803522	0.6601364383022	1.46811559570749	0.589784245083589
glmer_pop	Dia	F	KA	KA16	-0.667667326161208	4.64560145602249	2.06569181880352	0.519754862578806	1.45994876703245	0.759706164085049
glmer_pop	Dia	F	KA	KA17	0.935332673838792	4.6286014560225	1.36469181880352	0.605524662730028	1.46811559570749	0.644339550042382
glmer_pop	Dia	F	KA	KA18	1.38633267383879	4.69360145602249	0.250691818803522	0.619990417002	1.43731534548253	0.579770174939018
glmer_pop	Dia	F	KA	KA2	1.09233267383879	4.6286014560225	2.32069181880352	0.515441671941951	1.46811559570749	0.588946904014971
glmer_pop	Dia	F	KA	KA23	-0.178667326161208	4.69360145602249	0.250691818803522	0.495767200583413	1.43731534548253	0.579770174939018
glmer_pop	Dia	F	KA	KA24	0.186332673838792	4.61160145602249	0.485691818803522	0.403476290721418	1.47629211281493	0.587273748560941
glmer_pop	Dia	F	KA	KA25	0.381332673838792	4.59360145602249	2.61269181880352	0.575054881880255	1.48538830019614	0.860589016748889
glmer_pop	Dia	F	KA	KA28	1.17233267383879	4.55560145602249	2.56769181880352	0.64182561274408	1.50544026861233	0.867083880457259
glmer_pop	Dia	F	KA	KA29	0.323332673838792	3.21960145602249	-0.444308181196478	0.483935034043118	1.21954229215701	0.585602643222193
glmer_pop	Dia	F	KA	KA3	1.08933267383879	4.66260145602249	1.64469181880352	0.591137984885352	1.45179179029211	0.693401366993763
glmer_pop	Dia	F	KA	KA5	-1.51266732616121	4.64560145602249	-1.24430818119648	0.610036980169493	1.45994876703245	0.643473741304817
glmer_pop	Dia	F	KA	KA6	-0.131667326161208	3.21960145602249	0.733691818803522	0.568831360927221	1.21954229215701	0.599871199299332
glmer_pop	Dia	F	KA	KA7	0.665332673838792	4.6286014560225	1.00169181880352	0.495767200583413	1.46811559570749	0.620249510881564
glmer_pop	Dia	F	KA	KA9	0.665332673838792	1.70460145602249	0.733691818803522	0.495767200583413	0.857950116475057	0.599871199299332
glmer_pop	Dia	F	MA	MA12	1.23413177273197	4.23035811078875	2.11056935212311	0.561312662270349	1.34986958835017	0.769794996659043
glmer_pop	Dia	F	MA	MA13	-0.371868227268031	4.29235811078875	NA	0.472745073824177	1.32612363886353	NA
glmer_pop	Dia	F	MA	MA18	1.82513177273197	4.20835811078875	-0.926430647876895	0.829606475881804	1.35902461550652	0.616970288491509
glmer_pop	Dia	F	MA	MA19	1.84913177273197	2.82735811078875	1.99856935212311	0.61212409266833	1.14585640703914	0.78247577399003
glmer_pop	Dia	F	MA	MA20	1.62413177273197	4.31235811078875	3.13356935212311	0.717027129769179	1.31974501535435	0.811623272757316
glmer_pop	Dia	F	MA	MA21	0.490131772731969	4.29235811078875	-0.421430647876895	0.507038366225897	1.32612363886353	0.588483081219245
glmer_pop	Dia	F	MA	MA23	0.0691317727319691	3.06535811078875	0.671569352123105	0.522921509239223	1.09952167125194	0.611902228204225
glmer_pop	Dia	F	MA	MA26	1.16713177273197	4.25135811078875	1.68056935212311	0.532210395262087	1.34164037862337	0.701832128704077
glmer_pop	Dia	F	MA	MA27	-0.246868227268031	4.16035811078875	0.870569352123105	0.48160866356932	1.3782883970899	0.504075725344215
glmer_pop	Dia	F	MA	MA28	2.09413177273197	4.27235811078875	2.11056935212311	0.663209548201039	1.33433388083817	0.769794996659043
glmer_pop	Dia	F	MA	MA3	2.10113177273197	NA	1.02756935212311	0.779052568717302	NA	0.625453704826581
glmer_pop	Dia	F	MA	MA30	2.34313177273197	3.99035811078875	1.02756935212311	0.74191839499033	1.45767860159661	0.625453704826581
glmer_pop	Dia	F	MA	MA31	1.22213177273197	4.27235811078875	0.271569352123106	0.672269964244296	1.33433388083817	0.583517212155131
glmer_pop	Dia	F	MA	MA32	0.827131772731969	2.46335811078875	1.69456935212311	0.409946221869438	1.2320502853182	0.524053753808992
glmer_pop	Dia	F	MA	MA33	-0.838868227268031	4.10935811078875	1.79256935212311	0.509532044944208	1.40036527575938	0.520945617969185
glmer_pop	Dia	F	MA	MA5	0.251131772731969	4.27235811078875	2.11056935212311	0.464766505704775	1.33433388083817	0.769794996659043
glmer_pop	Dia	F	MA	MA6	0.608131772731969	2.32935811078875	-0.665430647876895	0.895738189888667	0.946572187185243	0.599307380966809
glmer_pop	Dia	F	MA	MA7	0.732131772731969	4.33035811078875	1.32956935212311	0.510364482331036	1.31246291587711	0.656347725585528
glmer_pop	Dia	F	MA	MA9	-0.153868227268031	1.72835811078875	1.02756935212311	0.565638493054554	1.01725311774044	0.625453704826581
glmer_pop	Dia	F	MU	MU1	1.79301234465307	4.95088051085066	0.454816679835069	0.623894686913318	1.48349280302915	0.440466547796995
glmer_pop	Dia	F	MU	MU10	0.994012344653074	5.01088051085066	1.53081667983507	0.636358845588452	1.45350400640635	0.725949571064136
glmer_pop	Dia	F	MU	MU11	1.79301234465307	4.96288051085066	1.72981667983507	0.706855416870145	1.47712081314945	0.707238135091853
glmer_pop	Dia	F	MU	MU12	1.28701234465307	4.97588051085066	2.75881667983507	0.608849390538142	1.47075453310173	0.889598662166374
glmer_pop	Dia	F	MU	MU13	1.31901234465307	4.96288051085066	2.17381667983507	0.52780449065792	1.47712081314945	0.779144261179021
glmer_pop	Dia	F	MU	MU14	-0.361987655346926	4.96288051085066	1.72981667983507	0.656969999588008	1.47712081314945	0.707238135091853
glmer_pop	Dia	F	MU	MU15	0.281012344653074	3.60588051085066	-0.633183320164931	0.52780449065792	1.20884816939072	0.595653237822311
glmer_pop	Dia	F	MU	MU16	1.09101234465307	3.57588051085066	0.0708166798350689	0.437296901839776	1.21575075432397	0.579001536896235
glmer_pop	Dia	F	MU	MU17	2.20401234465307	4.96288051085066	2.17381667983507	0.777854472480982	1.47712081314945	0.779144261179021
glmer_pop	Dia	F	MU	MU19	0.446012344653074	4.91088051085066	2.17381667983507	0.563518926353558	1.50355541854609	0.779144261179021
glmer_pop	Dia	F	MU	MU2	1.88001234465307	3.63388051085066	0.790816679835069	0.837673910515701	1.20281956113097	0.605741512303889
glmer_pop	Dia	F	MU	MU20	1.95101234465307	4.98788051085066	1.37081667983507	0.560939016612917	1.46439403735446	0.659755848574457
glmer_pop	Dia	F	MU	MU3	0.220012344653074	3.82488051085066	0.301816679835069	0.396742460997896	1.16347363383933	0.582315017604906
glmer_pop	Dia	F	MU	MU4	-1.00298765534693	2.53388051085066	-0.633183320164931	0.71875557761917	0.90063860490171	0.595653237822311
glmer_pop	Dia	F	MU	MU5	1.14301234465307	4.99988051085066	2.17381667983507	0.573879412732908	1.45894684503559	0.779144261179021
glmer_pop	Dia	F	MU	MU6	0.128012344653074	4.92388051085066	0.993816679835069	0.466639668650948	1.49716595494264	0.472705806742632
glmer_pop	Dia	F	MU	MU8	1.50701234465307	4.95088051085066	1.72981667983507	0.590410518502734	1.48349280302915	0.707238135091853
glmer_pop	Dia	F	MU	MU9	1.02801234465307	4.91088051085066	1.72981667983507	0.54725184363204	1.50355541854609	0.707238135091853
glmer_pop	Dia	F	RE	RE10	0.128245690690137	2.4810289461456	2.07134045332462	0.633395364113273	0.997613250984411	0.798677296972914
glmer_pop	Dia	F	RE	RE11	-0.0117543093098626	3.1480289461456	1.33934045332462	0.549644146043771	1.16134930083058	0.680595639642188
glmer_pop	Dia	F	RE	RE12	-0.393754309309863	2.0670289461456	1.69234045332462	0.90507330492076	1.04086367913367	0.725488404249137
glmer_pop	Dia	F	RE	RE13	0.926245690690137	4.0910289461456	1.33934045332462	0.78904859627287	1.54045194619621	0.680595639642188
glmer_pop	Dia	F	RE	RE15	0.0932456906901374	NA	0.766340453324623	0.416573747708837	NA	0.631292661687081
glmer_pop	Dia	F	RE	RE16	1.28824569069014	4.5950289461456	-0.918659546675377	0.569038388230694	1.32591296793556	0.64182039909928
glmer_pop	Dia	F	RE	RE17	-1.11275430930986	4.3860289461456	0.173340453324623	0.683600531948437	1.39951998861741	0.619262000045183
glmer_pop	Dia	F	RE	RE18	0.823245690690137	4.4050289461456	0.766340453324623	0.524378381781883	1.3923793299743	0.631292661687081
glmer_pop	Dia	F	RE	RE2	0.716245690690137	4.3670289461456	1.03634045332462	0.530626692958605	1.40756427865291	0.650798298015568
glmer_pop	Dia	F	RE	RE3	1.52224569069014	4.4050289461456	2.12534045332462	0.708263854280441	1.3923793299743	0.792496324723313
glmer_pop	Dia	F	RE	RE4	1.89024569069014	3.0640289461456	0.0873404533246231	0.770016030534551	1.17651697758243	0.512494316748937
glmer_pop	Dia	F	RE	RE5	1.47124569069014	4.4050289461456	2.12534045332462	0.592923002825988	1.3923793299743	0.792496324723313
glmer_pop	Dia	F	RE	RE6	-0.400754309309863	4.4050289461456	0.279340453324623	0.608812522276099	1.3923793299743	0.610523074666273
glmer_pop	Dia	F	RE	RE7	-0.566754309309863	4.3460289461456	2.69334045332462	0.524378381781883	1.41562007563459	0.89647890365583
glmer_pop	Dia	F	UM	UM13	0.636622256633927	3.62366375059173	0.473798923905357	0.45501320834064	1.36297954018137	0.649085563881549
glmer_pop	Dia	F	UM	UM17	3.16662225663393	5.19166375059173	3.32979892390536	0.724265848818266	1.59348461773342	1.0373659283201
glmer_pop	Dia	F	UM	UM18	1.63562225663393	5.22266375059173	2.58079892390536	0.576594328591986	1.57685390158791	0.898272268991662
glmer_pop	Dia	F	UM	UM2	1.70962225663393	NA	1.98579892390536	0.683283996420553	NA	0.81074784565821
glmer_pop	Dia	F	UM	UM20	0.873622256633927	5.19166375059173	3.32979892390536	0.453591247451318	1.59348461773342	1.0373659283201
glmer_pop	Dia	F	UM	UM21	2.05962225663393	3.65566375059173	2.58079892390536	0.741364970688825	1.35472256456922	0.898272268991662
glmer_pop	Dia	F	UM	UM22	1.15662225663393	NA	2.04179892390536	0.665670353676985	NA	0.804798775619986
glmer_pop	Dia	F	UM	UM23	2.31562225663393	5.23266375059173	2.58079892390536	0.710834734494905	1.57161325616483	0.898272268991662
glmer_pop	Dia	F	UM	UM25	0.419622256633927	5.22266375059173	NA	0.569123905458594	1.57685390158791	NA
glmer_pop	Dia	F	UM	UM28	0.727622256633927	5.25266375059173	3.32979892390536	0.605191721493646	1.56114836801408	1.0373659283201
glmer_pop	Dia	F	UM	UM29	2.59862225663393	5.18066375059173	2.58079892390536	0.805097521896846	1.59962502698383	0.898272268991662
glmer_pop	Dia	F	UM	UM4	0.636622256633927	5.23266375059173	-0.337201076094643	0.613707601194936	1.57161325616483	0.51734714577296
glmer_pop	Dia	F	UM	UM5	2.31562225663393	5.24266375059173	2.58079892390536	0.710834734494905	1.56637806003309	0.898272268991662
glmer_pop	Dia	F	UM	UM7	0.378622256633927	5.24266375059173	1.49279892390536	0.548613725461223	1.56637806003309	0.755372801495678
glmer_pop	Dia	F	UM	UM9	1.70962225663393	3.77066375059173	3.32979892390536	0.683283996420553	1.32601215188738	1.0373659283201
glmer_pop	Dia	F	VA	VA1	1.60957764264857	3.95333087557907	2.71680994952507	0.494760521580747	1.36628653231211	0.897884575549476
glmer_pop	Dia	F	VA	VA11	0.664577642648566	2.78933087557907	0.0568099495250729	0.52603039238703	1.09943935184141	0.604050255367601
glmer_pop	Dia	F	VA	VA15	-1.52442235735143	0.358330875579072	NA	0.585720047219534	0.764420622679329	NA
glmer_pop	Dia	F	VA	VA18	1.21757764264857	4.08833087557907	0.286809949525073	0.627882133616535	1.3136452673296	0.607227067092421
glmer_pop	Dia	F	VA	VA22	2.15157764264857	4.13433087557907	2.71680994952507	0.825539807468333	1.29618011417297	0.897884575549476
glmer_pop	Dia	F	VA	VA26	2.26657764264857	4.06333087557907	1.37280994952507	0.8040441366709	1.32285444716244	0.51202706081775
glmer_pop	Dia	F	VA	VA30	2.15157764264857	4.53433087557907	-0.406190050474927	0.825539807468333	1.17885702626631	0.610413557360634
glmer_pop	Dia	F	VA	VA34	1.60957764264857	4.13433087557907	2.71680994952507	0.55131476827204	1.29618011417297	0.897884575549476
glmer_pop	Dia	F	VA	VA35	2.26657764264857	4.11133087557907	NA	0.8040441366709	1.30444773309529	NA
glmer_pop	Dia	F	VA	VA44	0.544577642648566	4.06333087557907	1.04680994952507	0.513578595460181	1.32285444716244	0.648530424120306
glmer_pop	Dia	F	VA	VA46	0.402577642648566	1.45533087557907	1.35080994952507	0.523529343699904	0.779345166391281	0.679320771807887
glmer_pop	Dia	F	VA	VA47	0.954577642648566	4.13433087557907	1.35080994952507	0.56070221482963	1.29618011417297	0.679320771807887
glmer_pop	Dia	F	VA	VA48	1.18457764264857	3.81833087557907	2.14280994952507	0.832097935170406	1.42859087508546	0.792615739819532
glmer_pop	Dia	F	VA	VA55	1.47657764264857	4.03833087557907	NA	0.526865232972202	1.33207503106148	NA
glmer_pop	Dia	F	VA	VA57	1.12157764264857	4.15633087557907	1.04680994952507	0.497195106286106	1.2888393570874	0.648530424120306
glmer_pop	Dia	F	VA	VA6	-0.287422357351434	4.01133087557907	-0.649190050474927	0.492332178224065	1.34315445440108	0.620834688954849
glmer_pop	Dia	F	VA	VA66	2.26657764264857	3.06033087557907	NA	0.8040441366709	1.05287410851319	NA
glmer_pop	Dia	F	VA	VA67	2.69057764264857	2.15733087557907	2.71680994952507	0.737340473400757	0.929842937477859	0.897884575549476
glmer_pop	Dia	F	VA	VA71	0.040577642648566	1.83633087557907	-1.19519005047493	0.582247347537842	0.830112575725397	0.66259845382378
glmer_pop	Dia	F	YE	YE11	0.74758687241593	1.03522079640008	1.31464974674877	0.500463673439809	0.792430635808155	0.652056041070052
glmer_pop	Dia	F	YE	YE13	0.68558687241593	2.89822079640008	0.497649746748775	0.562136005280633	1.16735911893783	0.588134406998902
glmer_pop	Dia	F	YE	YE14	0.98758687241593	4.51222079640008	0.809649746748775	0.508146522602357	1.30737382280942	0.450322196539266
glmer_pop	Dia	F	YE	YE15	0.90558687241593	4.41322079640008	0.497649746748775	0.543657878111656	1.34273724628734	0.588134406998902
glmer_pop	Dia	F	YE	YE19	1.63958687241593	4.29522079640008	2.37464974674877	0.569221300051982	1.39019110649123	0.589805120947546
glmer_pop	Dia	F	YE	YE20	1.95058687241593	4.22522079640008	0.497649746748775	0.600489707183119	1.42139062631189	0.588134406998902
glmer_pop	Dia	F	YE	YE21	0.54858687241593	4.22522079640008	1.01464974674877	0.678869566583205	1.42139062631189	0.621918065902535
glmer_pop	Dia	F	YE	YE22	0.34858687241593	4.22522079640008	2.08864974674877	0.560368529124243	1.42139062631189	0.763992853825184
glmer_pop	Dia	F	YE	YE23	1.08258687241593	4.31622079640008	1.31464974674877	0.53057411210204	1.38103993880239	0.652056041070052
glmer_pop	Dia	F	YE	YE24	0.90758687241593	2.05422079640008	2.64364974674877	0.490289596496671	0.997185194719274	0.866739338380317
glmer_pop	Dia	F	YE	YE26	1.87458687241593	4.29522079640008	-0.432350253251225	0.605890987251723	1.39019110649123	0.585632205992763
glmer_pop	Dia	F	YE	YE27	1.40258687241593	4.17422079640008	1.15364974674877	0.587931873972545	1.44625665515057	0.475315769458525
glmer_pop	Dia	F	YE	YE33	2.23458687241593	4.27322079640008	1.66364974674877	0.647651054529264	1.40027079972672	0.696785534218349
glmer_pop	Dia	F	YE	YE40	-0.23341312758407	3.16822079640008	-0.432350253251225	0.469370736660125	1.11331545959235	0.585632205992763
glmer_pop	Dia	F	YE	YE41	1.02758687241593	4.27322079640008	1.31464974674877	0.534053263666526	1.40027079972672	0.652056041070052
glmer_pop	Dia	F	YE	YE48	-0.06441312758407	4.22522079640008	-0.224350253251225	0.429636926291105	1.42139062631189	0.604931467768002
glmer_pop	Dia	F	YE	YE49	2.04358687241593	4.20022079640008	1.66364974674877	0.667820251589354	1.43335351974568	0.696785534218349
glmer_pop	Dia	F	YE	YE51	0.60858687241593	4.35722079640008	NA	0.387573074958604	1.36459785745373	NA
glmer_pop	Dia	F	YE	YE69	0.18858687241593	3.04622079640008	0.497649746748775	0.447249246430744	1.13675076976764	0.588134406998902
glmer_pop	Dia	F	YE	YE80	0.68758687241593	3.04622079640008	0.351649746748775	0.484393319971351	1.13675076976764	0.438002375217247
glmer_pop	Dia	F	AK	AK13	NA	4.3707587112319	-1.39671523761945	NA	1.37453132986997	0.476530752669109
glmer_pop	Dia	F	AK	AK3	NA	4.2617587112319	1.45528476238055	NA	1.42235030031076	0.663645657138949
glmer_pop	Dia	F	MA	MA16	NA	1.33435811078875	-0.926430647876895	NA	0.901358366884479	0.616970288491509
glmer_pop	Dia	F	MU	MU18	NA	4.98788051085066	0.790816679835069	NA	1.46439403735446	0.605741512303889
glmer_pop	Dia	F	MU	MU7	NA	5.02288051085066	1.37081667983507	NA	1.44806557055932	0.659755848574457
glmer_pop	Dia	F	RE	RE8	NA	2.9180289461456	0.766340453324623	NA	1.20623264693826	0.631292661687081
glmer_pop	Dia	F	UM	UM26	NA	5.38066375059173	3.32979892390536	NA	1.50228100798519	1.0373659283201
glmer_pop	Dia	F	UM	UM6	NA	5.22266375059173	NA	NA	1.57685390158791	NA
glmer_pop	Dia	F	UM	UM8	NA	5.12266375059173	NA	NA	1.63307936945912	NA
glmer_pop	Dia	F	VA	VA9	NA	2.84233087557907	1.04680994952507	NA	1.08972651999364	0.648530424120306
