Model	Trait	Sex	Population	Line	Coef_Bergland	Coef_Schlotterer	SE_Bergland	SE_Schlotterer
lmer_pop	Dia	F	MU	MU10	1.02226228062965	1.1028718400815	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	MU	MU11	1.10426228062965	1.1038718400815	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	MU	MU12	1.05026228062965	1.3318718400815	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	MU	MU13	1.05026228062965	1.1648718400815	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	MU	MU14	0.864262280629651	1.1688718400815	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	MU	MU15	0.957262280629651	0.771871840081496	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	MU	MU16	1.03026228062965	0.926871840081496	0.135587957250132	0.181162638759123
lmer_pop	Dia	F	MU	MU17	1.19726228062965	1.1898718400815	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	MU	MU19	0.970262280629651	1.1648718400815	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	MU	MU2	1.19726228062965	0.971871840081496	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	MU	MU20	1.19926228062965	1.1198718400815	0.135587957250132	0.181162638759123
lmer_pop	Dia	F	MU	MU3	0.907262280629651	0.897871840081496	0.135587957250132	0.181162638759123
lmer_pop	Dia	F	MU	MU4	0.698262280629651	0.771871840081496	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	MU	MU5	1.03626228062965	1.1898718400815	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	MU	MU6	0.948262280629651	1.0548718400815	0.163805049223959	0.139085950700164
lmer_pop	Dia	F	MU	MU8	1.06726228062965	1.1038718400815	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	MU	MU9	1.02626228062965	1.1038718400815	0.163805049223959	0.181162638759123
lmer_pop	Dia	F	RE	RE10	0.840023759460741	1.169416679778	0.169457066420239	0.186194020424668
lmer_pop	Dia	F	RE	RE11	0.831023759460741	1.105416679778	0.169457066420239	0.186194020424668
lmer_pop	Dia	F	RE	RE12	0.591023759460741	1.088416679778	0.169457066420239	0.186194020424668
lmer_pop	Dia	F	RE	RE13	0.943023759460741	1.105416679778	0.169457066420239	0.186194020424668
lmer_pop	Dia	F	RE	RE15	0.851023759460741	0.957416679778005	0.142364663311347	0.186194020424668
lmer_pop	Dia	F	RE	RE16	0.950023759460741	0.714416679778005	0.169457066420239	0.186194020424668
lmer_pop	Dia	F	RE	RE17	0.693023759460741	0.865416679778005	0.169457066420239	0.186194020424668
lmer_pop	Dia	F	RE	RE18	0.909023759460741	0.957416679778005	0.169457066420239	0.186194020424668
lmer_pop	Dia	F	RE	RE2	0.899023759460741	1.021416679778	0.169457066420239	0.186194020424668
lmer_pop	Dia	F	RE	RE3	0.992023759460741	1.150416679778	0.169457066420239	0.186194020424668
lmer_pop	Dia	F	RE	RE4	1.09002375946074	0.833416679778005	0.169457066420239	0.159953784706401
lmer_pop	Dia	F	RE	RE5	0.967023759460741	1.215416679778	0.169457066420239	0.186194020424668
lmer_pop	Dia	F	RE	RE6	0.786023759460741	0.948416679778005	0.169457066420239	0.186194020424668
lmer_pop	Dia	F	RE	RE7	0.781023759460741	1.292416679778	0.169457066420239	0.186194020424668
lmer_pop	Dia	F	UM	UM13	1.00908930775044	1.01594901471155	0.138667413476354	0.186247559669719
lmer_pop	Dia	F	UM	UM17	1.39008930775044	1.40094901471155	0.138667413476354	0.186247559669719
lmer_pop	Dia	F	UM	UM18	1.14508930775044	1.28294901471155	0.166363011394427	0.186247559669719
lmer_pop	Dia	F	UM	UM2	1.15308930775044	1.21394901471155	0.166363011394427	0.186247559669719
lmer_pop	Dia	F	UM	UM20	1.07408930775044	1.42494901471155	0.138667413476354	0.186247559669719
lmer_pop	Dia	F	UM	UM21	1.18708930775044	1.28294901471155	0.166363011394427	0.186247559669719
lmer_pop	Dia	F	UM	UM22	1.10208930775044	1.22194901471155	0.166363011394427	0.186247559669719
lmer_pop	Dia	F	UM	UM23	1.20308930775044	1.28294901471155	0.166363011394427	0.186247559669719
lmer_pop	Dia	F	UM	UM25	1.03708930775044	NA	0.166363011394427	NA
lmer_pop	Dia	F	UM	UM28	1.06408930775044	1.46594901471155	0.166363011394427	0.186247559669719
lmer_pop	Dia	F	UM	UM29	1.27608930775044	1.25894901471155	0.166363011394427	0.186247559669719
lmer_pop	Dia	F	UM	UM4	1.05308930775044	0.791949014711547	0.166363011394427	0.145647360027312
lmer_pop	Dia	F	UM	UM5	1.20308930775044	1.32394901471155	0.166363011394427	0.186247559669719
lmer_pop	Dia	F	UM	UM7	1.03608930775044	1.15294901471155	0.166363011394427	0.186247559669719
lmer_pop	Dia	F	UM	UM9	1.15308930775044	1.42494901471155	0.166363011394427	0.186247559669719
lmer_pop	Dia	F	VA	VA1	1.216637894819	1.30966433061756	0.135723680209676	0.184828294029918
lmer_pop	Dia	F	VA	VA11	1.063637894819	0.864664330617561	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	VA	VA15	0.843637894818998	NA	0.1639174102091	NA
lmer_pop	Dia	F	VA	VA18	1.111637894819	0.965664330617561	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	VA	VA22	1.270637894819	1.30966433061756	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	VA	VA26	1.270637894819	1.11666433061756	0.1639174102091	0.14382801630423
lmer_pop	Dia	F	VA	VA30	1.270637894819	0.814664330617561	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	VA	VA34	1.142637894819	1.30966433061756	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	VA	VA35	1.270637894819	NA	0.1639174102091	NA
lmer_pop	Dia	F	VA	VA44	1.053637894819	1.07966433061756	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	VA	VA46	1.039637894819	1.08266433061756	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	VA	VA47	1.088637894819	1.08266433061756	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	VA	VA48	1.104637894819	1.23266433061756	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	VA	VA55	1.130637894819	NA	0.146989514488818	NA
lmer_pop	Dia	F	VA	VA57	1.104637894819	1.03966433061756	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	VA	VA6	0.977637894818998	0.775664330617561	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	VA	VA66	1.270637894819	NA	0.1639174102091	NA
lmer_pop	Dia	F	VA	VA67	1.270637894819	1.30966433061756	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	VA	VA71	0.995637894818998	0.658664330617561	0.1639174102091	0.184828294029918
lmer_pop	Dia	F	YE	YE11	1.00097542686463	1.02636358122635	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE13	0.992975426864634	0.906363581226348	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE14	1.02197542686463	1.00136358122635	0.162994433646026	0.139577318264623
lmer_pop	Dia	F	YE	YE15	1.01397542686463	0.906363581226348	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE19	1.07597542686463	1.28036358122635	0.162994433646026	0.139577318264623
lmer_pop	Dia	F	YE	YE20	1.10097542686463	0.906363581226348	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE21	0.969975426864634	0.983363581226347	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE22	0.958975426864634	1.13736358122635	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE23	1.02997542686463	1.02636358122635	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE24	1.01497542686463	1.30336358122635	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE26	1.09697542686463	0.759363581226348	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE27	1.05897542686463	1.05336358122635	0.162994433646026	0.139577318264623
lmer_pop	Dia	F	YE	YE33	1.12797542686463	1.07536358122635	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE40	0.911975426864634	0.759363581226348	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE41	1.02497542686463	1.02636358122635	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE48	1.00297542686463	0.853363581226347	0.134607523562351	0.181540154714993
lmer_pop	Dia	F	YE	YE49	1.11797542686463	1.10036358122635	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE51	0.967975426864634	NA	0.134607523562351	NA
lmer_pop	Dia	F	YE	YE69	0.952975426864634	0.931363581226347	0.162994433646026	0.181540154714993
lmer_pop	Dia	F	YE	YE80	0.995975426864634	0.893363581226348	0.162994433646026	0.139577318264623
lmer_pop	Dia	F	AK	AK13	NA	0.452612828557171	NA	0.138792845214805
lmer_pop	Dia	F	AK	AK3	NA	0.990612828557171	NA	0.180937707189023
lmer_pop	Dia	F	MA	MA16	NA	0.762064915305806	NA	0.181396178904091
lmer_pop	Dia	F	MU	MU18	NA	0.971871840081496	NA	0.181162638759123
lmer_pop	Dia	F	MU	MU7	NA	1.1198718400815	NA	0.181162638759123
lmer_pop	Dia	F	RE	RE8	NA	0.957416679778005	NA	0.186194020424668
lmer_pop	Dia	F	UM	UM26	NA	1.40094901471155	NA	0.186247559669719
lmer_pop	Dia	F	VA	VA9	NA	1.07966433061756	NA	0.184828294029918
