Population	Mstar	SEMstar	Q	p	LLMstar	ULMstar
YE	2785.34619531924	34.2986187542433	6.09690492095805	0.636377916271365	2718.12213784146	2852.57025279703
RE	2881.63507858301	50.0208454694151	6.09690492095805	0.636377916271365	2783.59602298671	2979.67413417931
GI	2766.40556806251	54.1957626079989	6.09690492095805	0.636377916271365	2660.18382523615	2872.62731088887
MU	2775.20650424002	68.6223802922893	6.09690492095805	0.636377916271365	2640.70911033372	2909.70389814632
MA	2829.12323141814	52.9712406477611	6.09690492095805	0.636377916271365	2725.30150753213	2932.94495530416
UM	2844.74533815673	56.5449941708561	6.09690492095805	0.636377916271365	2733.91918607582	2955.57149023763
KA	2772.63121824142	49.0659605495383	6.09690492095805	0.636377916271365	2676.46370269746	2868.79873378538
VA	2761.33195760162	68.6582529063897	6.09690492095805	0.636377916271365	2626.76425466366	2895.89966053959
AK	2744.554836496	49.8843179362261	6.09690492095805	0.636377916271365	2646.78336994765	2842.32630304434
