Population	Mstar	SEMstar	Q	p	LLMstar	ULMstar
YE	2782.36473264007	34.4345271144581	6.1976023244221	0.625108102762127	2714.87429967106	2849.85516560908
RE	2878.83108942192	49.1455218287016	6.1976023244221	0.625108102762127	2782.50763663623	2975.1545422076
GI	2760.16763635623	59.262178265306	6.1976023244221	0.625108102762127	2644.01590131084	2876.31937140162
MU	2769.70154316615	67.8326466996699	6.1976023244221	0.625108102762127	2636.75199865877	2902.65108767353
MA	2823.62517596327	51.84269155424	6.1976023244221	0.625108102762127	2722.01536765535	2925.2349842712
UM	2839.18059262608	54.0471655228183	6.1976023244221	0.625108102762127	2733.25009473488	2945.11109051727
KA	2768.43711068962	49.3343695772774	6.1976023244221	0.625108102762127	2671.74352311817	2865.13069826107
VA	2757.42896018484	68.0538042596782	6.1976023244221	0.625108102762127	2624.04595482493	2890.81196554475
AK	2743.4045619475	48.9338189989263	6.1976023244221	0.625108102762127	2647.4960390836	2839.3130848114
