Population	Mstar	SEMstar	Q	p	LLMstar	ULMstar	N_lab
YE	57.4802671582672	4.84401147928283	7.8128941408572	0.451957522771376	47.9861791181742	66.9743551983601	3
RE	65.1373167502316	4.66334785517133	7.8128941408572	0.451957522771376	55.9973229067137	74.2773105937495	3
GI	63.5485486474443	5.8844758273073	7.8128941408572	0.451957522771376	52.0151879580255	75.0819093368632	3
MU	73.7810159544633	4.18579103952114	7.8128941408572	0.451957522771376	65.5770162701913	81.9850156387352	3
MA	65.8941310296043	5.69987659049793	7.8128941408572	0.451957522771376	54.7225781959054	77.0656838633031	3
UM	69.0552228081251	5.55249728831021	7.8128941408572	0.451957522771376	58.1725280987808	79.9379175174694	3
KA	69.5704931079002	4.81751908046505	7.8128941408572	0.451957522771376	60.1283292153542	79.0126570004462	3
VA	70.6595491547898	6.10567353801227	7.8128941408572	0.451957522771376	58.6926489189265	82.6264493906531	3
AK	67.513841442286	3.8084511923749	7.8128941408572	0.451957522771376	60.0494142683526	74.9782686162194	3
