Population	Mstar	SEMstar	Q	p	LLMstar	ULMstar
YE	79.1399791980459	5.29841436144157	9.5665605937162	0.296774092006785	68.7552778744506	89.5246805216411
RE	90.4152985227561	6.75402215959598	9.5665605937162	0.296774092006785	77.1776583391626	103.65293870635
GI	90.160431271612	9.62897106654249	9.5665605937162	0.296774092006785	71.2879947730105	109.032867770214
MU	98.8514849387639	5.3027672531342	9.5665605937162	0.296774092006785	88.4582521042224	109.244717773305
MA	90.826960784282	6.15898311099999	9.5665605937162	0.296774092006785	78.7555757053315	102.898345863232
UM	92.7681070161784	6.23193947116275	9.5665605937162	0.296774092006785	80.5537300988658	104.982483933491
KA	94.2579931146249	7.05467817273988	9.5665605937162	0.296774092006785	80.4310779735339	108.084908255716
VA	100.355284424746	6.40552282872695	9.5665605937162	0.296774092006785	87.800690378292	112.9098784712
AK	93.2324872259902	5.0078459993536	9.5665605937162	0.296774092006785	83.4172894271342	103.047685024846
