"","Trait","Sex","Moderator","R2","P"
"1","CSM","F","Population",0,0.998423307551193
"2","CSM","F","PC",91.9022587943854,2.10526524922009e-15
"3","CSM","F","Lab",97.2776810007383,2.78781908447414e-17
"4","CSM","F","Population + Lab",100,4.62939860009144e-16
"5","CSM","F","Population + PC",93.1303025165657,3.6706029991368e-12
