"","Trait","Sex","Moderator","R2","P"
"1","CSM","M","Population",0,0.741259931151611
"2","CSM","M","PC",2.48972044472761,0.271406524344019
"3","CSM","M","Lab",83.0619734028857,2.06365793215353e-06
"4","CSM","M","Population + Lab",100,3.61421841748459e-07
"5","CSM","M","Population + PC",0,0.700674828319233
