Model	Predictor	Trait	Lab	Sex	Population	Estimate	SE
lmer	pop	LA_NDlog2	Tauber	B	AK	-0.455269015768566	0.136127803189409
lmer	pop	LA_NDlog2	Tauber	B	GI	-0.319501884636977	0.132182315088021
lmer	pop	LA_NDlog2	Tauber	B	KA	-0.0806368261833149	0.140490614052164
lmer	pop	LA_NDlog2	Tauber	B	MA	-0.0981132787642918	0.114793243288869
lmer	pop	LA_NDlog2	Tauber	B	MU	-0.272539667159995	0.141214237143109
lmer	pop	LA_NDlog2	Tauber	B	RE	-0.259795630877717	0.144734614197871
lmer	pop	LA_NDlog2	Tauber	B	UM	-0.4405202988502	0.119358973793996
lmer	pop	LA_NDlog2	Tauber	B	VA	-0.157486436584451	0.179412172978577
lmer	pop	LA_NDlog2	Tauber	B	YE	0.0371059748300845	0.099477238077494
lmer	pop	LA_Period	Tauber	B	AK	24.3745720418769	0.24907388948813
lmer	pop	LA_Period	Tauber	B	GI	23.5196392592035	0.254829383541259
lmer	pop	LA_Period	Tauber	B	KA	24.973239602798	0.26130866027259
lmer	pop	LA_Period	Tauber	B	MA	24.3379792167087	0.210600228393374
lmer	pop	LA_Period	Tauber	B	MU	23.8578147955725	0.286534279359216
lmer	pop	LA_Period	Tauber	B	RE	24.265019499887	0.297393454400683
lmer	pop	LA_Period	Tauber	B	UM	24.6001454225087	0.221897608179556
lmer	pop	LA_Period	Tauber	B	VA	24.3163149996234	0.349241373213719
lmer	pop	LA_Period	Tauber	B	YE	24.1359204344879	0.214075677000942
lmer	pop	LA_CircPhase	Tauber	B	AK	10.248363723187	0.935669995966152
lmer	pop	LA_CircPhase	Tauber	B	GI	13.38202256121	0.955204010455249
lmer	pop	LA_CircPhase	Tauber	B	KA	14.9638235067353	0.985548727723784
lmer	pop	LA_CircPhase	Tauber	B	MA	13.2786159597595	0.792748824306153
lmer	pop	LA_CircPhase	Tauber	B	MU	13.2234384058386	1.06436136924022
lmer	pop	LA_CircPhase	Tauber	B	RE	13.2870477979054	1.11150168251832
lmer	pop	LA_CircPhase	Tauber	B	UM	11.0569614546287	0.834974808001313
lmer	pop	LA_CircPhase	Tauber	B	VA	14.2123992142815	1.30972560814991
lmer	pop	LA_CircPhase	Tauber	B	YE	13.6535681406739	0.795491182471553
lm	pop	LA_AbsPhase	Tauber	B	AK	11.9932857142857	0.519004262677142
lm	pop	LA_AbsPhase	Tauber	B	GI	12.742641509434	0.596460941918103
lm	pop	LA_AbsPhase	Tauber	B	KA	12.4637704918033	0.555974697610865
lm	pop	LA_AbsPhase	Tauber	B	MA	11.6951219512195	0.479526948394457
lm	pop	LA_AbsPhase	Tauber	B	MU	13.4857446808511	0.633389727885874
lm	pop	LA_AbsPhase	Tauber	B	RE	13.745	0.686578104213079
lm	pop	LA_AbsPhase	Tauber	B	UM	12.0318309859155	0.515336342068207
lm	pop	LA_AbsPhase	Tauber	B	VA	13.1135483870968	0.779900318845466
lm	pop	LA_AbsPhase	Tauber	B	YE	12.6042696629213	0.460283006828628
lmer	pop	LA_Activity	Tauber	B	AK	27.9943609920282	2.78325569433417
lmer	pop	LA_Activity	Tauber	B	GI	34.6497042800351	2.69277575947835
lmer	pop	LA_Activity	Tauber	B	KA	34.1003414587223	2.85327703212169
lmer	pop	LA_Activity	Tauber	B	MA	36.2306483179817	2.35197010202207
lmer	pop	LA_Activity	Tauber	B	MU	22.694670440905	2.67089863720804
lmer	pop	LA_Activity	Tauber	B	RE	40.4720895474747	2.92338195456176
lmer	pop	LA_Activity	Tauber	B	UM	25.936107366083	2.44528958096246
lmer	pop	LA_Activity	Tauber	B	VA	29.2340573673391	3.62615678070555
lmer	pop	LA_Activity	Tauber	B	YE	32.8838017360578	1.9879214275442
