"Lab","Diet","Sex","Population","Line","Replicate_count","Replicate_ids","Observation_count","Batch_count","Batch_ids"
"Billeter","NS","F","AK","AK1",1,"",5,1,"1"
"Billeter","NS","F","AK","AK10",1,"",5,1,"1"
"Billeter","NS","F","AK","AK11",1,"",5,1,"1"
"Billeter","NS","F","AK","AK12",1,"",5,1,"1"
"Billeter","NS","F","AK","AK13",1,"",5,1,"1"
"Billeter","NS","F","AK","AK14",1,"",5,1,"1"
"Billeter","NS","F","AK","AK15",1,"",4,1,"1"
"Billeter","NS","F","AK","AK16",1,"",7,1,"1"
"Billeter","NS","F","AK","AK17",1,"",7,1,"1"
"Billeter","NS","F","AK","AK18",1,"",5,1,"1"
"Billeter","NS","F","AK","AK2",1,"",5,1,"1"
"Billeter","NS","F","AK","AK20",1,"",5,1,"1"
"Billeter","NS","F","AK","AK21",1,"",5,1,"1"
"Billeter","NS","F","AK","AK3",1,"",5,1,"1"
"Billeter","NS","F","AK","AK4",1,"",5,1,"1"
"Billeter","NS","F","AK","AK5",1,"",5,1,"1"
"Billeter","NS","F","AK","AK6",1,"",3,1,"1"
"Billeter","NS","F","AK","AK7",1,"",4,1,"1"
"Billeter","NS","F","AK","AK8",1,"",5,1,"1"
"Billeter","NS","F","AK","AK9",1,"",5,1,"1"
"Billeter","NS","F","GI","GI1",1,"",5,1,"1"
"Billeter","NS","F","GI","GI10",1,"",5,1,"1"
"Billeter","NS","F","GI","GI11",1,"",7,1,"1"
"Billeter","NS","F","GI","GI12",1,"",7,1,"1"
"Billeter","NS","F","GI","GI13",1,"",5,1,"1"
"Billeter","NS","F","GI","GI14",1,"",5,1,"1"
"Billeter","NS","F","GI","GI15",1,"",5,1,"1"
"Billeter","NS","F","GI","GI2",1,"",5,1,"1"
"Billeter","NS","F","GI","GI3",1,"",5,1,"1"
"Billeter","NS","F","GI","GI4",1,"",5,1,"1"
"Billeter","NS","F","GI","GI5",1,"",5,1,"1"
"Billeter","NS","F","GI","GI6",1,"",5,1,"1"
"Billeter","NS","F","GI","GI7",1,"",5,1,"1"
"Billeter","NS","F","GI","GI8",1,"",5,1,"1"
"Billeter","NS","F","GI","GI9",1,"",5,1,"1"
"Billeter","NS","F","KA","KA1",1,"",5,1,"1"
"Billeter","NS","F","KA","KA10",1,"",5,1,"1"
"Billeter","NS","F","KA","KA11",1,"",5,1,"1"
"Billeter","NS","F","KA","KA13",1,"",4,1,"1"
"Billeter","NS","F","KA","KA14",1,"",5,1,"1"
"Billeter","NS","F","KA","KA15",1,"",8,1,"1"
"Billeter","NS","F","KA","KA16",1,"",5,1,"1"
"Billeter","NS","F","KA","KA17",1,"",5,1,"1"
"Billeter","NS","F","KA","KA18",1,"",5,1,"1"
"Billeter","NS","F","KA","KA2",1,"",5,1,"1"
"Billeter","NS","F","KA","KA23",1,"",5,1,"1"
"Billeter","NS","F","KA","KA24",1,"",5,1,"1"
"Billeter","NS","F","KA","KA25",1,"",4,1,"1"
"Billeter","NS","F","KA","KA28",1,"",5,1,"1"
"Billeter","NS","F","KA","KA29",1,"",5,1,"1"
"Billeter","NS","F","KA","KA3",1,"",5,1,"1"
"Billeter","NS","F","KA","KA5",1,"",5,1,"1"
"Billeter","NS","F","KA","KA6",1,"",5,1,"1"
"Billeter","NS","F","KA","KA7",1,"",5,1,"1"
"Billeter","NS","F","KA","KA9",1,"",5,1,"1"
"Billeter","NS","F","MA","MA12",1,"",5,1,"1"
"Billeter","NS","F","MA","MA13",1,"",5,1,"1"
"Billeter","NS","F","MA","MA16",1,"",5,1,"1"
"Billeter","NS","F","MA","MA19",1,"",5,1,"1"
"Billeter","NS","F","MA","MA20",1,"",5,1,"1"
"Billeter","NS","F","MA","MA21",1,"",5,1,"1"
"Billeter","NS","F","MA","MA23",1,"",5,1,"1"
"Billeter","NS","F","MA","MA26",1,"",5,1,"1"
"Billeter","NS","F","MA","MA27",1,"",7,1,"1"
"Billeter","NS","F","MA","MA28",1,"",5,1,"1"
"Billeter","NS","F","MA","MA3",1,"",5,1,"1"
"Billeter","NS","F","MA","MA31",1,"",5,1,"1"
"Billeter","NS","F","MA","MA32",1,"",5,1,"1"
"Billeter","NS","F","MA","MA33",1,"",5,1,"1"
"Billeter","NS","F","MA","MA5",1,"",5,1,"1"
"Billeter","NS","F","MA","MA6",1,"",5,1,"1"
"Billeter","NS","F","MA","MA7",1,"",5,1,"1"
"Billeter","NS","F","MU","MU1",1,"",4,1,"1"
"Billeter","NS","F","MU","MU10",1,"",5,1,"1"
"Billeter","NS","F","MU","MU11",1,"",5,1,"1"
"Billeter","NS","F","MU","MU12",1,"",5,1,"1"
"Billeter","NS","F","MU","MU13",1,"",5,1,"1"
"Billeter","NS","F","MU","MU14",1,"",5,1,"1"
"Billeter","NS","F","MU","MU15",1,"",5,1,"1"
"Billeter","NS","F","MU","MU16",1,"",5,1,"1"
"Billeter","NS","F","MU","MU17",1,"",4,1,"1"
"Billeter","NS","F","MU","MU18",1,"",5,1,"1"
"Billeter","NS","F","MU","MU19",1,"",5,1,"1"
"Billeter","NS","F","MU","MU2",1,"",5,1,"1"
"Billeter","NS","F","MU","MU3",1,"",5,1,"1"
"Billeter","NS","F","MU","MU4",1,"",1,1,"1"
"Billeter","NS","F","MU","MU5",1,"",5,1,"1"
"Billeter","NS","F","MU","MU6",1,"",5,1,"1"
"Billeter","NS","F","MU","MU7",1,"",5,1,"1"
"Billeter","NS","F","MU","MU8",1,"",5,1,"1"
"Billeter","NS","F","MU","MU9",1,"",5,1,"1"
"Billeter","NS","F","RE","RE1",1,"",5,1,"1"
"Billeter","NS","F","RE","RE10",1,"",4,1,"1"
"Billeter","NS","F","RE","RE11",1,"",7,1,"1"
"Billeter","NS","F","RE","RE12",1,"",5,1,"1"
"Billeter","NS","F","RE","RE13",1,"",5,1,"1"
