"Lab","Diet","Sex","Population","Line_count","Line_ids","Replicate_count","Replicate_ids","Observation_count","Batch_count","Batch_ids"
"Flatt","S","F","AK",1,"",1,"",596,1,"1"
"Flatt","S","F","GI",1,"",1,"",600,1,"1"
"Flatt","S","F","KA",1,"",1,"",599,1,"1"
"Flatt","S","F","MA",1,"",1,"",590,1,"1"
"Flatt","S","F","MU",1,"",1,"",586,1,"1"
"Flatt","S","F","RE",1,"",1,"",596,1,"1"
"Flatt","S","F","UM",1,"",1,"",575,1,"1"
"Flatt","S","F","VA",1,"",1,"",588,1,"1"
"Flatt","S","F","YE",1,"",1,"",597,1,"1"
"Flatt","S","M","AK",1,"",1,"",590,1,"1"
"Flatt","S","M","GI",1,"",1,"",581,1,"1"
"Flatt","S","M","KA",1,"",1,"",578,1,"1"
"Flatt","S","M","MA",1,"",1,"",587,1,"1"
"Flatt","S","M","MU",1,"",1,"",605,1,"1"
"Flatt","S","M","RE",1,"",1,"",594,1,"1"
"Flatt","S","M","UM",1,"",1,"",587,1,"1"
"Flatt","S","M","VA",1,"",1,"",573,1,"1"
"Flatt","S","M","YE",1,"",1,"",590,1,"1"
"Parsch","NS","F","AK",1,"",1,"",728,2,"1; 2"
"Parsch","NS","F","GI",1,"",1,"",735,2,"1; 2"
"Parsch","NS","F","KA",1,"",1,"",731,2,"1; 2"
"Parsch","NS","F","MA",1,"",1,"",711,2,"1; 2"
"Parsch","NS","F","MU",1,"",1,"",720,2,"1; 2"
"Parsch","NS","F","RE",1,"",1,"",733,2,"1; 2"
"Parsch","NS","F","UM",1,"",1,"",727,2,"1; 2"
"Parsch","NS","F","VA",1,"",1,"",734,2,"1; 2"
"Parsch","NS","F","YE",1,"",1,"",721,2,"1; 2"
"Parsch","NS","M","AK",1,"",1,"",688,2,"1; 2"
"Parsch","NS","M","GI",1,"",1,"",718,2,"1; 2"
"Parsch","NS","M","KA",1,"",1,"",702,2,"1; 2"
"Parsch","NS","M","MA",1,"",1,"",686,2,"1; 2"
"Parsch","NS","M","MU",1,"",1,"",685,2,"1; 2"
"Parsch","NS","M","RE",1,"",1,"",692,2,"1; 2"
"Parsch","NS","M","UM",1,"",1,"",692,2,"1; 2"
"Parsch","NS","M","VA",1,"",1,"",702,2,"1; 2"
"Parsch","NS","M","YE",1,"",1,"",699,2,"1; 2"
"Pasyukova","S","F","AK",1,"",1,"",1760,2,"1; 2"
"Pasyukova","S","F","GI",1,"",1,"",1040,2,"1; 2"
"Pasyukova","S","F","KA",1,"",1,"",1600,2,"1; 2"
"Pasyukova","S","F","MA",1,"",1,"",1600,2,"1; 2"
"Pasyukova","S","F","MU",1,"",1,"",1600,2,"1; 2"
"Pasyukova","S","F","RE",1,"",1,"",1280,2,"1; 2"
"Pasyukova","S","F","UM",1,"",1,"",1440,2,"1; 2"
"Pasyukova","S","F","VA",1,"",1,"",1600,2,"1; 2"
"Pasyukova","S","F","YE",1,"",1,"",1600,2,"1; 2"
"Pasyukova","S","M","AK",1,"",1,"",1760,2,"1; 2"
"Pasyukova","S","M","GI",1,"",1,"",1040,2,"1; 2"
"Pasyukova","S","M","KA",1,"",1,"",1600,2,"1; 2"
"Pasyukova","S","M","MA",1,"",1,"",1600,2,"1; 2"
"Pasyukova","S","M","MU",1,"",1,"",1600,2,"1; 2"
"Pasyukova","S","M","RE",1,"",1,"",1280,2,"1; 2"
"Pasyukova","S","M","UM",1,"",1,"",1440,2,"1; 2"
"Pasyukova","S","M","VA",1,"",1,"",1600,2,"1; 2"
"Pasyukova","S","M","YE",1,"",1,"",1600,2,"1; 2"
