"Lab","Diet","Sex","Population_count","Population_ids","Line_count","Line_ids","Replicate_count","Replicate_ids","Observation_count","Batch_count","Batch_ids"
"Wegener","NS",NA,9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",1,"mixed population",1,"",36,4,"1; 2; 3; 4"
