"Lab","Diet","Sex","Population","Line","Replicate_count","Replicate_ids","Observation_count","Batch_count","Batch_ids"
"StamenkovicRadak","NS","F","AK","AK1",1,"StamenkovicRadak_1_AK1_1",30,1,"1"
"StamenkovicRadak","NS","F","AK","AK16",1,"StamenkovicRadak_4_AK16_1",36,1,"4"
"StamenkovicRadak","NS","F","AK","AK17",1,"StamenkovicRadak_4_AK17_1",32,1,"4"
"StamenkovicRadak","NS","F","AK","AK18",1,"StamenkovicRadak_4_AK18_1",31,1,"4"
"StamenkovicRadak","NS","F","AK","AK19",1,"StamenkovicRadak_4_AK19_1",34,1,"4"
"StamenkovicRadak","NS","F","AK","AK2",1,"StamenkovicRadak_1_AK2_1",32,1,"1"
"StamenkovicRadak","NS","F","AK","AK20",1,"StamenkovicRadak_4_AK20_1",31,1,"4"
"StamenkovicRadak","NS","F","AK","AK21",1,"StamenkovicRadak_4_AK21_1",32,1,"4"
"StamenkovicRadak","NS","F","AK","AK3",1,"StamenkovicRadak_1_AK3_1",30,1,"1"
"StamenkovicRadak","NS","F","AK","AK4",1,"StamenkovicRadak_1_AK4_1",34,1,"1"
"StamenkovicRadak","NS","F","AK","AK5",1,"StamenkovicRadak_2_AK5_1",31,1,"2"
"StamenkovicRadak","NS","F","AK","AK6",1,"StamenkovicRadak_2_AK6_1",32,1,"2"
"StamenkovicRadak","NS","F","AK","AK7",1,"StamenkovicRadak_3_AK7_1",28,1,"3"
"StamenkovicRadak","NS","F","AK","AK8",1,"StamenkovicRadak_3_AK8_1",34,1,"3"
"StamenkovicRadak","NS","F","AK","AK9",1,"StamenkovicRadak_2_AK9_1",34,1,"2"
"StamenkovicRadak","NS","F","AK","AK24",1,"StamenkovicRadak_4_AK24_1",30,1,"4"
"StamenkovicRadak","NS","F","GI","GI1",1,"StamenkovicRadak_1_GI1_1",30,1,"1"
"StamenkovicRadak","NS","F","GI","GI10",1,"StamenkovicRadak_3_GI10_1",30,1,"3"
"StamenkovicRadak","NS","F","GI","GI11",1,"StamenkovicRadak_2_GI11_1",23,1,"2"
"StamenkovicRadak","NS","F","GI","GI14",1,"StamenkovicRadak_4_GI14_1",34,1,"4"
"StamenkovicRadak","NS","F","GI","GI3",1,"StamenkovicRadak_1_GI3_1",28,1,"1"
"StamenkovicRadak","NS","F","GI","GI4",1,"StamenkovicRadak_1_GI4_1",32,1,"1"
"StamenkovicRadak","NS","F","GI","GI5",1,"StamenkovicRadak_1_GI5_1",31,1,"1"
"StamenkovicRadak","NS","F","GI","GI6",1,"StamenkovicRadak_2_GI6_1",30,1,"2"
"StamenkovicRadak","NS","F","GI","GI8",1,"StamenkovicRadak_2_GI8_1",32,1,"2"
"StamenkovicRadak","NS","F","GI","GI9",1,"StamenkovicRadak_4_GI9_1",31,1,"4"
"StamenkovicRadak","NS","F","KA","KA1",1,"StamenkovicRadak_1_KA1_1",27,1,"1"
"StamenkovicRadak","NS","F","KA","KA10",1,"StamenkovicRadak_2_KA10_1",35,1,"2"
"StamenkovicRadak","NS","F","KA","KA13",1,"StamenkovicRadak_2_KA13_1",31,1,"2"
"StamenkovicRadak","NS","F","KA","KA14",1,"StamenkovicRadak_3_KA14_1",33,1,"3"
"StamenkovicRadak","NS","F","KA","KA15",1,"StamenkovicRadak_3_KA15_1",30,1,"3"
"StamenkovicRadak","NS","F","KA","KA17",1,"StamenkovicRadak_3_KA17_1",30,1,"3"
"StamenkovicRadak","NS","F","KA","KA18",1,"StamenkovicRadak_3_KA18_1",28,1,"3"
"StamenkovicRadak","NS","F","KA","KA2",1,"StamenkovicRadak_1_KA2_1",26,1,"1"
"StamenkovicRadak","NS","F","KA","KA23",1,"StamenkovicRadak_4_KA23_1",26,1,"4"
"StamenkovicRadak","NS","F","KA","KA24",1,"StamenkovicRadak_4_KA24_1",31,1,"4"
"StamenkovicRadak","NS","F","KA","KA25",1,"StamenkovicRadak_4_KA25_1",28,1,"4"
"StamenkovicRadak","NS","F","KA","KA29",1,"StamenkovicRadak_4_KA29_1",31,1,"4"
"StamenkovicRadak","NS","F","KA","KA3",1,"StamenkovicRadak_1_KA3_1",35,1,"1"
"StamenkovicRadak","NS","F","KA","KA5",1,"StamenkovicRadak_1_KA5_1",28,1,"1"
"StamenkovicRadak","NS","F","KA","KA7",1,"StamenkovicRadak_2_KA7_1",24,1,"2"
"StamenkovicRadak","NS","F","KA","KA9",1,"StamenkovicRadak_2_KA9_1",24,1,"2"
"StamenkovicRadak","NS","F","MA","MA16",1,"StamenkovicRadak_5_MA16_1",34,1,"5"
"StamenkovicRadak","NS","F","MA","MA18",1,"StamenkovicRadak_3_MA18_1",27,1,"3"
"StamenkovicRadak","NS","F","MA","MA19",1,"StamenkovicRadak_3_MA19_1",30,1,"3"
"StamenkovicRadak","NS","F","MA","MA20",1,"StamenkovicRadak_2_MA20_1",31,1,"2"
"StamenkovicRadak","NS","F","MA","MA26",1,"StamenkovicRadak_3_MA26_1",28,1,"3"
"StamenkovicRadak","NS","F","MA","MA3",1,"StamenkovicRadak_1_MA3_1",31,1,"1"
"StamenkovicRadak","NS","F","MA","MA30",1,"StamenkovicRadak_4_MA30_1",26,1,"4"
"StamenkovicRadak","NS","F","MA","MA5",1,"StamenkovicRadak_1_MA5_1",29,1,"1"
"StamenkovicRadak","NS","F","MA","MA6",1,"StamenkovicRadak_1_MA6_1",30,1,"1"
"StamenkovicRadak","NS","F","MA","MA7",1,"StamenkovicRadak_1_MA7_1",30,1,"1"
"StamenkovicRadak","NS","F","MA","MA9",1,"StamenkovicRadak_2_MA9_1",31,1,"2"
"StamenkovicRadak","NS","F","MU","MU1",1,"StamenkovicRadak_1_MU1_1",32,1,"1"
"StamenkovicRadak","NS","F","MU","MU11",1,"StamenkovicRadak_3_MU11_1",31,1,"3"
"StamenkovicRadak","NS","F","MU","MU12",1,"StamenkovicRadak_2_MU12_1",38,1,"2"
"StamenkovicRadak","NS","F","MU","MU13",1,"StamenkovicRadak_3_MU13_1",34,1,"3"
"StamenkovicRadak","NS","F","MU","MU14",1,"StamenkovicRadak_3_MU14_1",35,1,"3"
"StamenkovicRadak","NS","F","MU","MU16",1,"StamenkovicRadak_4_MU16_1",31,1,"4"
"StamenkovicRadak","NS","F","MU","MU17",1,"StamenkovicRadak_4_MU17_1",32,1,"4"
"StamenkovicRadak","NS","F","MU","MU18",1,"StamenkovicRadak_4_MU18_1",35,1,"4"
"StamenkovicRadak","NS","F","MU","MU19",1,"StamenkovicRadak_4_MU19_1",35,1,"4"
"StamenkovicRadak","NS","F","MU","MU2",1,"StamenkovicRadak_1_MU2_1",30,1,"1"
"StamenkovicRadak","NS","F","MU","MU4",1,"StamenkovicRadak_4_MU4_1",35,1,"4"
"StamenkovicRadak","NS","F","MU","MU5",1,"StamenkovicRadak_1_MU5_1",35,1,"1"
"StamenkovicRadak","NS","F","MU","MU7",1,"StamenkovicRadak_2_MU7_1",34,1,"2"
"StamenkovicRadak","NS","F","MU","MU8",1,"StamenkovicRadak_3_MU8_1",29,1,"3"
"StamenkovicRadak","NS","F","MU","MU9",1,"StamenkovicRadak_2_MU9_1",31,1,"2"
"StamenkovicRadak","NS","F","RE","RE1",1,"StamenkovicRadak_4_RE1_1",33,1,"4"
"StamenkovicRadak","NS","F","RE","RE11",1,"StamenkovicRadak_3_RE11_1",30,1,"3"
"StamenkovicRadak","NS","F","RE","RE12",1,"StamenkovicRadak_2_RE12_1",30,1,"2"
