"Lab","Diet","Sex","Population","Line","ReplicateVial","Observation_count","Batch_count","Batch_ids"
"StamenkovicRadak","NS","F","AK","AK1","StamenkovicRadak_1_AK1_1",30,1,"1"
"StamenkovicRadak","NS","F","AK","AK16","StamenkovicRadak_4_AK16_1",36,1,"4"
"StamenkovicRadak","NS","F","AK","AK17","StamenkovicRadak_4_AK17_1",32,1,"4"
"StamenkovicRadak","NS","F","AK","AK18","StamenkovicRadak_4_AK18_1",31,1,"4"
"StamenkovicRadak","NS","F","AK","AK19","StamenkovicRadak_4_AK19_1",34,1,"4"
"StamenkovicRadak","NS","F","AK","AK2","StamenkovicRadak_1_AK2_1",32,1,"1"
"StamenkovicRadak","NS","F","AK","AK20","StamenkovicRadak_4_AK20_1",31,1,"4"
"StamenkovicRadak","NS","F","AK","AK21","StamenkovicRadak_4_AK21_1",32,1,"4"
"StamenkovicRadak","NS","F","AK","AK3","StamenkovicRadak_1_AK3_1",30,1,"1"
"StamenkovicRadak","NS","F","AK","AK4","StamenkovicRadak_1_AK4_1",34,1,"1"
"StamenkovicRadak","NS","F","AK","AK5","StamenkovicRadak_2_AK5_1",31,1,"2"
"StamenkovicRadak","NS","F","AK","AK6","StamenkovicRadak_2_AK6_1",32,1,"2"
"StamenkovicRadak","NS","F","AK","AK7","StamenkovicRadak_3_AK7_1",28,1,"3"
"StamenkovicRadak","NS","F","AK","AK8","StamenkovicRadak_3_AK8_1",34,1,"3"
"StamenkovicRadak","NS","F","AK","AK9","StamenkovicRadak_2_AK9_1",34,1,"2"
"StamenkovicRadak","NS","F","AK","AK24","StamenkovicRadak_4_AK24_1",30,1,"4"
"StamenkovicRadak","NS","F","GI","GI1","StamenkovicRadak_1_GI1_1",30,1,"1"
"StamenkovicRadak","NS","F","GI","GI10","StamenkovicRadak_3_GI10_1",30,1,"3"
"StamenkovicRadak","NS","F","GI","GI11","StamenkovicRadak_2_GI11_1",23,1,"2"
"StamenkovicRadak","NS","F","GI","GI14","StamenkovicRadak_4_GI14_1",34,1,"4"
"StamenkovicRadak","NS","F","GI","GI3","StamenkovicRadak_1_GI3_1",28,1,"1"
"StamenkovicRadak","NS","F","GI","GI4","StamenkovicRadak_1_GI4_1",32,1,"1"
"StamenkovicRadak","NS","F","GI","GI5","StamenkovicRadak_1_GI5_1",31,1,"1"
"StamenkovicRadak","NS","F","GI","GI6","StamenkovicRadak_2_GI6_1",30,1,"2"
"StamenkovicRadak","NS","F","GI","GI8","StamenkovicRadak_2_GI8_1",32,1,"2"
"StamenkovicRadak","NS","F","GI","GI9","StamenkovicRadak_4_GI9_1",31,1,"4"
"StamenkovicRadak","NS","F","KA","KA1","StamenkovicRadak_1_KA1_1",27,1,"1"
"StamenkovicRadak","NS","F","KA","KA10","StamenkovicRadak_2_KA10_1",35,1,"2"
"StamenkovicRadak","NS","F","KA","KA13","StamenkovicRadak_2_KA13_1",31,1,"2"
"StamenkovicRadak","NS","F","KA","KA14","StamenkovicRadak_3_KA14_1",33,1,"3"
"StamenkovicRadak","NS","F","KA","KA15","StamenkovicRadak_3_KA15_1",30,1,"3"
"StamenkovicRadak","NS","F","KA","KA17","StamenkovicRadak_3_KA17_1",30,1,"3"
"StamenkovicRadak","NS","F","KA","KA18","StamenkovicRadak_3_KA18_1",28,1,"3"
"StamenkovicRadak","NS","F","KA","KA2","StamenkovicRadak_1_KA2_1",26,1,"1"
"StamenkovicRadak","NS","F","KA","KA23","StamenkovicRadak_4_KA23_1",26,1,"4"
"StamenkovicRadak","NS","F","KA","KA24","StamenkovicRadak_4_KA24_1",31,1,"4"
"StamenkovicRadak","NS","F","KA","KA25","StamenkovicRadak_4_KA25_1",28,1,"4"
"StamenkovicRadak","NS","F","KA","KA29","StamenkovicRadak_4_KA29_1",31,1,"4"
"StamenkovicRadak","NS","F","KA","KA3","StamenkovicRadak_1_KA3_1",35,1,"1"
"StamenkovicRadak","NS","F","KA","KA5","StamenkovicRadak_1_KA5_1",28,1,"1"
"StamenkovicRadak","NS","F","KA","KA7","StamenkovicRadak_2_KA7_1",24,1,"2"
"StamenkovicRadak","NS","F","KA","KA9","StamenkovicRadak_2_KA9_1",24,1,"2"
"StamenkovicRadak","NS","F","MA","MA16","StamenkovicRadak_5_MA16_1",34,1,"5"
"StamenkovicRadak","NS","F","MA","MA18","StamenkovicRadak_3_MA18_1",27,1,"3"
"StamenkovicRadak","NS","F","MA","MA19","StamenkovicRadak_3_MA19_1",30,1,"3"
"StamenkovicRadak","NS","F","MA","MA20","StamenkovicRadak_2_MA20_1",31,1,"2"
"StamenkovicRadak","NS","F","MA","MA26","StamenkovicRadak_3_MA26_1",28,1,"3"
"StamenkovicRadak","NS","F","MA","MA3","StamenkovicRadak_1_MA3_1",31,1,"1"
"StamenkovicRadak","NS","F","MA","MA30","StamenkovicRadak_4_MA30_1",26,1,"4"
"StamenkovicRadak","NS","F","MA","MA5","StamenkovicRadak_1_MA5_1",29,1,"1"
"StamenkovicRadak","NS","F","MA","MA6","StamenkovicRadak_1_MA6_1",30,1,"1"
"StamenkovicRadak","NS","F","MA","MA7","StamenkovicRadak_1_MA7_1",30,1,"1"
"StamenkovicRadak","NS","F","MA","MA9","StamenkovicRadak_2_MA9_1",31,1,"2"
"StamenkovicRadak","NS","F","MU","MU1","StamenkovicRadak_1_MU1_1",32,1,"1"
"StamenkovicRadak","NS","F","MU","MU11","StamenkovicRadak_3_MU11_1",31,1,"3"
"StamenkovicRadak","NS","F","MU","MU12","StamenkovicRadak_2_MU12_1",38,1,"2"
"StamenkovicRadak","NS","F","MU","MU13","StamenkovicRadak_3_MU13_1",34,1,"3"
"StamenkovicRadak","NS","F","MU","MU14","StamenkovicRadak_3_MU14_1",35,1,"3"
"StamenkovicRadak","NS","F","MU","MU16","StamenkovicRadak_4_MU16_1",31,1,"4"
"StamenkovicRadak","NS","F","MU","MU17","StamenkovicRadak_4_MU17_1",32,1,"4"
"StamenkovicRadak","NS","F","MU","MU18","StamenkovicRadak_4_MU18_1",35,1,"4"
"StamenkovicRadak","NS","F","MU","MU19","StamenkovicRadak_4_MU19_1",35,1,"4"
"StamenkovicRadak","NS","F","MU","MU2","StamenkovicRadak_1_MU2_1",30,1,"1"
"StamenkovicRadak","NS","F","MU","MU4","StamenkovicRadak_4_MU4_1",35,1,"4"
"StamenkovicRadak","NS","F","MU","MU5","StamenkovicRadak_1_MU5_1",35,1,"1"
"StamenkovicRadak","NS","F","MU","MU7","StamenkovicRadak_2_MU7_1",34,1,"2"
"StamenkovicRadak","NS","F","MU","MU8","StamenkovicRadak_3_MU8_1",29,1,"3"
"StamenkovicRadak","NS","F","MU","MU9","StamenkovicRadak_2_MU9_1",31,1,"2"
"StamenkovicRadak","NS","F","RE","RE1","StamenkovicRadak_4_RE1_1",33,1,"4"
"StamenkovicRadak","NS","F","RE","RE11","StamenkovicRadak_3_RE11_1",30,1,"3"
"StamenkovicRadak","NS","F","RE","RE12","StamenkovicRadak_2_RE12_1",30,1,"2"
"StamenkovicRadak","NS","F","RE","RE13","StamenkovicRadak_2_RE13_1",30,1,"2"
"StamenkovicRadak","NS","F","RE","RE16","StamenkovicRadak_2_RE16_1",30,1,"2"
"StamenkovicRadak","NS","F","RE","RE17","StamenkovicRadak_3_RE17_1",26,1,"3"
"StamenkovicRadak","NS","F","RE","RE18","StamenkovicRadak_3_RE18_1",29,1,"3"
"StamenkovicRadak","NS","F","RE","RE2","StamenkovicRadak_1_RE2_1",31,1,"1"
"StamenkovicRadak","NS","F","RE","RE4","StamenkovicRadak_4_RE4_1",29,1,"4"
"StamenkovicRadak","NS","F","RE","RE5","StamenkovicRadak_1_RE5_1",31,1,"1"
"StamenkovicRadak","NS","F","RE","RE6","StamenkovicRadak_4_RE6_1",30,1,"4"
"StamenkovicRadak","NS","F","RE","RE7","StamenkovicRadak_4_RE7_1",30,1,"4"
"StamenkovicRadak","NS","F","RE","RE8","StamenkovicRadak_3_RE8_1",31,1,"3"
"StamenkovicRadak","NS","F","UM","UM17","StamenkovicRadak_2_UM17_1",35,1,"2"
"StamenkovicRadak","NS","F","UM","UM18","StamenkovicRadak_2_UM18_1",29,1,"2"
"StamenkovicRadak","NS","F","UM","UM2","StamenkovicRadak_1_UM2_1",30,1,"1"
"StamenkovicRadak","NS","F","UM","UM20","StamenkovicRadak_2_UM20_1",32,1,"2"
"StamenkovicRadak","NS","F","UM","UM21","StamenkovicRadak_2_UM21_1",28,1,"2"
"StamenkovicRadak","NS","F","UM","UM22","StamenkovicRadak_3_UM22_1",24,1,"3"
"StamenkovicRadak","NS","F","UM","UM23","StamenkovicRadak_3_UM23_1",25,1,"3"
"StamenkovicRadak","NS","F","UM","UM24","StamenkovicRadak_4_UM24_1",22,1,"4"
"StamenkovicRadak","NS","F","UM","UM26","StamenkovicRadak_3_UM26_1",33,1,"3"
"StamenkovicRadak","NS","F","UM","UM28","StamenkovicRadak_3_UM28_1",27,1,"3"
"StamenkovicRadak","NS","F","UM","UM29","StamenkovicRadak_4_UM29_1",34,1,"4"
"StamenkovicRadak","NS","F","UM","UM6","StamenkovicRadak_4_UM6_1",26,1,"4"
"StamenkovicRadak","NS","F","UM","UM7","StamenkovicRadak_1_UM7_1",31,1,"1"
"StamenkovicRadak","NS","F","UM","UM9","StamenkovicRadak_1_UM9_1",30,1,"1"
"StamenkovicRadak","NS","F","VA","VA1","StamenkovicRadak_1_VA1_1",29,1,"1"
"StamenkovicRadak","NS","F","VA","VA11","StamenkovicRadak_1_VA11_1",31,1,"1"
"StamenkovicRadak","NS","F","VA","VA18","StamenkovicRadak_2_VA18_1",32,1,"2"
