"Lab","Diet","Sex","Population","Line","Replicate_count","Replicate_ids","Observation_count","Batch_count","Batch_ids"
"Hoedjes","NS","F","AK","AK1",1,"",24,1,"1"
"Hoedjes","NS","F","AK","AK10",1,"",24,1,"2"
"Hoedjes","NS","F","AK","AK11",1,"",24,1,"3"
"Hoedjes","NS","F","AK","AK12",1,"",24,1,"3"
"Hoedjes","NS","F","AK","AK13",1,"",24,1,"3"
"Hoedjes","NS","F","AK","AK14",1,"",24,1,"3"
"Hoedjes","NS","F","AK","AK15",1,"",24,1,"3"
"Hoedjes","NS","F","AK","AK16",1,"",24,1,"4"
"Hoedjes","NS","F","AK","AK17",1,"",24,1,"4"
"Hoedjes","NS","F","AK","AK18",1,"",24,1,"4"
"Hoedjes","NS","F","AK","AK2",1,"",24,1,"1"
"Hoedjes","NS","F","AK","AK20",1,"",24,1,"4"
"Hoedjes","NS","F","AK","AK21",1,"",24,1,"4"
"Hoedjes","NS","F","AK","AK3",1,"",24,1,"1"
"Hoedjes","NS","F","AK","AK4",1,"",24,1,"1"
"Hoedjes","NS","F","AK","AK5",1,"",24,1,"1"
"Hoedjes","NS","F","AK","AK6",1,"",24,1,"2"
"Hoedjes","NS","F","AK","AK7",1,"",24,1,"2"
"Hoedjes","NS","F","AK","AK8",1,"",24,1,"2"
"Hoedjes","NS","F","AK","AK9",1,"",24,1,"2"
"Hoedjes","NS","F","GI","GI1",1,"",24,1,"1"
"Hoedjes","NS","F","GI","GI10",1,"",24,1,"2"
"Hoedjes","NS","F","GI","GI11",1,"",24,1,"2"
"Hoedjes","NS","F","GI","GI12",1,"",32,2,"3; 4"
"Hoedjes","NS","F","GI","GI13",1,"",24,1,"4"
"Hoedjes","NS","F","GI","GI14",1,"",25,2,"3; 4"
"Hoedjes","NS","F","GI","GI15",1,"",24,1,"3"
"Hoedjes","NS","F","GI","GI2",1,"",24,1,"1"
"Hoedjes","NS","F","GI","GI3",1,"",24,1,"1"
"Hoedjes","NS","F","GI","GI4",1,"",21,1,"1"
"Hoedjes","NS","F","GI","GI5",1,"",20,1,"4"
"Hoedjes","NS","F","GI","GI6",1,"",24,1,"1"
"Hoedjes","NS","F","GI","GI7",1,"",24,1,"2"
"Hoedjes","NS","F","GI","GI8",1,"",22,1,"2"
"Hoedjes","NS","F","GI","GI9",1,"",24,1,"2"
"Hoedjes","NS","F","KA","KA1",1,"",24,1,"1"
"Hoedjes","NS","F","KA","KA10",1,"",22,1,"2"
"Hoedjes","NS","F","KA","KA11",1,"",24,1,"2"
"Hoedjes","NS","F","KA","KA13",1,"",24,1,"2"
"Hoedjes","NS","F","KA","KA14",1,"",24,1,"3"
"Hoedjes","NS","F","KA","KA15",1,"",24,1,"3"
"Hoedjes","NS","F","KA","KA16",1,"",24,1,"3"
"Hoedjes","NS","F","KA","KA17",1,"",24,1,"3"
"Hoedjes","NS","F","KA","KA18",1,"",24,1,"3"
"Hoedjes","NS","F","KA","KA2",1,"",28,2,"1; 4"
"Hoedjes","NS","F","KA","KA23",1,"",24,1,"4"
"Hoedjes","NS","F","KA","KA24",1,"",24,1,"4"
"Hoedjes","NS","F","KA","KA25",1,"",24,1,"4"
"Hoedjes","NS","F","KA","KA28",1,"",24,1,"4"
"Hoedjes","NS","F","KA","KA29",1,"",24,1,"4"
"Hoedjes","NS","F","KA","KA3",1,"",23,1,"1"
"Hoedjes","NS","F","KA","KA5",1,"",24,1,"1"
"Hoedjes","NS","F","KA","KA6",1,"",24,1,"1"
"Hoedjes","NS","F","KA","KA7",1,"",24,1,"2"
"Hoedjes","NS","F","KA","KA9",1,"",24,1,"2"
"Hoedjes","NS","F","MA","MA12",1,"",24,1,"2"
