"Lab","Diet","Sex_count","Sex_ids","Population_count","Population_ids","Line_count","Line_ids","Replicate_count","Replicate_ids","Observation_count","Batch_count","Batch_ids"
"Mensch","S",2,"F; M",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",166,"AK1; AK10; AK11; AK12; AK13; AK14; AK15; AK16; AK17; AK18; AK2; AK20; AK21; AK3; AK4; AK5; AK6; AK7; AK8; AK9; GI1; GI10; GI11; GI12; GI13; GI14; GI15; GI2; GI3; GI5; GI6; GI7; GI8; GI9; KA1; KA10; KA11; KA13; KA14; KA15; KA16; KA17; KA18; KA2; KA23; KA24; KA25; KA28; KA29; KA3; KA5; KA6; KA7; KA9; MA12; MA13; MA16; MA18; MA19; MA20; MA21; MA23; MA26; MA27; MA28; MA3; MA30; MA31; MA32; MA33; MA5; MA6; MA7; MA9; MU1; MU10; MU11; MU12; MU13; MU14; MU15; MU16; MU17; MU18; MU19; MU2; MU20; MU3; MU4; MU5; MU6; MU7; MU8; MU9; RE1; RE10; RE11; RE12; RE13; RE15; RE16; RE17; RE18; RE2; RE3; RE4; RE5; RE6; RE7; RE8; UM13; UM17; UM18; UM2; UM20; UM21; UM23; UM25; UM26; UM28; UM29; UM4; UM5; UM6; UM7; UM8; UM9; VA1; VA11; VA15; VA18; VA22; VA26; VA30; VA34; VA35; VA44; VA46; VA47; VA48; VA55; VA57; VA6; VA66; VA67; VA71; VA9; YE11; YE13; YE14; YE15; YE19; YE20; YE21; YE22; YE23; YE24; YE26; YE27; YE33; YE40; YE48; YE49; YE51; YE69; YE80",340,"Mensch_1_AK1_F_1; Mensch_1_AK1_M_1; Mensch_1_AK2_F_1; Mensch_1_AK2_M_1; Mensch_1_KA10_F_1; Mensch_1_KA10_M_1; Mensch_1_KA23_F_1; Mensch_1_KA23_M_1; Mensch_1_MA33_F_1; Mensch_1_MA33_M_1; Mensch_1_MA5_F_1; Mensch_1_MA5_M_1; Mensch_1_UM28_F_1; Mensch_1_UM28_M_1; Mensch_1_UM29_F_1; Mensch_1_UM29_M_1; Mensch_1_UM5_F_1; Mensch_1_UM5_M_1; Mensch_1_VA11_F_1; Mensch_1_VA11_M_1; Mensch_1_VA46_F_1; Mensch_1_VA46_M_1; Mensch_1_YE19_F_1; Mensch_1_YE19_M_1; Mensch_1_YE22_F_1; Mensch_1_YE22_M_1; Mensch_1_YE48_F_1; Mensch_1_YE48_M_1; Mensch_10_AK16_F_1; Mensch_10_AK16_M_1; Mensch_10_AK7_M_1; Mensch_10_AK8_F_1; Mensch_10_AK8_M_1; Mensch_10_GI10_F_1; Mensch_10_GI10_M_1; Mensch_10_KA11_F_1; Mensch_10_KA11_M_1; Mensch_10_KA16_F_1; Mensch_10_KA16_M_1; Mensch_10_KA2_F_1; Mensch_10_KA2_M_1; Mensch_10_KA24_M_1; Mensch_10_KA5_F_1; Mensch_10_KA5_M_1; Mensch_10_MA23_F_1; Mensch_10_MA23_M_1; Mensch_10_MA26_M_1; Mensch_10_MU1_F_1; Mensch_10_MU1_M_1; Mensch_10_MU13_F_1; Mensch_10_MU13_M_1; Mensch_10_MU18_F_1; Mensch_10_MU18_M_1; Mensch_10_MU19_F_1; Mensch_10_MU19_M_1; Mensch_10_RE11_F_1; Mensch_10_RE11_M_1; Mensch_10_RE13_M_1; Mensch_10_RE17_F_1; Mensch_10_RE17_M_1; Mensch_10_RE2_M_1; Mensch_10_RE6_F_1; Mensch_10_VA15_F_1; Mensch_10_VA15_M_1; Mensch_10_VA57_F_1; Mensch_10_VA57_M_1; Mensch_10_YE20_F_1; Mensch_10_YE20_M_1; Mensch_10_YE24_F_1; Mensch_10_YE24_M_1; Mensch_11_MA18_F_1; Mensch_11_MA18_M_1; Mensch_11_MA28_F_1; Mensch_11_MA28_M_1; Mensch_2_AK4_F_1; Mensch_2_AK4_M_1; Mensch_2_AK9_F_1; Mensch_2_AK9_M_1; Mensch_2_GI15_F_1; Mensch_2_GI15_M_1; Mensch_2_GI8_F_1; Mensch_2_GI8_M_1; Mensch_2_KA24_F_1; Mensch_2_KA24_M_1; Mensch_2_KA3_F_1; Mensch_2_KA3_M_1; Mensch_2_MA3_F_1; Mensch_2_MA3_M_1; Mensch_2_MU2_F_1; Mensch_2_MU2_M_1; Mensch_2_RE1_F_1; Mensch_2_RE1_M_1; Mensch_2_RE3_F_1; Mensch_2_RE3_M_1; Mensch_2_UM4_F_1; Mensch_2_UM4_M_1; Mensch_2_VA18_F_1; Mensch_2_VA18_M_1; Mensch_2_YE21_F_1; Mensch_2_YE21_M_1; Mensch_3_AK10_F_1; Mensch_3_AK10_M_1; Mensch_3_AK21_F_1; Mensch_3_AK21_M_1; Mensch_3_GI9_F_1; Mensch_3_GI9_M_1; Mensch_3_KA1_F_1; Mensch_3_KA1_M_1; Mensch_3_KA15_F_1; Mensch_3_KA15_M_1; Mensch_3_MA9_F_1; Mensch_3_MA9_M_1; Mensch_3_MU15_F_1; Mensch_3_MU15_M_1; Mensch_3_MU3_F_1; Mensch_3_MU3_M_1; Mensch_3_RE5_F_1; Mensch_3_RE5_M_1; Mensch_3_RE7_F_1; Mensch_3_RE7_M_1; Mensch_3_UM17_F_1; Mensch_3_UM17_M_1; Mensch_3_UM25_F_1; Mensch_3_UM25_M_1; Mensch_3_VA1_F_1; Mensch_3_VA1_M_1; Mensch_3_VA66_F_1; Mensch_3_VA66_M_1; Mensch_3_VA67_F_1; Mensch_3_VA67_M_1; Mensch_4_AK3_F_1; Mensch_4_AK3_M_1; Mensch_4_AK5_F_1; Mensch_4_AK5_M_1; Mensch_4_GI3_F_1; Mensch_4_GI3_M_1; Mensch_4_KA6_F_1; Mensch_4_KA6_M_1; Mensch_4_UM2_F_1; Mensch_4_UM2_M_1; Mensch_4_UM23_F_1; Mensch_4_UM23_M_1; Mensch_4_VA44_F_1; Mensch_4_VA44_M_1; Mensch_4_YE13_F_1; Mensch_4_YE13_M_1; Mensch_5_AK13_F_1; Mensch_5_AK13_M_1; Mensch_5_AK15_F_1; Mensch_5_AK15_M_1; Mensch_5_GI2_F_1; Mensch_5_GI2_M_1; Mensch_5_KA29_F_1; Mensch_5_KA29_M_1; Mensch_5_KA7_F_1; Mensch_5_KA7_M_1; Mensch_5_MA16_F_1; Mensch_5_MA16_M_1; Mensch_5_MA21_F_1; Mensch_5_MA21_M_1; Mensch_5_MU20_F_1; Mensch_5_MU20_M_1; Mensch_5_MU7_F_1; Mensch_5_MU7_M_1; Mensch_5_RE10_F_1; Mensch_5_RE10_M_1; Mensch_5_RE12_F_1; Mensch_5_RE12_M_1; Mensch_5_UM26_F_1; Mensch_5_UM26_M_1; Mensch_5_UM8_F_1; Mensch_5_UM8_M_1; Mensch_5_VA22_F_1; Mensch_5_VA22_M_1; Mensch_5_VA6_F_1; Mensch_5_VA6_M_1; Mensch_5_YE11_F_1; Mensch_5_YE11_M_1; Mensch_6_AK14_F_1; Mensch_6_AK14_M_1; Mensch_6_AK6_F_1; Mensch_6_AK6_M_1; Mensch_6_GI5_F_1; Mensch_6_GI5_M_1; Mensch_6_GI6_F_1; Mensch_6_GI6_M_1; Mensch_6_KA13_F_1; Mensch_6_KA13_M_1; Mensch_6_KA25_F_1; Mensch_6_KA25_M_1; Mensch_6_MA19_F_1; Mensch_6_MA19_M_1; Mensch_6_MU10_F_1; Mensch_6_MU10_M_1; Mensch_6_MU12_F_1; Mensch_6_MU12_M_1; Mensch_6_RE15_F_1; Mensch_6_RE15_M_1; Mensch_6_UM13_F_1; Mensch_6_UM13_M_1; Mensch_6_UM9_F_1; Mensch_6_UM9_M_1; Mensch_6_VA35_F_1; Mensch_6_VA35_M_1; Mensch_6_VA48_F_1; Mensch_6_VA48_M_1; Mensch_6_YE27_F_1; Mensch_6_YE27_M_1; Mensch_6_YE49_F_1; Mensch_6_YE49_M_1; Mensch_7_AK17_F_1; Mensch_7_AK17_M_1; Mensch_7_AK7_F_1; Mensch_7_AK7_M_1; Mensch_7_GI1_F_1; Mensch_7_GI1_M_1; Mensch_7_GI12_F_1; Mensch_7_GI12_M_1; Mensch_7_GI7_F_1; Mensch_7_GI7_M_1; Mensch_7_KA17_F_1; Mensch_7_KA17_M_1; Mensch_7_KA9_F_1; Mensch_7_KA9_M_1; Mensch_7_MA12_F_1; Mensch_7_MA12_M_1; Mensch_7_MA27_F_1; Mensch_7_MA27_M_1; Mensch_7_MA31_F_1; Mensch_7_MA31_M_1; Mensch_7_MU14_F_1; Mensch_7_MU14_M_1; Mensch_7_MU8_F_1; Mensch_7_MU8_M_1; Mensch_7_MU9_F_1; Mensch_7_MU9_M_1; Mensch_7_RE16_F_1; Mensch_7_RE16_M_1; Mensch_7_RE2_F_1; Mensch_7_RE2_M_1; Mensch_7_RE8_F_1; Mensch_7_RE8_M_1; Mensch_7_UM18_F_1; Mensch_7_UM18_M_1; Mensch_7_UM20_F_1; Mensch_7_UM20_M_1; Mensch_7_UM6_F_1; Mensch_7_UM6_M_1; Mensch_7_UM7_F_1; Mensch_7_UM7_M_1; Mensch_7_VA30_F_1; Mensch_7_VA30_M_1; Mensch_7_VA9_F_1; Mensch_7_VA9_M_1; Mensch_7_YE15_F_1; Mensch_7_YE15_M_1; Mensch_7_YE23_F_1; Mensch_7_YE23_M_1; Mensch_7_YE26_F_1; Mensch_7_YE26_M_1; Mensch_7_YE40_F_1; Mensch_7_YE40_M_1; Mensch_7_YE80_F_1; Mensch_7_YE80_M_1; Mensch_8_AK11_F_1; Mensch_8_AK11_M_1; Mensch_8_AK12_F_1; Mensch_8_AK12_M_1; Mensch_8_AK18_F_1; Mensch_8_AK18_M_1; Mensch_8_GI11_F_1; Mensch_8_GI11_M_1; Mensch_8_GI13_F_1; Mensch_8_GI13_M_1; Mensch_8_GI14_F_1; Mensch_8_GI14_M_1; Mensch_8_KA13_F_1; Mensch_8_KA18_F_1; Mensch_8_KA18_M_1; Mensch_8_MA26_F_1; Mensch_8_MA26_M_1; Mensch_8_MA30_F_1; Mensch_8_MA30_M_1; Mensch_8_MA32_F_1; Mensch_8_MA32_M_1; Mensch_8_MA6_F_1; Mensch_8_MA6_M_1; Mensch_8_MU17_F_1; Mensch_8_MU17_M_1; Mensch_8_MU4_F_1; Mensch_8_MU4_M_1; Mensch_8_MU6_F_1; Mensch_8_MU6_M_1; Mensch_8_RE18_F_1; Mensch_8_RE18_M_1; Mensch_8_RE6_F_1; Mensch_8_RE6_M_1; Mensch_8_VA34_F_1; Mensch_8_VA34_M_1; Mensch_8_VA47_F_1; Mensch_8_VA47_M_1; Mensch_8_VA55_F_1; Mensch_8_VA55_M_1; Mensch_8_VA71_F_1; Mensch_8_VA71_M_1; Mensch_8_YE14_F_1; Mensch_8_YE14_M_1; Mensch_8_YE21_F_1; Mensch_8_YE21_M_1; Mensch_8_YE33_F_1; Mensch_8_YE33_M_1; Mensch_8_YE69_F_1; Mensch_9_AK20_F_1; Mensch_9_AK20_M_1; Mensch_9_KA14_F_1; Mensch_9_KA14_M_1; Mensch_9_KA28_F_1; Mensch_9_KA28_M_1; Mensch_9_MA13_F_1; Mensch_9_MA13_M_1; Mensch_9_MA20_F_1; Mensch_9_MA20_M_1; Mensch_9_MA7_F_1; Mensch_9_MA7_M_1; Mensch_9_MU11_F_1; Mensch_9_MU11_M_1; Mensch_9_MU16_F_1; Mensch_9_MU16_M_1; Mensch_9_MU5_F_1; Mensch_9_MU5_M_1; Mensch_9_RE13_F_1; Mensch_9_RE13_M_1; Mensch_9_RE4_F_1; Mensch_9_RE4_M_1; Mensch_9_UM21_F_1; Mensch_9_UM21_M_1; Mensch_9_VA26_F_1; Mensch_9_VA26_M_1; Mensch_9_YE51_F_1; Mensch_9_YE51_M_1",1992,11,"1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11"
"Vieira","S",2,"F; M",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",168,"AK1; AK10; AK11; AK12; AK13; AK14; AK15; AK16; AK17; AK18; AK19; AK2; AK20; AK3; AK4; AK5; AK6; AK7; AK8; AK9; GI1; GI10; GI11; GI12; GI13; GI15; GI2; GI3; GI4; GI5; GI7; GI8; GI9; KA1; KA10; KA11; KA13; KA14; KA15; KA16; KA17; KA18; KA2; KA23; KA24; KA25; KA28; KA29; KA3; KA5; KA6; KA7; KA9; MA12; MA13; MA16; MA18; MA19; MA20; MA21; MA23; MA26; MA27; MA28; MA3; MA30; MA31; MA32; MA33; MA5; MA6; MA7; MA9; MU1; MU10; MU11; MU12; MU13; MU14; MU15; MU16; MU17; MU18; MU19; MU2; MU20; MU3; MU4; MU5; MU6; MU7; MU8; MU9; RE10; RE11; RE12; RE13; RE15; RE16; RE17; RE18; RE2; RE3; RE4; RE5; RE6; RE7; RE8; RE9; UM13; UM17; UM18; UM2; UM20; UM21; UM22; UM23; UM24; UM25; UM26; UM28; UM29; UM4; UM5; UM6; UM7; UM8; UM9; VA1; VA11; VA15; VA18; VA22; VA26; VA30; VA34; VA35; VA44; VA46; VA47; VA48; VA55; VA57; VA6; VA66; VA67; VA71; VA9; YE11; YE13; YE14; YE15; YE19; YE20; YE21; YE22; YE23; YE24; YE26; YE27; YE33; YE40; YE41; YE48; YE49; YE51; YE69; YE80",336,"Vieira_1_UM13_F_1; Vieira_1_UM13_M_1; Vieira_1_UM17_F_1; Vieira_1_UM17_M_1; Vieira_1_UM18_F_1; Vieira_1_UM18_M_1; Vieira_1_UM20_F_1; Vieira_1_UM20_M_1; Vieira_1_UM5_F_1; Vieira_1_UM5_M_1; Vieira_1_UM6_F_1; Vieira_1_UM6_M_1; Vieira_1_UM7_F_1; Vieira_1_UM7_M_1; Vieira_1_UM9_F_1; Vieira_1_UM9_M_1; Vieira_10_MU14_F_1; Vieira_10_MU14_M_1; Vieira_10_MU16_F_1; Vieira_10_MU16_M_1; Vieira_10_MU17_F_1; Vieira_10_MU17_M_1; Vieira_10_MU18_F_1; Vieira_10_MU18_M_1; Vieira_11_RE12_F_1; Vieira_11_RE12_M_1; Vieira_11_RE16_F_1; Vieira_11_RE16_M_1; Vieira_11_RE17_F_1; Vieira_11_RE17_M_1; Vieira_11_RE18_F_1; Vieira_11_RE18_M_1; Vieira_12_KA10_F_1; Vieira_12_KA10_M_1; Vieira_12_KA7_F_1; Vieira_12_KA7_M_1; Vieira_12_KA9_F_1; Vieira_12_KA9_M_1; Vieira_13_RE2_F_1; Vieira_13_RE2_M_1; Vieira_13_UM25_F_1; Vieira_13_UM25_M_1; Vieira_13_UM29_F_1; Vieira_13_UM29_M_1; Vieira_13_UM4_F_1; Vieira_13_UM4_M_1; Vieira_13_UM8_F_1; Vieira_13_UM8_M_1; Vieira_14_KA2_F_1; Vieira_14_KA2_M_1; Vieira_14_KA3_F_1; Vieira_14_KA3_M_1; Vieira_14_KA5_F_1; Vieira_14_KA5_M_1; Vieira_14_UM22_F_1; Vieira_14_UM22_M_1; Vieira_14_UM26_F_1; Vieira_14_UM26_M_1; Vieira_15_KA1_F_1; Vieira_15_KA1_M_1; Vieira_15_KA11_F_1; Vieira_15_KA11_M_1; Vieira_15_KA13_F_1; Vieira_15_KA13_M_1; Vieira_15_KA14_F_1; Vieira_15_KA14_M_1; Vieira_15_KA6_F_1; Vieira_15_KA6_M_1; Vieira_16_KA15_F_1; Vieira_16_KA15_M_1; Vieira_16_KA16_F_1; Vieira_16_KA16_M_1; Vieira_16_KA23_F_1; Vieira_16_KA23_M_1; Vieira_16_KA24_F_1; Vieira_16_KA24_M_1; Vieira_16_KA25_F_1; Vieira_16_KA25_M_1; Vieira_16_KA28_F_1; Vieira_16_KA28_M_1; Vieira_16_UM28_F_1; Vieira_16_UM28_M_1; Vieira_17_KA17_F_1; Vieira_17_KA17_M_1; Vieira_18_KA18_F_1; Vieira_18_KA18_M_1; Vieira_18_KA29_F_1; Vieira_18_KA29_M_1; Vieira_18_MA3_F_1; Vieira_18_MA3_M_1; Vieira_18_MA5_F_1; Vieira_18_MA5_M_1; Vieira_18_MA6_F_1; Vieira_18_MA6_M_1; Vieira_19_MA19_F_1; Vieira_19_MA19_M_1; Vieira_19_MA30_F_1; Vieira_19_MA30_M_1; Vieira_19_MA31_F_1; Vieira_19_MA31_M_1; Vieira_19_MA32_F_1; Vieira_19_MA32_M_1; Vieira_19_MA33_F_1; Vieira_19_MA33_M_1; Vieira_2_RE10_F_1; Vieira_2_RE10_M_1; Vieira_2_RE13_F_1; Vieira_2_RE13_M_1; Vieira_2_RE5_F_1; Vieira_2_RE5_M_1; Vieira_2_RE9_F_1; Vieira_2_RE9_M_1; Vieira_2_UM21_F_1; Vieira_2_UM21_M_1; Vieira_2_UM23_F_1; Vieira_2_UM23_M_1; Vieira_2_UM24_F_1; Vieira_2_UM24_M_1; Vieira_20_MA12_F_1; Vieira_20_MA12_M_1; Vieira_20_MA13_F_1; Vieira_20_MA13_M_1; Vieira_20_MA16_F_1; Vieira_20_MA16_M_1; Vieira_20_MA18_F_1; Vieira_20_MA18_M_1; Vieira_20_MA20_F_1; Vieira_20_MA20_M_1; Vieira_20_MA21_F_1; Vieira_20_MA21_M_1; Vieira_20_MA23_F_1; Vieira_20_MA23_M_1; Vieira_20_MA26_F_1; Vieira_20_MA26_M_1; Vieira_21_MA27_F_1; Vieira_21_MA27_M_1; Vieira_21_MA28_F_1; Vieira_21_MA28_M_1; Vieira_21_MA7_F_1; Vieira_21_MA7_M_1; Vieira_21_MA9_F_1; Vieira_21_MA9_M_1; Vieira_22_VA15_F_1; Vieira_22_VA15_M_1; Vieira_22_VA18_F_1; Vieira_22_VA18_M_1; Vieira_22_VA26_F_1; Vieira_22_VA26_M_1; Vieira_22_VA34_F_1; Vieira_22_VA34_M_1; Vieira_22_VA35_F_1; Vieira_22_VA35_M_1; Vieira_22_VA55_F_1; Vieira_22_VA55_M_1; Vieira_22_VA66_F_1; Vieira_22_VA66_M_1; Vieira_22_VA9_F_1; Vieira_22_VA9_M_1; Vieira_22_YE19_F_1; Vieira_22_YE19_M_1; Vieira_22_YE20_F_1; Vieira_22_YE20_M_1; Vieira_22_YE21_F_1; Vieira_22_YE21_M_1; Vieira_22_YE22_F_1; Vieira_22_YE22_M_1; Vieira_23_VA1_F_1; Vieira_23_VA1_M_1; Vieira_23_VA11_F_1; Vieira_23_VA11_M_1; Vieira_23_VA44_F_1; Vieira_23_VA44_M_1; Vieira_23_VA46_F_1; Vieira_23_VA46_M_1; Vieira_23_VA6_F_1; Vieira_23_VA6_M_1; Vieira_23_YE11_F_1; Vieira_23_YE11_M_1; Vieira_23_YE23_F_1; Vieira_23_YE23_M_1; Vieira_23_YE24_F_1; Vieira_23_YE24_M_1; Vieira_23_YE40_F_1; Vieira_23_YE40_M_1; Vieira_24_VA22_F_1; Vieira_24_VA22_M_1; Vieira_24_VA47_F_1; Vieira_24_VA47_M_1; Vieira_24_VA57_F_1; Vieira_24_VA57_M_1; Vieira_24_VA67_F_1; Vieira_24_VA67_M_1; Vieira_24_VA71_F_1; Vieira_24_VA71_M_1; Vieira_25_VA48_F_1; Vieira_25_VA48_M_1; Vieira_25_YE26_F_1; Vieira_25_YE26_M_1; Vieira_25_YE27_F_1; Vieira_25_YE27_M_1; Vieira_25_YE33_F_1; Vieira_25_YE33_M_1; Vieira_26_YE41_F_1; Vieira_26_YE41_M_1; Vieira_26_YE48_F_1; Vieira_26_YE48_M_1; Vieira_26_YE49_F_1; Vieira_26_YE49_M_1; Vieira_26_YE51_F_1; Vieira_26_YE51_M_1; Vieira_26_YE69_F_1; Vieira_26_YE69_M_1; Vieira_26_YE80_F_1; Vieira_26_YE80_M_1; Vieira_27_VA30_F_1; Vieira_27_VA30_M_1; Vieira_27_YE13_F_1; Vieira_27_YE13_M_1; Vieira_27_YE14_F_1; Vieira_27_YE14_M_1; Vieira_27_YE15_F_1; Vieira_27_YE15_M_1; Vieira_3_AK10_F_1; Vieira_3_AK10_M_1; Vieira_3_AK12_F_1; Vieira_3_AK12_M_1; Vieira_3_AK2_F_1; Vieira_3_AK2_M_1; Vieira_3_AK8_F_1; Vieira_3_AK8_M_1; Vieira_3_RE11_F_1; Vieira_3_RE11_M_1; Vieira_3_RE4_F_1; Vieira_3_RE4_M_1; Vieira_4_AK1_F_1; Vieira_4_AK1_M_1; Vieira_4_AK13_F_1; Vieira_4_AK13_M_1; Vieira_4_AK15_F_1; Vieira_4_AK15_M_1; Vieira_4_AK3_F_1; Vieira_4_AK3_M_1; Vieira_4_AK5_F_1; Vieira_4_AK5_M_1; Vieira_4_AK6_F_1; Vieira_4_AK6_M_1; Vieira_4_GI8_F_1; Vieira_4_GI8_M_1; Vieira_4_GI9_F_1; Vieira_4_GI9_M_1; Vieira_4_RE7_F_1; Vieira_4_RE7_M_1; Vieira_5_AK11_F_1; Vieira_5_AK11_M_1; Vieira_5_AK14_F_1; Vieira_5_AK14_M_1; Vieira_5_AK18_F_1; Vieira_5_AK18_M_1; Vieira_5_AK19_F_1; Vieira_5_AK19_M_1; Vieira_5_AK7_F_1; Vieira_5_AK7_M_1; Vieira_5_AK9_F_1; Vieira_5_AK9_M_1; Vieira_5_GI1_F_1; Vieira_5_GI1_M_1; Vieira_5_GI10_F_1; Vieira_5_GI10_M_1; Vieira_5_GI13_F_1; Vieira_5_GI13_M_1; Vieira_5_GI3_F_1; Vieira_5_GI3_M_1; Vieira_5_GI4_F_1; Vieira_5_GI4_M_1; Vieira_5_GI5_F_1; Vieira_5_GI5_M_1; Vieira_6_AK20_F_1; Vieira_6_AK20_M_1; Vieira_6_GI12_F_1; Vieira_6_GI12_M_1; Vieira_6_GI2_F_1; Vieira_6_GI2_M_1; Vieira_6_RE6_F_1; Vieira_6_RE6_M_1; Vieira_7_AK16_F_1; Vieira_7_AK16_M_1; Vieira_7_AK17_F_1; Vieira_7_AK17_M_1; Vieira_7_AK4_F_1; Vieira_7_AK4_M_1; Vieira_7_GI15_F_1; Vieira_7_GI15_M_1; Vieira_7_RE15_F_1; Vieira_7_RE15_M_1; Vieira_7_RE3_F_1; Vieira_7_RE3_M_1; Vieira_7_RE8_F_1; Vieira_7_RE8_M_1; Vieira_8_GI11_F_1; Vieira_8_GI11_M_1; Vieira_8_GI7_F_1; Vieira_8_GI7_M_1; Vieira_8_MU1_F_1; Vieira_8_MU1_M_1; Vieira_8_MU2_F_1; Vieira_8_MU2_M_1; Vieira_8_MU3_F_1; Vieira_8_MU3_M_1; Vieira_8_MU4_F_1; Vieira_8_MU4_M_1; Vieira_8_MU5_F_1; Vieira_8_MU5_M_1; Vieira_8_MU8_F_1; Vieira_8_MU8_M_1; Vieira_8_UM2_F_1; Vieira_8_UM2_M_1; Vieira_9_MU10_F_1; Vieira_9_MU10_M_1; Vieira_9_MU11_F_1; Vieira_9_MU11_M_1; Vieira_9_MU12_F_1; Vieira_9_MU12_M_1; Vieira_9_MU13_F_1; Vieira_9_MU13_M_1; Vieira_9_MU15_F_1; Vieira_9_MU15_M_1; Vieira_9_MU19_F_1; Vieira_9_MU19_M_1; Vieira_9_MU20_F_1; Vieira_9_MU20_M_1; Vieira_9_MU6_F_1; Vieira_9_MU6_M_1; Vieira_9_MU7_F_1; Vieira_9_MU7_M_1; Vieira_9_MU9_F_1; Vieira_9_MU9_M_1",2016,27,"1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27"
