"Lab","Diet","Sex","Batch","Population_count","Population_ids","Line_count","Line_ids","Replicate_count","Replicate_ids","Observation_count"
"Vieira","S","M","14",2,"KA; UM",5,"KA2; KA3; KA5; UM22; UM26",5,"Vieira_14_KA2_M_1; Vieira_14_KA3_M_1; Vieira_14_KA5_M_1; Vieira_14_UM22_M_1; Vieira_14_UM26_M_1",30
"Vieira","S","M","15",1,"KA",5,"KA1; KA11; KA13; KA14; KA6",5,"Vieira_15_KA1_M_1; Vieira_15_KA11_M_1; Vieira_15_KA13_M_1; Vieira_15_KA14_M_1; Vieira_15_KA6_M_1",30
"Vieira","S","M","16",2,"KA; UM",7,"KA15; KA16; KA23; KA24; KA25; KA28; UM28",7,"Vieira_16_KA15_M_1; Vieira_16_KA16_M_1; Vieira_16_KA23_M_1; Vieira_16_KA24_M_1; Vieira_16_KA25_M_1; Vieira_16_KA28_M_1; Vieira_16_UM28_M_1",42
"Vieira","S","M","17",1,"KA",1,"KA17",1,"Vieira_17_KA17_M_1",6
"Vieira","S","M","18",2,"KA; MA",5,"KA18; KA29; MA3; MA5; MA6",5,"Vieira_18_KA18_M_1; Vieira_18_KA29_M_1; Vieira_18_MA3_M_1; Vieira_18_MA5_M_1; Vieira_18_MA6_M_1",30
"Vieira","S","M","19",1,"MA",5,"MA19; MA30; MA31; MA32; MA33",5,"Vieira_19_MA19_M_1; Vieira_19_MA30_M_1; Vieira_19_MA31_M_1; Vieira_19_MA32_M_1; Vieira_19_MA33_M_1",30
"Vieira","S","M","20",1,"MA",8,"MA12; MA13; MA16; MA18; MA20; MA21; MA23; MA26",8,"Vieira_20_MA12_M_1; Vieira_20_MA13_M_1; Vieira_20_MA16_M_1; Vieira_20_MA18_M_1; Vieira_20_MA20_M_1; Vieira_20_MA21_M_1; Vieira_20_MA23_M_1; Vieira_20_MA26_M_1",48
"Vieira","S","M","21",1,"MA",4,"MA27; MA28; MA7; MA9",4,"Vieira_21_MA27_M_1; Vieira_21_MA28_M_1; Vieira_21_MA7_M_1; Vieira_21_MA9_M_1",24
"Vieira","S","M","22",2,"VA; YE",12,"VA15; VA18; VA26; VA34; VA35; VA55; VA66; VA9; YE19; YE20; YE21; YE22",12,"Vieira_22_VA15_M_1; Vieira_22_VA18_M_1; Vieira_22_VA26_M_1; Vieira_22_VA34_M_1; Vieira_22_VA35_M_1; Vieira_22_VA55_M_1; Vieira_22_VA66_M_1; Vieira_22_VA9_M_1; Vieira_22_YE19_M_1; Vieira_22_YE20_M_1; Vieira_22_YE21_M_1; Vieira_22_YE22_M_1",72
"Vieira","S","M","23",2,"VA; YE",9,"VA1; VA11; VA44; VA46; VA6; YE11; YE23; YE24; YE40",9,"Vieira_23_VA1_M_1; Vieira_23_VA11_M_1; Vieira_23_VA44_M_1; Vieira_23_VA46_M_1; Vieira_23_VA6_M_1; Vieira_23_YE11_M_1; Vieira_23_YE23_M_1; Vieira_23_YE24_M_1; Vieira_23_YE40_M_1",54
"Vieira","S","M","24",1,"VA",5,"VA22; VA47; VA57; VA67; VA71",5,"Vieira_24_VA22_M_1; Vieira_24_VA47_M_1; Vieira_24_VA57_M_1; Vieira_24_VA67_M_1; Vieira_24_VA71_M_1",30
"Vieira","S","M","25",2,"VA; YE",4,"VA48; YE26; YE27; YE33",4,"Vieira_25_VA48_M_1; Vieira_25_YE26_M_1; Vieira_25_YE27_M_1; Vieira_25_YE33_M_1",24
"Vieira","S","M","26",1,"YE",6,"YE41; YE48; YE49; YE51; YE69; YE80",6,"Vieira_26_YE41_M_1; Vieira_26_YE48_M_1; Vieira_26_YE49_M_1; Vieira_26_YE51_M_1; Vieira_26_YE69_M_1; Vieira_26_YE80_M_1",36
"Vieira","S","M","27",2,"VA; YE",4,"VA30; YE13; YE14; YE15",4,"Vieira_27_VA30_M_1; Vieira_27_YE13_M_1; Vieira_27_YE14_M_1; Vieira_27_YE15_M_1",24
