"Lab","Diet","Sex","Population","Line","Replicate_count","Replicate_ids","Observation_count","Batch_count","Batch_ids"
"Wegener","NS",NA,"AK","mixed population",1,"",4,1,"2"
"Wegener","NS",NA,"GI","mixed population",1,"",4,2,"2; 3"
"Wegener","NS",NA,"KA","mixed population",1,"",4,2,"2; 3"
"Wegener","NS",NA,"MA","mixed population",1,"",4,2,"2; 3"
"Wegener","NS",NA,"MU","mixed population",1,"",4,3,"1; 2; 3"
"Wegener","NS",NA,"RE","mixed population",1,"",4,3,"2; 3; 4"
"Wegener","NS",NA,"UM","mixed population",1,"",4,3,"1; 2; 3"
"Wegener","NS",NA,"VA","mixed population",1,"",4,3,"2; 3; 4"
"Wegener","NS",NA,"YE","mixed population",1,"",4,2,"2; 3"
