"Lab","Diet","Sex","Batch","Population_count","Population_ids","Line_count","Line_ids","Replicate_count","Replicate_ids","Observation_count"
"Ritchie","S","F","4",3,"KA; MA; MU",3,"KA2; MA5; MU2",9,"Ritchie_4_KA2_1; Ritchie_4_KA2_2; Ritchie_4_KA2_3; Ritchie_4_MA5_1; Ritchie_4_MA5_2; Ritchie_4_MA5_3; Ritchie_4_MU2_1; Ritchie_4_MU2_2; Ritchie_4_MU2_3",128
"Ritchie","S","F","6",3,"AK; GI; YE",3,"AK2; GI2; YE13",9,"Ritchie_6_AK2_1; Ritchie_6_AK2_2; Ritchie_6_AK2_3; Ritchie_6_GI2_1; Ritchie_6_GI2_2; Ritchie_6_GI2_3; Ritchie_6_YE13_1; Ritchie_6_YE13_2; Ritchie_6_YE13_3",118
"Ritchie","S","F","7",2,"KA; MA",2,"KA3; MA6",6,"Ritchie_7_KA3_1; Ritchie_7_KA3_2; Ritchie_7_KA3_3; Ritchie_7_MA6_1; Ritchie_7_MA6_2; Ritchie_7_MA6_3",90
"Ritchie","S","F","9",3,"AK; GI; YE",3,"AK3; GI3; YE14",9,"Ritchie_9_AK3_1; Ritchie_9_AK3_2; Ritchie_9_AK3_3; Ritchie_9_GI3_1; Ritchie_9_GI3_2; Ritchie_9_GI3_3; Ritchie_9_YE14_1; Ritchie_9_YE14_2; Ritchie_9_YE14_3",132
"Ritchie","S","F","10",2,"KA; MA",2,"KA5; MA7",6,"Ritchie_10_KA5_1; Ritchie_10_KA5_2; Ritchie_10_KA5_3; Ritchie_10_MA7_1; Ritchie_10_MA7_2; Ritchie_10_MA7_3",77
"Ritchie","S","F","11",1,"YE",1,"YE15",3,"Ritchie_11_YE15_1; Ritchie_11_YE15_2; Ritchie_11_YE15_3",34
"Ritchie","S","F","12",2,"AK; GI",2,"AK4; GI4",6,"Ritchie_12_AK4_1; Ritchie_12_AK4_2; Ritchie_12_AK4_3; Ritchie_12_GI4_1; Ritchie_12_GI4_2; Ritchie_12_GI4_3",79
"Ritchie","S","F","13",2,"KA; MA",2,"KA6; MA9",6,"Ritchie_13_KA6_1; Ritchie_13_KA6_2; Ritchie_13_KA6_3; Ritchie_13_MA9_1; Ritchie_13_MA9_2; Ritchie_13_MA9_3",88
"Ritchie","S","F","15",2,"GI; YE",2,"GI5; YE19",6,"Ritchie_15_GI5_1; Ritchie_15_GI5_2; Ritchie_15_GI5_3; Ritchie_15_YE19_1; Ritchie_15_YE19_2; Ritchie_15_YE19_3",84
"Ritchie","S","M","1",2,"KA; MA",2,"KA1; MA3",6,"Ritchie_1_KA1_1; Ritchie_1_KA1_2; Ritchie_1_KA1_3; Ritchie_1_MA3_1; Ritchie_1_MA3_2; Ritchie_1_MA3_3",84
"Ritchie","S","M","2",2,"AK; GI",2,"AK1; GI1",6,"Ritchie_2_AK1_1; Ritchie_2_AK1_2; Ritchie_2_AK1_3; Ritchie_2_GI1_1; Ritchie_2_GI1_2; Ritchie_2_GI1_3",76
"Ritchie","S","M","3",2,"MU; YE",2,"MU1; YE11",6,"Ritchie_3_MU1_1; Ritchie_3_MU1_2; Ritchie_3_MU1_3; Ritchie_3_YE11_1; Ritchie_3_YE11_2; Ritchie_3_YE11_3",80
"Ritchie","S","M","4",3,"KA; MA; MU",3,"KA2; MA5; MU2",9,"Ritchie_4_KA2_1; Ritchie_4_KA2_2; Ritchie_4_KA2_3; Ritchie_4_MA5_1; Ritchie_4_MA5_2; Ritchie_4_MA5_3; Ritchie_4_MU2_1; Ritchie_4_MU2_2; Ritchie_4_MU2_3",120
"Ritchie","S","M","6",3,"AK; GI; YE",3,"AK2; GI2; YE13",9,"Ritchie_6_AK2_1; Ritchie_6_AK2_2; Ritchie_6_AK2_3; Ritchie_6_GI2_1; Ritchie_6_GI2_2; Ritchie_6_GI2_3; Ritchie_6_YE13_1; Ritchie_6_YE13_2; Ritchie_6_YE13_3",115
"Ritchie","S","M","7",2,"KA; MA",2,"KA3; MA6",6,"Ritchie_7_KA3_1; Ritchie_7_KA3_2; Ritchie_7_KA3_3; Ritchie_7_MA6_1; Ritchie_7_MA6_2; Ritchie_7_MA6_3",82
"Ritchie","S","M","9",3,"AK; GI; YE",3,"AK3; GI3; YE14",9,"Ritchie_9_AK3_1; Ritchie_9_AK3_2; Ritchie_9_AK3_3; Ritchie_9_GI3_1; Ritchie_9_GI3_2; Ritchie_9_GI3_3; Ritchie_9_YE14_1; Ritchie_9_YE14_2; Ritchie_9_YE14_3",130
"Ritchie","S","M","10",2,"KA; MA",2,"KA5; MA7",6,"Ritchie_10_KA5_1; Ritchie_10_KA5_2; Ritchie_10_KA5_3; Ritchie_10_MA7_1; Ritchie_10_MA7_2; Ritchie_10_MA7_3",72
"Ritchie","S","M","11",1,"YE",1,"YE15",3,"Ritchie_11_YE15_1; Ritchie_11_YE15_2; Ritchie_11_YE15_3",35
"Ritchie","S","M","12",2,"AK; GI",2,"AK4; GI4",6,"Ritchie_12_AK4_1; Ritchie_12_AK4_2; Ritchie_12_AK4_3; Ritchie_12_GI4_1; Ritchie_12_GI4_2; Ritchie_12_GI4_3",81
"Ritchie","S","M","13",2,"KA; MA",2,"KA6; MA9",6,"Ritchie_13_KA6_1; Ritchie_13_KA6_2; Ritchie_13_KA6_3; Ritchie_13_MA9_1; Ritchie_13_MA9_2; Ritchie_13_MA9_3",73
"Ritchie","S","M","15",2,"GI; YE",2,"GI5; YE19",6,"Ritchie_15_GI5_1; Ritchie_15_GI5_2; Ritchie_15_GI5_3; Ritchie_15_YE19_1; Ritchie_15_YE19_2; Ritchie_15_YE19_3",76
