"Lab","Diet","Sex","Batch","Population_count","Population_ids","Line_count","Line_ids","Replicate_count","Replicate_ids","Observation_count"
"Billeter","NS","F","1",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",160,"AK1; AK10; AK11; AK12; AK13; AK14; AK15; AK16; AK17; AK18; AK2; AK20; AK21; AK3; AK4; AK5; AK6; AK7; AK8; AK9; GI1; GI10; GI11; GI12; GI13; GI14; GI15; GI2; GI3; GI4; GI5; GI6; GI7; GI8; GI9; KA1; KA10; KA11; KA13; KA14; KA15; KA16; KA17; KA18; KA2; KA23; KA24; KA25; KA28; KA29; KA3; KA5; KA6; KA7; KA9; MA12; MA13; MA16; MA19; MA20; MA21; MA23; MA26; MA27; MA28; MA3; MA31; MA32; MA33; MA5; MA6; MA7; MU1; MU10; MU11; MU12; MU13; MU14; MU15; MU16; MU17; MU18; MU19; MU2; MU3; MU4; MU5; MU6; MU7; MU8; MU9; RE1; RE10; RE11; RE12; RE13; RE15; RE16; RE17; RE18; RE2; RE3; RE5; RE6; RE7; UM13; UM17; UM18; UM2; UM21; UM22; UM23; UM26; UM28; UM29; UM4; UM5; UM7; UM8; UM9; VA1; VA11; VA15; VA18; VA22; VA26; VA30; VA34; VA35; VA44; VA46; VA47; VA48; VA55; VA57; VA6; VA66; VA67; VA71; VA9; YE11; YE13; YE14; YE15; YE19; YE20; YE21; YE22; YE23; YE24; YE26; YE27; YE33; YE40; YE41; YE48; YE49; YE51; YE69; YE80",1,"",805
"Fricke","S","F","1",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",33,"AK2; AK4; AK5; GI2; GI3; GI5; KA2; KA3; KA6; MA12; MA3; MA5; MA6; MA7; MA9; MU11; RE1; RE2; RE6; RE7; UM2; UM4; UM5; UM6; UM7; UM8; VA1; VA9; YE11; YE13; YE14; YE15; YE20",1,"",97
"Fricke","S","F","2",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",49,"AK10; AK11; AK12; AK8; AK9; GI10; GI6; GI8; GI9; KA11; KA13; KA14; KA16; KA9; MA13; MA16; MA18; MA19; MA20; MA21; MA23; MU1; MU17; MU2; MU3; MU5; MU6; RE10; RE11; RE12; RE13; RE8; UM13; UM17; UM18; UM21; UM9; VA22; VA26; VA30; VA34; VA35; VA44; VA46; YE22; YE24; YE26; YE27; YE33",1,"",166
"Fricke","S","F","3",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",54,"AK14; AK15; AK16; AK17; AK18; AK20; AK21; GI11; GI12; GI13; GI14; GI15; KA17; KA18; KA23; KA24; KA25; KA28; KA29; MA26; MA27; MA28; MA30; MA31; MA32; MA33; MU10; MU18; MU19; MU20; MU7; RE15; RE16; RE17; RE18; UM23; UM25; UM26; UM28; UM29; VA47; VA48; VA55; VA57; VA66; VA67; VA71; YE33; YE40; YE41; YE48; YE51; YE69; YE80",1,"",321
"Fricke","S","F","4",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",33,"AK2; AK3; AK6; AK9; GI1; GI2; GI4; GI7; KA2; KA3; KA5; KA6; MA18; MA3; MA5; MU14; MU15; MU3; RE1; RE2; RE3; RE4; RE5; UM17; UM2; UM20; UM4; UM9; VA18; VA26; YE14; YE19; YE69",1,"",83
"Fricke","S","F","5",5,"AK; KA; MU; RE; VA",12,"AK16; KA23; KA29; MU12; MU17; MU18; MU8; MU9; RE12; VA30; VA57; VA66",1,"",30
"Fricke","S","F","6",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",25,"AK11; AK12; AK13; AK17; AK7; GI3; GI4; GI5; GI6; KA10; KA11; KA23; MA6; MU11; MU2; MU6; RE13; UM20; UM23; VA15; YE13; YE22; YE23; YE26; YE27",1,"",61
"Fricke","S","F","7",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",31,"AK10; AK15; AK7; GI10; GI12; GI14; GI3; KA10; KA15; KA18; KA9; MA19; MA27; MU10; MU11; MU14; MU4; MU8; MU9; RE12; RE4; RE6; UM20; UM8; VA11; VA48; YE11; YE21; YE23; YE33; YE51",1,"",148
"Fricke","S","F","8",4,"MU; UM; VA; YE",5,"MU14; MU9; UM21; VA67; YE26",1,"",14
