"Lab","Diet","Sex","Batch","Population_count","Population_ids","Line_count","Line_ids","Replicate_count","Replicate_ids","Observation_count"
"Vieira","S","F","11",1,"UM",3,"UM21; UM23; UM24",9,"Vieira_11_UM21_F_1; Vieira_11_UM21_F_2; Vieira_11_UM21_F_3; Vieira_11_UM23_F_1; Vieira_11_UM23_F_2; Vieira_11_UM23_F_3; Vieira_11_UM24_F_1; Vieira_11_UM24_F_2; Vieira_11_UM24_F_3",179
"Vieira","S","F","12",1,"RE",4,"RE5; RE6; RE7; RE8",12,"Vieira_12_RE5_F_1; Vieira_12_RE5_F_2; Vieira_12_RE5_F_3; Vieira_12_RE6_F_1; Vieira_12_RE6_F_2; Vieira_12_RE6_F_3; Vieira_12_RE7_F_1; Vieira_12_RE7_F_2; Vieira_12_RE7_F_3; Vieira_12_RE8_F_1; Vieira_12_RE8_F_2; Vieira_12_RE8_F_3",217
"Vieira","S","F","13",1,"RE",4,"RE2; RE3; RE4; RE9",12,"Vieira_13_RE2_F_1; Vieira_13_RE2_F_2; Vieira_13_RE2_F_3; Vieira_13_RE3_F_1; Vieira_13_RE3_F_2; Vieira_13_RE3_F_3; Vieira_13_RE4_F_1; Vieira_13_RE4_F_2; Vieira_13_RE4_F_3; Vieira_13_RE9_F_1; Vieira_13_RE9_F_2; Vieira_13_RE9_F_3",215
"Vieira","S","F","14",1,"AK",3,"AK16; AK17; AK4",9,"Vieira_14_AK16_F_1; Vieira_14_AK16_F_2; Vieira_14_AK16_F_3; Vieira_14_AK17_F_1; Vieira_14_AK17_F_2; Vieira_14_AK17_F_3; Vieira_14_AK4_F_1; Vieira_14_AK4_F_2; Vieira_14_AK4_F_3",173
"Vieira","S","F","15",1,"RE",7,"RE10; RE11; RE13; RE15; RE16; RE17; RE18",21,"Vieira_15_RE10_F_1; Vieira_15_RE10_F_2; Vieira_15_RE10_F_3; Vieira_15_RE11_F_1; Vieira_15_RE11_F_2; Vieira_15_RE11_F_3; Vieira_15_RE13_F_1; Vieira_15_RE13_F_2; Vieira_15_RE13_F_3; Vieira_15_RE15_F_1; Vieira_15_RE15_F_2; Vieira_15_RE15_F_3; Vieira_15_RE16_F_1; Vieira_15_RE16_F_2; Vieira_15_RE16_F_3; Vieira_15_RE17_F_1; Vieira_15_RE17_F_2; Vieira_15_RE17_F_3; Vieira_15_RE18_F_1; Vieira_15_RE18_F_2; Vieira_15_RE18_F_3",408
"Vieira","S","F","16",2,"KA; RE",5,"KA10; KA6; KA7; KA9; RE12",15,"Vieira_16_KA10_F_1; Vieira_16_KA10_F_2; Vieira_16_KA10_F_3; Vieira_16_KA6_F_1; Vieira_16_KA6_F_2; Vieira_16_KA6_F_3; Vieira_16_KA7_F_1; Vieira_16_KA7_F_2; Vieira_16_KA7_F_3; Vieira_16_KA9_F_1; Vieira_16_KA9_F_2; Vieira_16_KA9_F_3; Vieira_16_RE12_F_1; Vieira_16_RE12_F_2; Vieira_16_RE12_F_3",272
"Vieira","S","F","17",2,"KA; UM",8,"KA1; KA2; KA3; KA5; UM25; UM29; UM4; UM8",24,"Vieira_17_KA1_F_1; Vieira_17_KA1_F_2; Vieira_17_KA1_F_3; Vieira_17_KA2_F_1; Vieira_17_KA2_F_2; Vieira_17_KA2_F_3; Vieira_17_KA3_F_1; Vieira_17_KA3_F_2; Vieira_17_KA3_F_3; Vieira_17_KA5_F_1; Vieira_17_KA5_F_2; Vieira_17_KA5_F_3; Vieira_17_UM25_F_1; Vieira_17_UM25_F_2; Vieira_17_UM25_F_3; Vieira_17_UM29_F_1; Vieira_17_UM29_F_2; Vieira_17_UM29_F_3; Vieira_17_UM4_F_1; Vieira_17_UM4_F_2; Vieira_17_UM4_F_3; Vieira_17_UM8_F_1; Vieira_17_UM8_F_2; Vieira_17_UM8_F_3",460
"Vieira","S","F","18",1,"UM",3,"UM22; UM26; UM28",9,"Vieira_18_UM22_F_1; Vieira_18_UM22_F_2; Vieira_18_UM22_F_3; Vieira_18_UM26_F_1; Vieira_18_UM26_F_2; Vieira_18_UM26_F_3; Vieira_18_UM28_F_1; Vieira_18_UM28_F_2; Vieira_18_UM28_F_3",171
"Vieira","S","F","19",1,"KA",3,"KA11; KA13; KA14",9,"Vieira_19_KA11_F_1; Vieira_19_KA11_F_2; Vieira_19_KA11_F_3; Vieira_19_KA13_F_1; Vieira_19_KA13_F_2; Vieira_19_KA13_F_3; Vieira_19_KA14_F_1; Vieira_19_KA14_F_2; Vieira_19_KA14_F_3",169
"Vieira","S","F","20",1,"KA",2,"KA15; KA16",6,"Vieira_20_KA15_F_1; Vieira_20_KA15_F_2; Vieira_20_KA15_F_3; Vieira_20_KA16_F_1; Vieira_20_KA16_F_2; Vieira_20_KA16_F_3",115
"Vieira","S","F","21",1,"KA",6,"KA17; KA18; KA23; KA24; KA25; KA28",18,"Vieira_21_KA17_F_1; Vieira_21_KA17_F_2; Vieira_21_KA17_F_3; Vieira_21_KA18_F_1; Vieira_21_KA18_F_2; Vieira_21_KA18_F_3; Vieira_21_KA23_F_1; Vieira_21_KA23_F_2; Vieira_21_KA23_F_3; Vieira_21_KA24_F_1; Vieira_21_KA24_F_2; Vieira_21_KA24_F_3; Vieira_21_KA25_F_1; Vieira_21_KA25_F_2; Vieira_21_KA25_F_3; Vieira_21_KA28_F_1; Vieira_21_KA28_F_2; Vieira_21_KA28_F_3",326
"Vieira","S","F","22",2,"KA; MA",4,"KA29; MA3; MA5; MA6",12,"Vieira_22_KA29_F_1; Vieira_22_KA29_F_2; Vieira_22_KA29_F_3; Vieira_22_MA3_F_1; Vieira_22_MA3_F_2; Vieira_22_MA3_F_3; Vieira_22_MA5_F_1; Vieira_22_MA5_F_2; Vieira_22_MA5_F_3; Vieira_22_MA6_F_1; Vieira_22_MA6_F_2; Vieira_22_MA6_F_3",229
"Vieira","S","F","23",1,"MA",2,"MA7; MA9",6,"Vieira_23_MA7_F_1; Vieira_23_MA7_F_2; Vieira_23_MA7_F_3; Vieira_23_MA9_F_1; Vieira_23_MA9_F_2; Vieira_23_MA9_F_3",115
"Vieira","S","F","24",1,"MA",5,"MA12; MA13; MA16; MA18; MA19",15,"Vieira_24_MA12_F_1; Vieira_24_MA12_F_2; Vieira_24_MA12_F_3; Vieira_24_MA13_F_1; Vieira_24_MA13_F_2; Vieira_24_MA13_F_3; Vieira_24_MA16_F_1; Vieira_24_MA16_F_2; Vieira_24_MA16_F_3; Vieira_24_MA18_F_1; Vieira_24_MA18_F_2; Vieira_24_MA18_F_3; Vieira_24_MA19_F_1; Vieira_24_MA19_F_2; Vieira_24_MA19_F_3",291
"Vieira","S","F","25",1,"MA",6,"MA20; MA21; MA23; MA26; MA27; MA28",18,"Vieira_25_MA20_F_1; Vieira_25_MA20_F_2; Vieira_25_MA20_F_3; Vieira_25_MA21_F_1; Vieira_25_MA21_F_2; Vieira_25_MA21_F_3; Vieira_25_MA23_F_1; Vieira_25_MA23_F_2; Vieira_25_MA23_F_3; Vieira_25_MA26_F_1; Vieira_25_MA26_F_2; Vieira_25_MA26_F_3; Vieira_25_MA27_F_1; Vieira_25_MA27_F_2; Vieira_25_MA27_F_3; Vieira_25_MA28_F_1; Vieira_25_MA28_F_2; Vieira_25_MA28_F_3",341
"Vieira","S","F","26",2,"MA; YE",5,"MA30; MA31; MA32; MA33; YE11",15,"Vieira_26_MA30_F_1; Vieira_26_MA30_F_2; Vieira_26_MA30_F_3; Vieira_26_MA31_F_1; Vieira_26_MA31_F_2; Vieira_26_MA31_F_3; Vieira_26_MA32_F_1; Vieira_26_MA32_F_2; Vieira_26_MA32_F_3; Vieira_26_MA33_F_1; Vieira_26_MA33_F_2; Vieira_26_MA33_F_3; Vieira_26_YE11_F_1; Vieira_26_YE11_F_2; Vieira_26_YE11_F_3",292
"Vieira","S","F","27",1,"YE",7,"YE13; YE14; YE15; YE19; YE20; YE21; YE22",21,"Vieira_27_YE13_F_1; Vieira_27_YE14_F_1; Vieira_27_YE15_F_1; Vieira_27_YE13_F_2; Vieira_27_YE13_F_3; Vieira_27_YE14_F_2; Vieira_27_YE14_F_3; Vieira_27_YE15_F_2; Vieira_27_YE15_F_3; Vieira_27_YE19_F_1; Vieira_27_YE19_F_2; Vieira_27_YE19_F_3; Vieira_27_YE20_F_1; Vieira_27_YE20_F_2; Vieira_27_YE20_F_3; Vieira_27_YE21_F_1; Vieira_27_YE21_F_2; Vieira_27_YE21_F_3; Vieira_27_YE22_F_1; Vieira_27_YE22_F_2; Vieira_27_YE22_F_3",405
"Vieira","S","F","28",2,"VA; YE",10,"VA11; VA22; VA44; VA46; VA6; VA9; YE23; YE24; YE26; YE27",30,"Vieira_28_VA11_F_1; Vieira_28_VA11_F_2; Vieira_28_VA11_F_3; Vieira_28_VA22_F_1; Vieira_28_VA22_F_2; Vieira_28_VA22_F_3; Vieira_28_VA44_F_1; Vieira_28_VA44_F_2; Vieira_28_VA44_F_3; Vieira_28_VA46_F_1; Vieira_28_VA46_F_2; Vieira_28_VA46_F_3; Vieira_28_VA6_F_1; Vieira_28_VA6_F_2; Vieira_28_VA6_F_3; Vieira_28_VA9_F_1; Vieira_28_VA9_F_2; Vieira_28_VA9_F_3; Vieira_28_YE23_F_1; Vieira_28_YE23_F_2; Vieira_28_YE23_F_3; Vieira_28_YE24_F_1; Vieira_28_YE24_F_2; Vieira_28_YE24_F_3; Vieira_28_YE26_F_1; Vieira_28_YE26_F_2; Vieira_28_YE26_F_3; Vieira_28_YE27_F_1; Vieira_28_YE27_F_2; Vieira_28_YE27_F_3",577
"Vieira","S","F","29",1,"VA",5,"VA35; VA47; VA55; VA57; VA66",15,"Vieira_29_VA35_F_1; Vieira_29_VA35_F_2; Vieira_29_VA35_F_3; Vieira_29_VA47_F_1; Vieira_29_VA47_F_2; Vieira_29_VA47_F_3; Vieira_29_VA55_F_1; Vieira_29_VA55_F_2; Vieira_29_VA55_F_3; Vieira_29_VA57_F_1; Vieira_29_VA57_F_2; Vieira_29_VA57_F_3; Vieira_29_VA66_F_1; Vieira_29_VA66_F_2; Vieira_29_VA66_F_3",294
"Vieira","S","F","30",1,"VA",3,"VA48; VA67; VA71",9,"Vieira_30_VA48_F_1; Vieira_30_VA48_F_2; Vieira_30_VA48_F_3; Vieira_30_VA67_F_1; Vieira_30_VA67_F_2; Vieira_30_VA67_F_3; Vieira_30_VA71_F_1; Vieira_30_VA71_F_2; Vieira_30_VA71_F_3",171
"Vieira","S","F","31",1,"YE",6,"YE41; YE48; YE49; YE51; YE69; YE80",18,"Vieira_31_YE41_F_1; Vieira_31_YE41_F_2; Vieira_31_YE41_F_3; Vieira_31_YE48_F_1; Vieira_31_YE48_F_2; Vieira_31_YE48_F_3; Vieira_31_YE49_F_1; Vieira_31_YE49_F_2; Vieira_31_YE49_F_3; Vieira_31_YE51_F_1; Vieira_31_YE51_F_2; Vieira_31_YE51_F_3; Vieira_31_YE69_F_1; Vieira_31_YE69_F_2; Vieira_31_YE69_F_3; Vieira_31_YE80_F_1; Vieira_31_YE80_F_2; Vieira_31_YE80_F_3",359
"Vieira","S","F","32",2,"VA; YE",8,"VA1; VA15; VA18; VA26; VA30; VA34; YE33; YE40",24,"Vieira_32_VA1_F_1; Vieira_32_VA1_F_2; Vieira_32_VA1_F_3; Vieira_32_VA15_F_1; Vieira_32_VA15_F_2; Vieira_32_VA15_F_3; Vieira_32_VA18_F_1; Vieira_32_VA18_F_2; Vieira_32_VA18_F_3; Vieira_32_VA26_F_1; Vieira_32_VA26_F_2; Vieira_32_VA26_F_3; Vieira_32_VA30_F_1; Vieira_32_VA30_F_2; Vieira_32_VA30_F_3; Vieira_32_VA34_F_1; Vieira_32_VA34_F_2; Vieira_32_VA34_F_3; Vieira_32_YE33_F_1; Vieira_32_YE33_F_2; Vieira_32_YE33_F_3; Vieira_32_YE40_F_1; Vieira_32_YE40_F_2; Vieira_32_YE40_F_3",470
"Vieira","S","M","1",1,"MU",6,"MU1; MU10; MU2; MU3; MU5; MU6",18,"Vieira_1_MU1_M_1; Vieira_1_MU1_M_2; Vieira_1_MU1_M_3; Vieira_1_MU10_M_1; Vieira_1_MU10_M_2; Vieira_1_MU10_M_3; Vieira_1_MU2_M_1; Vieira_1_MU2_M_2; Vieira_1_MU2_M_3; Vieira_1_MU3_M_1; Vieira_1_MU3_M_2; Vieira_1_MU3_M_3; Vieira_1_MU5_M_1; Vieira_1_MU5_M_2; Vieira_1_MU5_M_3; Vieira_1_MU6_M_1; Vieira_1_MU6_M_2; Vieira_1_MU6_M_3",329
"Vieira","S","M","2",4,"AK; GI; MU; UM",9,"AK2; AK3; GI2; GI3; MU14; MU18; MU20; UM2; UM5",27,"Vieira_2_AK2_M_1; Vieira_2_AK2_M_2; Vieira_2_AK2_M_3; Vieira_2_AK3_M_1; Vieira_2_AK3_M_2; Vieira_2_AK3_M_3; Vieira_2_GI2_M_1; Vieira_2_GI2_M_2; Vieira_2_GI2_M_3; Vieira_2_GI3_M_1; Vieira_2_GI3_M_2; Vieira_2_GI3_M_3; Vieira_2_MU14_M_1; Vieira_2_MU14_M_2; Vieira_2_MU14_M_3; Vieira_2_MU18_M_1; Vieira_2_MU18_M_2; Vieira_2_MU18_M_3; Vieira_2_MU20_M_1; Vieira_2_MU20_M_2; Vieira_2_MU20_M_3; Vieira_2_UM2_M_1; Vieira_2_UM2_M_2; Vieira_2_UM2_M_3; Vieira_2_UM5_M_1; Vieira_2_UM5_M_2; Vieira_2_UM5_M_3",489
"Vieira","S","M","3",4,"AK; GI; MU; UM",10,"AK9; GI7; MU11; MU12; MU13; MU15; MU17; MU19; UM6; UM7",30,"Vieira_3_AK9_M_1; Vieira_3_AK9_M_2; Vieira_3_AK9_M_3; Vieira_3_GI7_M_1; Vieira_3_GI7_M_2; Vieira_3_GI7_M_3; Vieira_3_MU11_M_1; Vieira_3_MU11_M_2; Vieira_3_MU11_M_3; Vieira_3_MU12_M_1; Vieira_3_MU12_M_2; Vieira_3_MU12_M_3; Vieira_3_MU13_M_1; Vieira_3_MU13_M_2; Vieira_3_MU13_M_3; Vieira_3_MU15_M_1; Vieira_3_MU15_M_2; Vieira_3_MU15_M_3; Vieira_3_MU17_M_1; Vieira_3_MU17_M_2; Vieira_3_MU17_M_3; Vieira_3_MU19_M_1; Vieira_3_MU19_M_2; Vieira_3_MU19_M_3; Vieira_3_UM6_M_1; Vieira_3_UM6_M_2; Vieira_3_UM6_M_3; Vieira_3_UM7_M_1; Vieira_3_UM7_M_2; Vieira_3_UM7_M_3",573
"Vieira","S","M","4",2,"AK; MU",8,"AK14; AK15; AK18; AK19; MU4; MU7; MU8; MU9",24,"Vieira_4_AK15_M_1; Vieira_4_AK14_M_1; Vieira_4_AK14_M_2; Vieira_4_AK14_M_3; Vieira_4_AK15_M_2; Vieira_4_AK15_M_3; Vieira_4_AK18_M_1; Vieira_4_AK18_M_2; Vieira_4_AK18_M_3; Vieira_4_AK19_M_1; Vieira_4_AK19_M_2; Vieira_4_AK19_M_3; Vieira_4_MU4_M_1; Vieira_4_MU4_M_2; Vieira_4_MU4_M_3; Vieira_4_MU7_M_1; Vieira_4_MU7_M_2; Vieira_4_MU7_M_3; Vieira_4_MU8_M_1; Vieira_4_MU8_M_2; Vieira_4_MU8_M_3; Vieira_4_MU9_M_1; Vieira_4_MU9_M_2; Vieira_4_MU9_M_3",466
"Vieira","S","M","5",3,"AK; GI; MU",6,"AK1; AK5; AK7; AK8; GI4; MU16",18,"Vieira_5_AK7_M_1; Vieira_5_GI4_M_1; Vieira_5_AK1_M_1; Vieira_5_AK1_M_2; Vieira_5_AK1_M_3; Vieira_5_AK5_M_1; Vieira_5_AK5_M_2; Vieira_5_AK5_M_3; Vieira_5_AK7_M_2; Vieira_5_AK7_M_3; Vieira_5_AK8_M_1; Vieira_5_AK8_M_2; Vieira_5_AK8_M_3; Vieira_5_GI4_M_2; Vieira_5_GI4_M_3; Vieira_5_MU16_M_1; Vieira_5_MU16_M_2; Vieira_5_MU16_M_3",345
"Vieira","S","M","6",1,"AK",4,"AK10; AK11; AK12; AK13",12,"Vieira_6_AK10_M_1; Vieira_6_AK10_M_2; Vieira_6_AK10_M_3; Vieira_6_AK11_M_1; Vieira_6_AK11_M_2; Vieira_6_AK11_M_3; Vieira_6_AK12_M_1; Vieira_6_AK12_M_2; Vieira_6_AK12_M_3; Vieira_6_AK13_M_1; Vieira_6_AK13_M_2; Vieira_6_AK13_M_3",233
"Vieira","S","M","7",1,"GI",3,"GI1; GI11; GI15",9,"Vieira_7_GI15_M_1; Vieira_7_GI1_M_1; Vieira_7_GI1_M_2; Vieira_7_GI1_M_3; Vieira_7_GI11_M_1; Vieira_7_GI11_M_2; Vieira_7_GI11_M_3; Vieira_7_GI15_M_2; Vieira_7_GI15_M_3",170
"Vieira","S","M","8",2,"AK; GI",4,"AK20; AK6; GI5; GI8",12,"Vieira_8_AK20_M_1; Vieira_8_AK20_M_2; Vieira_8_AK20_M_3; Vieira_8_AK6_M_1; Vieira_8_AK6_M_2; Vieira_8_AK6_M_3; Vieira_8_GI5_M_1; Vieira_8_GI5_M_2; Vieira_8_GI5_M_3; Vieira_8_GI8_M_1; Vieira_8_GI8_M_2; Vieira_8_GI8_M_3",238
"Vieira","S","M","9",1,"GI",4,"GI10; GI12; GI13; GI9",12,"Vieira_9_GI10_M_1; Vieira_9_GI10_M_2; Vieira_9_GI10_M_3; Vieira_9_GI12_M_1; Vieira_9_GI12_M_2; Vieira_9_GI12_M_3; Vieira_9_GI13_M_1; Vieira_9_GI13_M_2; Vieira_9_GI13_M_3; Vieira_9_GI9_M_1; Vieira_9_GI9_M_2; Vieira_9_GI9_M_3",238
"Vieira","S","M","10",1,"UM",5,"UM13; UM17; UM18; UM20; UM9",15,"Vieira_10_UM13_M_1; Vieira_10_UM13_M_2; Vieira_10_UM13_M_3; Vieira_10_UM17_M_1; Vieira_10_UM17_M_2; Vieira_10_UM17_M_3; Vieira_10_UM18_M_1; Vieira_10_UM18_M_2; Vieira_10_UM18_M_3; Vieira_10_UM20_M_1; Vieira_10_UM20_M_2; Vieira_10_UM20_M_3; Vieira_10_UM9_M_1; Vieira_10_UM9_M_2; Vieira_10_UM9_M_3",294
"Vieira","S","M","11",1,"UM",3,"UM21; UM23; UM24",9,"Vieira_11_UM21_M_1; Vieira_11_UM21_M_2; Vieira_11_UM21_M_3; Vieira_11_UM23_M_1; Vieira_11_UM23_M_2; Vieira_11_UM23_M_3; Vieira_11_UM24_M_1; Vieira_11_UM24_M_2; Vieira_11_UM24_M_3",168
"Vieira","S","M","12",1,"RE",4,"RE5; RE6; RE7; RE8",12,"Vieira_12_RE5_M_1; Vieira_12_RE5_M_2; Vieira_12_RE5_M_3; Vieira_12_RE6_M_1; Vieira_12_RE6_M_2; Vieira_12_RE6_M_3; Vieira_12_RE7_M_1; Vieira_12_RE7_M_2; Vieira_12_RE7_M_3; Vieira_12_RE8_M_1; Vieira_12_RE8_M_2; Vieira_12_RE8_M_3",223
"Vieira","S","M","13",1,"RE",4,"RE2; RE3; RE4; RE9",12,"Vieira_13_RE2_M_1; Vieira_13_RE2_M_2; Vieira_13_RE2_M_3; Vieira_13_RE3_M_1; Vieira_13_RE3_M_2; Vieira_13_RE3_M_3; Vieira_13_RE4_M_1; Vieira_13_RE4_M_2; Vieira_13_RE4_M_3; Vieira_13_RE9_M_1; Vieira_13_RE9_M_2; Vieira_13_RE9_M_3",218
"Vieira","S","M","14",1,"AK",3,"AK16; AK17; AK4",9,"Vieira_14_AK16_M_1; Vieira_14_AK16_M_2; Vieira_14_AK16_M_3; Vieira_14_AK17_M_1; Vieira_14_AK17_M_2; Vieira_14_AK17_M_3; Vieira_14_AK4_M_1; Vieira_14_AK4_M_2; Vieira_14_AK4_M_3",174
"Vieira","S","M","15",1,"RE",7,"RE10; RE11; RE13; RE15; RE16; RE17; RE18",21,"Vieira_15_RE10_M_1; Vieira_15_RE10_M_2; Vieira_15_RE10_M_3; Vieira_15_RE11_M_1; Vieira_15_RE11_M_2; Vieira_15_RE11_M_3; Vieira_15_RE13_M_1; Vieira_15_RE13_M_2; Vieira_15_RE13_M_3; Vieira_15_RE15_M_1; Vieira_15_RE15_M_2; Vieira_15_RE15_M_3; Vieira_15_RE16_M_1; Vieira_15_RE16_M_2; Vieira_15_RE16_M_3; Vieira_15_RE17_M_1; Vieira_15_RE17_M_2; Vieira_15_RE17_M_3; Vieira_15_RE18_M_1; Vieira_15_RE18_M_2; Vieira_15_RE18_M_3",400
"Vieira","S","M","16",2,"KA; RE",5,"KA10; KA6; KA7; KA9; RE12",15,"Vieira_16_KA10_M_1; Vieira_16_KA10_M_2; Vieira_16_KA10_M_3; Vieira_16_KA6_M_1; Vieira_16_KA6_M_2; Vieira_16_KA6_M_3; Vieira_16_KA7_M_1; Vieira_16_KA7_M_2; Vieira_16_KA7_M_3; Vieira_16_KA9_M_1; Vieira_16_KA9_M_2; Vieira_16_KA9_M_3; Vieira_16_RE12_M_1; Vieira_16_RE12_M_2; Vieira_16_RE12_M_3",280
