Model	Trait	Sex	Population	Line	Coef_Kozeretska	Coef_Posnien	Coef_Ritchie	Coef_Schmidt	SE_Kozeretska	SE_Posnien	SE_Ritchie	SE_Schmidt
lmer_pop	TL	M	MU	MU16	847.946450576005	NA	NA	NA	21.8806510813848	NA	NA	NA
lmer_pop	TL	M	MU	MU17	863.196450576005	NA	NA	NA	19.0692111201619	NA	NA	NA
lmer_pop	TL	M	MU	MU18	853.619450576005	NA	NA	NA	19.0692111201619	NA	NA	NA
lmer_pop	TL	M	MU	MU2	850.699450576005	NA	852.608667026646	NA	19.0692111201619	NA	32.0276068637855	NA
lmer_pop	TL	M	MU	MU20	858.342450576005	NA	NA	NA	21.8806510813848	NA	NA	NA
lmer_pop	TL	M	MU	MU3	867.439450576005	NA	NA	NA	19.0692111201619	NA	NA	NA
lmer_pop	TL	M	MU	MU5	879.950450576005	NA	NA	NA	19.0692111201619	NA	NA	NA
lmer_pop	TL	M	MU	MU6	818.199450576005	NA	NA	NA	19.0692111201619	NA	NA	NA
lmer_pop	TL	M	MU	MU7	839.324450576005	NA	NA	NA	19.0692111201619	NA	NA	NA
lmer_pop	TL	M	MU	MU8	802.869450576005	NA	NA	NA	19.0692111201619	NA	NA	NA
lmer_pop	TL	M	MU	MU9	804.221450576005	NA	NA	NA	19.0692111201619	NA	NA	NA
lmer_pop	TL	M	RE	RE1	868.15988785268	NA	NA	NA	19.8712087632261	NA	NA	NA
lmer_pop	TL	M	RE	RE10	866.08888785268	NA	NA	NA	19.8712087632261	NA	NA	NA
lmer_pop	TL	M	RE	RE11	878.39888785268	798.408633333336	NA	NA	19.8712087632261	20.4421286919738	NA	NA
lmer_pop	TL	M	RE	RE12	828.49788785268	NA	NA	NA	19.8712087632261	NA	NA	NA
lmer_pop	TL	M	RE	RE13	828.18088785268	NA	NA	NA	19.8712087632261	NA	NA	NA
lmer_pop	TL	M	RE	RE15	858.27988785268	808.650633333336	NA	NA	19.8712087632261	20.4421286919738	NA	NA
lmer_pop	TL	M	RE	RE16	855.25188785268	NA	NA	NA	22.5839127192724	NA	NA	NA
lmer_pop	TL	M	RE	RE17	847.50888785268	NA	NA	NA	19.8712087632261	NA	NA	NA
lmer_pop	TL	M	RE	RE2	876.57188785268	NA	NA	NA	19.8712087632261	NA	NA	NA
lmer_pop	TL	M	RE	RE3	867.75088785268	NA	NA	NA	22.5830249681417	NA	NA	NA
lmer_pop	TL	M	RE	RE6	882.05088785268	NA	NA	NA	19.8712087632261	NA	NA	NA
lmer_pop	TL	M	RE	RE7	861.38588785268	NA	NA	NA	19.8712087632261	NA	NA	NA
lmer_pop	TL	M	UM	UM13	835.045550679367	NA	NA	NA	19.8055997797408	NA	NA	NA
lmer_pop	TL	M	UM	UM18	859.204550679367	NA	NA	NA	19.8055997797408	NA	NA	NA
lmer_pop	TL	M	UM	UM2	841.027550679367	NA	NA	NA	19.8055997797408	NA	NA	NA
lmer_pop	TL	M	UM	UM20	848.850550679367	848.933433333333	NA	NA	19.8055997797408	20.4421286919738	NA	NA
lmer_pop	TL	M	UM	UM21	836.684550679367	NA	NA	NA	19.8055997797408	NA	NA	NA
lmer_pop	TL	M	UM	UM23	858.342550679367	NA	NA	NA	19.8055997797408	NA	NA	NA
lmer_pop	TL	M	UM	UM26	834.429550679367	NA	NA	NA	22.5253160163242	NA	NA	NA
lmer_pop	TL	M	UM	UM29	843.745550679367	NA	NA	NA	19.8055997797408	NA	NA	NA
lmer_pop	TL	M	UM	UM4	847.312550679367	NA	NA	NA	19.8055997797408	NA	NA	NA
lmer_pop	TL	M	UM	UM5	844.694550679367	802.798433333333	NA	NA	19.8055997797408	20.4421286919738	NA	NA
lmer_pop	TL	M	UM	UM7	817.371550679367	NA	NA	NA	19.8055997797408	NA	NA	NA
lmer_pop	TL	M	UM	UM9	798.044550679367	813.933433333333	NA	NA	19.8055997797408	20.4421286919738	NA	NA
lmer_pop	TL	M	VA	VA1	848.115697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA11	865.918697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA15	875.755697940672	798.575833333334	NA	NA	18.8394147516295	20.4421286919738	NA	NA
lmer_pop	TL	M	VA	VA18	848.216697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA22	844.477697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA26	850.402697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA30	861.537697940672	NA	NA	NA	21.6806740481913	NA	NA	NA
lmer_pop	TL	M	VA	VA34	838.192697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA35	858.800697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA44	885.749697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA46	848.359697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA48	853.695697940671	787.542833333334	NA	NA	18.8394147516295	20.4421286919738	NA	NA
lmer_pop	TL	M	VA	VA55	878.933697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA57	872.447697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA6	882.197697940672	803.884833333334	NA	NA	18.8394147516295	20.4421286919738	NA	NA
lmer_pop	TL	M	VA	VA66	843.413697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA67	860.986697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA71	862.870697940672	NA	NA	NA	18.8394147516295	NA	NA	NA
lmer_pop	TL	M	VA	VA9	830.719697940671	NA	NA	NA	19.02570595757	NA	NA	NA
lmer_pop	TL	M	YE	YE13	822.236011803671	NA	836.666791990793	NA	19.7229402882966	NA	25.375951582527	NA
lmer_pop	TL	M	YE	YE14	823.918011803671	834.510333333334	850.760791990793	NA	19.7229402882966	20.4421286919738	25.3687454502337	NA
lmer_pop	TL	M	YE	YE19	838.256011803671	797.524333333334	853.526791990793	NA	19.7229402882966	20.4421286919738	25.7250036874391	NA
lmer_pop	TL	M	YE	YE20	810.27101180367	NA	NA	NA	22.4526713915229	NA	NA	NA
lmer_pop	TL	M	YE	YE22	824.982011803671	NA	NA	NA	19.7229402882966	NA	NA	NA
lmer_pop	TL	M	YE	YE26	860.657011803671	NA	NA	NA	22.4526713915229	NA	NA	NA
lmer_pop	TL	M	YE	YE27	878.205011803671	NA	NA	NA	19.7229402882966	NA	NA	NA
lmer_pop	TL	M	YE	YE33	866.226011803671	NA	NA	NA	19.7229402882966	NA	NA	NA
lmer_pop	TL	M	YE	YE40	850.450011803671	NA	NA	NA	19.7229402882966	NA	NA	NA
lmer_pop	TL	M	YE	YE48	858.676011803671	NA	NA	NA	19.7229402882966	NA	NA	NA
lmer_pop	TL	M	YE	YE49	850.95401180367	NA	NA	NA	19.7229402882966	NA	NA	NA
lmer_pop	TL	M	YE	YE51	861.504011803671	NA	NA	NA	22.4526713915229	NA	NA	NA
lmer_pop	TL	M	YE	YE80	848.351011803671	NA	NA	NA	19.7229402882966	NA	NA	NA
lmer_pop	TL	M	GI	GI10	NA	858.597466666669	NA	NA	NA	20.4421286919738	NA	NA
lmer_pop	TL	M	GI	GI7	NA	831.120466666669	NA	NA	NA	20.4421286919738	NA	NA
lmer_pop	TL	M	KA	KA6	NA	819.6289	828.427772218992	NA	NA	20.4421286919738	26.4784223342127	NA
lmer_pop	TL	M	MU	MU4	NA	805.659233333334	NA	NA	NA	20.4421286919738	NA	NA
lmer_pop	TL	M	RE	RE18	NA	800.718633333336	NA	NA	NA	20.4421286919738	NA	NA
lmer_pop	TL	M	YE	YE21	NA	826.646333333334	NA	NA	NA	20.4421286919738	NA	NA
lmer_pop	TL	M	GI	GI4	NA	NA	832.662471285426	NA	NA	NA	26.1250485212512	NA
lmer_pop	TL	M	GI	GI5	NA	NA	820.956471285426	NA	NA	NA	26.1289869730483	NA
lmer_pop	TL	M	YE	YE11	NA	NA	854.372791990793	NA	NA	NA	25.7223364164058	NA
lmer_pop	TL	M	YE	YE15	NA	NA	841.616791990793	NA	NA	NA	26.4395436934671	NA
