Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Total	Dead	CSM_PropDead	CSM_PropDead_ED	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	CSM_PropDead_ED_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Gonzalez	S	4	KA	KA15	M	3	Gonzalez_4_KA15_M_3	20	18	90	0.9	Denmark	55.945	10.213	15	KA	KA	KA	1.24904577239825	#D04E00	+	+	+	0.066
Gonzalez	S	2	KA	KA16	M	1	Gonzalez_2_KA16_M_1	20	8	40	0.4	Denmark	55.945	10.213	15	KA	KA	KA	0.684719203002283	#D04E00	+	+	+	0.066
Gonzalez	S	3	KA	KA16	M	2	Gonzalez_3_KA16_M_2	20	4	20	0.2	Denmark	55.945	10.213	15	KA	KA	KA	0.463647609000806	#D04E00	+	+	+	0.066
Gonzalez	S	4	KA	KA16	M	3	Gonzalez_4_KA16_M_3	20	13	65	0.65	Denmark	55.945	10.213	15	KA	KA	KA	0.937744490405147	#D04E00	+	+	+	0.066
Gonzalez	S	2	KA	KA17	M	1	Gonzalez_2_KA17_M_1	20	12	60	0.6	Denmark	55.945	10.213	15	KA	KA	KA	0.886077123792614	#D04E00	+	+	+	0.066
Gonzalez	S	3	KA	KA17	M	2	Gonzalez_3_KA17_M_2	12	1	8.3	0.08333333333	Denmark	55.945	10.213	15	KA	KA	KA	0.292842771722545	#D04E00	+	+	+	0.066
Gonzalez	S	5	KA	KA17	M	3	Gonzalez_5_KA17_M_3	24	14	58.3	0.5833333333	Denmark	55.945	10.213	15	KA	KA	KA	0.869122202973487	#D04E00	+	+	+	0.066
Gonzalez	S	6	KA	KA17	M	4	Gonzalez_6_KA17_M_4	20	12	60	0.6	Denmark	55.945	10.213	15	KA	KA	KA	0.886077123792614	#D04E00	+	+	+	0.066
Gonzalez	S	7	KA	KA17	M	5	Gonzalez_7_KA17_M_5	20	5	25	0.25	Denmark	55.945	10.213	15	KA	KA	KA	0.523598775598299	#D04E00	+	+	+	0.066
Gonzalez	S	2	KA	KA18	M	1	Gonzalez_2_KA18_M_1	20	15	75	0.75	Denmark	55.945	10.213	15	KA	KA	KA	1.0471975511966	#D04E00	+	+	+	0.066
Gonzalez	S	3	KA	KA18	M	2	Gonzalez_3_KA18_M_2	13	13	100	1	Denmark	55.945	10.213	15	KA	KA	KA	1.5707963267949	#D04E00	+	+	+	0.066
Gonzalez	S	4	KA	KA18	M	3	Gonzalez_4_KA18_M_3	22	20	90.9	0.9090909091	Denmark	55.945	10.213	15	KA	KA	KA	1.26451895764104	#D04E00	+	+	+	0.066
Gonzalez	S	1	KA	KA2	M	1	Gonzalez_1_KA2_M_1	18	7	38.9	0.3888888889	Denmark	55.945	10.213	15	KA	KA	KA	0.673351617258159	#D04E00	+	+	+	0.066
Gonzalez	S	2	KA	KA2	M	2	Gonzalez_2_KA2_M_2	20	8	40	0.4	Denmark	55.945	10.213	15	KA	KA	KA	0.684719203002283	#D04E00	+	+	+	0.066
Gonzalez	S	3	KA	KA2	M	3	Gonzalez_3_KA2_M_3	12	6	50	0.5	Denmark	55.945	10.213	15	KA	KA	KA	0.785398163397448	#D04E00	+	+	+	0.066
Gonzalez	S	1	KA	KA3	M	1	Gonzalez_1_KA3_M_1	19	19	100	1	Denmark	55.945	10.213	15	KA	KA	KA	1.5707963267949	#D04E00	+	+	+	0.066
Gonzalez	S	3	KA	KA3	M	2	Gonzalez_3_KA3_M_2	19	10	52.6	0.5263157895	Denmark	55.945	10.213	15	KA	KA	KA	0.811726117554585	#D04E00	+	+	+	0.066
Gonzalez	S	5	KA	KA3	M	3	Gonzalez_5_KA3_M_3	18	11	61.1	0.6111111111	Denmark	55.945	10.213	15	KA	KA	KA	0.897444709536738	#D04E00	+	+	+	0.066
Gonzalez	S	6	KA	KA3	M	4	Gonzalez_6_KA3_M_4	20	16	80	0.8	Denmark	55.945	10.213	15	KA	KA	KA	1.10714871779409	#D04E00	+	+	+	0.066
Gonzalez	S	7	KA	KA3	M	5	Gonzalez_7_KA3_M_5	20	6	30	0.3	Denmark	55.945	10.213	15	KA	KA	KA	0.579639740363704	#D04E00	+	+	+	0.066
Gonzalez	S	1	KA	KA5	M	1	Gonzalez_1_KA5_M_1	18	8	44.4	0.4444444444	Denmark	55.945	10.213	15	KA	KA	KA	0.729727656182245	#D04E00	+	+	+	0.066
Gonzalez	S	3	KA	KA5	M	2	Gonzalez_3_KA5_M_2	22	16	72.7	0.7272727273	Denmark	55.945	10.213	15	KA	KA	KA	1.02132908206789	#D04E00	+	+	+	0.066
Gonzalez	S	4	KA	KA5	M	3	Gonzalez_4_KA5_M_3	17	17	100	1	Denmark	55.945	10.213	15	KA	KA	KA	1.5707963267949	#D04E00	+	+	+	0.066
Gonzalez	S	2	MU	MU1	F	2	Gonzalez_2_MU1_F_2	19	16	84.2	0.8421052632	Germany	48.18	11.61	520	MU	MU	MU	1.16215847175504	#F6C200	-	-	-	0.066
Gonzalez	S	2	MU	MU1	M	2	Gonzalez_2_MU1_M_2	20	7	35	0.35	Germany	48.18	11.61	520	MU	MU	MU	0.633051836389749	#F6C200	-	-	-	0.066
Gonzalez	S	2	MU	MU10	F	1	Gonzalez_2_MU10_F_1	18	18	100	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.066
Gonzalez	S	1	KA	KA7	M	1	Gonzalez_1_KA7_M_1	18	12	66.7	0.6666666667	Denmark	55.945	10.213	15	KA	KA	KA	0.955316618159864	#D04E00	+	+	+	0.066
Gonzalez	S	3	KA	KA7	M	2	Gonzalez_3_KA7_M_2	19	12	63.2	0.6315789474	Denmark	55.945	10.213	15	KA	KA	KA	0.918545171989272	#D04E00	+	+	+	0.066
Gonzalez	S	5	KA	KA7	M	3	Gonzalez_5_KA7_M_3	18	14	77.8	0.7777777778	Denmark	55.945	10.213	15	KA	KA	KA	1.07991364853231	#D04E00	+	+	+	0.066
Gonzalez	S	6	KA	KA7	M	4	Gonzalez_6_KA7_M_4	20	18	90	0.9	Denmark	55.945	10.213	15	KA	KA	KA	1.24904577239825	#D04E00	+	+	+	0.066
Gonzalez	S	7	KA	KA7	M	5	Gonzalez_7_KA7_M_5	20	5	25	0.25	Denmark	55.945	10.213	15	KA	KA	KA	0.523598775598299	#D04E00	+	+	+	0.066
Gonzalez	S	2	MU	MU10	M	1	Gonzalez_2_MU10_M_1	20	8	40	0.4	Germany	48.18	11.61	520	MU	MU	MU	0.684719203002283	#F6C200	+	+	+	0.066
Gonzalez	S	2	RE	RE18	F	1	Gonzalez_2_RE18_F_1	13	13	100	1	Portugal	41.15	-8.41	175	RE	RE	RE	1.5707963267949	#7BA354	-	-	-	0.066
Gonzalez	S	2	RE	RE18	M	1	Gonzalez_2_RE18_M_1	19	17	89.5	0.8947368421	Portugal	41.15	-8.41	175	RE	RE	RE	1.24037367887484	#7BA354	-	-	-	0.066
Gonzalez	S	2	UM	UM26	F	1	Gonzalez_2_UM26_F_1	14	14	100	1	Ukraine	48.753	30.206	214	UM	UM	UM	1.5707963267949	#0086A8	+	+	+	0.066
Gonzalez	S	1	MA	MA13	M	1	Gonzalez_1_MA13_M_1	20	14	70	0.7	Austria	48.375	15.56	572	MA	MA	MA	0.991156586431192	#E38800	-	-	-	0.066
Gonzalez	S	2	MA	MA13	M	2	Gonzalez_2_MA13_M_2	22	18	81.8	0.8181818182	Austria	48.375	15.56	572	MA	MA	MA	1.13028566381377	#E38800	-	-	-	0.066
Gonzalez	S	3	MA	MA13	M	3	Gonzalez_3_MA13_M_3	20	17	85	0.85	Austria	48.375	15.56	572	MA	MA	MA	1.17309691170282	#E38800	-	-	-	0.066
Gonzalez	S	1	MA	MA16	M	1	Gonzalez_1_MA16_M_1	17	12	70.6	0.7058823529	Austria	48.375	15.56	572	MA	MA	MA	0.997593017648857	#E38800	+	+	+	0.066
Gonzalez	S	2	MA	MA16	M	2	Gonzalez_2_MA16_M_2	19	14	73.7	0.7368421053	Austria	48.375	15.56	572	MA	MA	MA	1.03213286075594	#E38800	+	+	+	0.066
Gonzalez	S	3	MA	MA16	M	3	Gonzalez_3_MA16_M_3	20	12	60	0.6	Austria	48.375	15.56	572	MA	MA	MA	0.886077123792614	#E38800	+	+	+	0.066
Gonzalez	S	1	MA	MA18	M	1	Gonzalez_1_MA18_M_1	19	16	84.2	0.8421052632	Austria	48.375	15.56	572	MA	MA	MA	1.16215847175504	#E38800	+	+	+	0.066
Gonzalez	S	2	MA	MA18	M	2	Gonzalez_2_MA18_M_2	20	15	75	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.066
Gonzalez	S	4	MA	MA18	M	3	Gonzalez_4_MA18_M_3	23	9	39.1	0.3913043478	Austria	48.375	15.56	572	MA	MA	MA	0.675827633871956	#E38800	+	+	+	0.066
Gonzalez	S	1	MA	MA19	M	1	Gonzalez_1_MA19_M_1	20	13	65	0.65	Austria	48.375	15.56	572	MA	MA	MA	0.937744490405147	#E38800	+	+	+	0.066
Gonzalez	S	5	MA	MA19	M	2	Gonzalez_5_MA19_M_2	20	16	80	0.8	Austria	48.375	15.56	572	MA	MA	MA	1.10714871779409	#E38800	+	+	+	0.066
Gonzalez	S	6	MA	MA19	M	3	Gonzalez_6_MA19_M_3	19	13	68.4	0.6842105263	Austria	48.375	15.56	572	MA	MA	MA	0.974053179560339	#E38800	+	+	+	0.066
Gonzalez	S	7	MA	MA19	M	4	Gonzalez_7_MA19_M_4	19	4	21.1	0.2105263158	Austria	48.375	15.56	572	MA	MA	MA	0.47667961160268	#E38800	+	+	+	0.066
Gonzalez	S	7	MA	MA20	M	1	Gonzalez_7_MA20_M_1	20	3	15	0.15	Austria	48.375	15.56	572	MA	MA	MA	0.397699415092072	#E38800	+	+	+	0.066
Gonzalez	S	8	MA	MA20	M	2	Gonzalez_8_MA20_M_2	20	15	75	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.066
Gonzalez	S	9	MA	MA20	M	3	Gonzalez_9_MA20_M_3	20	2	10	0.1	Austria	48.375	15.56	572	MA	MA	MA	0.321750554396642	#E38800	+	+	+	0.066
Gonzalez	S	1	MA	MA21	M	1	Gonzalez_1_MA21_M_1	18	8	44.4	0.4444444444	Austria	48.375	15.56	572	MA	MA	MA	0.729727656182245	#E38800	+	+	+	0.066
Gonzalez	S	3	MA	MA21	M	2	Gonzalez_3_MA21_M_2	19	18	94.7	0.9473684211	Austria	48.375	15.56	572	MA	MA	MA	1.33931896293078	#E38800	+	+	+	0.066
Gonzalez	S	4	MA	MA21	M	3	Gonzalez_4_MA21_M_3	19	15	78.9	0.7894736842	Austria	48.375	15.56	572	MA	MA	MA	1.09411671519222	#E38800	+	+	+	0.066
Gonzalez	S	2	UM	UM26	M	1	Gonzalez_2_UM26_M_1	20	7	35	0.35	Ukraine	48.753	30.206	214	UM	UM	UM	0.633051836389749	#0086A8	+	+	+	0.066
Gonzalez	S	2	YE	YE23	F	1	Gonzalez_2_YE23_F_1	22	18	81.8	0.8181818182	Turkey	40.231	32.26	680	YE	YE	YE	1.13028566381377	#132B69	+	+	+	0.066
Gonzalez	S	2	YE	YE23	M	1	Gonzalez_2_YE23_M_1	21	17	81	0.8095238095	Turkey	40.231	32.26	680	YE	YE	YE	1.11916288568505	#132B69	+	+	+	0.066
Gonzalez	S	2	YE	YE24	F	1	Gonzalez_2_YE24_F_1	18	13	72.2	0.7222222222	Turkey	40.231	32.26	680	YE	YE	YE	1.0156751592133	#132B69	+	+	+	0.066
Gonzalez	S	2	YE	YE24	M	1	Gonzalez_2_YE24_M_1	20	19	95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.066
Gonzalez	S	3	AK	AK18	F	2	Gonzalez_3_AK18_F_2	20	16	80	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.066
Gonzalez	S	2	MA	MA27	M	1	Gonzalez_2_MA27_M_1	20	11	55	0.55	Austria	48.375	15.56	572	MA	MA	MA	0.835481873978228	#E38800	+	+	+	0.066
Gonzalez	S	3	MA	MA27	M	2	Gonzalez_3_MA27_M_2	17	15	88.2	0.8823529412	Austria	48.375	15.56	572	MA	MA	MA	1.22069054906427	#E38800	+	+	+	0.066
Gonzalez	S	5	MA	MA27	M	3	Gonzalez_5_MA27_M_3	23	17	73.9	0.7391304348	Austria	48.375	15.56	572	MA	MA	MA	1.0347348369482	#E38800	+	+	+	0.066
Gonzalez	S	6	MA	MA27	M	4	Gonzalez_6_MA27_M_4	18	14	77.8	0.7777777778	Austria	48.375	15.56	572	MA	MA	MA	1.07991364853231	#E38800	+	+	+	0.066
Gonzalez	S	7	MA	MA27	M	5	Gonzalez_7_MA27_M_5	18	8	44.4	0.4444444444	Austria	48.375	15.56	572	MA	MA	MA	0.729727656182245	#E38800	+	+	+	0.066
Gonzalez	S	1	MA	MA28	M	1	Gonzalez_1_MA28_M_1	18	18	100	1	Austria	48.375	15.56	572	MA	MA	MA	1.5707963267949	#E38800	+	+	+	0.066
Gonzalez	S	2	MA	MA28	M	2	Gonzalez_2_MA28_M_2	21	9	42.9	0.4285714286	Austria	48.375	15.56	572	MA	MA	MA	0.713724378973633	#E38800	+	+	+	0.066
Gonzalez	S	3	MA	MA28	M	3	Gonzalez_3_MA28_M_3	16	8	50	0.5	Austria	48.375	15.56	572	MA	MA	MA	0.785398163397448	#E38800	+	+	+	0.066
Gonzalez	S	2	MA	MA3	M	1	Gonzalez_2_MA3_M_1	20	8	40	0.4	Austria	48.375	15.56	572	MA	MA	MA	0.684719203002283	#E38800	-	-	-	0.066
Gonzalez	S	3	MA	MA3	M	2	Gonzalez_3_MA3_M_2	21	3	14.3	0.1428571429	Austria	48.375	15.56	572	MA	MA	MA	0.387596686716418	#E38800	-	-	-	0.066
Gonzalez	S	4	MA	MA3	M	3	Gonzalez_4_MA3_M_3	18	12	66.7	0.6666666667	Austria	48.375	15.56	572	MA	MA	MA	0.955316618159864	#E38800	-	-	-	0.066
Gonzalez	S	1	MA	MA30	M	1	Gonzalez_1_MA30_M_1	14	9	64.3	0.6428571429	Austria	48.375	15.56	572	MA	MA	MA	0.930274014160193	#E38800	+	+	+	0.066
Gonzalez	S	3	MA	MA30	M	2	Gonzalez_3_MA30_M_2	15	12	80	0.8	Austria	48.375	15.56	572	MA	MA	MA	1.10714871779409	#E38800	+	+	+	0.066
Gonzalez	S	4	MA	MA30	M	3	Gonzalez_4_MA30_M_3	20	16	80	0.8	Austria	48.375	15.56	572	MA	MA	MA	1.10714871779409	#E38800	+	+	+	0.066
Gonzalez	S	5	MA	MA31	M	1	Gonzalez_5_MA31_M_1	20	15	75	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	-	-	-	0.066
Gonzalez	S	6	MA	MA31	M	2	Gonzalez_6_MA31_M_2	20	12	60	0.6	Austria	48.375	15.56	572	MA	MA	MA	0.886077123792614	#E38800	-	-	-	0.066
Gonzalez	S	7	MA	MA31	M	3	Gonzalez_7_MA31_M_3	20	6	30	0.3	Austria	48.375	15.56	572	MA	MA	MA	0.579639740363704	#E38800	-	-	-	0.066
Gonzalez	S	5	MA	MA32	M	1	Gonzalez_5_MA32_M_1	19	14	73.7	0.7368421053	Austria	48.375	15.56	572	MA	MA	MA	1.03213286075594	#E38800	+	+	+	0.066
Gonzalez	S	6	MA	MA32	M	2	Gonzalez_6_MA32_M_2	20	11	55	0.55	Austria	48.375	15.56	572	MA	MA	MA	0.835481873978228	#E38800	+	+	+	0.066
Gonzalez	S	7	MA	MA32	M	3	Gonzalez_7_MA32_M_3	19	2	10.5	0.1052631579	Austria	48.375	15.56	572	MA	MA	MA	0.330422647920058	#E38800	+	+	+	0.066
Gonzalez	S	1	MA	MA5	M	1	Gonzalez_1_MA5_M_1	19	8	42.1	0.4210526316	Austria	48.375	15.56	572	MA	MA	MA	0.706119023099918	#E38800	+	+	+	0.066
Gonzalez	S	3	MA	MA5	M	2	Gonzalez_3_MA5_M_2	19	8	42.1	0.4210526316	Austria	48.375	15.56	572	MA	MA	MA	0.706119023099918	#E38800	+	+	+	0.066
Gonzalez	S	4	MA	MA5	M	3	Gonzalez_4_MA5_M_3	19	9	47.4	0.4736842105	Austria	48.375	15.56	572	MA	MA	MA	0.759070209240311	#E38800	+	+	+	0.066
Gonzalez	S	1	MA	MA6	M	1	Gonzalez_1_MA6_M_1	20	15	75	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	-	-	-	0.066
Gonzalez	S	3	MA	MA6	M	2	Gonzalez_3_MA6_M_2	18	9	50	0.5	Austria	48.375	15.56	572	MA	MA	MA	0.785398163397448	#E38800	-	-	-	0.066
Gonzalez	S	4	MA	MA6	M	3	Gonzalez_4_MA6_M_3	20	17	85	0.85	Austria	48.375	15.56	572	MA	MA	MA	1.17309691170282	#E38800	-	-	-	0.066
Gonzalez	S	1	MA	MA7	M	1	Gonzalez_1_MA7_M_1	19	16	84.2	0.8421052632	Austria	48.375	15.56	572	MA	MA	MA	1.16215847175504	#E38800	+	+	+	0.066
Gonzalez	S	2	MA	MA7	M	2	Gonzalez_2_MA7_M_2	20	19	95	0.95	Austria	48.375	15.56	572	MA	MA	MA	1.34528292089677	#E38800	+	+	+	0.066
Gonzalez	S	3	MA	MA7	M	3	Gonzalez_3_MA7_M_3	20	8	40	0.4	Austria	48.375	15.56	572	MA	MA	MA	0.684719203002283	#E38800	+	+	+	0.066
Gonzalez	S	2	MA	MA9	M	1	Gonzalez_2_MA9_M_1	20	9	45	0.45	Austria	48.375	15.56	572	MA	MA	MA	0.735314452816668	#E38800	+	+	+	0.066
Gonzalez	S	3	MA	MA9	M	2	Gonzalez_3_MA9_M_2	20	6	30	0.3	Austria	48.375	15.56	572	MA	MA	MA	0.579639740363704	#E38800	+	+	+	0.066
Gonzalez	S	4	MA	MA9	M	3	Gonzalez_4_MA9_M_3	18	8	44.4	0.4444444444	Austria	48.375	15.56	572	MA	MA	MA	0.729727656182245	#E38800	+	+	+	0.066
Gonzalez	S	3	AK	AK18	M	2	Gonzalez_3_AK18_M_2	18	13	72.2	0.7222222222	Finland	61.1	23.52	88	AK	AK	AK	1.0156751592133	#A00E00	+	+	+	0.066
Gonzalez	S	3	GI	GI12	F	2	Gonzalez_3_GI12_F_2	19	19	100	1	Spain	41.618	0.62	173	GI	GI	GI	1.5707963267949	#B82E00	+	+	+	0.066
Gonzalez	S	3	GI	GI12	M	2	Gonzalez_3_GI12_M_2	20	14	70	0.7	Spain	41.618	0.62	173	GI	GI	GI	0.991156586431192	#B82E00	+	+	+	0.066
Gonzalez	S	3	GI	GI13	F	3	Gonzalez_3_GI13_F_3	20	18	90	0.9	Spain	41.618	0.62	173	GI	GI	GI	1.24904577239825	#B82E00	+	+	+	0.066
Gonzalez	S	3	GI	GI13	M	3	Gonzalez_3_GI13_M_3	16	6	37.5	0.375	Spain	41.618	0.62	173	GI	GI	GI	0.659058035826409	#B82E00	+	+	+	0.066
Gonzalez	S	3	GI	GI4	F	3	Gonzalez_3_GI4_F_3	19	8	42.1	0.4210526316	Spain	41.618	0.62	173	GI	GI	GI	0.706119023099918	#B82E00	+	+	+	0.066
Gonzalez	S	1	MU	MU11	M	1	Gonzalez_1_MU11_M_1	19	13	68.4	0.6842105263	Germany	48.18	11.61	520	MU	MU	MU	0.974053179560339	#F6C200	+	+	+	0.066
Gonzalez	S	2	MU	MU11	M	2	Gonzalez_2_MU11_M_2	20	9	45	0.45	Germany	48.18	11.61	520	MU	MU	MU	0.735314452816668	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU11	M	3	Gonzalez_3_MU11_M_3	18	9	50	0.5	Germany	48.18	11.61	520	MU	MU	MU	0.785398163397448	#F6C200	+	+	+	0.066
Gonzalez	S	1	MU	MU13	M	1	Gonzalez_1_MU13_M_1	18	17	94.4	0.9444444444	Germany	48.18	11.61	520	MU	MU	MU	1.33285520186767	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU13	M	2	Gonzalez_3_MU13_M_2	19	0	0	0	Germany	48.18	11.61	520	MU	MU	MU	0	#F6C200	+	+	+	0.066
Gonzalez	S	1	MU	MU14	M	1	Gonzalez_1_MU14_M_1	20	11	55	0.55	Germany	48.18	11.61	520	MU	MU	MU	0.835481873978228	#F6C200	+	+	+	0.066
Gonzalez	S	2	MU	MU14	M	2	Gonzalez_2_MU14_M_2	20	9	45	0.45	Germany	48.18	11.61	520	MU	MU	MU	0.735314452816668	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU14	M	3	Gonzalez_3_MU14_M_3	21	3	14.3	0.1428571429	Germany	48.18	11.61	520	MU	MU	MU	0.387596686716418	#F6C200	+	+	+	0.066
Gonzalez	S	1	MU	MU15	M	1	Gonzalez_1_MU15_M_1	19	9	47.4	0.4736842105	Germany	48.18	11.61	520	MU	MU	MU	0.759070209240311	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU15	M	2	Gonzalez_3_MU15_M_2	22	6	27.3	0.2727272727	Germany	48.18	11.61	520	MU	MU	MU	0.549467244727009	#F6C200	+	+	+	0.066
Gonzalez	S	4	MU	MU15	M	3	Gonzalez_4_MU15_M_3	17	15	88.2	0.8823529412	Germany	48.18	11.61	520	MU	MU	MU	1.22069054906427	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU16	M	1	Gonzalez_3_MU16_M_1	18	6	33.3	0.3333333333	Germany	48.18	11.61	520	MU	MU	MU	0.615479708635032	#F6C200	+	+	+	0.066
Gonzalez	S	6	MU	MU16	M	2	Gonzalez_6_MU16_M_2	10	8	80	0.8	Germany	48.18	11.61	520	MU	MU	MU	1.10714871779409	#F6C200	+	+	+	0.066
Gonzalez	S	7	MU	MU16	M	3	Gonzalez_7_MU16_M_3	20	2	10	0.1	Germany	48.18	11.61	520	MU	MU	MU	0.321750554396642	#F6C200	+	+	+	0.066
Gonzalez	S	9	MU	MU16	M	4	Gonzalez_9_MU16_M_4	16	9	56.3	0.5625	Germany	48.18	11.61	520	MU	MU	MU	0.848062078981481	#F6C200	+	+	+	0.066
Gonzalez	S	2	MU	MU18	M	1	Gonzalez_2_MU18_M_1	20	13	65	0.65	Germany	48.18	11.61	520	MU	MU	MU	0.937744490405147	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU18	M	2	Gonzalez_3_MU18_M_2	15	11	73.3	0.7333333333	Germany	48.18	11.61	520	MU	MU	MU	1.02815722450755	#F6C200	+	+	+	0.066
Gonzalez	S	4	MU	MU18	M	3	Gonzalez_4_MU18_M_3	22	18	81.8	0.8181818182	Germany	48.18	11.61	520	MU	MU	MU	1.13028566381377	#F6C200	+	+	+	0.066
Gonzalez	S	3	GI	GI4	M	3	Gonzalez_3_GI4_M_3	20	15	75	0.75	Spain	41.618	0.62	173	GI	GI	GI	1.0471975511966	#B82E00	+	+	+	0.066
Gonzalez	S	3	GI	GI7	F	2	Gonzalez_3_GI7_F_2	19	12	63.2	0.6315789474	Spain	41.618	0.62	173	GI	GI	GI	0.918545171989272	#B82E00	+	+	+	0.066
Gonzalez	S	3	GI	GI7	M	2	Gonzalez_3_GI7_M_2	19	5	26.3	0.2631578947	Spain	41.618	0.62	173	GI	GI	GI	0.538663466038954	#B82E00	+	+	+	0.066
Gonzalez	S	5	MU	MU2	M	1	Gonzalez_5_MU2_M_1	20	17	85	0.85	Germany	48.18	11.61	520	MU	MU	MU	1.17309691170282	#F6C200	+	+	+	0.066
Gonzalez	S	6	MU	MU2	M	2	Gonzalez_6_MU2_M_2	20	17	85	0.85	Germany	48.18	11.61	520	MU	MU	MU	1.17309691170282	#F6C200	+	+	+	0.066
Gonzalez	S	7	MU	MU2	M	3	Gonzalez_7_MU2_M_3	20	5	25	0.25	Germany	48.18	11.61	520	MU	MU	MU	0.523598775598299	#F6C200	+	+	+	0.066
Gonzalez	S	2	MU	MU20	M	1	Gonzalez_2_MU20_M_1	20	12	60	0.6	Germany	48.18	11.61	520	MU	MU	MU	0.886077123792614	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU20	M	2	Gonzalez_3_MU20_M_2	18	17	94.4	0.9444444444	Germany	48.18	11.61	520	MU	MU	MU	1.33285520186767	#F6C200	+	+	+	0.066
Gonzalez	S	5	MU	MU20	M	3	Gonzalez_5_MU20_M_3	20	20	100	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.066
Gonzalez	S	6	MU	MU20	M	4	Gonzalez_6_MU20_M_4	21	20	95.2	0.9523809524	Germany	48.18	11.61	520	MU	MU	MU	1.35080834944416	#F6C200	+	+	+	0.066
Gonzalez	S	7	MU	MU20	M	5	Gonzalez_7_MU20_M_5	20	11	55	0.55	Germany	48.18	11.61	520	MU	MU	MU	0.835481873978228	#F6C200	+	+	+	0.066
Gonzalez	S	2	MU	MU3	M	1	Gonzalez_2_MU3_M_1	18	13	72.2	0.7222222222	Germany	48.18	11.61	520	MU	MU	MU	1.0156751592133	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU3	M	2	Gonzalez_3_MU3_M_2	17	15	88.2	0.8823529412	Germany	48.18	11.61	520	MU	MU	MU	1.22069054906427	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU10	F	2	Gonzalez_3_MU10_F_2	20	13	65	0.65	Germany	48.18	11.61	520	MU	MU	MU	0.937744490405147	#F6C200	+	+	+	0.066
Gonzalez	S	1	MU	MU5	M	1	Gonzalez_1_MU5_M_1	20	17	85	0.85	Germany	48.18	11.61	520	MU	MU	MU	1.17309691170282	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU5	M	2	Gonzalez_3_MU5_M_2	19	15	78.9	0.7894736842	Germany	48.18	11.61	520	MU	MU	MU	1.09411671519222	#F6C200	+	+	+	0.066
Gonzalez	S	4	MU	MU5	M	3	Gonzalez_4_MU5_M_3	21	10	47.6	0.4761904762	Germany	48.18	11.61	520	MU	MU	MU	0.761579632094781	#F6C200	+	+	+	0.066
Gonzalez	S	1	MU	MU6	M	1	Gonzalez_1_MU6_M_1	17	14	82.4	0.8235294118	Germany	48.18	11.61	520	MU	MU	MU	1.13725841748535	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU6	M	2	Gonzalez_3_MU6_M_2	20	18	90	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.066
Gonzalez	S	4	MU	MU6	M	3	Gonzalez_4_MU6_M_3	18	9	50	0.5	Germany	48.18	11.61	520	MU	MU	MU	0.785398163397448	#F6C200	+	+	+	0.066
Gonzalez	S	1	MU	MU7	M	1	Gonzalez_1_MU7_M_1	20	10	50	0.5	Germany	48.18	11.61	520	MU	MU	MU	0.785398163397448	#F6C200	+	+	+	0.066
Gonzalez	S	2	MU	MU7	M	2	Gonzalez_2_MU7_M_2	19	6	31.6	0.3157894737	Germany	48.18	11.61	520	MU	MU	MU	0.596743147234558	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU7	M	3	Gonzalez_3_MU7_M_3	18	6	33.3	0.3333333333	Germany	48.18	11.61	520	MU	MU	MU	0.615479708635032	#F6C200	+	+	+	0.066
Gonzalez	S	2	MU	MU8	M	1	Gonzalez_2_MU8_M_1	19	8	42.1	0.4210526316	Germany	48.18	11.61	520	MU	MU	MU	0.706119023099918	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU8	M	2	Gonzalez_3_MU8_M_2	16	9	56.3	0.5625	Germany	48.18	11.61	520	MU	MU	MU	0.848062078981481	#F6C200	+	+	+	0.066
