Supervisor.PI	Diet	Batch	Population	Line	Sex	Individual	PercT4	PercT5	PercT6	TotalPerc	PercT4_asin	PercT5_asin	PercT6_asin	TotalPerc_asin	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Color	StatusT	StatusM	Wolbachia	PC.ratio
Abbott	NS	1	RE	RE8	F	2	6.85	9.317	28.626	15.00315022	0.264809120044893	0.310187939722031	0.564546463594934	0.397743525088233	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE8	F	3	18.732	25.223	65.221	35.8714238	0.447601769794094	0.526169952305661	0.940062898563373	0.642161248165633	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE8	F	4	16.767	17.419	59.186	30.64263708	0.421878832994807	0.43053908895046	0.877782932809002	0.586630385616298	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE8	F	5	17.656	13.41	32.635	21.08732341	0.433655168233994	0.374918475254626	0.608052991778471	0.477104959311303	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE8	F	6	13.508	16.319	51.053	26.35505158	0.376354227126568	0.415850204409747	0.795928941936761	0.539109167626366	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE8	F	7	10.397	13.433	47.5	25.30294405	0.328310040889835	0.375255834270075	0.760387734994563	0.527089863997864	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE8	F	8	15.682	28.823	60.185	33.30078153	0.407162123209561	0.566723373351694	0.887966004916799	0.615134402473365	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE8	F	9	16.513	13.649	17.24	15.68785052	0.418468858941067	0.378412266432382	0.428174497874268	0.407242562944881	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE8	F	10	18.832	20.155	38.93	25.65835769	0.448881956423036	0.465582306541161	0.673773230914802	0.53116804650609	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE8	F	11	13.87	23.45	67.829	32.43981445	0.381620075693047	0.505508038861371	0.96770050939702	0.605969963688507	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE8	F	12	21.186	19.156	51.325	29.21636406	0.478313409141028	0.453011972600695	0.798649714689809	0.57105700124492	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE10	F	1	14.807	23.993	79.65	35.51022561	0.394989663946993	0.511890732701611	1.10278792480578	0.63839158876885	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE10	F	2	14.607	18.527	39.702	23.42459347	0.392166191495189	0.444969131147798	0.681675843847433	0.505208155076647	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE10	F	3	12.345	14.046	62.268	27.77975318	0.359017475484664	0.384159397884444	0.909343676673015	0.55514321897967	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE10	F	4	17.034	15.281	41.5	23.01710131	0.42544117286756	0.401619182061569	0.699983328832896	0.500382766502413	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE10	F	5	17.953	23.529	49.937	29.57518995	0.437537037903757	0.506439789772082	0.78476816323075	0.574995201314234	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE10	F	6	19.189	12.889	28.423	19.53506826	0.45343111831891	0.367209678548883	0.562298552996581	0.457810274079979	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE10	F	7	21.694	12.983	21.352	18.8052147	0.484502507569477	0.368610165955265	0.480341710170502	0.448539311299869	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE10	F	8	8.204	10.66	58.115	21.1482079	0.29049472342056	0.332594619002284	0.866908719796567	0.477850829402709	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE10	F	9	17.176	18.308	34.914	22.88737315	0.427326703046901	0.442144238143938	0.632150055198848	0.49884031286068	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE10	F	10	11.347	5.862	44.486	17.70912987	0.343572644216794	0.244545811772267	0.730145781441051	0.434351458497891	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE10	F	11	28.417	19.978	27.487	25.17086546	0.562232038949817	0.46337255224477	0.551869911139001	0.525569522751862	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE10	F	12	13.405	17.251	50.558	25.03093376	0.374845103996112	0.428320087017324	0.790978279231349	0.523955894290275	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE11	F	1	13.896	20.697	65.153	32.05304093	0.381996049238735	0.472304338656286	0.939349178767193	0.601832619911343	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE11	F	2	22.04	24.886	42.196	28.86361944	0.488687910565578	0.522281413502568	0.707037783707743	0.567171678311445	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE11	F	3	31.893	12.983	9.137	18.28175338	0.600116810868423	0.368610165955265	0.307078094510779	0.441804805173404	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE11	F	4	11.221	10.175	24.872	14.58186061	0.341581468392474	0.324655982098906	0.522119493350324	0.39181016025574	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE11	F	5	24.787	40.327	82.501	46.14283898	0.521135751007658	0.688054386952566	1.13920354094214	0.746788193280931	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE11	F	6	17.171	20.857	60.653	31.33994889	0.427260416415758	0.474276187610772	0.892751067175826	0.594169692679019	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE11	F	7	35.296	36.365	68.843	45.60481264	0.636151757324212	0.647299021626445	0.978600168166334	0.741389488876201	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE11	F	8	15.497	16.847	45.638	23.94407791	0.404612188008422	0.422948557087254	0.741722642390394	0.511317728761902	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE11	F	9	15.76	17.097	33.565	21.68795024	0.408233556510378	0.426278477699176	0.617934783599216	0.484429113206527	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE11	F	10	34.536	17.803	18.194	23.74651448	0.628180254263856	0.435579668028259	0.440668562953613	0.508999652802057	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE11	F	11	11.816	10.114	2.048	8.435995804	0.3509010509928	0.323645769818588	0.143601384518378	0.2946948387945	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE11	F	12	17.564	18.498	73.385	34.03401083	0.432447517813744	0.444595803632859	1.02874158308585	0.622892360856388	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE11	F	13	23.441	18.677	41.508	26.0664515	0.505401821036446	0.446896546750854	0.700064509371763	0.535827975698345	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE12	F	1	16.825	24.909	57.883	31.16952005	0.422654585360935	0.522547359086472	0.864558446574729	0.592331317476295	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE12	F	2	15.357	17.253	40.419	24.55055094	0.402674238529501	0.428346553822623	0.688991929340597	0.518393246216759	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE12	F	3	17.383	22.131	61.822	32.17274796	0.430064302781101	0.489784764607882	0.90474832469238	0.603114526735226	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE12	F	4	28.768	20.197	43.37	30.16868946	0.566116054579236	0.466105587665761	0.718902320349963	0.581478821294216	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE12	F	5	19.224	23.915	59.97	32.94286216	0.45387536660677	0.51097696137786	0.885770956689881	0.611332006585874	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE12	F	6	14.782	26.032	58.022	31.14537468	0.394637596324334	0.535435503056548	0.865966369179625	0.59207064543139	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE12	F	7	12.012	16.875	42.246	22.76316661	0.35392620328268	0.423322481660906	0.70754394713302	0.497360627743377	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE12	F	8	15.968	20.13	55.58	29.2144041	0.411080233435767	0.465270636189868	0.841314644819855	0.571035451508008	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE12	F	9	17.507	22.396	59.557	32.60469548	0.431698051016323	0.492969756859942	0.88155987775415	0.607729792438098	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE12	F	10	10.312	22.618	66.692	31.90886658	0.32691508339936	0.49562762916827	0.955585344245705	0.600287019295647	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE12	F	11	15.005	13.017	42.912	22.93626396	0.397769424292279	0.369115661933399	0.714278590983251	0.499421978769744	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE12	F	12	19.899	20.317	37.529	25.92226812	0.462383909954621	0.467598443355142	0.659357523397841	0.534184309572745	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE13	F	1	12.38	15.726	35.291	20.18172699	0.359549142854475	0.407766787262903	0.636099443232443	0.465915347179842	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE13	F	2	24.176	25.545	62.523	36.75090161	0.514030604450087	0.529869356681708	0.911975848527084	0.651305552604872	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE13	F	3	9.955	14.896	55.23	25.15818453	0.320999802610361	0.396241036991971	0.837794006481597	0.525423415092221	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE13	F	4	15.028	24.112	55.534	29.733259	0.398091342990299	0.513282864675191	0.840851777226847	0.576725634745816	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE13	F	5	16.848	12.279	33.967	21.20945102	0.422961915800158	0.358013137437563	0.622185063461024	0.478600300684988	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE13	F	6	5.383	19.889	65.324	27.9118437	0.234146572847743	0.46225866033158	0.941144595142943	0.556616654978477	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE13	F	7	10.668	20.105	66.424	29.93155146	0.33272421353459	0.464958821046664	0.952745076086994	0.578892661699959	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE13	F	8	15.888	20.74	36.973	23.64666644	0.409987148297245	0.472834824046981	0.653607424478564	0.507825580455106	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE13	F	9	6.251	0.884	31.384	12.06843251	0.252700910282168	0.094160352833953	0.594644418435744	0.35479324586654	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE13	F	10	9.287	12.564	57	26.0496284	0.309671518157302	0.362333654298199	0.855628870752376	0.535636347382069	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE13	F	11	16.945	14.371	33.279	20.26391527	0.424256213293062	0.388813797100435	0.614903299048634	0.46693845143125	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE13	F	12	11.745	16.803	58.013	26.43675683	0.34979985492196	0.422360460277217	0.865875189332307	0.540035999200682	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.08
Abbott	NS	1	RE	RE15	F	1	13.464	15.057	35.954	20.7451152	0.375710149756934	0.398496951610376	0.643021875067633	0.472897902559682	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE15	F	2	19.317	12.08	22.559	17.75167959	0.455054303649835	0.354970755345622	0.494922163861707	0.434908500286176	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE15	F	3	17.475	14.627	29.678	20.12548956	0.431276876542432	0.392449255857145	0.576120999562645	0.465214389964462	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE15	F	4	12.155	14.344	30.61	18.20860956	0.356119898235077	0.388428806849706	0.586276358485246	0.440857876939543	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE15	F	5	13.138	14.537	25.194	17.43890752	0.370910097950403	0.391174198443372	0.525836012342944	0.430801473119587	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE15	F	6	10.056	12.907	35.831	18.853321	0.322682729669335	0.367478192765102	0.641739783657171	0.449154566922035	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE15	F	7	12.858	17.485	41.117	22.06651665	0.366746862598363	0.431408526185068	0.69609410750744	0.489007692049134	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE15	F	8	16.325	11.161	31.387	19.25536465	0.415931380648345	0.340629859086466	0.594676741965635	0.454273210342773	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE15	F	9	13.911	10.401	20.378	14.82889747	0.382212822873071	0.328375561476908	0.468356051638315	0.395297837865416	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE15	F	10	24.968	14.332	29.085	22.5357066	0.523229192531144	0.388257603260147	0.569611712514089	0.494643463851047	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE15	F	11	14.322	9.317	3.333	9.258590185	0.388114888006885	0.310187939722031	0.183594725287883	0.309181779447434	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE17	F	1	6.694	15.699	31.196	15.80193025	0.261704776078783	0.407395825135676	0.592617130011598	0.408808633026663	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE17	F	2	11.729	23.665	56.031	29.33720133	0.349551300144127	0.508041285231155	0.845855372800244	0.572384788320939	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE17	F	3	11.63	19.393	63.994	31.87897579	0.348010085169105	0.456016133992366	0.927232719140731	0.599966347685927	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE17	F	4	13.343	13.31	32.556	19.00224022	0.373934337234952	0.373448844425671	0.607210290022475	0.451055363469619	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE17	F	5	14.123	20.069	49.577	26.27209689	0.385266160863577	0.46450955221828	0.781168112937845	0.538167218599504	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE17	F	6	11.727	17.338	49.983	23.39601526	0.34952022046414	0.42947027378363	0.785228163394173	0.504870699706574	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE17	F	7	19.365	25.256	48.066	30.15373069	0.455661942366161	0.526549798248993	0.766053337582024	0.581315856737997	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE17	F	8	14.449	18.933	42.083	22.94132394	0.389924304528176	0.450172298031449	0.705893555184744	0.499482153702576	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE17	F	9	15.241	12.478	35.808	21.21916462	0.401063025689748	0.361034389610171	0.641499935416114	0.478719099500868	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE17	F	10	14.8	17.99	59.578	28.08862786	0.394891109785728	0.438018871670229	0.881773831216234	0.558585300190304	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE17	F	11	32.378	24.162	67.219	40.18642179	0.605309600081663	0.513867094076192	0.961187317813489	0.686621128633992	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE17	F	12	12.334	29.676	73.381	35.31506058	0.358850246348421	0.576099109787175	1.02869632952975	0.636351169270195	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE18	F	1	15.087	13.727	33.632	21.29582774	0.398916208701701	0.379546909917656	0.61864402808371	0.479656005429227	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE18	F	2	20.095	25.075	65.119	34.67266359	0.464834054375233	0.524464368853894	0.938992440429399	0.629616680407799	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE18	F	3	11.72	10.085	20.649	13.78247393	0.349411423481209	0.323164557078414	0.471711687631602	0.380352224143628	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE18	F	4	16.544	25.137	47.412	28.62729426	0.418886156564598	0.525179275759254	0.759506593602558	0.564560780140564	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE18	F	5	15.501	21.614	49.761	28.70447641	0.404667452634142	0.483531365705123	0.783008154296076	0.565414186052329	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE18	F	6	15.397	19.076	46.221	24.39752375	0.403228672795574	0.451994716311252	0.747572092399189	0.516613581724333	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE18	F	7	20.261	20.087	20.227	20.19224862	0.466902187798723	0.464734224306872	0.466479111097955	0.466046410275604	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE18	F	8	10.172	23.43	26.277	18.28891295	0.324606362434077	0.505271980035462	0.53822291989426	0.441897414664941	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE18	F	9	6.834	12.561	41.776	18.70624418	0.264492244703202	0.362288395360465	0.702782759327074	0.447271621941037	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE18	F	10	12.683	15.575	34.458	20.17883876	0.364125212272706	0.40568880068754	0.627359820714169	0.465879365365175	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE18	F	11	24.428	30.572	50.43	34.58392396	0.516968312488635	0.585864024730192	0.789698216403879	0.628684119419368	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	RE	RE18	F	12	12.511	13.997	41.547	21.5515841	0.361533396929465	0.383453772710523	0.700460232012885	0.482772777925812	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.08
Abbott	NS	1	YE	YE11	F	1	21.057	18.757	14.301	18.26329261	0.47673318582152	0.447922062258495	0.387815050831351	0.441565948970666	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.08
Abbott	NS	1	YE	YE11	F	2	8.237	9.151	21.018	12.16835995	0.291095429726617	0.307320952925018	0.476254746194012	0.35632427713455	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.08
Abbott	NS	1	YE	YE11	F	3	13.205	13.937	23.1	16.58728017	0.371900693479289	0.382588331872735	0.501366826648835	0.419468236281799	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.08
Abbott	NS	1	YE	YE11	F	4	11.87	10.361	13.632	11.87944569	0.351736663169905	0.327719853386836	0.378164610497179	0.351882659423545	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.08
Abbott	NS	1	YE	YE11	F	5	9.36	7.739	23.314	13.20229485	0.310926844915914	0.281909815628742	0.503901456156048	0.371860739167037	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.08
Abbott	NS	1	YE	YE11	F	6	20.023	18.198	30.43	22.59703216	0.463935047051165	0.440720401732428	0.584321925584817	0.495376990605403	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.08
Abbott	NS	1	YE	YE11	F	7	14.891	11.237	11.882	12.78847919	0.396170817083358	0.341834855150909	0.351922131203693	0.365707215478466	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.08
Abbott	NS	1	YE	YE11	F	8	18.323	28.356	18.048	21.64584575	0.442338140039421	0.561555572096171	0.438773401087108	0.48391810552398	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.08
Abbott	NS	1	YE	YE11	F	9	8.486	8.393	22.396	13.05043322	0.295593224889644	0.29392043237249	0.492969756859942	0.369612184167313	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.08
Abbott	NS	1	YE	YE11	F	10	12.444	12.082	22.989	15.45144625	0.360519668741745	0.355001439007498	0.50004890440986	0.403982398773795	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.08
Abbott	NS	1	YE	YE11	F	11	12.545	17.466	29.532	18.66941534	0.362046936144843	0.43115836647567	0.574521921310939	0.446799231739327	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.08
Abbott	NS	1	YE	YE11	F	12	13.225	12.864	3.105	10.57076723	0.372195980332038	0.366836476957321	0.177134971069289	0.331146193913596	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.08
Abbott	NS	1	YE	YE13	F	1	19.901	19.289	36.014	23.7771879	0.462408957040444	0.454699582599967	0.643646935926232	0.509359987362889	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE13	F	2	9.937	14.903	44.906	21.67406405	0.320699079489539	0.396339328532977	0.734369626988749	0.484260620991637	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE13	F	3	13.398	17.499	33.174	20.59571223	0.374742364801325	0.431592785852756	0.613788709262237	0.471053151833102	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE13	F	4	12.353	16.648	33.476	19.20647821	0.359139056471374	0.420283839536383	0.616992110785076	0.453653004455509	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE13	F	5	11.76	11.681	30.713	16.86333446	0.350032741762216	0.348804752224933	0.587393282033142	0.423166724877418	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE13	F	6	19.231	18.22	36.427	23.29785961	0.453964179265907	0.44100543588243	0.647943328387206	0.503710571981545	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE13	F	7	10.89	12.013	31.574	17.21987097	0.33630357515398	0.353941582803876	0.596689929074488	0.427907987330298	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE13	F	8	13.125	15.999	38.003	20.65433491	0.370717644793825	0.41150320727683	0.664246140853516	0.471777582354869	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE13	F	9	13.46	17.858	52.84	27.13510717	0.375651553243366	0.436298116668781	0.813813456479821	0.547920984962045	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE13	F	10	8.375	11.53	20.381	13.03312235	0.293595695748998	0.346447508230557	0.468393289269545	0.369355165186506	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE13	F	11	13.48	12.613	38.504	20.73438218	0.375944462352415	0.363072229966221	0.669400423483425	0.472765540816258	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE13	F	12	8.811	17.8	70.97	30.06519987	0.301374761220085	0.435540454942977	1.00179030423365	0.580350908775299	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE14	F	1	27.689	17.634	19.569	21.44659737	0.554129641611769	0.433366607730492	0.458238056235564	0.481494994318299	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE14	F	2	22.798	14.202	15.179	17.5214777	0.497775887740293	0.386399054119139	0.400199798770789	0.431888502543139	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE14	F	3	21.147	16.559	22.871	20.17930372	0.47783603958047	0.419087962217348	0.498645419896781	0.465885158006281	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE14	F	4	22.609	12.892	7.146	14.02765134	0.495520057966513	0.367254442005754	0.270610773805992	0.383895288578632	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
Abbott	NS	1	YE	YE14	F	5	15.515	10.344	12.492	12.77804879	0.404860832991629	0.327440838581414	0.361246158682372	0.365551026572567	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.08
