Supervisor.PI	Diet	Batch	Population	Line	Sex	Individual	PercT4	PercT5	PercT6	TotalPerc	PercT4_asin	PercT5_asin	PercT6_asin	TotalPerc_asin	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Color	StatusT	StatusM	Wolbachia	PC.ratio
Gibert	NS	1	VA	VA1	F	9	37.313	25.566	48.635	36.38932916	0.657125739267203	0.530110087009561	0.771746467293797	0.647551879331611	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA1	F	10	23.394	21.331	36.029	26.52494657	0.50484689784326	0.480085436487544	0.643803165533828	0.541035359269103	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	F	1	15.024	19.063	43.423	23.77688409	0.398035371705884	0.451829258377124	0.719437003995602	0.509356419153801	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	F	2	4.882	21.895	38.421	20.58405225	0.222790983823029	0.486936812550648	0.668547402962048	0.470908972516619	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	F	3	11.025	25.516	69.653	27.01726664	0.338464557818458	0.529536812664629	0.987376705578531	0.546595006456745	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	F	4	17.45	34.716	66.41	34.73404483	0.43094762245625	0.630071897177778	0.952596858864711	0.630261405448919	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	F	5	20.531	34.989	65.101	39.40239296	0.470252582318137	0.632936520874765	0.938803611652365	0.678612136873174	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	F	6	23.748	36.319	77.803	43.90647253	0.509017107568597	0.646820835524469	1.08021705153954	0.72431103205177	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	F	7	15.013	40.686	90.819	45.86962343	0.397881419037593	0.69171091079889	1.26295552482545	0.744047276675487	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	F	8	13.622	32.488	71.618	37.5255885	0.378018869787163	0.606484502918258	1.00895237091095	0.659322294699585	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	F	9	24.437	43.688	60.659	40.60276322	0.517073040060482	0.722109297182309	0.892812478026846	0.690863577729779	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA9	F	10	24.593	31.715	71.925	43.61573594	0.51888625301305	0.598205769586865	1.01236264982945	0.721380760834603	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA22	F	1	35.993	48.309	89.147	55.3160244	0.643428190575548	0.768484938148868	1.23508706958266	0.838659074627811	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA22	F	2	13.525	29.085	60.111	33.2932817	0.376602838041855	0.569611712514089	0.88721027587081	0.615054833073144	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA22	F	3	16.823	28.826	76.216	38.20135361	0.422627853059177	0.56675648990305	1.06135633631808	0.666288339046096	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA22	F	4	51.179	51.584	88.559	62.51456209	0.797189256243134	0.801240814157922	1.22574447526764	0.911888693430263	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA22	F	5	19.362	44.158	76.416	42.84569559	0.455623981728868	0.726844419199676	1.06370848914002	0.713608718064455	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA22	F	6	10.085	37.513	79.636	44.07275	0.323164557078414	0.659192294596548	1.10261407774517	0.725985952823995	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA22	F	7	36.617	59.407	94.001	57.71778339	0.649916364615627	0.880032154568265	1.32335031824379	0.86288579945068	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA22	F	8	38.147	48.048	81.886	54.89705811	0.665728931100271	0.765873201517961	1.13116547224465	0.83444737587565	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA22	F	9	19.7	37.348	83.159	41.11880054	0.459886966772016	0.657487547164247	1.14792792862532	0.69611240390842	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA22	F	10	37.359	52.532	83.058	56.07228676	0.657601244066926	0.810728997713253	1.14658009903424	0.846271298087342	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	F	1	18.869	44.864	73.508	44.43349172	0.449354963255662	0.733947411863318	1.03013419124646	0.729617445204273	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	F	2	8.449	29.257	66.394	29.80958798	0.294928706951349	0.571503697387277	0.952427486443157	0.577560281694777	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	F	3	3.793	19.588	37.649	19.51341575	0.196008943584266	0.458477469288364	0.660596292677339	0.457537150851069	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	F	4	5.528	19.314	60.087	30.49680428	0.23733893271871	0.455016307182032	0.886965225288975	0.585047661188627	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	F	5	14.294	21.114	61.641	31.71012332	0.387715064358277	0.477431859837707	0.902886345860983	0.598153372373517	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	F	6	9.072	40.128	72.457	40.45445429	0.305948338210637	0.686025250830177	1.01829944206041	0.689353140810313	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	F	7	11.955	31.96	70.017	34.53460049	0.35304865452162	0.600835399207891	0.99134208666005	0.628165537551479	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	F	8	9.339	32.826	73.241	34.36231961	0.310566174875382	0.610088244637681	1.02711381520569	0.626352816223761	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	F	9	7.942	32.01	73.454	36.25320222	0.285685822326684	0.60137139886276	1.02952254866361	0.646136618236541	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA30	F	10	11.69	36.453	65.968	35.02653759	0.348944831170555	0.648213451801481	0.947925185277928	0.63333000160251	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	F	1	23.268	35.35	69.957	43.41505967	0.503357316152856	0.636716642359214	0.990687513926906	0.719356903850213	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	F	2	27.77	36.929	62.56	43.74040008	0.555034339501692	0.653151628488901	0.912358067642747	0.722637488534499	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	F	3	36.572	36.976	66.394	47.09442103	0.649449263222117	0.653638497390511	0.952427486443157	0.756325995444086	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	F	4	26.834	41.74	78.405	48.01200063	0.544529205434716	0.702417766331164	1.08749579836409	0.765512928064568	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	F	5	31.024	57.741	84.249	54.31867252	0.590759450771219	0.863120790367225	1.16268628697433	0.828638767855175	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	F	6	17.686	30.519	77.402	40.25569006	0.434048432341329	0.585288688005198	1.07540776532599	0.687327451932817	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	F	7	12.207	30.557	54.39	32.39425037	0.356914844662399	0.585701221943309	0.82935476297347	0.605483234514769	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	F	8	23.402	34.124	66.733	39.65271834	0.504941380167885	0.623841664191146	0.956020364704706	0.681172176495067	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	F	9	10.881	20.686	44.76	26.07474141	0.336159093021156	0.472168567712389	0.732901767660782	0.535922389554594	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	F	10	21.872	28.812	46.585	32.83257094	0.486658669589577	0.566601937220704	0.751221556507405	0.610158208988241	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	F	1	25.145	18.391	15.635	19.95899325	0.525271479110829	0.443216391242721	0.40651546881249	0.463134827327151	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	F	2	21.386	35.89	65.063	38.74073687	0.48075643491959	0.64235489126024	0.938405047265536	0.671831574234069	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	F	3	16.82	7.363	0.176	8.200214389	0.422587752229575	0.274793805523826	0.0419646697072182	0.290425742828841	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	F	4	41.234	30.786	37.237	36.55779003	0.69728276686933	0.588184256469154	0.656339862428353	0.649301738036263	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	F	5	20.658	13.579	13.31	15.91251878	0.471822848466317	0.37739167053375	0.373448844425671	0.410322398815404	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	F	6	18.337	28.532	54.571	34.66553366	0.442519059605257	0.563506156617028	0.831172075165556	0.629541773016865	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	F	7	19.577	26.685	48.845	29.91276301	0.4583388724441	0.542846368637703	0.773847135951464	0.578687510458227	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	F	8	14.009	14.392	40.153	20.84576803	0.383626674331371	0.389113025924134	0.686280257821265	0.474137946620295	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	F	9	6.053	21.113	50.753	22.17426321	0.248580617988882	0.477419608358025	0.792928448065021	0.49030566437045	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA35	F	10	22.37	20.415	48.988	29.33790757	0.49265786373987	0.468815173382822	0.775277472314224	0.572392543932147	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	F	1	29.127	32.963	55.047	38.30907743	0.57007401190054	0.611546219658942	0.835954264249352	0.667396585596923	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	F	2	13.871	38.037	69.161	40.94000876	0.381634541677134	0.664596341617881	0.98203812751174	0.694294995840766	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	F	3	24.764	29.286	56.674	36.99542632	0.520869367715497	0.571822372612356	0.852337952846635	0.653839695564515	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	F	4	13.371	24.204	60.091	32.86668821	0.374345872339413	0.514357528499288	0.887006065333113	0.610521416519708	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	F	5	27.719	37.989	49.339	39.1447371	0.554464809883001	0.664101922926578	0.778787970845784	0.675974156565092	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	F	6	19.712	41.924	56.675	39.5715221	0.460037804669031	0.704282821657697	0.852348043153264	0.680342102048668	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	F	7	24.287	30.192	61.234	38.52183385	0.515325869782996	0.581732726378683	0.898705477148244	0.669583663349146	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	F	8	26.315	31.354	46.174	34.77728266	0.538654501822996	0.594321136997386	0.74710072731071	0.630715399028868	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	F	9	14.548	29.827	68.474	34.41489381	0.391330214058782	0.577750593535197	0.974622843653892	0.626906224674032	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA44	F	10	22.371	26.696	64.023	38.01872727	0.492669862013561	0.542970706732363	0.927534818088174	0.664408139612563	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	F	1	24.272	38.471	71.972	43.34729875	0.515150951718941	0.669061312064575	1.01288574291522	0.718673278360815	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	F	2	21.591	42.544	73.05	47.00698937	0.483251921736615	0.710559032152431	1.02495904163148	0.755450153729708	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	F	3	19.266	23.187	39.992	27.64753932	0.454408058005446	0.502398244413088	0.684637551982954	0.553666246951499	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	F	4	38.105	51.813	55.76	49.21757848	0.665296562056379	0.803532138599708	0.843126332287044	0.777573628838594	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	F	5	19.273	33	80.772	40.51982984	0.454496796897471	0.611939714633867	1.11687020858886	0.690019059849	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	F	6	43.459	51.307	76.112	54.97128155	0.719800142037125	0.798469652309607	1.06013590874005	0.835193251052029	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	F	7	35.942	38.485	64.115	45.39102271	0.642896835478546	0.669205184161656	0.928493554651756	0.739242868323565	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	F	8	14.22	29.076	58.799	30.75320295	0.386656813456693	0.56951262276066	0.873848771575408	0.587828956271837	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	F	9	19.998	36.628	68.506	40.30047769	0.463622608532028	0.650030526504246	0.974967258775225	0.687784042395203	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	F	10	19.084	34.166	54.176	36.50987735	0.452096515161098	0.62428451901344	0.82720686654199	0.648804228128683	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	F	1	30.678	42.239	57.174	42.73849111	0.58701386223272	0.707473089107736	0.857386618059533	0.71252535697057	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	F	2	26.803	36.401	53.411	38.31680875	0.54417932970351	0.647673163806	0.819534676772005	0.667476101477259	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	F	3	46.399	36.891	45.902	42.9299386	0.749356960584875	0.652757895930916	0.744372144025548	0.71445980237567	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	F	4	27.618	30.128	42.267	33.38097974	0.553335963109736	0.581035486450815	0.707756511757152	0.615984984951555	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	F	5	25.629	21.552	20.358	22.52059533	0.530831889019013	0.482777835307331	0.468107748615378	0.494462606468788	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	F	6	33.242	49.976	73.255	49.38042175	0.6145106397535	0.785158163388232	1.02727194803083	0.779202222325179	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	F	7	25.037	25.592	37.66	29.5497096	0.524025909515721	0.530408044174374	0.660709807269179	0.574716009249225	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	F	8	35.394	33.239	38.416	35.49605402	0.637176774461654	0.614478797708805	0.668496005144892	0.638243512344876	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	F	9	27.75	26.367	41.318	30.64890933	0.554811032980072	0.53924476318631	0.698135852705004	0.58669841109494	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	F	10	45.506	38.893	66.475	48.71928692	0.740397435048584	0.673393782254885	0.953285139618677	0.772589631744564	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	F	1	18.176	26.53	41.505	27.18049052	0.440435233587408	0.541092592179135	0.700034066936007	0.548431170066305	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	F	2	19.917	33.891	46.887	31.26424027	0.46260929969017	0.621382475410295	0.754248016658964	0.593353379217048	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	F	3	27.979	54.698	70.836	47.69113635	0.557364946302467	0.832447566489237	1.00031521379606	0.762301313541242	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	F	4	15.901	25.747	40.038	26.36666779	0.41016492618057	0.532182274142888	0.685107008218288	0.539240993397886	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	F	5	32.048	46.832	58.997	44.33246761	0.601778610423265	0.753696928508691	0.87586089105293	0.728600768134728	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	F	6	5.185	18.852	49.042	23.00637611	0.229721091394135	0.449137680044424	0.775817577155323	0.500255360927006	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	F	7	27.421	37.204	49.876	37.45761607	0.551130468552235	0.655998524988572	0.784158162126362	0.65862024693754	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	F	8	18.869	26.943	53.813	31.75224393	0.449354963255662	0.545758399814783	0.823565218512562	0.598605863800476	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	F	9	16.551	25.556	47.076	27.74884299	0.418980341658685	0.529995461620996	0.756141471332904	0.554798113070151	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA48	F	10	13.46	17.666	39.518	21.65067256	0.375651553243366	0.433786285404575	0.679794781535776	0.483976705089298	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	F	1	20.908	27.261	37.234	27.24250031	0.474903541695257	0.549335575835331	0.656308834296561	0.549127833032515	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	F	2	29.512	27.848	46.723	34.64524341	0.574302691135213	0.555904762760269	0.752604657389316	0.6293285828691	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	F	3	18.183	22.37	24.875	21.31604465	0.440525983457995	0.49265786373987	0.522154193091151	0.479902872688423	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	F	4	13.677	24.399	63.192	33.44980834	0.378819887457612	0.516630768111084	0.918898719063515	0.616714574800242	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	F	5	15.031	22.707	44.584	26.50728122	0.398133317429867	0.496690575222962	0.731131688363427	0.540835261954353	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	F	6	22.349	18.973	22.984	21.27263164	0.492405855869604	0.450682594539858	0.499989486119169	0.479372654169557	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	F	7	13.291	20.932	48.032	25.62367589	0.373169087175432	0.475198572315025	0.765713078444216	0.530770912283918	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	F	8	10.342	15.635	40.583	19.52693001	0.327407999981186	0.40651546881249	0.690662351992082	0.457707632223516	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	F	9	9.256	15.215	31.918	18.09004581	0.309137095361843	0.400701203048481	0.600384987681478	0.439319789389185	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	F	10	9.887	18.781	49.139	21.06317755	0.319862463398248	0.448229388609185	0.776787737822404	0.476808940220854	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	F	1	11.013	44.481	51.86	29.52592619	0.338272941923124	0.730095474316542	0.804002455975094	0.574455347751492	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	F	2	26.009	43.125	79.143	45.05759413	0.535173392607097	0.716429665188256	1.09652013918412	0.735893262061026	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	F	3	23.4	35.764	74.459	41.38052296	0.504917760638409	0.641041000331942	1.04097283087634	0.6987706556685	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	F	4	28.303	41.634	69.426	45.60075242	0.560967465237312	0.701342804740597	0.984910596715758	0.741348728746559	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	F	5	22.248	41.826	59.681	39.4546731	0.491192637157309	0.703289620392143	0.882823481602618	0.67914703048889	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	F	6	18.299	37.303	79.191	43.39665352	0.442027867424467	0.65702235297536	1.09711110628618	0.719171220461728	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	F	7	24.961	67.223	80.181	53.57005882	0.523148325179815	0.961229924686451	1.10941507783898	0.821129155762507	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	F	8	6.818	30.677	47.83	29.38860571	0.264175025444301	0.587003019895423	0.763691345408258	0.572949145752433	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	F	9	44.227	69.131	82.818	62.65521651	0.727539121220466	0.981713375386312	1.14339008988417	0.913342027019477	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	VA	VA57	F	10	31.724	53.305	69.483	49.23878974	0.598302463915419	0.818472277905291	0.985529355088583	0.777785766715788	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	F	1	37.723	17.845	0.665	18.50330689	0.661359810075239	0.43612837979967	0.0816381855427859	0.444664138049893	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	F	2	19.757	14.731	16.572	17.06210213	0.460603138609957	0.393918614335417	0.419262801194046	0.425814817381739	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	F	3	33.354	33.162	29.397	32.01955011	0.615698894793967	0.613661271135001	0.573041277431766	0.601473750756515	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	F	4	13.563	24.311	28.447	20.44818532	0.37715808048623	0.515605662399123	0.562564566878332	0.469226696847013	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	F	5	29.103	23.205	22.96	25.15250172	0.56980986489896	0.502611472321665	0.499704215171686	0.525357930727705	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	F	6	36.142	11.589	3.479	19.0782239	0.64497964001593	0.347370137494652	0.187619576676266	0.452023016755847	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	F	7	29.936	19.349	2.968	18.89537795	0.578941229943421	0.455459459801735	0.173142637051718	0.449691960839889	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	F	8	39.443	20.79	0.785	22.0238241	0.679027610269202	0.473451157272066	0.0887165557682076	0.488492767138513	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	F	9	27.247	21.978	6.283	25.03091551	0.549178366490321	0.487939673203561	0.253361062697151	0.523955683644211	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	F	10	17.589	15.382	13.841	15.22868024	0.432775929280466	0.403020829083906	0.381200371625474	0.400891612349975	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.076
Gibert	NS	1	YE	YE11	F	1	40.258	55.415	80.551	57.97090584	0.687351002792185	0.839654579255025	1.11407239142786	0.865448765221106	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.076
Gibert	NS	1	YE	YE11	F	2	13.385	32.079	63.431	35.43968069	0.374551503229059	0.602110714847732	0.921378207986944	0.637654345662577	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.076
Gibert	NS	1	YE	YE11	F	3	46.957	32.818	33.622	38.02768956	0.754949346870666	0.61000305947905	0.618538192863056	0.664500449893501	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.076
Gibert	NS	1	YE	YE11	F	4	25.45	32.729	59.971	37.18463372	0.52877952468633	0.609055015597293	0.885781161644711	0.655798180015747	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.076
Gibert	NS	1	YE	YE11	F	5	5.108	15.179	40.114	18.13308282	0.227978558449007	0.400199798770789	0.685882435477171	0.439878546284854	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.076
Gibert	NS	2	YE	YE13	F	1	23.601	26.558	48.93	31.67199597	0.507288037600444	0.541409644712029	0.774697346533763	0.597743640746092	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.076
