"","Supervisor.PI","Batch","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"216","Hoedjes","1","GI","GI3",0.786666666666667,0.100664459136943,0.8,0.68,0.88,0.0581186525805423,0.127963295513064,0.8
"217","Hoedjes","1","GI","GI4",0.493333333333333,0.128970280814354,0.53,0.35,0.6,0.0744610263456289,0.261426244893961,0.35
"218","Hoedjes","1","GI","GI6",0.636666666666667,0.0404145188432738,0.63,0.6,0.68,0.0233333333333334,0.0634783018480741,0.6
"219","Hoedjes","1","KA","KA1",0.72,0.101488915650922,0.7,0.63,0.83,0.0585946527708231,0.140956827292947,0.83
"220","Hoedjes","1","KA","KA2",0.643333333333333,0.0513160143944688,0.63,0.6,0.7,0.0296273147243853,0.0797658254836303,0.6
"221","Hoedjes","1","KA","KA3",0.47,0.103923048454133,0.53,0.35,0.53,0.06,0.221112869051346,0.53
"222","Hoedjes","1","KA","KA5",0.71,0.121655250605964,0.65,0.63,0.85,0.0702376916856849,0.171345423388682,0.85
"223","Hoedjes","1","KA","KA6",0.766666666666667,0.0288675134594813,0.75,0.75,0.8,0.0166666666666667,0.0376532784254104,0.75
"224","Hoedjes","1","MA","MA3",0.686666666666667,0.0513160143944688,0.7,0.63,0.73,0.0296273147243853,0.0747320597977701,0.63
"225","Hoedjes","1","MA","MA5",0.726666666666667,0.0750555349946514,0.73,0.65,0.8,0.0433333333333333,0.103287433478878,0.8
"226","Hoedjes","1","MA","MA6",0.586666666666667,0.0513160143944688,0.6,0.53,0.63,0.0296273147243853,0.087470479081481,0.63
"227","Hoedjes","1","MA","MA7",0.683333333333333,0.0577350269189626,0.65,0.65,0.75,0.0333333333333333,0.0844902832960428,0.65
"228","Hoedjes","1","MA","MA9",0.753333333333333,0.0750555349946513,0.75,0.68,0.83,0.0433333333333333,0.0996312411433425,0.68
"229","Hoedjes","1","MU","MU1",0.76,0.149331845230681,0.7,0.65,0.93,0.0862167810425171,0.196489270040369,0.65
"230","Hoedjes","1","MU","MU2",0.876666666666667,0.087368949480541,0.9,0.78,0.95,0.0504424865014052,0.0996603986470049,0.9
"231","Hoedjes","1","MU","MU3",0.616666666666667,0.0288675134594813,0.6,0.6,0.65,0.0166666666666667,0.0468121839883481,0.6
"232","Hoedjes","1","MU","MU4",0.786666666666667,0.0404145188432738,0.78,0.75,0.83,0.0233333333333333,0.0513743883600938,0.83
"233","Hoedjes","1","MU","MU5",0.77,0.0793725393319377,0.8,0.68,0.83,0.0458257569495584,0.103081219911607,0.83
"234","Hoedjes","1","RE","RE2",0.736666666666667,0.0602771377334171,0.73,0.68,0.8,0.0348010216963685,0.081824168868892,0.68
"235","Hoedjes","1","RE","RE3",0.553333333333333,0.0873689494805411,0.53,0.48,0.65,0.0504424865014052,0.157895691832303,0.53
"236","Hoedjes","1","RE","RE4",0.596666666666667,0.0288675134594813,0.58,0.58,0.63,0.0166666666666667,0.048381307473991,0.58
"237","Hoedjes","1","RE","RE5",0.463333333333333,0.0288675134594813,0.48,0.43,0.48,0.0166666666666667,0.0623039858837725,0.48
"238","Hoedjes","1","RE","RE6",0.526666666666667,0.0251661147842359,0.53,0.5,0.55,0.0145296631451356,0.0477837622485491,0.53
"239","Hoedjes","1","UM","UM2",0.603333333333333,0.110151410945722,0.55,0.53,0.73,0.0635959467611297,0.18257139935755,0.55
"240","Hoedjes","1","UM","UM4",0.543333333333333,0.0814452781524708,0.58,0.45,0.6,0.0470224532655529,0.149899284943198,0.58
"241","Hoedjes","1","UM","UM5",0.91,0.0529150262212918,0.93,0.85,0.95,0.0305505046330389,0.058148380462958,0.95
"242","Hoedjes","1","UM","UM7",0.63,0.05,0.63,0.58,0.68,0.0288675134594813,0.0793650793650794,0.63
"243","Hoedjes","1","UM","UM8",0.37,0.0360555127546399,0.38,0.33,0.4,0.0208166599946613,0.097447331769297,0.4
"244","Hoedjes","1","VA","VA1",0.686666666666667,0.0814452781524708,0.65,0.63,0.78,0.047022453265553,0.118609628377385,0.78
"245","Hoedjes","1","VA","VA11",0.693333333333333,0.0513160143944688,0.68,0.65,0.75,0.0296273147243853,0.0740134822997146,0.68
"246","Hoedjes","1","VA","VA15",0.393333333333333,0.0814452781524708,0.43,0.3,0.45,0.047022453265553,0.207064266489333,0.3
"247","Hoedjes","1","VA","VA6",0.816666666666667,0.0763762615825973,0.8,0.75,0.9,0.0440958551844099,0.0935219529582825,0.8
"248","Hoedjes","1","VA","VA9",0.816666666666667,0.104083299973307,0.85,0.7,0.9,0.0600925212577332,0.127448938742824,0.9
"249","Hoedjes","1","YE","YE11",0.153333333333333,0.0680685928555405,0.13,0.1,0.23,0.0392994204085053,0.443925605579612,0.23
"250","Hoedjes","1","YE","YE13",0.786666666666667,0.0602771377334171,0.78,0.73,0.85,0.0348010216963685,0.076623480169598,0.73
"251","Hoedjes","1","YE","YE14",0.553333333333333,0.110151410945722,0.5,0.48,0.68,0.0635959467611297,0.199068814962148,0.5
"252","Hoedjes","1","YE","YE15",0.586666666666667,0.0115470053837925,0.58,0.58,0.6,0.00666666666666667,0.0196823955405554,0.58
"253","Hoedjes","1","YE","YE19",0.66,0.0173205080756888,0.65,0.65,0.68,0.01,0.0262431940540739,0.65
"254","Hoedjes","2","AK","AK10",0.87,0.0854400374531753,0.88,0.78,0.95,0.0493288286231625,0.0982069396013509,0.95
"255","Hoedjes","2","AK","AK6",0.666666666666667,0.115470053837925,0.6,0.6,0.8,0.0666666666666667,0.173205080756888,0.6
"256","Hoedjes","2","AK","AK7",0.746666666666667,0.0288675134594813,0.73,0.73,0.78,0.0166666666666667,0.0386618483832339,0.73
"257","Hoedjes","2","AK","AK8",0.91,0.0173205080756888,0.9,0.9,0.93,0.01,0.0190335253578998,0.9
"258","Hoedjes","2","AK","AK9",0.653333333333333,0.0929157324317757,0.68,0.55,0.73,0.0536449231314369,0.142217957803738,0.55
"259","Hoedjes","2","GI","GI10",0.76,0.0854400374531753,0.75,0.68,0.85,0.0493288286231625,0.112421101912073,0.68
"260","Hoedjes","2","GI","GI11",0.633333333333333,0.152752523165195,0.6,0.5,0.8,0.0881917103688197,0.24118819447136,0.6
"261","Hoedjes","2","GI","GI7",0.703333333333333,0.0251661147842358,0.7,0.68,0.73,0.0145296631451356,0.0357812058543637,0.73
"262","Hoedjes","2","GI","GI8",0.626666666666667,0.0929157324317757,0.6,0.55,0.73,0.0536449231314369,0.148269785795387,0.6
"263","Hoedjes","2","GI","GI9",0.52,0.121655250605964,0.58,0.38,0.6,0.0702376916856849,0.23395240501147,0.58
"264","Hoedjes","2","KA","KA10",0.693333333333333,0.0404145188432738,0.7,0.65,0.73,0.0233333333333333,0.058290171408568,0.65
"265","Hoedjes","2","KA","KA11",0.893333333333333,0.0513160143944688,0.88,0.85,0.95,0.0296273147243853,0.0574432996953009,0.95
"266","Hoedjes","2","KA","KA13",0.683333333333333,0.0763762615825973,0.7,0.6,0.75,0.0440958551844099,0.111770138901362,0.6
"267","Hoedjes","2","KA","KA7",0.736666666666667,0.0404145188432738,0.73,0.7,0.78,0.0233333333333334,0.0548613377962993,0.73
"268","Hoedjes","2","KA","KA9",0.803333333333333,0.211266025033211,0.83,0.58,1,0.121974496423547,0.262986753153375,1
"269","Hoedjes","2","MA","MA12",0.826666666666667,0.0929157324317757,0.8,0.75,0.93,0.0536449231314369,0.112398063425535,0.93
"270","Hoedjes","2","MA","MA13",0.663333333333333,0.104083299973307,0.63,0.58,0.78,0.0600925212577332,0.156909497447196,0.78
"271","Hoedjes","2","MA","MA18",0.776666666666667,0.04618802153517,0.75,0.75,0.83,0.0266666666666667,0.0594695556246825,0.75
"272","Hoedjes","2","MA","MA19",0.72,0.149331845230681,0.78,0.55,0.83,0.0862167810425171,0.207405340598168,0.55
"273","Hoedjes","2","MA","MA20",0.72,0.0360555127546399,0.73,0.68,0.75,0.0208166599946613,0.0500771010481109,0.73
"274","Hoedjes","2","MU","MU10",0.803333333333333,0.0404145188432738,0.78,0.78,0.85,0.0233333333333333,0.0503085296804238,0.78
"275","Hoedjes","2","MU","MU6",0.646666666666667,0.144337567297406,0.73,0.48,0.73,0.0833333333333333,0.223202423655783,0.73
"276","Hoedjes","2","MU","MU7",0.853333333333333,0.0404145188432738,0.83,0.83,0.9,0.0233333333333334,0.0473607642694615,0.83
"277","Hoedjes","2","MU","MU8",0.72,0.0173205080756888,0.73,0.7,0.73,0.01,0.0240562612162344,0.73
"278","Hoedjes","2","MU","MU9",0.543333333333333,0.0404145188432738,0.55,0.5,0.58,0.0233333333333333,0.0743825500182953,0.5
"279","Hoedjes","2","RE","RE10",0.683333333333333,0.0763762615825973,0.7,0.6,0.75,0.0440958551844099,0.111770138901362,0.7
"280","Hoedjes","2","RE","RE11",0.82,0.0529150262212918,0.8,0.78,0.88,0.0305505046330389,0.0645305197820632,0.88
"281","Hoedjes","2","RE","RE12",0.513333333333333,0.115470053837925,0.58,0.38,0.58,0.0666666666666667,0.224941663320633,0.58
"282","Hoedjes","2","RE","RE7",0.396666666666667,0.125830573921179,0.38,0.28,0.53,0.0726483157256779,0.317219934255073,0.53
"283","Hoedjes","2","RE","RE8",0.67,0.0360555127546399,0.68,0.63,0.7,0.0208166599946613,0.0538141981412536,0.7
"284","Hoedjes","2","UM","UM13",0.71,0.0529150262212918,0.73,0.65,0.75,0.0305505046330389,0.0745282059454814,0.73
"285","Hoedjes","2","UM","UM17",0.413333333333333,0.0288675134594813,0.43,0.38,0.43,0.0166666666666667,0.0698407583697128,0.43
"286","Hoedjes","2","UM","UM18",0.826666666666667,0.112398102000582,0.8,0.73,0.95,0.0648930744464393,0.135965445968446,0.8
"287","Hoedjes","2","UM","UM20",0.693333333333333,0.0404145188432738,0.7,0.65,0.73,0.0233333333333333,0.058290171408568,0.65
"288","Hoedjes","2","UM","UM9",0.72,0.0173205080756888,0.73,0.7,0.73,0.01,0.0240562612162344,0.73
"289","Hoedjes","2","VA","VA18",0.743333333333333,0.0404145188432738,0.75,0.7,0.78,0.0233333333333334,0.0543693078609065,0.7
"290","Hoedjes","2","VA","VA22",0.503333333333333,0.110151410945722,0.45,0.43,0.63,0.0635959467611297,0.21884386280607,0.63
"291","Hoedjes","2","VA","VA30",0.66,0.115325625946708,0.7,0.53,0.75,0.0665832811847939,0.174735796888951,0.53
"292","Hoedjes","2","VA","VA34",0.71,0.0793725393319377,0.68,0.65,0.8,0.0458257569495584,0.111792308918222,0.8
"293","Hoedjes","2","VA","VA35",0.76,0.0529150262212919,0.78,0.7,0.8,0.030550504633039,0.0696250345016998,0.7
"294","Hoedjes","2","YE","YE20",0.533333333333333,0.0577350269189626,0.5,0.5,0.6,0.0333333333333333,0.108253175473055,0.5
"295","Hoedjes","2","YE","YE21",0.453333333333333,0.0680685928555405,0.43,0.4,0.53,0.0392994204085053,0.150151307769575,0.43
"296","Hoedjes","2","YE","YE22",0.626666666666667,0.0404145188432738,0.65,0.58,0.65,0.0233333333333334,0.0644912534733093,0.65
"297","Hoedjes","2","YE","YE23",0.376666666666667,0.110151410945722,0.43,0.25,0.45,0.0635959467611297,0.292437374192182,0.25
"298","Hoedjes","2","YE","YE24",0.553333333333333,0.110151410945722,0.5,0.48,0.68,0.0635959467611297,0.199068814962148,0.5
"299","Hoedjes","3","AK","AK11",0.796666666666667,0.0288675134594812,0.78,0.78,0.83,0.0166666666666666,0.0362353725432819,0.78
"300","Hoedjes","3","AK","AK12",0.843333333333333,0.0115470053837925,0.85,0.83,0.85,0.00666666666666667,0.0136921012456038,0.85
"301","Hoedjes","3","AK","AK13",0.886666666666667,0.0513160143944689,0.9,0.83,0.93,0.0296273147243853,0.0578752042042882,0.93
"302","Hoedjes","3","AK","AK14",0.82,0.0529150262212918,0.8,0.78,0.88,0.0305505046330389,0.0645305197820632,0.88
"303","Hoedjes","3","AK","AK15",0.713333333333333,0.0577350269189626,0.68,0.68,0.78,0.0333333333333333,0.0809369536247139,0.68
"304","Hoedjes","3","GI","GI12",0.52,0.0529150262212918,0.5,0.48,0.58,0.0305505046330389,0.101759665810177,0.58
"305","Hoedjes","3","GI","GI14",0.41,0.0360555127546399,0.4,0.38,0.45,0.0208166599946613,0.0879402750113168,0.38
"306","Hoedjes","3","GI","GI15",0.553333333333333,0.0873689494805411,0.53,0.48,0.65,0.0504424865014052,0.157895691832303,0.48
"307","Hoedjes","3","KA","KA14",0.813333333333333,0.0288675134594812,0.83,0.78,0.83,0.0166666666666666,0.035492844417395,0.83
"308","Hoedjes","3","KA","KA15",0.86,0.06557438524302,0.85,0.8,0.93,0.0378593889720018,0.0762492851663023,0.8
"309","Hoedjes","3","KA","KA16",0.726666666666667,0.156950098226581,0.78,0.55,0.85,0.0906151814604546,0.215986373706304,0.85
"310","Hoedjes","3","KA","KA17",0.553333333333333,0.116761865920913,0.53,0.45,0.68,0.0674124947205223,0.211015420339,0.68
"311","Hoedjes","3","KA","KA18",0.58,0.1,0.58,0.48,0.68,0.0577350269189626,0.172413793103448,0.68
"312","Hoedjes","3","MA","MA21",0.763333333333333,0.0763762615825973,0.78,0.68,0.83,0.0440958551844098,0.100056237881132,0.83
"313","Hoedjes","3","MA","MA23",0.72,0.0360555127546399,0.73,0.68,0.75,0.0208166599946613,0.0500771010481109,0.73
"314","Hoedjes","3","MA","MA26",0.793333333333333,0.0115470053837925,0.8,0.78,0.8,0.00666666666666667,0.0145550488030998,0.8
"315","Hoedjes","3","MA","MA27",0.75,0.1,0.75,0.65,0.85,0.0577350269189626,0.133333333333333,0.75
"316","Hoedjes","3","MA","MA28",0.493333333333333,0.0814452781524708,0.53,0.4,0.55,0.047022453265553,0.165091780038792,0.55
"317","Hoedjes","3","MU","MU11",0.596666666666667,0.0577350269189626,0.63,0.53,0.63,0.0333333333333333,0.0967626149479819,0.63
"318","Hoedjes","3","MU","MU12",0.83,0.0866025403784439,0.88,0.73,0.88,0.05,0.104340410094511,0.88
"319","Hoedjes","3","MU","MU13",0.81,0.0360555127546399,0.8,0.78,0.85,0.0208166599946613,0.0445129787094319,0.78
"320","Hoedjes","3","MU","MU14",0.71,0.101488915650922,0.73,0.6,0.8,0.0585946527708232,0.142942134719609,0.8
"321","Hoedjes","3","MU","MU15",0.843333333333333,0.0513160143944688,0.83,0.8,0.9,0.0296273147243853,0.0608490289262476,0.8
"322","Hoedjes","3","RE","RE13",0.743333333333333,0.0115470053837925,0.75,0.73,0.75,0.00666666666666667,0.015534087960259,0.75
"323","Hoedjes","3","RE","RE15",0.713333333333333,0.0577350269189626,0.68,0.68,0.78,0.0333333333333333,0.0809369536247139,0.68
"324","Hoedjes","3","RE","RE16",0.813333333333333,0.0577350269189626,0.78,0.78,0.88,0.0333333333333333,0.07098568883479,0.78
"325","Hoedjes","3","RE","RE17",0.493333333333333,0.0901849950564579,0.5,0.4,0.58,0.052068331172711,0.182807422411739,0.5
"326","Hoedjes","3","RE","RE18",0.626666666666667,0.0642910050732864,0.6,0.58,0.7,0.0371184290855335,0.102592029372265,0.7
"327","Hoedjes","3","UM","UM21",0.7,0.05,0.7,0.65,0.75,0.0288675134594813,0.0714285714285714,0.75
"328","Hoedjes","3","UM","UM23",0.72,0.0360555127546399,0.73,0.68,0.75,0.0208166599946613,0.0500771010481109,0.75
"329","Hoedjes","3","UM","UM25",0.786666666666667,0.0602771377334171,0.78,0.73,0.85,0.0348010216963685,0.076623480169598,0.78
"330","Hoedjes","3","UM","UM26",0.82,0.0964365076099296,0.78,0.75,0.93,0.0556776436283002,0.11760549708528,0.93
"331","Hoedjes","3","UM","UM29",0.813333333333333,0.115470053837925,0.88,0.68,0.88,0.0666666666666667,0.14197137766958,0.88
"332","Hoedjes","3","VA","VA44",0.793333333333333,0.0602771377334171,0.8,0.73,0.85,0.0348010216963685,0.0759795853782568,0.85
"333","Hoedjes","3","VA","VA46",0.676666666666667,0.0680685928555405,0.7,0.6,0.73,0.0392994204085053,0.100593979589469,0.7
"334","Hoedjes","3","VA","VA47",0.613333333333333,0.0577350269189626,0.58,0.58,0.68,0.0333333333333334,0.094133196063526,0.58
"335","Hoedjes","3","VA","VA48",0.66,0.0854400374531753,0.65,0.58,0.75,0.0493288286231625,0.129454602201781,0.75
"336","Hoedjes","3","VA","VA55",0.883333333333333,0.0577350269189626,0.85,0.85,0.95,0.0333333333333333,0.0653604078327878,0.85
"337","Hoedjes","3","YE","YE26",0.433333333333333,0.104083299973307,0.4,0.35,0.55,0.0600925212577332,0.240192230707631,0.55
"338","Hoedjes","3","YE","YE27",0.56,0.127671453348037,0.53,0.45,0.7,0.0737111479583199,0.227984738121495,0.45
"339","Hoedjes","3","YE","YE33",0.516666666666667,0.104083299973307,0.55,0.4,0.6,0.0600925212577332,0.201451548335432,0.4
"340","Hoedjes","3","YE","YE40",0.693333333333333,0.0929157324317757,0.65,0.63,0.8,0.0536449231314369,0.134013075622753,0.8
"341","Hoedjes","3","YE","YE41",0.593333333333333,0.0513160143944688,0.58,0.55,0.65,0.0296273147243853,0.0864876647097789,0.58
"342","Hoedjes","4","AK","AK16",0.97,0.0360555127546399,0.98,0.93,1,0.0208166599946613,0.0371706317058143,1
"343","Hoedjes","4","AK","AK17",0.72,0.0964365076099295,0.68,0.65,0.83,0.0556776436283002,0.13393959390268,0.83
"344","Hoedjes","4","AK","AK18",0.766666666666667,0.202072594216369,0.65,0.65,1,0.116666666666667,0.263572948977873,0.65
"345","Hoedjes","4","AK","AK20",0.76,0.0173205080756888,0.75,0.75,0.78,0.01,0.0227901422048537,0.75
"346","Hoedjes","4","AK","AK21",0.813333333333333,0.0288675134594812,0.83,0.78,0.83,0.0166666666666666,0.035492844417395,0.83
"347","Hoedjes","4","GI","GI13",0.526666666666667,0.0680685928555404,0.55,0.45,0.58,0.0392994204085053,0.12924416364976,0.55
"348","Hoedjes","4","GI","GI5",0.536666666666667,0.172143351115671,0.48,0.4,0.73,0.0993870101058372,0.320764008290071,0.4
"349","Hoedjes","4","KA","KA23",0.636666666666667,0.268576494379782,0.75,0.33,0.83,0.155062711328173,0.421847896931595,0.83
"350","Hoedjes","4","KA","KA24",0.583333333333333,0.0288675134594812,0.6,0.55,0.6,0.0166666666666666,0.0494871659305393,0.6
"351","Hoedjes","4","KA","KA25",0.71,0.0173205080756888,0.7,0.7,0.73,0.01,0.0243950817967448,0.7
"352","Hoedjes","4","KA","KA28",0.926666666666667,0.0680685928555405,0.95,0.85,0.98,0.0392994204085053,0.0734553160311588,0.95
"353","Hoedjes","4","KA","KA29",0.853333333333333,0.087368949480541,0.83,0.78,0.95,0.0504424865014052,0.102385487672509,0.78
"354","Hoedjes","4","MA","MA16",0.836666666666667,0.100664459136943,0.85,0.73,0.93,0.0581186525805423,0.120316086617861,0.85
"355","Hoedjes","4","MA","MA30",0.753333333333333,0.0750555349946513,0.75,0.68,0.83,0.0433333333333333,0.0996312411433425,0.83
"356","Hoedjes","4","MA","MA31",0.553333333333333,0.0642910050732864,0.58,0.48,0.6,0.0371184290855335,0.116188563385457,0.58
"357","Hoedjes","4","MA","MA32",0.76,0.06557438524302,0.75,0.7,0.83,0.0378593889720018,0.086282085846079,0.75
"358","Hoedjes","4","MA","MA33",0.603333333333333,0.0404145188432738,0.58,0.58,0.65,0.0233333333333334,0.0669853903479677,0.58
"359","Hoedjes","4","MU","MU16",0.886666666666667,0.0513160143944689,0.9,0.83,0.93,0.0296273147243853,0.0578752042042882,0.93
"360","Hoedjes","4","MU","MU17",0.67,0.0529150262212918,0.65,0.63,0.73,0.0305505046330389,0.0789776510765549,0.63
"361","Hoedjes","4","MU","MU18",0.793333333333333,0.0115470053837925,0.8,0.78,0.8,0.00666666666666667,0.0145550488030998,0.8
"362","Hoedjes","4","MU","MU19",0.703333333333333,0.0642910050732864,0.73,0.63,0.75,0.0371184290855335,0.0914090119525399,0.75
"363","Hoedjes","4","MU","MU20",0.57,0.0793725393319377,0.6,0.48,0.63,0.0458257569495584,0.1392500690034,0.6
"364","Hoedjes","4","UM","UM28",0.653333333333333,0.0680685928555405,0.63,0.6,0.73,0.0392994204085053,0.104186621717664,0.73
"365","Hoedjes","4","UM","UM6",0.73,0.13228756555323,0.78,0.58,0.83,0.0763762615825973,0.181215843223602,0.83
"366","Hoedjes","4","VA","VA26",0.833333333333333,0.104083299973307,0.8,0.75,0.95,0.0600925212577331,0.124899959967968,0.8
"367","Hoedjes","4","VA","VA57",0.636666666666667,0.0404145188432738,0.63,0.6,0.68,0.0233333333333334,0.0634783018480741,0.6
"368","Hoedjes","4","VA","VA66",0.686666666666667,0.0513160143944688,0.7,0.63,0.73,0.0296273147243853,0.0747320597977701,0.7
"369","Hoedjes","4","VA","VA67",0.336666666666667,0.0404145188432738,0.33,0.3,0.38,0.0233333333333333,0.120043125277051,0.38
"370","Hoedjes","4","VA","VA71",0.713333333333333,0.125830573921179,0.73,0.58,0.83,0.0726483157256779,0.176398000824083,0.73
"371","Hoedjes","4","YE","YE48",0.683333333333333,0.0577350269189626,0.65,0.65,0.75,0.0333333333333333,0.0844902832960428,0.65
"372","Hoedjes","4","YE","YE49",0.786666666666667,0.0513160143944688,0.8,0.73,0.83,0.0296273147243853,0.0652322216878841,0.73
"373","Hoedjes","4","YE","YE51",0.536666666666667,0.0814452781524708,0.5,0.48,0.63,0.047022453265553,0.151761387861747,0.48
"374","Hoedjes","4","YE","YE69",0.613333333333333,0.189296944860009,0.53,0.48,0.83,0.1092906420717,0.308636323141319,0.53
"375","Hoedjes","4","YE","YE80",0.493333333333333,0.0513160143944689,0.48,0.45,0.55,0.0296273147243853,0.104018948096896,0.48
"376","Schmidt","1","AK","AK1",0.913043478,NA,0.913043478,0.913043478,0.913043478,NA,NA,0.913043478
"377","Schmidt","1","AK","AK10",0.722222222,NA,0.722222222,0.722222222,0.722222222,NA,NA,0.722222222
"378","Schmidt","1","AK","AK11",0.575757576,NA,0.575757576,0.575757576,0.575757576,NA,NA,0.575757576
"379","Schmidt","1","AK","AK12",0.682926829,NA,0.682926829,0.682926829,0.682926829,NA,NA,0.682926829
"380","Schmidt","1","AK","AK13",0.341463415,NA,0.341463415,0.341463415,0.341463415,NA,NA,0.341463415
"381","Schmidt","1","AK","AK14",0.384615385,NA,0.384615385,0.384615385,0.384615385,NA,NA,0.384615385
"382","Schmidt","1","AK","AK15",0.681818182,NA,0.681818182,0.681818182,0.681818182,NA,NA,0.681818182
"383","Schmidt","1","AK","AK16",0.531914894,NA,0.531914894,0.531914894,0.531914894,NA,NA,0.531914894
"384","Schmidt","1","AK","AK17",0.545454546,NA,0.545454546,0.545454546,0.545454546,NA,NA,0.545454546
"385","Schmidt","1","AK","AK18",0.64,NA,0.64,0.64,0.64,NA,NA,0.64
"386","Schmidt","1","AK","AK2",0.789473684,NA,0.789473684,0.789473684,0.789473684,NA,NA,0.789473684
"387","Schmidt","1","AK","AK20",0.609756098,NA,0.609756098,0.609756098,0.609756098,NA,NA,0.609756098
"388","Schmidt","1","AK","AK21",0.75,NA,0.75,0.75,0.75,NA,NA,0.75
"389","Schmidt","1","AK","AK3",0.238095238,NA,0.238095238,0.238095238,0.238095238,NA,NA,0.238095238
"390","Schmidt","1","AK","AK4",0.838709677,NA,0.838709677,0.838709677,0.838709677,NA,NA,0.838709677
"391","Schmidt","1","AK","AK5",0.666666667,NA,0.666666667,0.666666667,0.666666667,NA,NA,0.666666667
"392","Schmidt","1","AK","AK6",0.852941177,NA,0.852941177,0.852941177,0.852941177,NA,NA,0.852941177
"393","Schmidt","1","AK","AK7",0.375,NA,0.375,0.375,0.375,NA,NA,0.375
"394","Schmidt","1","AK","AK8",0.75862069,NA,0.75862069,0.75862069,0.75862069,NA,NA,0.75862069
"395","Schmidt","1","AK","AK9",0.604651163,NA,0.604651163,0.604651163,0.604651163,NA,NA,0.604651163
"396","Schmidt","1","GI","GI1",0.6,NA,0.6,0.6,0.6,NA,NA,0.6
"397","Schmidt","1","GI","GI10",0.864864865,NA,0.864864865,0.864864865,0.864864865,NA,NA,0.864864865
"398","Schmidt","1","GI","GI11",0.780487805,NA,0.780487805,0.780487805,0.780487805,NA,NA,0.780487805
"399","Schmidt","1","GI","GI12",0.888888889,NA,0.888888889,0.888888889,0.888888889,NA,NA,0.888888889
"400","Schmidt","1","GI","GI13",1,NA,1,1,1,NA,NA,1
"401","Schmidt","1","GI","GI14",0.5,NA,0.5,0.5,0.5,NA,NA,0.5
"402","Schmidt","1","GI","GI15",0.666666667,NA,0.666666667,0.666666667,0.666666667,NA,NA,0.666666667
"403","Schmidt","1","GI","GI2",0.37037037,NA,0.37037037,0.37037037,0.37037037,NA,NA,0.37037037
"404","Schmidt","1","GI","GI3",0.1,NA,0.1,0.1,0.1,NA,NA,0.1
"405","Schmidt","1","GI","GI4",0,NA,0,0,0,NA,NA,0
"406","Schmidt","1","GI","GI5",0.5,NA,0.5,0.5,0.5,NA,NA,0.5
"407","Schmidt","1","GI","GI6",0,NA,0,0,0,NA,NA,0
"408","Schmidt","1","GI","GI7",0,NA,0,0,0,NA,NA,0
"409","Schmidt","1","GI","GI8",0.525,NA,0.525,0.525,0.525,NA,NA,0.525
"410","Schmidt","1","GI","GI9",0.423076923,NA,0.423076923,0.423076923,0.423076923,NA,NA,0.423076923
"411","Schmidt","1","KA","KA1",0.871794872,NA,0.871794872,0.871794872,0.871794872,NA,NA,0.871794872
"412","Schmidt","1","KA","KA10",0.878787879,NA,0.878787879,0.878787879,0.878787879,NA,NA,0.878787879
"413","Schmidt","1","KA","KA11",1,NA,1,1,1,NA,NA,1
"414","Schmidt","1","KA","KA13",0.764705882,NA,0.764705882,0.764705882,0.764705882,NA,NA,0.764705882
"415","Schmidt","1","KA","KA14",0.666666667,NA,0.666666667,0.666666667,0.666666667,NA,NA,0.666666667
"416","Schmidt","1","KA","KA15",0.875,NA,0.875,0.875,0.875,NA,NA,0.875
"417","Schmidt","1","KA","KA16",1,NA,1,1,1,NA,NA,1
"418","Schmidt","1","KA","KA17",1,NA,1,1,1,NA,NA,1
"419","Schmidt","1","KA","KA18",0.55,NA,0.55,0.55,0.55,NA,NA,0.55
"420","Schmidt","1","KA","KA2",0.541666667,NA,0.541666667,0.541666667,0.541666667,NA,NA,0.541666667
"421","Schmidt","1","KA","KA23",1,NA,1,1,1,NA,NA,1
"422","Schmidt","1","KA","KA24",0.428571429,NA,0.428571429,0.428571429,0.428571429,NA,NA,0.428571429
"423","Schmidt","1","KA","KA25",1,NA,1,1,1,NA,NA,1
"424","Schmidt","1","KA","KA28",0.95,NA,0.95,0.95,0.95,NA,NA,0.95
"425","Schmidt","1","KA","KA29",0.545454546,NA,0.545454546,0.545454546,0.545454546,NA,NA,0.545454546
"426","Schmidt","1","KA","KA3",0.5,NA,0.5,0.5,0.5,NA,NA,0.5
"427","Schmidt","1","KA","KA5",0.785714286,NA,0.785714286,0.785714286,0.785714286,NA,NA,0.785714286
"428","Schmidt","1","KA","KA6",0.444444444,NA,0.444444444,0.444444444,0.444444444,NA,NA,0.444444444
"429","Schmidt","1","KA","KA7",0.555555556,NA,0.555555556,0.555555556,0.555555556,NA,NA,0.555555556
"430","Schmidt","1","KA","KA9",0.848484849,NA,0.848484849,0.848484849,0.848484849,NA,NA,0.848484849
"431","Schmidt","1","MA","MA12",0.764705882,NA,0.764705882,0.764705882,0.764705882,NA,NA,0.764705882
"432","Schmidt","1","MA","MA13",0.833333333,NA,0.833333333,0.833333333,0.833333333,NA,NA,0.833333333
"433","Schmidt","1","MA","MA18",0.659574468,NA,0.659574468,0.659574468,0.659574468,NA,NA,0.659574468
"434","Schmidt","1","MA","MA19",0.43902439,NA,0.43902439,0.43902439,0.43902439,NA,NA,0.43902439
"435","Schmidt","1","MA","MA20",0.666666667,NA,0.666666667,0.666666667,0.666666667,NA,NA,0.666666667
