Model	Trait	Lab	Sex	Population	Line	Estimate	SE
lmer_pop	CSM	Vieira	F	RE	RE6	-0.178	0.093
lmer_pop	CSM	Vieira	F	RE	RE7	-0.013	0.093
lmer_pop	CSM	Vieira	F	RE	RE8	0.018	0.093
lmer_pop	CSM	Vieira	F	RE	RE9	-0.219	0.093
lmer_pop	CSM	Vieira	F	UM	UM13	0.01	0.093
lmer_pop	CSM	Vieira	F	UM	UM17	0.129	0.093
lmer_pop	CSM	Vieira	F	UM	UM18	-0.129	0.093
lmer_pop	CSM	Vieira	F	UM	UM2	0.015	0.092
lmer_pop	CSM	Vieira	F	UM	UM20	-0.397	0.093
lmer_pop	CSM	Vieira	F	UM	UM21	-0.235	0.093
lmer_pop	CSM	Vieira	F	UM	UM22	0.124	0.093
lmer_pop	CSM	Vieira	F	UM	UM23	0.083	0.093
lmer_pop	CSM	Vieira	F	UM	UM24	0.018	0.093
lmer_pop	CSM	Vieira	F	UM	UM25	-0.115	0.092
lmer_pop	CSM	Vieira	F	UM	UM26	0.139	0.093
lmer_pop	CSM	Vieira	F	UM	UM28	0.281	0.093
lmer_pop	CSM	Vieira	F	UM	UM29	-0.107	0.092
lmer_pop	CSM	Vieira	F	UM	UM4	-0.117	0.092
lmer_pop	CSM	Vieira	F	UM	UM5	-0.065	0.092
lmer_pop	CSM	Vieira	F	UM	UM6	0.196	0.092
lmer_pop	CSM	Vieira	F	UM	UM7	-0.291	0.092
lmer_pop	CSM	Vieira	F	UM	UM8	0.253	0.092
lmer_pop	CSM	Vieira	F	UM	UM9	0.209	0.093
lmer_pop	CSM	Vieira	F	VA	VA1	0.063	0.092
lmer_pop	CSM	Vieira	F	VA	VA11	0.068	0.092
lmer_pop	CSM	Vieira	F	VA	VA15	0.086	0.092
lmer_pop	CSM	Vieira	F	VA	VA18	0.144	0.092
lmer_pop	CSM	Vieira	F	VA	VA22	0.068	0.092
lmer_pop	CSM	Vieira	F	VA	VA26	-0.099	0.092
lmer_pop	CSM	Vieira	F	VA	VA30	-0.222	0.092
lmer_pop	CSM	Vieira	F	VA	VA34	-0.015	0.092
lmer_pop	CSM	Vieira	F	VA	VA35	0.088	0.093
lmer_pop	CSM	Vieira	F	VA	VA44	0.011	0.092
lmer_pop	CSM	Vieira	F	VA	VA46	-0.092	0.092
lmer_pop	CSM	Vieira	F	VA	VA47	0.145	0.093
lmer_pop	CSM	Vieira	F	VA	VA48	0.134	0.093
lmer_pop	CSM	Vieira	F	VA	VA55	-0.142	0.093
lmer_pop	CSM	Vieira	F	VA	VA57	0.028	0.093
lmer_pop	CSM	Vieira	F	VA	VA6	0.149	0.092
lmer_pop	CSM	Vieira	F	VA	VA66	-0.267	0.093
lmer_pop	CSM	Vieira	F	VA	VA67	0.134	0.093
lmer_pop	CSM	Vieira	F	VA	VA71	-0.225	0.093
lmer_pop	CSM	Vieira	F	VA	VA9	-0.054	0.092
lmer_pop	CSM	Vieira	F	YE	YE11	0.083	0.093
lmer_pop	CSM	Vieira	F	YE	YE13	0.153	0.092
lmer_pop	CSM	Vieira	F	YE	YE14	-0.41	0.092
lmer_pop	CSM	Vieira	F	YE	YE15	-0.022	0.092
lmer_pop	CSM	Vieira	F	YE	YE19	0.067	0.092
lmer_pop	CSM	Vieira	F	YE	YE20	0.122	0.092
lmer_pop	CSM	Vieira	F	YE	YE21	0.096	0.092
lmer_pop	CSM	Vieira	F	YE	YE22	0.096	0.092
lmer_pop	CSM	Vieira	F	YE	YE23	-0.092	0.092
lmer_pop	CSM	Vieira	F	YE	YE24	-0.22	0.092
lmer_pop	CSM	Vieira	F	YE	YE26	-0.015	0.092
lmer_pop	CSM	Vieira	F	YE	YE27	-0.051	0.092
lmer_pop	CSM	Vieira	F	YE	YE33	0.086	0.092
lmer_pop	CSM	Vieira	F	YE	YE40	-0.179	0.092
lmer_pop	CSM	Vieira	F	YE	YE41	0.142	0.093
lmer_pop	CSM	Vieira	F	YE	YE48	-0.141	0.093
lmer_pop	CSM	Vieira	F	YE	YE49	0.199	0.093
lmer_pop	CSM	Vieira	F	YE	YE51	0.005	0.093
lmer_pop	CSM	Vieira	F	YE	YE69	0.118	0.093
lmer_pop	CSM	Vieira	F	YE	YE80	-0.039	0.093
lmer_pop	CSM	Gonzalez	M	AK	AK1	-0.06	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK10	-0.065	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK11	-0.024	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK12	0.088	0.084
lmer_pop	CSM	Gonzalez	M	AK	AK13	0.114	0.091
lmer_pop	CSM	Gonzalez	M	AK	AK14	0.117	0.084
lmer_pop	CSM	Gonzalez	M	AK	AK15	0.04	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK16	-0.106	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK17	0.122	0.071
lmer_pop	CSM	Gonzalez	M	AK	AK18	0.067	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK2	-0.228	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK20	0.109	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK21	0.161	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK3	-0.033	0.092
lmer_pop	CSM	Gonzalez	M	AK	AK4	0.175	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK5	-0.081	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK6	-0.225	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK7	-0.043	0.084
lmer_pop	CSM	Gonzalez	M	AK	AK8	-0.166	0.1
lmer_pop	CSM	Gonzalez	M	AK	AK9	0.039	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI1	0.053	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI10	-0.209	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI11	0.179	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI12	0.227	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI13	0	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI14	-0.044	0.091
lmer_pop	CSM	Gonzalez	M	GI	GI15	0.045	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI2	-0.098	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI3	-0.102	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI4	0.162	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI5	0.057	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI6	-0.029	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI7	-0.077	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI8	-0.203	0.1
lmer_pop	CSM	Gonzalez	M	GI	GI9	0.037	0.1
lmer_pop	CSM	Gonzalez	M	KA	KA1	0.168	0.085
lmer_pop	CSM	Gonzalez	M	KA	KA10	-0.364	0.1
lmer_pop	CSM	Gonzalez	M	KA	KA11	0.151	0.1
lmer_pop	CSM	Gonzalez	M	KA	KA13	0.108	0.084
lmer_pop	CSM	Gonzalez	M	KA	KA14	0.08	0.1
lmer_pop	CSM	Gonzalez	M	KA	KA15	-0.089	0.1
lmer_pop	CSM	Gonzalez	M	KA	KA16	-0.164	0.1
lmer_pop	CSM	Gonzalez	M	KA	KA17	-0.167	0.084
lmer_pop	CSM	Gonzalez	M	KA	KA18	0.207	0.1
lmer_pop	CSM	Gonzalez	M	KA	KA2	-0.149	0.1
lmer_pop	CSM	Gonzalez	M	KA	KA3	0.034	0.084
lmer_pop	CSM	Gonzalez	M	KA	KA5	0.062	0.1
lmer_pop	CSM	Gonzalez	M	KA	KA6	0.113	0.1
lmer_pop	CSM	Gonzalez	M	KA	KA7	-0.001	0.084
lmer_pop	CSM	Gonzalez	M	KA	KA9	0.012	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA12	0.115	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA13	0.134	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA16	0.055	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA18	-0.012	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA19	-0.023	0.091
lmer_pop	CSM	Gonzalez	M	MA	MA20	-0.15	0.102
lmer_pop	CSM	Gonzalez	M	MA	MA21	0.074	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA23	-0.131	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA26	-0.082	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA27	0.097	0.084
lmer_pop	CSM	Gonzalez	M	MA	MA28	0.087	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA3	-0.131	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA30	0.071	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA31	-0.02	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA32	-0.085	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA33	0.106	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA5	-0.131	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA6	0.042	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA7	0.112	0.1
lmer_pop	CSM	Gonzalez	M	MA	MA9	-0.128	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU1	-0.202	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU10	0.043	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU11	-0.021	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU12	0.071	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU13	-0.104	0.112
lmer_pop	CSM	Gonzalez	M	MU	MU14	-0.132	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU15	-0.046	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU16	-0.034	0.092
lmer_pop	CSM	Gonzalez	M	MU	MU17	-0.036	0.091
lmer_pop	CSM	Gonzalez	M	MU	MU18	0.1	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU19	-0.076	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU2	0.065	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU20	0.267	0.084
lmer_pop	CSM	Gonzalez	M	MU	MU3	0.168	0.112
lmer_pop	CSM	Gonzalez	M	MU	MU4	0.117	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU5	0.057	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU6	0.087	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU7	-0.124	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU8	0.022	0.1
lmer_pop	CSM	Gonzalez	M	MU	MU9	-0.225	0.092
lmer_pop	CSM	Gonzalez	M	RE	RE1	0.026	0.093
lmer_pop	CSM	Gonzalez	M	RE	RE10	0.078	0.084
lmer_pop	CSM	Gonzalez	M	RE	RE11	0.067	0.1
lmer_pop	CSM	Gonzalez	M	RE	RE12	0.032	0.1
lmer_pop	CSM	Gonzalez	M	RE	RE13	-0.038	0.1
lmer_pop	CSM	Gonzalez	M	RE	RE15	0.09	0.1
lmer_pop	CSM	Gonzalez	M	RE	RE16	-0.065	0.1
lmer_pop	CSM	Gonzalez	M	RE	RE17	-0.211	0.1
lmer_pop	CSM	Gonzalez	M	RE	RE18	0.162	0.1
lmer_pop	CSM	Gonzalez	M	RE	RE2	-0.042	0.1
lmer_pop	CSM	Gonzalez	M	RE	RE3	0.184	0.1
lmer_pop	CSM	Gonzalez	M	RE	RE4	-0.05	0.101
lmer_pop	CSM	Gonzalez	M	RE	RE5	-0.008	0.084
lmer_pop	CSM	Gonzalez	M	RE	RE6	0.021	0.1
lmer_pop	CSM	Gonzalez	M	RE	RE7	-0.065	0.084
lmer_pop	CSM	Gonzalez	M	RE	RE8	-0.18	0.093
lmer_pop	CSM	Gonzalez	M	UM	UM13	0.195	0.071
lmer_pop	CSM	Gonzalez	M	UM	UM17	0.096	0.1
lmer_pop	CSM	Gonzalez	M	UM	UM18	-0.287	0.1
lmer_pop	CSM	Gonzalez	M	UM	UM2	-0.053	0.112
lmer_pop	CSM	Gonzalez	M	UM	UM20	-0.068	0.1
lmer_pop	CSM	Gonzalez	M	UM	UM21	-0.063	0.1
lmer_pop	CSM	Gonzalez	M	UM	UM22	-0.005	0.1
lmer_pop	CSM	Gonzalez	M	UM	UM23	0.19	0.1
lmer_pop	CSM	Gonzalez	M	UM	UM26	-0.029	0.1
lmer_pop	CSM	Gonzalez	M	UM	UM29	0.129	0.084
lmer_pop	CSM	Gonzalez	M	UM	UM4	0.142	0.1
lmer_pop	CSM	Gonzalez	M	UM	UM5	0.056	0.1
lmer_pop	CSM	Gonzalez	M	UM	UM7	-0.14	0.1
lmer_pop	CSM	Gonzalez	M	UM	UM9	-0.163	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA1	-0.023	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA11	-0.06	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA15	0.005	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA18	0.095	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA22	-0.069	0.084
lmer_pop	CSM	Gonzalez	M	VA	VA26	-0.051	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA30	-0.122	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA34	0.012	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA35	-0.016	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA44	-0.046	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA46	-0.169	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA47	0.333	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA48	0.308	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA55	0.036	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA57	0.011	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA6	-0.037	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA66	-0.17	0.071
lmer_pop	CSM	Gonzalez	M	VA	VA67	0.09	0.084
lmer_pop	CSM	Gonzalez	M	VA	VA71	0.055	0.1
lmer_pop	CSM	Gonzalez	M	VA	VA9	-0.181	0.1
lmer_pop	CSM	Gonzalez	M	YE	YE11	0.023	0.102
lmer_pop	CSM	Gonzalez	M	YE	YE13	-0.066	0.1
lmer_pop	CSM	Gonzalez	M	YE	YE14	-0.135	0.1
lmer_pop	CSM	Gonzalez	M	YE	YE15	0.154	0.084
lmer_pop	CSM	Gonzalez	M	YE	YE19	0.144	0.1
lmer_pop	CSM	Gonzalez	M	YE	YE20	-0.034	0.091
lmer_pop	CSM	Gonzalez	M	YE	YE21	-0.16	0.084
lmer_pop	CSM	Gonzalez	M	YE	YE22	0.065	0.101
lmer_pop	CSM	Gonzalez	M	YE	YE23	0.171	0.084
lmer_pop	CSM	Gonzalez	M	YE	YE24	-0.163	0.1
lmer_pop	CSM	Gonzalez	M	YE	YE26	0.02	0.1
lmer_pop	CSM	Gonzalez	M	YE	YE27	-0.089	0.084
lmer_pop	CSM	Gonzalez	M	YE	YE33	-0.006	0.1
lmer_pop	CSM	Gonzalez	M	YE	YE40	0.161	0.1
lmer_pop	CSM	Gonzalez	M	YE	YE41	0.148	0.091
lmer_pop	CSM	Gonzalez	M	YE	YE48	-0.009	0.1
lmer_pop	CSM	Gonzalez	M	YE	YE49	-0.03	0.1
lmer_pop	CSM	Gonzalez	M	YE	YE51	0.026	0.091
lmer_pop	CSM	Gonzalez	M	YE	YE69	0.126	0.1
lmer_pop	CSM	Gonzalez	M	YE	YE80	-0.345	0.1
lmer_pop	CSM	Kozeretska	M	AK	AK1	-0.005	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK10	-0.004	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK11	0.029	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK12	-0.003	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK13	0.02	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK14	0.006	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK15	0.009	0.072
lmer_pop	CSM	Kozeretska	M	AK	AK16	-0.005	0.069
lmer_pop	CSM	Kozeretska	M	AK	AK17	0.002	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK2	0.021	0.072
lmer_pop	CSM	Kozeretska	M	AK	AK20	-0.022	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK21	0.001	0.072
lmer_pop	CSM	Kozeretska	M	AK	AK3	-0.025	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK4	-0.013	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK5	-0.005	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK6	0.021	0.072
lmer_pop	CSM	Kozeretska	M	AK	AK7	-0.026	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK8	0.001	0.071
lmer_pop	CSM	Kozeretska	M	AK	AK9	-0.003	0.072
lmer_pop	CSM	Kozeretska	M	GI	GI1	-0.016	0.071
lmer_pop	CSM	Kozeretska	M	GI	GI11	0.009	0.071
lmer_pop	CSM	Kozeretska	M	GI	GI14	0.007	0.071
lmer_pop	CSM	Kozeretska	M	GI	GI15	0.001	0.072
lmer_pop	CSM	Kozeretska	M	GI	GI2	0.023	0.071
lmer_pop	CSM	Kozeretska	M	GI	GI3	0.019	0.071
lmer_pop	CSM	Kozeretska	M	GI	GI6	-0.014	0.071
lmer_pop	CSM	Kozeretska	M	GI	GI8	-0.018	0.071
lmer_pop	CSM	Kozeretska	M	GI	GI9	-0.011	0.072
lmer_pop	CSM	Kozeretska	M	KA	KA1	0.002	0.071
lmer_pop	CSM	Kozeretska	M	KA	KA10	-0.002	0.071
lmer_pop	CSM	Kozeretska	M	KA	KA13	0.004	0.071
lmer_pop	CSM	Kozeretska	M	KA	KA14	-0.012	0.071
lmer_pop	CSM	Kozeretska	M	KA	KA15	0.016	0.071
lmer_pop	CSM	Kozeretska	M	KA	KA16	-0.039	0.071
lmer_pop	CSM	Kozeretska	M	KA	KA17	-0.008	0.071
lmer_pop	CSM	Kozeretska	M	KA	KA18	0.017	0.072
lmer_pop	CSM	Kozeretska	M	KA	KA2	-0.013	0.071
lmer_pop	CSM	Kozeretska	M	KA	KA3	-0.012	0.071
lmer_pop	CSM	Kozeretska	M	KA	KA5	0.021	0.071
lmer_pop	CSM	Kozeretska	M	KA	KA7	0.026	0.071
lmer_pop	CSM	Kozeretska	M	MA	MA13	0.003	0.072
lmer_pop	CSM	Kozeretska	M	MA	MA16	-0.035	0.071
lmer_pop	CSM	Kozeretska	M	MA	MA18	-0.011	0.071
lmer_pop	CSM	Kozeretska	M	MA	MA19	0.018	0.071
lmer_pop	CSM	Kozeretska	M	MA	MA20	0.012	0.071
lmer_pop	CSM	Kozeretska	M	MA	MA21	-0.004	0.071
lmer_pop	CSM	Kozeretska	M	MA	MA27	-0.021	0.071
lmer_pop	CSM	Kozeretska	M	MA	MA28	0.003	0.072
lmer_pop	CSM	Kozeretska	M	MA	MA3	0.009	0.071
lmer_pop	CSM	Kozeretska	M	MA	MA30	-0.01	0.071
lmer_pop	CSM	Kozeretska	M	MA	MA31	0.016	0.069
lmer_pop	CSM	Kozeretska	M	MA	MA32	-0.025	0.071
lmer_pop	CSM	Kozeretska	M	MA	MA33	0.008	0.072
lmer_pop	CSM	Kozeretska	M	MA	MA5	-0.007	0.072
lmer_pop	CSM	Kozeretska	M	MA	MA6	0.005	0.072
lmer_pop	CSM	Kozeretska	M	MA	MA7	0.022	0.071
lmer_pop	CSM	Kozeretska	M	MA	MA9	0.016	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU1	0	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU11	0	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU12	0.03	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU13	0.02	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU14	-0.025	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU15	-0.022	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU16	0.014	0.072
lmer_pop	CSM	Kozeretska	M	MU	MU17	0.014	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU18	-0.053	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU2	0.008	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU20	-0.012	0.072
lmer_pop	CSM	Kozeretska	M	MU	MU3	0.003	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU5	0.011	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU6	-0.021	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU7	0.009	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU8	0.01	0.071
lmer_pop	CSM	Kozeretska	M	MU	MU9	0.014	0.071
lmer_pop	CSM	Kozeretska	M	RE	RE1	-0.014	0.071
lmer_pop	CSM	Kozeretska	M	RE	RE10	-0.018	0.071
lmer_pop	CSM	Kozeretska	M	RE	RE11	-0.01	0.071
lmer_pop	CSM	Kozeretska	M	RE	RE12	-0.004	0.071
lmer_pop	CSM	Kozeretska	M	RE	RE13	0.015	0.072
lmer_pop	CSM	Kozeretska	M	RE	RE15	-0.005	0.071
lmer_pop	CSM	Kozeretska	M	RE	RE16	0.007	0.071
lmer_pop	CSM	Kozeretska	M	RE	RE17	0.005	0.071
lmer_pop	CSM	Kozeretska	M	RE	RE2	-0.001	0.069
lmer_pop	CSM	Kozeretska	M	RE	RE3	0.012	0.069
lmer_pop	CSM	Kozeretska	M	RE	RE6	0.014	0.071
lmer_pop	CSM	Kozeretska	M	RE	RE7	-0.001	0.072
lmer_pop	CSM	Kozeretska	M	UM	UM13	-0.004	0.071
lmer_pop	CSM	Kozeretska	M	UM	UM18	0.006	0.071
lmer_pop	CSM	Kozeretska	M	UM	UM2	-0.029	0.071
lmer_pop	CSM	Kozeretska	M	UM	UM20	-0.01	0.071
lmer_pop	CSM	Kozeretska	M	UM	UM21	0.029	0.071
lmer_pop	CSM	Kozeretska	M	UM	UM23	-0.027	0.071
lmer_pop	CSM	Kozeretska	M	UM	UM29	0.021	0.071
lmer_pop	CSM	Kozeretska	M	UM	UM4	-0.013	0.071
lmer_pop	CSM	Kozeretska	M	UM	UM5	0.036	0.071
lmer_pop	CSM	Kozeretska	M	UM	UM7	-0.012	0.069
lmer_pop	CSM	Kozeretska	M	UM	UM9	0.002	0.072
lmer_pop	CSM	Kozeretska	M	VA	VA1	-0.02	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA11	0.047	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA15	-0.014	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA18	-0.014	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA22	0.003	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA26	0.047	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA30	-0.021	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA34	-0.045	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA35	-0.011	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA44	0.001	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA46	0.004	0.069
lmer_pop	CSM	Kozeretska	M	VA	VA48	0.033	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA55	-0.008	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA57	0.008	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA6	0.022	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA66	-0.051	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA67	0.024	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA71	0.008	0.071
lmer_pop	CSM	Kozeretska	M	VA	VA9	-0.013	0.071
lmer_pop	CSM	Kozeretska	M	YE	YE13	0.018	0.071
lmer_pop	CSM	Kozeretska	M	YE	YE14	-0.01	0.071
lmer_pop	CSM	Kozeretska	M	YE	YE19	0.023	0.071
lmer_pop	CSM	Kozeretska	M	YE	YE20	-0.001	0.072
lmer_pop	CSM	Kozeretska	M	YE	YE21	0.01	0.072
lmer_pop	CSM	Kozeretska	M	YE	YE22	-0.004	0.071
lmer_pop	CSM	Kozeretska	M	YE	YE26	-0.003	0.072
lmer_pop	CSM	Kozeretska	M	YE	YE27	-0.039	0.071
lmer_pop	CSM	Kozeretska	M	YE	YE33	-0.017	0.071
lmer_pop	CSM	Kozeretska	M	YE	YE40	0.029	0.071
lmer_pop	CSM	Kozeretska	M	YE	YE48	-0.011	0.071
lmer_pop	CSM	Kozeretska	M	YE	YE49	-0.022	0.071
lmer_pop	CSM	Kozeretska	M	YE	YE51	0.019	0.072
lmer_pop	CSM	Kozeretska	M	YE	YE80	0.008	0.071
lmer_pop	CSM	Vieira	M	AK	AK1	0.085	0.115
lmer_pop	CSM	Vieira	M	AK	AK10	0.141	0.118
lmer_pop	CSM	Vieira	M	AK	AK11	0.022	0.118
lmer_pop	CSM	Vieira	M	AK	AK12	-0.029	0.118
lmer_pop	CSM	Vieira	M	AK	AK13	-0.103	0.118
lmer_pop	CSM	Vieira	M	AK	AK14	0.311	0.113
lmer_pop	CSM	Vieira	M	AK	AK15	-0.084	0.113
lmer_pop	CSM	Vieira	M	AK	AK16	-0.297	0.119
lmer_pop	CSM	Vieira	M	AK	AK17	0.178	0.119
lmer_pop	CSM	Vieira	M	AK	AK18	-0.132	0.113
lmer_pop	CSM	Vieira	M	AK	AK19	0.169	0.113
lmer_pop	CSM	Vieira	M	AK	AK2	0.01	0.112
lmer_pop	CSM	Vieira	M	AK	AK20	0.128	0.118
lmer_pop	CSM	Vieira	M	AK	AK3	0.014	0.112
lmer_pop	CSM	Vieira	M	AK	AK4	-0.247	0.119
lmer_pop	CSM	Vieira	M	AK	AK5	0.03	0.115
lmer_pop	CSM	Vieira	M	AK	AK6	0.045	0.118
lmer_pop	CSM	Vieira	M	AK	AK7	-0.04	0.115
lmer_pop	CSM	Vieira	M	AK	AK8	0.217	0.115
lmer_pop	CSM	Vieira	M	AK	AK9	-0.419	0.112
lmer_pop	CSM	Vieira	M	GI	GI1	0.161	0.119
lmer_pop	CSM	Vieira	M	GI	GI10	-0.235	0.118
lmer_pop	CSM	Vieira	M	GI	GI11	-0.418	0.119
lmer_pop	CSM	Vieira	M	GI	GI12	0.202	0.118
lmer_pop	CSM	Vieira	M	GI	GI13	-0.145	0.118
lmer_pop	CSM	Vieira	M	GI	GI15	0.315	0.119
lmer_pop	CSM	Vieira	M	GI	GI2	0.383	0.112
lmer_pop	CSM	Vieira	M	GI	GI3	0.198	0.112
lmer_pop	CSM	Vieira	M	GI	GI4	-0.256	0.115
lmer_pop	CSM	Vieira	M	GI	GI5	-0.207	0.118
lmer_pop	CSM	Vieira	M	GI	GI7	-0.446	0.112
lmer_pop	CSM	Vieira	M	GI	GI8	0.249	0.118
lmer_pop	CSM	Vieira	M	GI	GI9	0.199	0.118
lmer_pop	CSM	Vieira	M	KA	KA1	0.207	0.113
lmer_pop	CSM	Vieira	M	KA	KA10	-0.235	0.116
lmer_pop	CSM	Vieira	M	KA	KA11	-0.134	0.119
lmer_pop	CSM	Vieira	M	KA	KA13	0.185	0.119
lmer_pop	CSM	Vieira	M	KA	KA14	0.167	0.119
lmer_pop	CSM	Vieira	M	KA	KA15	0.302	0.121
lmer_pop	CSM	Vieira	M	KA	KA16	-0.269	0.121
lmer_pop	CSM	Vieira	M	KA	KA17	-0.195	0.115
lmer_pop	CSM	Vieira	M	KA	KA18	0.157	0.115
lmer_pop	CSM	Vieira	M	KA	KA2	-0.523	0.113
lmer_pop	CSM	Vieira	M	KA	KA23	0.117	0.115
lmer_pop	CSM	Vieira	M	KA	KA24	0.131	0.115
lmer_pop	CSM	Vieira	M	KA	KA25	-0.089	0.115
lmer_pop	CSM	Vieira	M	KA	KA28	0.306	0.115
