Model	Trait	Sex	Population	Line	Coef_Gonzalez	Coef_Kozeretska	Coef_Vieira	SE_Gonzalez	SE_Kozeretska	SE_Vieira
lmer_pop	CSM	F	GI	GI13	1.26116680537529	NA	1.21991982579104	0.10453833015115	NA	0.11073226484371
lmer_pop	CSM	F	GI	GI14	1.25616680537529	0.83901651924379	NA	0.0988598122130062	0.216318289021081	NA
lmer_pop	CSM	F	GI	GI15	1.33516680537529	0.84501651924379	1.46691982579104	0.105362528779405	0.22500800466874	0.11073226484371
lmer_pop	CSM	F	GI	GI2	1.28116680537529	0.88401651924379	1.37591982579104	0.105362528779405	0.216318289021081	0.109893741757288
lmer_pop	CSM	F	GI	GI3	1.01016680537529	0.88701651924379	1.26091982579104	0.10453833015115	0.216318289021081	0.109893741757288
lmer_pop	CSM	F	GI	GI4	1.04316680537529	NA	1.22591982579104	0.10453833015115	NA	0.11073226484371
lmer_pop	CSM	F	GI	GI5	1.32116680537529	NA	1.26391982579104	0.105362528779405	NA	0.11073226484371
lmer_pop	CSM	F	GI	GI6	0.815166805375293	0.80301651924379	NA	0.10453833015115	0.216318289021081	NA
lmer_pop	CSM	F	GI	GI7	1.04216680537529	NA	1.02291982579104	0.10453833015115	NA	0.109893741757288
lmer_pop	CSM	F	GI	GI8	1.12516680537529	0.72801651924379	1.18791982579104	0.10453833015115	0.216971431679399	0.11073226484371
lmer_pop	CSM	F	GI	GI9	1.21816680537529	0.72901651924379	1.36791982579104	0.105362528779405	0.22500800466874	0.11073226484371
lmer_pop	CSM	F	KA	KA1	1.28115564411019	0.80990202665576	1.36685714968529	0.0935107680045005	0.208323133209819	0.104720321962426
lmer_pop	CSM	F	KA	KA10	0.979155644110193	0.81790202665576	1.19385714968529	0.103977226991258	0.208323133209819	0.105599932916239
lmer_pop	CSM	F	KA	KA11	1.22215564411019	NA	1.43785714968529	0.104805838257186	NA	0.105599932916239
lmer_pop	CSM	F	KA	KA13	1.13115564411019	0.79490202665576	1.49985714968529	0.0927322151832443	0.208323133209819	0.105599932916239
lmer_pop	CSM	F	KA	KA14	1.39615564411019	0.63590202665576	1.24385714968529	0.103977226991258	0.208323133209819	0.105599932916239
lmer_pop	CSM	F	KA	KA15	1.23315564411019	0.76490202665576	1.16785714968529	0.103977226991258	0.209001262748233	0.106481668994781
lmer_pop	CSM	F	KA	KA16	1.07515564411019	0.65890202665576	1.33885714968529	0.103977226991258	0.208323133209819	0.106481668994781
lmer_pop	CSM	F	KA	KA17	1.25715564411019	0.61090202665576	1.25485714968529	0.0927322151832443	0.208323133209819	0.105599932916239
lmer_pop	CSM	F	KA	KA18	1.30315564411019	0.88490202665576	1.28285714968529	0.103977226991258	0.21733275830016	0.105599932916239
lmer_pop	CSM	F	KA	KA2	1.11815564411019	0.67290202665576	1.36585714968529	0.103977226991258	0.209001262748233	0.104720321962426
lmer_pop	CSM	F	KA	KA3	1.32515564411019	0.65690202665576	1.50985714968529	0.0927322151832443	0.209001262748233	0.104720321962426
lmer_pop	CSM	F	KA	KA5	1.25915564411019	0.81590202665576	1.18185714968529	0.104805838257186	0.209001262748233	0.104720321962426
lmer_pop	CSM	F	KA	KA6	1.19015564411019	NA	1.00585714968529	0.104805838257186	NA	0.105599932916239
lmer_pop	CSM	F	KA	KA7	1.39515564411019	0.88490202665576	1.51685714968529	0.0927322151832443	0.208323133209819	0.105599932916239
lmer_pop	CSM	F	KA	KA9	1.36115564411019	NA	1.40085714968529	0.104805838257186	NA	0.105599932916239
lmer_pop	CSM	F	MA	MA12	1.37706678307624	NA	1.35847586591868	0.102465836699293	NA	0.105891652483489
lmer_pop	CSM	F	MA	MA13	1.07406678307624	0.739953972884209	1.42147586591868	0.101618146462559	0.213992796755598	0.105891652483489
lmer_pop	CSM	F	MA	MA16	1.38706678307624	0.619953972884209	1.36347586591868	0.101618146462559	0.204836317735119	0.105891652483489
lmer_pop	CSM	F	MA	MA18	1.33706678307624	0.772953972884209	1.28147586591868	0.102465836699293	0.204836317735119	0.105891652483489
lmer_pop	CSM	F	MA	MA19	1.38006678307624	0.816953972884209	1.21947586591868	0.0957666314040866	0.205525952286524	0.105891652483489
lmer_pop	CSM	F	MA	MA20	1.14706678307624	0.870953972884209	1.36647586591868	0.103316250853804	0.204836317735119	0.105891652483489
lmer_pop	CSM	F	MA	MA21	1.40006678307624	0.714953972884209	1.34247586591868	0.102465836699293	0.204836317735119	0.105891652483489
lmer_pop	CSM	F	MA	MA23	1.24206678307624	NA	1.42347586591868	0.102465836699293	NA	0.105891652483489
lmer_pop	CSM	F	MA	MA26	1.06106678307624	NA	1.14547586591868	0.102465836699293	NA	0.105891652483489
lmer_pop	CSM	F	MA	MA27	1.27806678307624	0.675953972884209	1.24247586591868	0.0900791190592259	0.204836317735119	0.105891652483489
lmer_pop	CSM	F	MA	MA28	1.28206678307624	0.798953972884209	1.36347586591868	0.101618146462559	0.213992796755598	0.105891652483489
lmer_pop	CSM	F	MA	MA3	1.23406678307624	0.882953972884209	1.17847586591868	0.101618146462559	0.205525952286524	0.105891652483489
lmer_pop	CSM	F	MA	MA30	1.39806678307624	0.619953972884209	1.46647586591868	0.102465836699293	0.204836317735119	0.105891652483489
lmer_pop	CSM	F	MA	MA31	1.20706678307624	0.824953972884209	1.41047586591868	0.102465836699293	0.198085630633023	0.105891652483489
lmer_pop	CSM	F	MA	MA32	1.19506678307624	0.701953972884209	1.46647586591868	0.102465836699293	0.204836317735119	0.105891652483489
lmer_pop	CSM	F	MA	MA33	1.17706678307624	0.839953972884209	1.15147586591868	0.101618146462559	0.213992796755598	0.105891652483489
lmer_pop	CSM	F	MA	MA5	1.06206678307624	0.681953972884209	0.75347586591868	0.102465836699293	0.213992796755598	0.105891652483489
lmer_pop	CSM	F	MA	MA6	1.19506678307624	0.739953972884209	1.15047586591868	0.102465836699293	0.213992796755598	0.105891652483489
lmer_pop	CSM	F	MA	MA7	1.18606678307624	0.865953972884209	1.05847586591868	0.101618146462559	0.204836317735119	0.106770979510746
lmer_pop	CSM	F	MA	MA9	1.10406678307624	0.783953972884209	1.16547586591868	0.101618146462559	0.204836317735119	0.106770979510746
lmer_pop	CSM	F	MU	MU1	1.22362321383996	0.835873035142654	1.26353868651928	0.102618136400566	0.204761567271595	0.105900620749152
lmer_pop	CSM	F	MU	MU10	1.29262321383996	NA	1.12553868651928	0.101771714726269	NA	0.105900620749152
lmer_pop	CSM	F	MU	MU11	1.47562321383996	0.738873035142654	1.29153868651928	0.101771714726269	0.204069349564112	0.105023528197522
lmer_pop	CSM	F	MU	MU12	1.21662321383996	0.834873035142654	1.27453868651928	0.101771714726269	0.204069349564112	0.105023528197522
lmer_pop	CSM	F	MU	MU13	1.15462321383996	0.841873035142654	1.23153868651928	0.112095860397809	0.204761567271595	0.105023528197522
lmer_pop	CSM	F	MU	MU14	1.35262321383996	0.626873035142654	0.976538686519284	0.101771714726269	0.204069349564112	0.105023528197522
lmer_pop	CSM	F	MU	MU15	1.34662321383996	0.683873035142654	1.42953868651928	0.102618136400566	0.204069349564112	0.105023528197522
lmer_pop	CSM	F	MU	MU16	1.18862321383996	0.905873035142654	1.26653868651928	0.0959295674874289	0.213258761675857	0.105900620749152
lmer_pop	CSM	F	MU	MU17	1.43762321383996	1.09587303514265	1.43153868651928	0.0959295674874289	0.204069349564112	0.105023528197522
lmer_pop	CSM	F	MU	MU18	1.29262321383996	0.665873035142654	1.14753868651928	0.101771714726269	0.204069349564112	0.105023528197522
lmer_pop	CSM	F	MU	MU19	1.29962321383996	NA	1.24653868651928	0.101771714726269	NA	0.105023528197522
lmer_pop	CSM	F	MU	MU2	1.05862321383996	0.776873035142654	1.19253868651928	0.102618136400566	0.204069349564112	0.105900620749152
lmer_pop	CSM	F	MU	MU20	1.37562321383996	0.905873035142654	1.35953868651928	0.0902523236173185	0.213258761675857	0.105023528197522
lmer_pop	CSM	F	MU	MU3	1.48462321383996	0.835873035142654	1.42553868651928	0.112095860397809	0.204069349564112	0.105900620749152
lmer_pop	CSM	F	MU	MU4	1.15362321383996	NA	1.13953868651928	0.102618136400566	NA	0.105023528197522
lmer_pop	CSM	F	MU	MU5	1.22762321383996	0.663873035142654	1.48253868651928	0.102618136400566	0.204069349564112	0.105900620749152
lmer_pop	CSM	F	MU	MU6	1.37562321383996	0.843873035142654	1.41953868651928	0.102618136400566	0.204069349564112	0.105900620749152
lmer_pop	CSM	F	MU	MU7	1.35062321383996	0.843873035142654	1.36553868651928	0.101771714726269	0.204069349564112	0.105023528197522
lmer_pop	CSM	F	MU	MU8	1.45062321383996	0.831873035142654	1.30853868651928	0.101771714726269	0.204069349564112	0.105023528197522
lmer_pop	CSM	F	MU	MU9	0.99162321383996	0.903873035142654	1.09053868651928	0.0959295674874289	0.204069349564112	0.105023528197522
lmer_pop	CSM	F	RE	RE1	1.23406979960417	0.776673352002745	NA	0.0982658288522019	0.208270568831203	NA
lmer_pop	CSM	F	RE	RE10	1.29006979960417	0.601673352002745	1.22004804257026	0.0918704148244158	0.208270568831203	0.108441728734222
lmer_pop	CSM	F	RE	RE11	1.23206979960417	0.759673352002745	1.24304804257026	0.103209365466561	0.208270568831203	0.108441728734222
lmer_pop	CSM	F	RE	RE12	1.20506979960417	0.834673352002745	1.33304804257026	0.104044092191773	0.208948868963852	0.109291392757465
lmer_pop	CSM	F	RE	RE13	1.27606979960417	0.735673352002745	1.41504804257026	0.103209365466561	0.217282373517211	0.108441728734222
lmer_pop	CSM	F	RE	RE15	1.32906979960417	0.757673352002745	1.41604804257026	0.104044092191773	0.208948868963852	0.108441728734222
lmer_pop	CSM	F	RE	RE16	1.45806979960417	0.768673352002745	1.24604804257026	0.104044092191773	0.208270568831203	0.108441728734222
lmer_pop	CSM	F	RE	RE17	1.01206979960417	0.748673352002745	1.15704804257026	0.104044092191773	0.208948868963852	0.108441728734222
lmer_pop	CSM	F	RE	RE18	1.29306979960417	NA	1.34704804257026	0.103209365466561	NA	0.108441728734222
lmer_pop	CSM	F	RE	RE2	1.27606979960417	0.739673352002745	1.28904804257026	0.103209365466561	0.201634892420119	0.109291392757465
lmer_pop	CSM	F	RE	RE3	1.24406979960417	0.908673352002745	1.15904804257026	0.103209365466561	0.201634892420119	0.109291392757465
lmer_pop	CSM	F	RE	RE4	1.15206979960417	NA	1.29104804257026	0.104044092191773	NA	0.109291392757465
lmer_pop	CSM	F	RE	RE5	1.12706979960417	NA	1.22904804257026	0.0918704148244158	NA	0.109291392757465
lmer_pop	CSM	F	RE	RE6	0.997069799604173	0.866673352002745	1.06804804257026	0.103209365466561	0.208270568831203	0.109291392757465
lmer_pop	CSM	F	RE	RE7	1.13006979960417	0.820673352002745	1.23304804257026	0.0918704148244158	0.217282373517211	0.109291392757465
lmer_pop	CSM	F	RE	RE8	1.15406979960417	NA	1.26404804257026	0.0982658288522019	NA	0.109291392757465
lmer_pop	CSM	F	UM	UM13	1.21822093467611	0.748475643657906	1.16690483553297	0.0850602446285746	0.2105675941596	0.105881744299207
lmer_pop	CSM	F	UM	UM17	1.13622093467611	NA	1.28590483553297	0.105850107304022	NA	0.105881744299207
lmer_pop	CSM	F	UM	UM18	0.914220934676109	0.734475643657906	1.02790483553297	0.105029734914799	0.2105675941596	0.105881744299207
lmer_pop	CSM	F	UM	UM2	1.16022093467611	0.547475643657906	1.17190483553297	0.115061919053495	0.2105675941596	0.105004494074505
lmer_pop	CSM	F	UM	UM20	1.02222093467611	0.688475643657906	0.759904835532974	0.105029734914799	0.2105675941596	0.105881744299207
lmer_pop	CSM	F	UM	UM21	0.989220934676108	0.643475643657906	0.921904835532974	0.105029734914799	0.2105675941596	0.105881744299207
lmer_pop	CSM	F	UM	UM22	1.25722093467611	NA	1.28090483553297	0.105850107304022	NA	0.105881744299207
lmer_pop	CSM	F	UM	UM23	0.918220934676109	0.688475643657906	1.23990483553297	0.105029734914799	0.2105675941596	0.105881744299207
lmer_pop	CSM	F	UM	UM26	1.29422093467611	NA	1.29590483553297	0.105029734914799	NA	0.105881744299207
lmer_pop	CSM	F	UM	UM29	1.21322093467611	0.774475643657906	1.04990483553297	0.0939108365220594	0.2105675941596	0.105004494074505
lmer_pop	CSM	F	UM	UM4	0.967220934676108	0.622475643657906	1.03990483553297	0.105029734914799	0.2105675941596	0.105004494074505
lmer_pop	CSM	F	UM	UM5	1.29122093467611	0.793475643657906	1.09190483553297	0.105850107304022	0.2105675941596	0.105004494074505
lmer_pop	CSM	F	UM	UM7	1.18822093467611	0.692475643657906	0.865904835532974	0.105850107304022	0.204650217957768	0.105004494074505
lmer_pop	CSM	F	UM	UM9	1.25522093467611	0.727475643657906	1.36590483553297	0.105029734914799	0.219485105895963	0.105881744299207
lmer_pop	CSM	F	VA	VA1	1.21043483157613	0.827488672929702	1.45368693411788	0.101766382428749	0.202422619743498	0.105331972951848
lmer_pop	CSM	F	VA	VA11	1.13543483157613	0.930488672929702	1.45868693411788	0.101766382428749	0.202422619743498	0.105331972951848
lmer_pop	CSM	F	VA	VA15	1.22643483157613	0.720488672929702	1.47668693411788	0.101766382428749	0.202422619743498	0.105331972951848
lmer_pop	CSM	F	VA	VA18	1.39743483157613	0.804488672929702	1.53468693411788	0.101766382428749	0.202422619743498	0.105331972951848
lmer_pop	CSM	F	VA	VA22	1.36343483157613	0.741488672929702	1.45868693411788	0.0902463106871096	0.202422619743498	0.105331972951848
lmer_pop	CSM	F	VA	VA26	1.26043483157613	0.930488672929702	1.29168693411788	0.101766382428749	0.202422619743498	0.105331972951848
lmer_pop	CSM	F	VA	VA30	1.19443483157613	0.883488672929702	1.16868693411788	0.102612848087529	0.202422619743498	0.105331972951848
lmer_pop	CSM	F	VA	VA34	1.40143483157613	0.629488672929702	1.37568693411788	0.101766382428749	0.202422619743498	0.105331972951848
lmer_pop	CSM	F	VA	VA35	1.25643483157613	0.739488672929702	1.47868693411788	0.101766382428749	0.202422619743498	0.10620651828362
lmer_pop	CSM	F	VA	VA44	1.29343483157613	0.793488672929702	1.40168693411788	0.101766382428749	0.202422619743498	0.105331972951848
lmer_pop	CSM	F	VA	VA46	0.917434831576135	0.727488672929702	1.29868693411788	0.101766382428749	0.195588642266929	0.105331972951848
lmer_pop	CSM	F	VA	VA47	1.14943483157613	NA	1.53568693411788	0.102612848087529	NA	0.10620651828362
lmer_pop	CSM	F	VA	VA48	1.20643483157613	0.987488672929702	1.52468693411788	0.102612848087529	0.202422619743498	0.10620651828362
lmer_pop	CSM	F	VA	VA55	1.26143483157613	0.787488672929702	1.24868693411788	0.101766382428749	0.202422619743498	0.10620651828362
lmer_pop	CSM	F	VA	VA57	0.990434831576135	0.845488672929702	1.41868693411788	0.101766382428749	0.202422619743498	0.10620651828362
lmer_pop	CSM	F	VA	VA6	1.27043483157613	0.897488672929702	1.53968693411788	0.102612848087529	0.202422619743498	0.105331972951848
lmer_pop	CSM	F	VA	VA66	1.09543483157613	0.738488672929702	1.12368693411788	0.0809962751775309	0.203120449447663	0.10620651828362
lmer_pop	CSM	F	VA	VA67	1.16743483157613	1.0984886729297	1.52468693411788	0.0902463106871096	0.202422619743498	0.10620651828362
lmer_pop	CSM	F	VA	VA71	1.13143483157613	0.739488672929702	1.16568693411788	0.101766382428749	0.202422619743498	0.10620651828362
lmer_pop	CSM	F	VA	VA9	1.18143483157613	0.692488672929702	1.33668693411788	0.101766382428749	0.202422619743498	0.105331972951848
lmer_pop	CSM	F	YE	YE11	1.28955873375138	NA	1.36832151426356	0.103026092759052	NA	0.106243204073253
lmer_pop	CSM	F	YE	YE13	1.30655873375138	0.808826055410267	1.43832151426356	0.101323125638705	0.208606701703311	0.105368963228035
lmer_pop	CSM	F	YE	YE14	1.20755873375138	0.775826055410267	0.875321514263559	0.102173263573192	0.208606701703311	0.105368963228035
lmer_pop	CSM	F	YE	YE15	1.37855873375138	NA	1.26332151426356	0.089746174231534	NA	0.105368963228035
lmer_pop	CSM	F	YE	YE19	1.26655873375138	0.943826055410267	1.35232151426356	0.101323125638705	0.207927285356045	0.105368963228035
lmer_pop	CSM	F	YE	YE20	1.24855873375138	0.872826055410267	1.40732151426356	0.0954535268557263	0.216953349814042	0.105368963228035
lmer_pop	CSM	F	YE	YE21	1.00455873375138	0.875826055410267	1.38132151426356	0.089746174231534	0.216953349814042	0.105368963228035
lmer_pop	CSM	F	YE	YE22	1.36955873375138	0.828826055410267	1.38132151426356	0.102173263573192	0.207927285356045	0.105368963228035
lmer_pop	CSM	F	YE	YE23	1.18855873375138	NA	1.19332151426356	0.089746174231534	NA	0.105368963228035
lmer_pop	CSM	F	YE	YE24	1.19455873375138	NA	1.06532151426356	0.101323125638705	NA	0.105368963228035
lmer_pop	CSM	F	YE	YE26	1.34055873375138	0.793826055410267	1.27032151426356	0.101323125638705	0.216953349814042	0.105368963228035
lmer_pop	CSM	F	YE	YE27	1.20255873375138	0.643826055410267	1.23432151426356	0.089746174231534	0.207927285356045	0.105368963228035
lmer_pop	CSM	F	YE	YE33	1.14355873375138	0.784826055410267	1.37132151426356	0.102173263573192	0.207927285356045	0.105368963228035
lmer_pop	CSM	F	YE	YE40	1.17055873375138	0.928826055410267	1.10632151426356	0.101323125638705	0.207927285356045	0.105368963228035
lmer_pop	CSM	F	YE	YE41	1.44655873375138	NA	1.42732151426356	0.0954535268557263	NA	0.106243204073253
lmer_pop	CSM	F	YE	YE48	1.28955873375138	0.712826055410267	1.14432151426356	0.101323125638705	0.207927285356045	0.106243204073253
lmer_pop	CSM	F	YE	YE49	1.26355873375138	0.643826055410267	1.48432151426356	0.101323125638705	0.207927285356045	0.106243204073253
lmer_pop	CSM	F	YE	YE51	1.21355873375138	0.983826055410267	1.29032151426356	0.0954535268557263	0.216953349814042	0.106243204073253
lmer_pop	CSM	F	YE	YE69	1.37255873375138	NA	1.40332151426356	0.102173263573192	NA	0.106243204073253
lmer_pop	CSM	F	YE	YE80	1.33455873375138	0.821826055410267	1.24632151426356	0.102173263573192	0.207927285356045	0.106243204073253
lmer_pop	CSM	F	AK	AK19	NA	NA	1.44557489731458	NA	NA	0.104299374838409
lmer_pop	CSM	F	KA	KA23	NA	NA	1.31485714968529	NA	NA	0.105599932916239
lmer_pop	CSM	F	KA	KA24	NA	NA	1.14785714968529	NA	NA	0.105599932916239
lmer_pop	CSM	F	KA	KA25	NA	NA	1.51185714968529	NA	NA	0.105599932916239
lmer_pop	CSM	F	KA	KA28	NA	NA	1.42885714968529	NA	NA	0.105599932916239
lmer_pop	CSM	F	KA	KA29	NA	NA	1.36685714968529	NA	NA	0.105599932916239
lmer_pop	CSM	F	RE	RE9	NA	NA	1.02704804257026	NA	NA	0.109291392757465
lmer_pop	CSM	F	UM	UM24	NA	NA	1.17490483553297	NA	NA	0.105881744299207
lmer_pop	CSM	F	UM	UM25	NA	NA	1.04190483553297	NA	NA	0.105004494074505
lmer_pop	CSM	F	UM	UM28	NA	NA	1.43790483553297	NA	NA	0.105881744299207
lmer_pop	CSM	F	UM	UM6	NA	NA	1.35290483553297	NA	NA	0.105004494074505
lmer_pop	CSM	F	UM	UM8	NA	NA	1.40990483553297	NA	NA	0.105004494074505
lmer_pop	CSM	M	AK	AK1	0.830522406572363	1.13619667562942	1.12961688193617	0.127349070675092	0.163691309053376	0.133232506154094
lmer_pop	CSM	M	AK	AK10	0.825522406572363	1.13719667562942	1.18561688193617	0.127349070675092	0.163691309053376	0.135830411528865
lmer_pop	CSM	M	AK	AK11	0.866522406572363	1.17019667562942	1.06661688193617	0.127349070675092	0.163691309053376	0.135830411528865
lmer_pop	CSM	M	AK	AK12	0.978522406572363	1.13819667562942	1.01561688193617	0.1152119169262	0.163691309053376	0.135830411528865
lmer_pop	CSM	M	AK	AK13	1.00452240657236	1.16119667562942	0.94161688193617	0.120410903998806	0.163691309053376	0.135830411528865
lmer_pop	CSM	M	AK	AK14	1.00752240657236	1.14719667562942	1.35561688193617	0.1152119169262	0.163691309053376	0.131510078306192
lmer_pop	CSM	M	AK	AK15	0.930522406572363	1.15019667562942	0.96061688193617	0.127349070675092	0.164127525600088	0.131510078306192
lmer_pop	CSM	M	AK	AK16	0.784522406572363	1.13619667562942	0.74761688193617	0.127349070675092	0.16283379458702	0.136700039122528
lmer_pop	CSM	M	AK	AK17	1.01252240657236	1.14319667562942	1.22261688193617	0.106107425761865	0.163691309053376	0.136700039122528
lmer_pop	CSM	M	AK	AK18	0.957522406572363	NA	0.91261688193617	0.127349070675092	NA	0.131510078306192
lmer_pop	CSM	M	AK	AK2	0.662522406572363	1.16219667562942	1.05461688193617	0.127349070675092	0.164127525600088	0.130651830052628
lmer_pop	CSM	M	AK	AK20	0.999522406572363	1.11919667562942	1.17261688193617	0.127349070675092	0.163691309053376	0.135830411528865
lmer_pop	CSM	M	AK	AK21	1.05152240657236	1.14219667562942	NA	0.127349070675092	0.164127525600088	NA
lmer_pop	CSM	M	AK	AK3	0.857522406572363	1.11619667562942	1.05861688193617	0.121168419160315	0.163691309053376	0.130651830052628
lmer_pop	CSM	M	AK	AK4	1.06552240657236	1.12819667562942	0.79761688193617	0.127349070675092	0.163691309053376	0.136700039122528
lmer_pop	CSM	M	AK	AK5	0.809522406572363	1.13619667562942	1.07461688193617	0.127349070675092	0.163691309053376	0.133232506154094
lmer_pop	CSM	M	AK	AK6	0.665522406572363	1.16219667562942	1.08961688193617	0.127349070675092	0.164127525600088	0.135830411528865
lmer_pop	CSM	M	AK	AK7	0.847522406572363	1.11519667562942	1.00461688193617	0.1152119169262	0.163691309053376	0.133232506154094
lmer_pop	CSM	M	AK	AK8	0.724522406572363	1.14219667562942	1.26161688193617	0.127349070675092	0.163691309053376	0.133232506154094
lmer_pop	CSM	M	AK	AK9	0.929522406572363	1.13819667562942	0.62561688193617	0.127349070675092	0.164127525600088	0.130651830052628
lmer_pop	CSM	M	GI	GI1	1.01850559469504	1.13421507233445	1.25146888786246	0.130439160904514	0.177432234906901	0.144042808061096
lmer_pop	CSM	M	GI	GI10	0.756505594695036	NA	0.855468887862461	0.130439160904514	NA	0.143217773178212
lmer_pop	CSM	M	GI	GI11	1.14450559469504	1.15921507233445	0.672468887862461	0.130439160904514	0.177432234906901	0.144042808061096
lmer_pop	CSM	M	GI	GI12	1.19250559469504	NA	1.29246888786246	0.130439160904514	NA	0.143217773178212
lmer_pop	CSM	M	GI	GI13	0.965505594695036	NA	0.945468887862461	0.130439160904514	NA	0.143217773178212
lmer_pop	CSM	M	GI	GI14	0.921505594695036	1.15721507233445	NA	0.123674470677961	0.177432234906901	NA
lmer_pop	CSM	M	GI	GI15	1.01050559469504	1.15121507233445	1.40546888786246	0.130439160904514	0.177834749090434	0.144042808061096
lmer_pop	CSM	M	GI	GI2	0.867505594695036	1.17321507233445	1.47346888786246	0.130439160904514	0.177432234906901	0.138316053132403
lmer_pop	CSM	M	GI	GI3	0.863505594695036	1.16921507233445	1.28846888786246	0.130439160904514	0.177432234906901	0.138316053132403
lmer_pop	CSM	M	GI	GI4	1.12750559469504	NA	0.834468887862461	0.130439160904514	NA	0.140756280691576
lmer_pop	CSM	M	GI	GI5	1.02250559469504	NA	0.883468887862461	0.130439160904514	NA	0.143217773178212
lmer_pop	CSM	M	GI	GI6	0.936505594695036	1.13621507233445	NA	0.130439160904514	0.177432234906901	NA
lmer_pop	CSM	M	GI	GI7	0.888505594695036	NA	0.644468887862461	0.130439160904514	NA	0.138316053132403
lmer_pop	CSM	M	GI	GI8	0.762505594695036	1.13221507233445	1.33946888786246	0.130439160904514	0.177432234906901	0.143217773178212
lmer_pop	CSM	M	GI	GI9	1.00250559469504	1.13921507233445	1.28946888786246	0.130439160904514	0.177834749090434	0.143217773178212
lmer_pop	CSM	M	KA	KA1	1.15745698244872	1.00049410509552	1.32131386592136	0.118603548859131	0.169136149943392	0.132687755566383
lmer_pop	CSM	M	KA	KA10	0.625456982448719	0.996494105095524	0.879313865921355	0.129775967736635	0.169136149943392	0.1352517670023
lmer_pop	CSM	M	KA	KA11	1.14045698244872	NA	0.980313865921355	0.129775967736635	NA	0.137833379401524
lmer_pop	CSM	M	KA	KA13	1.09745698244872	1.00249410509552	1.29931386592136	0.117888938420787	0.169136149943392	0.137833379401524
lmer_pop	CSM	M	KA	KA14	1.06945698244872	0.986494105095524	1.28131386592135	0.129775967736635	0.169136149943392	0.137833379401524
lmer_pop	CSM	M	KA	KA15	0.900456982448719	1.01449410509552	1.41631386592135	0.129775967736635	0.169136149943392	0.139563750584614
