Model	Predictor	Trait	Lab	Sex	Population	Estimate	SE
glmer	pop	PR_HR	Hrcek	NA	AK	-1.47429568283454	0.255369315530548
glmer	pop	PR_HR	Hrcek	NA	GI	-1.89534627045303	0.307573229620619
glmer	pop	PR_HR	Hrcek	NA	KA	-1.79193243790052	0.303771142838916
glmer	pop	PR_HR	Hrcek	NA	MA	-0.802543807320147	0.236716189820842
glmer	pop	PR_HR	Hrcek	NA	MU	-1.39694758180818	0.303406862141201
glmer	pop	PR_HR	Hrcek	NA	RE	-1.33744514564862	0.241730368616975
glmer	pop	PR_HR	Hrcek	NA	UM	-0.740964980610213	0.254625237550409
glmer	pop	PR_HR	Hrcek	NA	VA	-1.04860951705523	0.253100147792241
glmer	pop	PR_HR	Hrcek	NA	YE	-1.5875301166571	0.286024548158266
