"","Supervisor.PI","Batch","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"28","Kozeretska","2","M","AK",830.99,53.8922798375329,831,683,952,3.11147222714423,0.064853102729916,827
"29","Kozeretska","2","M","GI",830.978571428571,53.0942514544922,829,655,956,4.48728325183898,0.0638936469363049,823
"30","Kozeretska","2","M","KA",821.616666666667,55.6464005735518,815,663,963,3.59195971162922,0.0677279354608416,823
"31","Kozeretska","2","M","MA",852.046153846154,57.5172106575895,847,687,1028,3.56706597911285,0.067504806398052,859
"32","Kozeretska","2","M","MU",821.223333333333,73.6261467630861,827,606,992,4.25080756530626,0.0896542314065026,884
"33","Kozeretska","2","M","RE",854.163636363636,54.5641974162959,851,699,992,3.67871743934839,0.0638802626257749,900
"34","Kozeretska","2","M","UM",847.509090909091,46.3653833740808,851,699,976,3.12595350938608,0.0547078301240951,867
"35","Kozeretska","2","M","VA",855.702777777778,58.3110284322846,859,647,1012,3.07326104254761,0.0681440214366439,859
"36","Kozeretska","2","M","YE",843.165,63.8049617248025,843,663,988,4.5116921108956,0.0756731621032687,900
"37","Posnien","1","F","AK",880.6644,40.0334022661939,882.0175,774.453,946.56,7.30906582495761,0.045458181648076,774.453
"38","Posnien","1","F","GI",944.377,45.4864855700816,953.167,842.913,1030.302,8.30465806945564,0.0481656007824011,842.913
"39","Posnien","1","F","KA",928.605066666667,53.977271079935,935.4485,777.907,1010.196,9.8548563210172,0.0581272631579456,777.907
"40","Posnien","1","F","MA",881.997566666667,40.2694011444159,884.5265,825.284,1006.642,7.35215312800698,0.0456570433596615,825.284
"41","Posnien","1","F","MU",866.2315,70.8127360465372,879.269,708.228,1014.435,12.9285776304492,0.0817480500842295,708.228
"42","Posnien","1","F","RE",902.772233333333,37.7941559911266,902.268,831.708,977.554,6.90023725940302,0.0418645529798564,831.708
"43","Posnien","1","F","UM",908.430766666667,38.261930808828,913.6535,813.734,969.74,6.98564086589899,0.0421187086708035,813.734
"44","Posnien","1","F","VA",898.429333333333,46.6297130951214,899.7665,783.215,981.388,8.513381904064,0.0519013698296301,783.215
"45","Posnien","1","F","YE",941.845333333333,42.3645039913933,944.3035,877.521,1017.384,7.73466482453459,0.044980319477147,877.521
"46","Posnien","1","M","AK",777.155233333333,48.8574171764183,794.0885,615.31,836.908,8.92010316298822,0.0628669988708197,615.31
"47","Posnien","1","M","GI",841.228466666667,34.1795922210228,839.712,759.286,901.432,6.24031122192743,0.0406305701428032,759.286
"48","Posnien","1","M","KA",823.5589,41.3849142324125,828.214,740.922,892.449,7.5558170218363,0.050251310783494,740.922
"49","Posnien","1","M","MA",785.430966666667,40.5526747402074,787.584,707.447,855.833,7.40387157412719,0.0516311126773001,707.447
"50","Posnien","1","M","MU",756.664233333333,69.4580185965413,765.758,604.647,935.339,12.6812411949797,0.0917950334332017,604.647
"51","Posnien","1","M","RE",802.592633333333,32.9769748622856,802.1845,718.609,871.395,6.02074433678488,0.0410880607330339,718.609
"52","Posnien","1","M","UM",821.888433333333,30.9198421123722,814.809,767.802,879.795,5.6451649998148,0.0376204857719807,767.802
"53","Posnien","1","M","VA",796.667833333333,35.3806072773786,799.2835,725.263,876.912,6.45958556801722,0.0444107390772171,725.263
"54","Posnien","1","M","YE",819.560333333333,31.0121282185483,823.52,761.52,874.238,5.6620140605138,0.0378399575445716,761.52
"55","Ritchie","1","F","KA",900.161290322581,90.9688946011011,901,704,1031,16.3384957898726,0.101058438725466,874
"56","Ritchie","1","F","MA",917.560975609756,85.1078870553393,931,668,1049,13.2916188878229,0.0927544755254894,797
"57","Ritchie","1","M","KA",697.697674418605,114.736247206514,706,460,877,17.4971136643217,0.16444980600247,591
"58","Ritchie","1","M","MA",795.780487804878,79.402931997226,811,622,919,12.400654594992,0.0997799433563082,796
"59","Ritchie","2","F","AK",873.086486486486,76.2457217822095,853,745,1011,12.5347194473613,0.0873289450270166,853
"60","Ritchie","2","F","GI",908.542857142857,112.65077291637,935,740,1060,19.0414560057451,0.123990598826156,941
"61","Ritchie","2","M","AK",750.078947368421,55.4613971320142,744,621,862,8.99702666065294,0.0739407462729025,726
"62","Ritchie","2","M","GI",745.315789473684,112.419606172867,716.5,521,977,18.2368682763232,0.150834864577677,521
"63","Ritchie","3","F","MU",960.75,44.8211562380047,967.5,863,1061,6.75704354142541,0.0466522573385425,975
"64","Ritchie","3","F","YE",1017.34146341463,41.7675769922661,1014,929,1118,6.52299962385419,0.0410556125885956,989
"65","Ritchie","3","M","MU",838.837209302326,36.0501834303227,840,753,941,5.49760143335236,0.0429763761437171,787
"66","Ritchie","3","M","YE",866.945945945946,50.2753230532446,877,766,979,8.2652121964031,0.0579913007129735,880
"67","Ritchie","4","F","KA",956.102564102564,67.9267387363594,956,801,1232,10.8769832678537,0.0710454519072628,948
"68","Ritchie","4","F","MA",973.568181818182,50.2983645428666,979.5,888,1093,7.58276376169112,0.0516639363140774,910
"69","Ritchie","4","F","MU",991.466666666667,30.1138747846479,988,938,1079,4.48911140562597,0.0303730582147471,964
"70","Ritchie","4","M","KA",810.219512195122,49.9211939936947,819,660,890,7.79638066396618,0.0616144060249099,763
"71","Ritchie","4","M","MA",843.073170731707,49.6202530444487,857,694,933,7.74938158381611,0.0588564015165885,861
"72","Ritchie","4","M","MU",859.394736842105,37.1254552970056,858,786,939,6.02254411840684,0.0431995376576603,842
"73","Ritchie","6","F","AK",997.945945945946,37.6806360128161,992,894,1089,6.19465840152874,0.0377581933830082,985
"74","Ritchie","6","F","GI",994.794871794872,43.9408570737744,999,892,1074,7.03616831983669,0.0441707716028868,986
"75","Ritchie","6","F","YE",966.380952380952,41.9715073974856,967.5,790,1024,6.47634419439075,0.0434316376932688,962
"76","Ritchie","6","M","AK",862.885714285714,48.7229692351814,876,732,989,8.23568495042404,0.0564651476186666,825
"77","Ritchie","6","M","GI",844.435897435897,52.920891741599,856,693,928,8.47412469230114,0.0626701113752881,844
"78","Ritchie","6","M","YE",835.121951219512,55.9281660355278,839,705,935,8.73451208529894,0.0669700586289906,793
"79","Ritchie","7","F","KA",1031.02173913043,51.9848221996617,1031.5,915,1133,7.66474387548264,0.0504206848669415,1062
"80","Ritchie","7","F","MA",995.840909090909,33.1662080632361,998.5,927,1056,4.9999939938461,0.0333047254440603,998
"81","Ritchie","7","M","KA",900.340909090909,41.2016838568851,900,806,969,6.21138754927868,0.0457623145198269,833
"82","Ritchie","7","M","MA",848.078947368421,46.2486707355786,849.5,762,945,7.50252509213427,0.0545334498387063,765
"83","Ritchie","9","F","AK",973.227272727273,48.1170393047907,979.5,863,1061,7.25391660894427,0.0494407017283357,931
"84","Ritchie","9","F","GI",974.044444444444,37.2027342320888,980,871,1025,5.54585617945394,0.0381940828719656,942
"85","Ritchie","9","F","YE",1013.44186046512,34.8673010451131,1017,934,1076,5.31721356073628,0.0344048360397417,1018
"86","Ritchie","9","M","AK",846.8,28.3200860296587,846,809,915,4.22170916606394,0.0334436537903386,818
"87","Ritchie","9","M","GI",837.136363636364,40.2143043560552,834,746,912,6.06253448882681,0.0480379375486352,820
"88","Ritchie","9","M","YE",868.829268292683,36.9573419221569,871,788,939,5.77176711738674,0.0425369439899061,874
"89","Ritchie","10","F","KA",928.714285714286,37.3580225485704,930,855,997,6.31465834103363,0.0402255280479915,855
"90","Ritchie","10","F","MA",1021.59523809524,49.4984895181265,1030.5,934,1128,7.6377827507104,0.048452153722267,988
"91","Ritchie","10","M","KA",813.914285714286,36.7025976229055,817,748,869,6.20387130811746,0.0450939346649943,853
"92","Ritchie","10","M","MA",871.27027027027,48.3986045762161,866,772,986,7.95668157932236,0.0555494732549553,888
"93","Ritchie","11","F","YE",950.088235294118,52.5630170984164,951,818,1034,9.01448306319991,0.0553243531977264,948
"94","Ritchie","11","M","YE",815.457142857143,42.8453737341637,807,727,893,7.24218998137238,0.0525415395639862,781
"95","Ritchie","12","F","AK",961.526315789474,43.0152310184806,965,854,1055,6.97799190608598,0.0447364053506559,911
"96","Ritchie","12","F","GI",991.853658536585,37.9812855072138,988,905,1060,5.93168023902677,0.0382932352775234,968
"97","Ritchie","12","M","AK",833.581395348837,45.815485299675,833,748,963,6.98679600729491,0.0549622215122762,813
"98","Ritchie","12","M","GI",858,33.7742905580961,855,784,934,5.47891341201765,0.0393639750094361,815
"99","Ritchie","13","F","KA",982.181818181818,39.6820343200815,976.5,893,1059,5.98229176171437,0.0404019231322563,933
"100","Ritchie","13","F","MA",994.090909090909,37.2557585259028,996.5,875,1048,5.61651692320472,0.0374772147951469,982
"101","Ritchie","13","M","KA",870.583333333333,44.7522545321941,881.5,749,950,7.45870908869901,0.0514049061344241,918
"102","Ritchie","13","M","MA",861.675675675676,50.052779950576,867,720,944,8.22862633569258,0.0580877253049154,890
"103","Ritchie","15","F","GI",973.641025641026,50.8953969480475,973,853,1071,8.14978595046792,0.0522732666431543,937
"104","Ritchie","15","F","YE",1017.08888888889,43.2055458467914,1023,878,1096,6.44070250122728,0.0424796164020541,1023
"105","Ritchie","15","M","GI",825.842105263158,130.90609927685,854.5,300,981,21.2357734593753,0.158512260930479,852
"106","Ritchie","15","M","YE",869.947368421053,36.7386293263578,873,778,922,5.95979265971807,0.0422308643717586,855
"107","Schmidt","1","F","AK",995.04655,36.583032596647,1001.005,842.66,1087.19,2.58681104254576,0.0367651469136263,1006.94
"108","Schmidt","1","F","GI",1022.67583333333,38.898735232152,1026.445,879.3,1114.67,3.55095245751177,0.0380362319752532,1012.01
"109","Schmidt","1","F","KA",1005.47171941361,44.8682755846672,1016.631212,859.8640265,1113.017376,3.24655447963272,0.0446241050030071,859.8640265
"110","Schmidt","1","F","MA",1015.62730769231,37.0787297800733,1020.645,884.4,1117.08,2.7484583112141,0.0365082048299027,985.66
"111","Schmidt","1","F","MU",1004.68456852792,33.809135696925,1009.6,864.66,1091.02,2.40880118104683,0.0336514929720307,975.68
"112","Schmidt","1","F","RE",1037.73351771508,39.5941190403337,1041.475442,875.5181871,1126.949866,3.52732447571598,0.0381544186098118,962.893732
"113","Schmidt","1","F","UM",1010.42727465137,41.1239095332715,1015.7525535,803.8712096,1091.4,3.40343896920865,0.0406995244140263,803.8712096
"114","Schmidt","1","F","VA",1011.90347474702,41.7037955104852,1017.174937,826.4975741,1114.470579,3.21751767670096,0.0412132150459422,1026.617218
"115","Schmidt","1","F","YE",1008.59652173913,51.1959762962724,1014.175,658.3,1104.67,3.77421744619107,0.0507596201184541,959.72
