Models	Trait	Sex	Population	Line	Estimate	SE	LLEst	ULEst	Q	P	N_lab	N_lab_av
lmers	DT_A	F	YE	YE11	235.47316046703	5.2360680903642	225.210655589317	245.735665344743	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE13	226.772594975212	3.76656859800268	219.390256177827	234.154933772597	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE14	225.144430203822	4.15949370019634	216.991972357516	233.296888050128	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE15	225.208629251724	5.96311401638938	213.521140543895	236.896117959553	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE19	222.204471154725	5.13628606042633	212.137535461994	232.271406847455	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE20	224.517638190189	6.13664338398096	212.490038171621	236.545238208758	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE21	226.49196272976	4.73384441066787	217.213798176435	235.770127283086	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE22	223.433654673095	4.28513579186878	215.034942852168	231.832366494021	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE23	223.678821878375	3.74907912478965	216.330761818596	231.026881938154	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE24	232.51921923407	7.63045561005527	217.56380105273	247.47463741541	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE26	227.566177723925	3.61116478347142	220.488424806081	234.643930641768	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE27	225.687270481316	5.03513521007022	215.818586812289	235.555954150343	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE33	229.632774436949	4.88329500877964	220.061692093857	239.203856780042	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE40	224.393430746293	5.1857850035262	214.229478907813	234.557382584772	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE41	225.207664282124	5.90754584594022	213.629087187062	236.786241377186	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE48	228.068872893086	5.26540528985563	217.748868160962	238.388877625209	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE49	223.713849654596	3.2255947661036	217.391800084312	230.03589922488	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE51	220.069182220333	3.13795480668447	213.918903814117	226.219460626549	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE69	226.495625957972	1.79132330576097	222.984696794013	230.00655512193	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	YE	YE80	225.609926331938	3.71632565286893	218.326061897492	232.893790766383	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	RE	RE1	228.35960296573	8.24024974841085	212.209010235229	244.51019569623	205.858673678736	0.0315675349822223	3	4.98245614035088
lmers	DT_A	F	RE	RE10	236.03612343177	4.10503860515472	227.99039561052	244.081851253019	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	RE	RE11	240.657345842944	8.29122216821234	224.406849005428	256.907842680461	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	RE	RE12	229.285506915929	6.70261244939911	216.148627912777	242.422385919081	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	RE	RE13	244.739532212431	11.8689198972765	221.476876678378	268.002187746484	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	RE	RE15	228.066076222728	4.31187279592795	219.614960836791	236.517191608664	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	RE	RE16	230.190814431612	3.54481442159271	223.243105833412	237.138523029812	205.858673678736	0.0315675349822223	5	4.98245614035088
lmers	DT_A	F	RE	RE17	239.972706734397	8.37891086650872	223.550343206368	256.395070262425	205.858673678736	0.0315675349822223	5	4.98245614035088
