"","Trait","Sex","Moderator","R2","P"
"1","Dia","F","Population",0,0.992897530030768
"2","Dia","F","PC",16.1209280611126,0.0140390372167454
"3","Dia","F","Lab",94.4469835217409,7.16139291898391e-34
"4","Dia","F","Population + Lab",100,4.93418352069491e-51
"5","Dia","F","Population + PC",0,0.699847713770952
