"","Supervisor.PI","Batch","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"1","Bergland","1","AK","AK10",0.857142857142857,NA,0.857142857142857,0.857142857142857,0.857142857142857,NA,NA,0.857142857142857
"2","Bergland","1","AK","AK18",0.454545454545455,NA,0.454545454545455,0.454545454545455,0.454545454545455,NA,NA,0.454545454545455
"3","Bergland","1","AK","AK21",0.916666666666667,NA,0.916666666666667,0.916666666666667,0.916666666666667,NA,NA,0.916666666666667
"4","Bergland","1","AK","AK4",0.181818181818182,NA,0.181818181818182,0.181818181818182,0.181818181818182,NA,NA,0.181818181818182
"5","Bergland","1","AK","AK6",0.411764705882353,NA,0.411764705882353,0.411764705882353,0.411764705882353,NA,NA,0.411764705882353
"6","Bergland","1","GI","GI12",0.736842105263158,NA,0.736842105263158,0.736842105263158,0.736842105263158,NA,NA,0.736842105263158
"7","Bergland","1","GI","GI3",0.818181818181818,NA,0.818181818181818,0.818181818181818,0.818181818181818,NA,NA,0.818181818181818
"8","Bergland","1","GI","GI5",0,NA,0,0,0,NA,NA,0
"9","Bergland","1","GI","GI7",0.8125,NA,0.8125,0.8125,0.8125,NA,NA,0.8125
"10","Bergland","1","GI","GI8",0.857142857142857,NA,0.857142857142857,0.857142857142857,0.857142857142857,NA,NA,0.857142857142857
"11","Bergland","1","KA","KA1",0.888888888888889,NA,0.888888888888889,0.888888888888889,0.888888888888889,NA,NA,0.888888888888889
"12","Bergland","1","KA","KA10",0.461538461538462,NA,0.461538461538462,0.461538461538462,0.461538461538462,NA,NA,0.461538461538462
"13","Bergland","1","KA","KA14",0.833333333333333,NA,0.833333333333333,0.833333333333333,0.833333333333333,NA,NA,0.833333333333333
"14","Bergland","1","KA","KA15",0.928571428571429,NA,0.928571428571429,0.928571428571429,0.928571428571429,NA,NA,0.928571428571429
"15","Bergland","1","KA","KA17",0.75,NA,0.75,0.75,0.75,NA,NA,0.75
"16","Bergland","1","KA","KA24",0.666666666666667,NA,0.666666666666667,0.666666666666667,0.666666666666667,NA,NA,0.666666666666667
"17","Bergland","1","KA","KA28",0.818181818181818,NA,0.818181818181818,0.818181818181818,0.818181818181818,NA,NA,0.818181818181818
"18","Bergland","1","KA","KA29",0.571428571428571,NA,0.571428571428571,0.571428571428571,0.571428571428571,NA,NA,0.571428571428571
"19","Bergland","1","MA","MA19",0.904761904761905,NA,0.904761904761905,0.904761904761905,0.904761904761905,NA,NA,0.904761904761905
"20","Bergland","1","MA","MA21",0.6,NA,0.6,0.6,0.6,NA,NA,0.6
"21","Bergland","1","MA","MA31",0.8,NA,0.8,0.8,0.8,NA,NA,0.8
"22","Bergland","1","MA","MA32",0.875,NA,0.875,0.875,0.875,NA,NA,0.875
"23","Bergland","1","MA","MA6",0.5,NA,0.5,0.5,0.5,NA,NA,0.5
"24","Bergland","1","MA","MA7",0.666666666666667,NA,0.666666666666667,0.666666666666667,0.666666666666667,NA,NA,0.666666666666667
"25","Bergland","1","MA","MA9",0.384615384615385,NA,0.384615384615385,0.384615384615385,0.384615384615385,NA,NA,0.384615384615385
"26","Bergland","1","MU","MU1",0.894736842105263,NA,0.894736842105263,0.894736842105263,0.894736842105263,NA,NA,0.894736842105263
"27","Bergland","1","MU","MU10",0.727272727272727,NA,0.727272727272727,0.727272727272727,0.727272727272727,NA,NA,0.727272727272727
"28","Bergland","1","MU","MU14",0.25,NA,0.25,0.25,0.25,NA,NA,0.25
"29","Bergland","1","MU","MU15",0.529411764705882,NA,0.529411764705882,0.529411764705882,0.529411764705882,NA,NA,0.529411764705882
"30","Bergland","1","MU","MU16",0.545454545454545,NA,0.545454545454545,0.545454545454545,0.545454545454545,NA,NA,0.545454545454545
"31","Bergland","1","MU","MU17",1,NA,1,1,1,NA,NA,1
"32","Bergland","1","MU","MU2",1,NA,1,1,1,NA,NA,1
"33","Bergland","1","MU","MU20",1,NA,1,1,1,NA,NA,1
"34","Bergland","1","MU","MU3",0.533333333333333,NA,0.533333333333333,0.533333333333333,0.533333333333333,NA,NA,0.533333333333333
"35","Bergland","1","MU","MU4",0,NA,0,0,0,NA,NA,0
"36","Bergland","1","MU","MU5",0.764705882352941,NA,0.764705882352941,0.764705882352941,0.764705882352941,NA,NA,0.764705882352941
"37","Bergland","1","MU","MU8",0.842105263157895,NA,0.842105263157895,0.842105263157895,0.842105263157895,NA,NA,0.842105263157895
"38","Bergland","1","RE","RE10",0.5,NA,0.5,0.5,0.5,NA,NA,0.5
"39","Bergland","1","RE","RE12",0,NA,0,0,0,NA,NA,0
"40","Bergland","1","RE","RE13",0.8,NA,0.8,0.8,0.8,NA,NA,0.8
"41","Bergland","1","RE","RE15",0.727272727272727,NA,0.727272727272727,0.727272727272727,0.727272727272727,NA,NA,0.727272727272727
"42","Bergland","1","RE","RE2",0.681818181818182,NA,0.681818181818182,0.681818181818182,0.681818181818182,NA,NA,0.681818181818182
"43","Bergland","1","RE","RE7",0.318181818181818,NA,0.318181818181818,0.318181818181818,0.318181818181818,NA,NA,0.318181818181818
"44","Bergland","1","UM","UM13",0.916666666666667,NA,0.916666666666667,0.916666666666667,0.916666666666667,NA,NA,0.916666666666667
"45","Bergland","1","UM","UM17",1,NA,1,1,1,NA,NA,1
"46","Bergland","1","UM","UM18",0.84,NA,0.84,0.84,0.84,NA,NA,0.84
"47","Bergland","1","UM","UM20",0.9375,NA,0.9375,0.9375,0.9375,NA,NA,0.9375
"48","Bergland","1","UM","UM4",0.583333333333333,NA,0.583333333333333,0.583333333333333,0.583333333333333,NA,NA,0.583333333333333
"49","Bergland","1","UM","UM5",0.947368421052632,NA,0.947368421052632,0.947368421052632,0.947368421052632,NA,NA,0.947368421052632
"50","Bergland","1","VA","VA1",0.909090909090909,NA,0.909090909090909,0.909090909090909,0.909090909090909,NA,NA,0.909090909090909
"51","Bergland","1","VA","VA15",0.05,NA,0.05,0.05,0.05,NA,NA,0.05
"52","Bergland","1","VA","VA18",0.769230769230769,NA,0.769230769230769,0.769230769230769,0.769230769230769,NA,NA,0.769230769230769
"53","Bergland","1","VA","VA26",1,NA,1,1,1,NA,NA,1
"54","Bergland","1","VA","VA30",1,NA,1,1,1,NA,NA,1
"55","Bergland","1","VA","VA48",0.75,NA,0.75,0.75,0.75,NA,NA,0.75
"56","Bergland","1","VA","VA55",0.8,NA,0.8,0.8,0.8,NA,NA,0.8
"57","Bergland","1","YE","YE23",0.75,NA,0.75,0.75,0.75,NA,NA,0.75
"58","Bergland","1","YE","YE26",0.904761904761905,NA,0.904761904761905,0.904761904761905,0.904761904761905,NA,NA,0.904761904761905
"59","Bergland","1","YE","YE40",0.391304347826087,NA,0.391304347826087,0.391304347826087,0.391304347826087,NA,NA,0.391304347826087
"60","Bergland","1","YE","YE48",0.411764705882353,NA,0.411764705882353,0.411764705882353,0.411764705882353,NA,NA,0.411764705882353
"61","Bergland","1","YE","YE49",0.941176470588235,NA,0.941176470588235,0.941176470588235,0.941176470588235,NA,NA,0.941176470588235
"62","Bergland","1","YE","YE51",0.684210526315789,NA,0.684210526315789,0.684210526315789,0.684210526315789,NA,NA,0.684210526315789
"63","Bergland","1","YE","YE69",0.518518518518518,NA,0.518518518518518,0.518518518518518,0.518518518518518,NA,NA,0.518518518518518
"64","Bergland","1","YE","YE80",0.652173913043478,NA,0.652173913043478,0.652173913043478,0.652173913043478,NA,NA,0.652173913043478
"65","Bergland","2","AK","AK12",0.739130434782609,NA,0.739130434782609,0.739130434782609,0.739130434782609,NA,NA,0.739130434782609
"66","Bergland","2","AK","AK20",0.916666666666667,NA,0.916666666666667,0.916666666666667,0.916666666666667,NA,NA,0.916666666666667
"67","Bergland","2","AK","AK5",0.789473684210526,NA,0.789473684210526,0.789473684210526,0.789473684210526,NA,NA,0.789473684210526
"68","Bergland","2","AK","AK7",0.526315789473684,NA,0.526315789473684,0.526315789473684,0.526315789473684,NA,NA,0.526315789473684
"69","Bergland","2","AK","AK8",0.7,NA,0.7,0.7,0.7,NA,NA,0.7
"70","Bergland","2","GI","GI1",0.0625,NA,0.0625,0.0625,0.0625,NA,NA,0.0625
"71","Bergland","2","GI","GI14",0.285714285714286,NA,0.285714285714286,0.285714285714286,0.285714285714286,NA,NA,0.285714285714286
"72","Bergland","2","GI","GI2",0.681818181818182,NA,0.681818181818182,0.681818181818182,0.681818181818182,NA,NA,0.681818181818182
"73","Bergland","2","GI","GI5",0.275862068965517,NA,0.275862068965517,0.275862068965517,0.275862068965517,NA,NA,0.275862068965517
"74","Bergland","2","GI","GI6",0.695652173913043,NA,0.695652173913043,0.695652173913043,0.695652173913043,NA,NA,0.695652173913043
"75","Bergland","2","KA","KA1",1,NA,1,1,1,NA,NA,1
"76","Bergland","2","KA","KA10",0.529411764705882,NA,0.529411764705882,0.529411764705882,0.529411764705882,NA,NA,0.529411764705882
"77","Bergland","2","KA","KA11",0.684210526315789,NA,0.684210526315789,0.684210526315789,0.684210526315789,NA,NA,0.684210526315789
"78","Bergland","2","KA","KA2",0.772727272727273,NA,0.772727272727273,0.772727272727273,0.772727272727273,NA,NA,0.772727272727273
"79","Bergland","2","KA","KA23",0.421052631578947,NA,0.421052631578947,0.421052631578947,0.421052631578947,NA,NA,0.421052631578947
"80","Bergland","2","KA","KA24",0.714285714285714,NA,0.714285714285714,0.714285714285714,0.714285714285714,NA,NA,0.714285714285714
"81","Bergland","2","KA","KA25",0.583333333333333,NA,0.583333333333333,0.583333333333333,0.583333333333333,NA,NA,0.583333333333333
"82","Bergland","2","KA","KA3",0.785714285714286,NA,0.785714285714286,0.785714285714286,0.785714285714286,NA,NA,0.785714285714286
"83","Bergland","2","KA","KA5",0.0625,NA,0.0625,0.0625,0.0625,NA,NA,0.0625
"84","Bergland","2","KA","KA7",0.666666666666667,NA,0.666666666666667,0.666666666666667,0.666666666666667,NA,NA,0.666666666666667
"85","Bergland","2","KA","KA9",0.666666666666667,NA,0.666666666666667,0.666666666666667,0.666666666666667,NA,NA,0.666666666666667
"86","Bergland","2","MA","MA12",0.789473684210526,NA,0.789473684210526,0.789473684210526,0.789473684210526,NA,NA,0.789473684210526
"87","Bergland","2","MA","MA20",0.9,NA,0.9,0.9,0.9,NA,NA,0.9
"88","Bergland","2","MA","MA23",0.470588235294118,NA,0.470588235294118,0.470588235294118,0.470588235294118,NA,NA,0.470588235294118
"89","Bergland","2","MA","MA26",0.772727272727273,NA,0.772727272727273,0.772727272727273,0.772727272727273,NA,NA,0.772727272727273
"90","Bergland","2","MA","MA28",0.947368421052632,NA,0.947368421052632,0.947368421052632,0.947368421052632,NA,NA,0.947368421052632
"91","Bergland","2","MA","MA30",1,NA,1,1,1,NA,NA,1
"92","Bergland","2","MA","MA32",0.714285714285714,NA,0.714285714285714,0.714285714285714,0.714285714285714,NA,NA,0.714285714285714
"93","Bergland","2","MU","MU12",0.8,NA,0.8,0.8,0.8,NA,NA,0.8
"94","Bergland","2","MU","MU13",0.8,NA,0.8,0.8,0.8,NA,NA,0.8
"95","Bergland","2","MU","MU16",0.777777777777778,NA,0.777777777777778,0.777777777777778,0.777777777777778,NA,NA,0.777777777777778
"96","Bergland","2","MU","MU20",0.904761904761905,NA,0.904761904761905,0.904761904761905,0.904761904761905,NA,NA,0.904761904761905
