Supervisor.PI	Diet	Batch	Population	Line	Sex	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Prop_Max_Stage7	Prop_Max_Stage8	Prop_Max_Stage9	Prop_Max_Stage7_asin	Prop_Max_Stage8_asin	Prop_Max_Stage9_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Flatt	S	1	VA	VA15	F	Russia	57.979	33.244	217	VA	VA	VA	0	0.454545454545455	0.454545454545455	0	0.739880774378741	0.739880774378741	#095888	+	+	+	0.088
Flatt	S	1	VA	VA22	F	Russia	57.979	33.244	217	VA	VA	VA	0	1	1	0	1.5707963267949	1.5707963267949	#095888	+	+	+	0.088
Flatt	S	1	VA	VA30	F	Russia	57.979	33.244	217	VA	VA	VA	0.0731707317073171	1	1	0.273913280303404	1.5707963267949	1.5707963267949	#095888	+	+	+	0.088
Flatt	S	1	VA	VA34	F	Russia	57.979	33.244	217	VA	VA	VA	0	1	1	0	1.5707963267949	1.5707963267949	#095888	+	+	+	0.088
Flatt	S	1	VA	VA35	F	Russia	57.979	33.244	217	VA	VA	VA	0	1	1	0	1.5707963267949	1.5707963267949	#095888	+	+	+	0.088
Flatt	S	1	VA	VA44	F	Russia	57.979	33.244	217	VA	VA	VA	0.0769230769230769	1	1	0.281034901502814	1.5707963267949	1.5707963267949	#095888	+	+	+	0.088
Flatt	S	1	VA	VA46	F	Russia	57.979	33.244	217	VA	VA	VA	0	0.75	0.75	0	1.0471975511966	1.0471975511966	#095888	+	+	+	0.088
Flatt	S	1	VA	VA48	F	Russia	57.979	33.244	217	VA	VA	VA	0	1	1	0	1.5707963267949	1.5707963267949	#095888	+	+	+	0.088
Flatt	S	1	VA	VA55	F	Russia	57.979	33.244	217	VA	VA	VA	0	1	1	0	1.5707963267949	1.5707963267949	#095888	+	+	+	0.088
Flatt	S	1	VA	VA57	F	Russia	57.979	33.244	217	VA	VA	VA	0.0588235294117647	1	1	0.244978663126864	1.5707963267949	1.5707963267949	#095888	+	+	+	0.088
Flatt	S	1	VA	VA71	F	Russia	57.979	33.244	217	VA	VA	VA	0	0.8125	0.8125	0	1.12296392986596	1.12296392986596	#095888	+	+	+	0.088
Flatt	S	1	VA	VA9	F	Russia	57.979	33.244	217	VA	VA	VA	0	0.916666666666667	0.916666666666667	0	1.27795355506632	1.27795355506632	#095888	+	+	+	0.088
Flatt	S	1	YE	YE11	F	Turkey	40.231	32.26	680	YE	YE	YE	0	0.642857142857143	0.642857142857143	0	0.930274014115472	0.930274014115472	#132B69	-	-	-	0.088
Flatt	S	1	YE	YE13	F	Turkey	40.231	32.26	680	YE	YE	YE	0	0.9	0.9	0	1.24904577239825	1.24904577239825	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE14	F	Turkey	40.231	32.26	680	YE	YE	YE	0.125	1	1	0.361367123906708	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE15	F	Turkey	40.231	32.26	680	YE	YE	YE	0.222222222222222	1	1	0.490882678289311	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE19	F	Turkey	40.231	32.26	680	YE	YE	YE	0	1	1	0	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE20	F	Turkey	40.231	32.26	680	YE	YE	YE	0	1	1	0	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE21	F	Turkey	40.231	32.26	680	YE	YE	YE	0.222222222222222	1	1	0.490882678289311	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE22	F	Turkey	40.231	32.26	680	YE	YE	YE	0.666666666666667	1	1	0.955316618124509	1.5707963267949	1.5707963267949	#132B69	-	-	-	0.088
Flatt	S	1	YE	YE23	F	Turkey	40.231	32.26	680	YE	YE	YE	0	1	1	0	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE24	F	Turkey	40.231	32.26	680	YE	YE	YE	0	0.8	0.8	0	1.10714871779409	1.10714871779409	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE26	F	Turkey	40.231	32.26	680	YE	YE	YE	0	1	1	0	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE27	F	Turkey	40.231	32.26	680	YE	YE	YE	0	1	1	0	1.5707963267949	1.5707963267949	#132B69	-	-	-	0.088
Flatt	S	1	YE	YE33	F	Turkey	40.231	32.26	680	YE	YE	YE	0	1	1	0	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE40	F	Turkey	40.231	32.26	680	YE	YE	YE	0.0625	0.9375	0.9375	0.252680255142079	1.31811607165282	1.31811607165282	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE41	F	Turkey	40.231	32.26	680	YE	YE	YE	0	1	1	0	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE48	F	Turkey	40.231	32.26	680	YE	YE	YE	0	1	1	0	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE49	F	Turkey	40.231	32.26	680	YE	YE	YE	0	1	1	0	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE51	F	Turkey	40.231	32.26	680	YE	YE	YE	0	1	1	0	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE69	F	Turkey	40.231	32.26	680	YE	YE	YE	0	0.923076923076923	0.923076923076923	0	1.28976142529208	1.28976142529208	#132B69	+	+	+	0.088
Flatt	S	1	YE	YE80	F	Turkey	40.231	32.26	680	YE	YE	YE	0	0.923076923076923	0.923076923076923	0	1.28976142529208	1.28976142529208	#132B69	+	+	+	0.088
Schlotterer	NS	1	AK	AK12	F	Finland	61.1	23.52	88	AK	AK	AK	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.261157410903024	0.261157410903024	0.261157410903024	#A00E00	+	+	+	0.238
Schlotterer	NS	1	AK	AK13	F	Finland	61.1	23.52	88	AK	AK	AK	0.0666666666666667	0.133333333333333	0.133333333333333	0.261157410903024	0.37379217483451	0.37379217483451	#A00E00	+	+	+	0.238
Schlotterer	NS	1	AK	AK16	F	Finland	61.1	23.52	88	AK	AK	AK	0.733333333333333	0.733333333333333	0.733333333333333	1.02815722454524	1.02815722454524	1.02815722454524	#A00E00	+	+	+	0.238
Schlotterer	NS	1	AK	AK17	F	Finland	61.1	23.52	88	AK	AK	AK	0.4	0.533333333333333	0.6	0.684719203002283	0.818756237602561	0.886077123792614	#A00E00	+	+	+	0.238
Schlotterer	NS	1	AK	AK2	F	Finland	61.1	23.52	88	AK	AK	AK	0.4	0.466666666666667	0.533333333333333	0.684719203002283	0.752040089192336	0.818756237602561	#A00E00	+	+	+	0.238
Schlotterer	NS	1	AK	AK21	F	Finland	61.1	23.52	88	AK	AK	AK	0.533333333333333	0.666666666666667	0.666666666666667	0.818756237602561	0.955316618124509	0.955316618124509	#A00E00	+	+	+	0.238
Schlotterer	NS	1	AK	AK4	F	Finland	61.1	23.52	88	AK	AK	AK	0.0833333333333333	0.0833333333333333	0.0833333333333333	0.292842771728575	0.292842771728575	0.292842771728575	#A00E00	+	+	+	0.238
Schlotterer	NS	1	AK	AK8	F	Finland	61.1	23.52	88	AK	AK	AK	0.333333333333333	0.333333333333333	0.333333333333333	0.615479708670387	0.615479708670387	0.615479708670387	#A00E00	+	+	+	0.238
Schlotterer	NS	1	AK	AK9	F	Finland	61.1	23.52	88	AK	AK	AK	0.466666666666667	0.533333333333333	0.6	0.752040089192336	0.818756237602561	0.886077123792614	#A00E00	+	+	+	0.238
Schlotterer	NS	1	GI	GI11	F	Spain	41.618	0.62	173	GI	GI	GI	0.428571428571429	0.571428571428571	0.571428571428571	0.713724378944766	0.857071947850131	0.857071947850131	#B82E00	+	+	+	0.238
Schlotterer	NS	1	GI	GI12	F	Spain	41.618	0.62	173	GI	GI	GI	0.466666666666667	0.666666666666667	0.733333333333333	0.752040089192336	0.955316618124509	1.02815722454524	#B82E00	+	+	+	0.238
Schlotterer	NS	1	GI	GI15	F	Spain	41.618	0.62	173	GI	GI	GI	0.333333333333333	0.333333333333333	0.333333333333333	0.615479708670387	0.615479708670387	0.615479708670387	#B82E00	+	+	+	0.238
Schlotterer	NS	1	GI	GI4	F	Spain	41.618	0.62	173	GI	GI	GI	0.266666666666667	0.333333333333333	0.333333333333333	0.542639102249653	0.615479708670387	0.615479708670387	#B82E00	+	+	+	0.238
Schlotterer	NS	1	GI	GI5	F	Spain	41.618	0.62	173	GI	GI	GI	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.261157410903024	0.261157410903024	0.261157410903024	#B82E00	-	-	-	0.238
Schlotterer	NS	1	GI	GI8	F	Spain	41.618	0.62	173	GI	GI	GI	0.0769230769230769	0.153846153846154	0.153846153846154	0.281034901502814	0.403057074466113	0.403057074466113	#B82E00	-	-	-	0.238
Schlotterer	NS	1	GI	GI9	F	Spain	41.618	0.62	173	GI	GI	GI	1	1	1	1.5707963267949	1.5707963267949	1.5707963267949	#B82E00	-	-	-	0.238
Schlotterer	NS	1	KA	KA11	F	Denmark	55.945	10.213	15	KA	KA	KA	0	0.0666666666666667	0.0666666666666667	0	0.261157410903024	0.261157410903024	#D04E00	+	+	+	0.238
Schlotterer	NS	1	KA	KA13	F	Denmark	55.945	10.213	15	KA	KA	KA	0.8	0.8	0.8	1.10714871779409	1.10714871779409	1.10714871779409	#D04E00	+	+	+	0.238
Schlotterer	NS	1	KA	KA14	F	Denmark	55.945	10.213	15	KA	KA	KA	0.4	0.4	0.4	0.684719203002283	0.684719203002283	0.684719203002283	#D04E00	+	+	+	0.238
Schlotterer	NS	1	KA	KA15	F	Denmark	55.945	10.213	15	KA	KA	KA	0.428571428571429	0.428571428571429	0.5	0.713724378944766	0.713724378944766	0.785398163397448	#D04E00	+	+	+	0.238
Schlotterer	NS	1	KA	KA16	F	Denmark	55.945	10.213	15	KA	KA	KA	0.933333333333333	0.933333333333333	0.933333333333333	1.30963891589187	1.30963891589187	1.30963891589187	#D04E00	+	+	+	0.238
Schlotterer	NS	1	KA	KA2	F	Denmark	55.945	10.213	15	KA	KA	KA	1	1	1	1.5707963267949	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.238
Schlotterer	NS	1	KA	KA29	F	Denmark	55.945	10.213	15	KA	KA	KA	0.333333333333333	0.333333333333333	0.333333333333333	0.615479708670387	0.615479708670387	0.615479708670387	#D04E00	+	+	+	0.238
Schlotterer	NS	1	KA	KA3	F	Denmark	55.945	10.213	15	KA	KA	KA	0.866666666666667	0.866666666666667	0.866666666666667	1.19700415196039	1.19700415196039	1.19700415196039	#D04E00	+	+	+	0.238
Schlotterer	NS	1	MA	MA12	F	Austria	48.375	15.56	572	MA	MA	MA	0.866666666666667	0.933333333333333	0.933333333333333	1.19700415196039	1.30963891589187	1.30963891589187	#E38800	+	+	+	0.238
Schlotterer	NS	1	MA	MA16	F	Austria	48.375	15.56	572	MA	MA	MA	0.2	0.2	0.2	0.463647609000806	0.463647609000806	0.463647609000806	#E38800	+	+	+	0.238
Schlotterer	NS	1	MA	MA19	F	Austria	48.375	15.56	572	MA	MA	MA	0.538461538461538	0.846153846153846	0.923076923076923	0.82389773372586	1.16773925232878	1.28976142529208	#E38800	+	+	+	0.238
Schlotterer	NS	1	MA	MA21	F	Austria	48.375	15.56	572	MA	MA	MA	0.333333333333333	0.333333333333333	0.333333333333333	0.615479708670387	0.615479708670387	0.615479708670387	#E38800	+	+	+	0.238
Schlotterer	NS	1	MA	MA26	F	Austria	48.375	15.56	572	MA	MA	MA	0.666666666666667	0.8	0.866666666666667	0.955316618124509	1.10714871779409	1.19700415196039	#E38800	+	+	+	0.238
Schlotterer	NS	1	MA	MA32	F	Austria	48.375	15.56	572	MA	MA	MA	0.545454545454545	0.545454545454545	0.636363636363636	0.830915552416156	0.830915552416156	0.923511478779244	#E38800	+	+	+	0.238
Schlotterer	NS	1	MU	MU1	F	Germany	48.18	11.61	520	MU	MU	MU	0.333333333333333	0.466666666666667	0.466666666666667	0.615479708670387	0.752040089192336	0.752040089192336	#F6C200	-	-	-	0.238
Schlotterer	NS	1	MU	MU14	F	Germany	48.18	11.61	520	MU	MU	MU	0.666666666666667	0.866666666666667	0.866666666666667	0.955316618124509	1.19700415196039	1.19700415196039	#F6C200	+	+	+	0.238
Schlotterer	NS	1	MU	MU16	F	Germany	48.18	11.61	520	MU	MU	MU	0.4	0.466666666666667	0.466666666666667	0.684719203002283	0.752040089192336	0.752040089192336	#F6C200	+	+	+	0.238
Schlotterer	NS	1	MU	MU20	F	Germany	48.18	11.61	520	MU	MU	MU	0.533333333333333	0.666666666666667	0.8	0.818756237602561	0.955316618124509	1.10714871779409	#F6C200	+	+	+	0.238
Schlotterer	NS	1	MU	MU6	F	Germany	48.18	11.61	520	MU	MU	MU	0.7	0.8	0.9	0.991156586431192	1.10714871779409	1.24904577239825	#F6C200	+	+	+	0.238
Schlotterer	NS	1	MU	MU7	F	Germany	48.18	11.61	520	MU	MU	MU	0.8	0.8	0.8	1.10714871779409	1.10714871779409	1.10714871779409	#F6C200	+	+	+	0.238
Schlotterer	NS	1	RE	RE11	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.733333333333333	0.8	0.8	1.02815722454524	1.10714871779409	1.10714871779409	#7BA354	-	-	-	0.238
Schlotterer	NS	1	RE	RE13	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.666666666666667	0.733333333333333	0.8	0.955316618124509	1.02815722454524	1.10714871779409	#7BA354	+	+	+	0.238
Schlotterer	NS	1	RE	RE5	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.866666666666667	0.933333333333333	0.933333333333333	1.19700415196039	1.30963891589187	1.30963891589187	#7BA354	-	-	-	0.238
Schlotterer	NS	1	RE	RE6	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.466666666666667	0.533333333333333	0.533333333333333	0.752040089192336	0.818756237602561	0.818756237602561	#7BA354	+	+	+	0.238
Schlotterer	NS	1	UM	UM28	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.866666666666667	0.933333333333333	1	1.19700415196039	1.30963891589187	1.5707963267949	#0086A8	-	-	-	0.238
Schlotterer	NS	1	UM	UM4	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.2	0.266666666666667	0.266666666666667	0.463647609000806	0.542639102249653	0.542639102249653	#0086A8	+	+	+	0.238
Schlotterer	NS	1	UM	UM5	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.933333333333333	0.933333333333333	0.933333333333333	1.30963891589187	1.30963891589187	1.30963891589187	#0086A8	+	+	+	0.238
Schlotterer	NS	1	VA	VA44	F	Russia	57.979	33.244	217	VA	VA	VA	0.666666666666667	0.733333333333333	0.733333333333333	0.955316618124509	1.02815722454524	1.02815722454524	#095888	+	+	+	0.238
Schlotterer	NS	1	VA	VA48	F	Russia	57.979	33.244	217	VA	VA	VA	0.866666666666667	0.933333333333333	0.933333333333333	1.19700415196039	1.30963891589187	1.30963891589187	#095888	+	+	+	0.238
Schlotterer	NS	1	VA	VA9	F	Russia	57.979	33.244	217	VA	VA	VA	0.733333333333333	0.733333333333333	0.733333333333333	1.02815722454524	1.02815722454524	1.02815722454524	#095888	+	+	+	0.238
Schlotterer	NS	1	YE	YE14	F	Turkey	40.231	32.26	680	YE	YE	YE	0.333333333333333	0.333333333333333	0.333333333333333	0.615479708670387	0.615479708670387	0.615479708670387	#132B69	+	+	+	0.238
Schlotterer	NS	1	YE	YE19	F	Turkey	40.231	32.26	680	YE	YE	YE	0.866666666666667	1	1	1.19700415196039	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.238
Schlotterer	NS	1	YE	YE27	F	Turkey	40.231	32.26	680	YE	YE	YE	0.5	0.5	0.583333333333333	0.785398163397448	0.785398163397448	0.869122203007293	#132B69	-	-	-	0.238
Schlotterer	NS	1	YE	YE48	F	Turkey	40.231	32.26	680	YE	YE	YE	0.307692307692308	0.384615384615385	0.384615384615385	0.588002603547568	0.668964074268407	0.668964074268407	#132B69	+	+	+	0.238
Schlotterer	NS	1	YE	YE80	F	Turkey	40.231	32.26	680	YE	YE	YE	0.533333333333333	0.533333333333333	0.533333333333333	0.818756237602561	0.818756237602561	0.818756237602561	#132B69	+	+	+	0.238
Schlotterer	NS	2	AK	AK1	F	Finland	61.1	23.52	88	AK	AK	AK	0.333333333333333	0.333333333333333	0.333333333333333	0.615479708670387	0.615479708670387	0.615479708670387	#A00E00	+	+	+	0.238
Schlotterer	NS	2	AK	AK13	F	Finland	61.1	23.52	88	AK	AK	AK	0	0	0	0	0	0	#A00E00	+	+	+	0.238
Schlotterer	NS	2	AK	AK14	F	Finland	61.1	23.52	88	AK	AK	AK	0.466666666666667	0.466666666666667	0.466666666666667	0.752040089192336	0.752040089192336	0.752040089192336	#A00E00	+	+	+	0.238
Schlotterer	NS	2	AK	AK15	F	Finland	61.1	23.52	88	AK	AK	AK	0.733333333333333	0.733333333333333	0.733333333333333	1.02815722454524	1.02815722454524	1.02815722454524	#A00E00	+	+	+	0.238
Schlotterer	NS	2	AK	AK18	F	Finland	61.1	23.52	88	AK	AK	AK	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.261157410903024	0.261157410903024	0.261157410903024	#A00E00	+	+	+	0.238
Schlotterer	NS	2	AK	AK20	F	Finland	61.1	23.52	88	AK	AK	AK	0.933333333333333	0.933333333333333	0.933333333333333	1.30963891589187	1.30963891589187	1.30963891589187	#A00E00	+	+	+	0.238
Schlotterer	NS	2	AK	AK6	F	Finland	61.1	23.52	88	AK	AK	AK	0.733333333333333	0.8	0.8	1.02815722454524	1.10714871779409	1.10714871779409	#A00E00	+	+	+	0.238
Schlotterer	NS	2	AK	AK7	F	Finland	61.1	23.52	88	AK	AK	AK	0.6	0.6	0.6	0.886077123792614	0.886077123792614	0.886077123792614	#A00E00	+	+	+	0.238
Schlotterer	NS	2	AK	AK9	F	Finland	61.1	23.52	88	AK	AK	AK	0.866666666666667	0.933333333333333	0.933333333333333	1.19700415196039	1.30963891589187	1.30963891589187	#A00E00	+	+	+	0.238
Schlotterer	NS	2	GI	GI15	F	Spain	41.618	0.62	173	GI	GI	GI	0.666666666666667	0.666666666666667	0.666666666666667	0.955316618124509	0.955316618124509	0.955316618124509	#B82E00	+	+	+	0.238
Schlotterer	NS	2	GI	GI2	F	Spain	41.618	0.62	173	GI	GI	GI	0.933333333333333	0.933333333333333	0.933333333333333	1.30963891589187	1.30963891589187	1.30963891589187	#B82E00	-	-	-	0.238
Schlotterer	NS	2	GI	GI8	F	Spain	41.618	0.62	173	GI	GI	GI	0.727272727272727	0.727272727272727	0.727272727272727	1.02132908203727	1.02132908203727	1.02132908203727	#B82E00	-	-	-	0.238
Schlotterer	NS	2	KA	KA10	F	Denmark	55.945	10.213	15	KA	KA	KA	0.6	0.666666666666667	0.733333333333333	0.886077123792614	0.955316618124509	1.02815722454524	#D04E00	+	+	+	0.238
Schlotterer	NS	2	KA	KA13	F	Denmark	55.945	10.213	15	KA	KA	KA	0.8	0.8	0.8	1.10714871779409	1.10714871779409	1.10714871779409	#D04E00	+	+	+	0.238
Schlotterer	NS	2	KA	KA17	F	Denmark	55.945	10.213	15	KA	KA	KA	0.6875	0.8125	0.8125	0.977596550645268	1.12296392986596	1.12296392986596	#D04E00	+	+	+	0.238
Schlotterer	NS	2	KA	KA2	F	Denmark	55.945	10.213	15	KA	KA	KA	1	1	1	1.5707963267949	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.238
Schlotterer	NS	2	KA	KA28	F	Denmark	55.945	10.213	15	KA	KA	KA	1	1	1	1.5707963267949	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.238
Schlotterer	NS	2	KA	KA5	F	Denmark	55.945	10.213	15	KA	KA	KA	0.0666666666666667	0.133333333333333	0.133333333333333	0.261157410903024	0.37379217483451	0.37379217483451	#D04E00	+	+	+	0.238
Schlotterer	NS	2	MA	MA20	F	Austria	48.375	15.56	572	MA	MA	MA	0.933333333333333	1	1	1.30963891589187	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.238
Schlotterer	NS	2	MA	MA23	F	Austria	48.375	15.56	572	MA	MA	MA	0.642857142857143	0.642857142857143	0.642857142857143	0.930274014115472	0.930274014115472	0.930274014115472	#E38800	+	+	+	0.238
Schlotterer	NS	2	MA	MA27	F	Austria	48.375	15.56	572	MA	MA	MA	0.466666666666667	0.8	0.866666666666667	0.752040089192336	1.10714871779409	1.19700415196039	#E38800	+	+	+	0.238
Schlotterer	NS	2	MA	MA28	F	Austria	48.375	15.56	572	MA	MA	MA	0.6	0.866666666666667	0.933333333333333	0.886077123792614	1.19700415196039	1.30963891589187	#E38800	+	+	+	0.238
Schlotterer	NS	2	MA	MA31	F	Austria	48.375	15.56	572	MA	MA	MA	0.466666666666667	0.466666666666667	0.533333333333333	0.752040089192336	0.752040089192336	0.818756237602561	#E38800	-	-	-	0.238
Schlotterer	NS	2	MA	MA32	F	Austria	48.375	15.56	572	MA	MA	MA	0.666666666666667	0.733333333333333	0.866666666666667	0.955316618124509	1.02815722454524	1.19700415196039	#E38800	+	+	+	0.238
Schlotterer	NS	2	MA	MA6	F	Austria	48.375	15.56	572	MA	MA	MA	0.133333333333333	0.2	0.266666666666667	0.37379217483451	0.463647609000806	0.542639102249653	#E38800	-	-	-	0.238
Schlotterer	NS	2	MA	MA7	F	Austria	48.375	15.56	572	MA	MA	MA	0.8	0.8	0.8	1.10714871779409	1.10714871779409	1.10714871779409	#E38800	+	+	+	0.238
Schlotterer	NS	2	MU	MU1	F	Germany	48.18	11.61	520	MU	MU	MU	0.666666666666667	0.666666666666667	0.733333333333333	0.955316618124509	0.955316618124509	1.02815722454524	#F6C200	-	-	-	0.238
Schlotterer	NS	2	MU	MU10	F	Germany	48.18	11.61	520	MU	MU	MU	0.833333333333333	0.833333333333333	0.833333333333333	1.15026199151093	1.15026199151093	1.15026199151093	#F6C200	+	+	+	0.238
Schlotterer	NS	2	MU	MU15	F	Germany	48.18	11.61	520	MU	MU	MU	0.2	0.2	0.266666666666667	0.463647609000806	0.463647609000806	0.542639102249653	#F6C200	+	+	+	0.238
Schlotterer	NS	2	MU	MU4	F	Germany	48.18	11.61	520	MU	MU	MU	0.266666666666667	0.266666666666667	0.266666666666667	0.542639102249653	0.542639102249653	0.542639102249653	#F6C200	+	+	+	0.238
Schlotterer	NS	2	MU	MU5	F	Germany	48.18	11.61	520	MU	MU	MU	0.933333333333333	0.933333333333333	0.933333333333333	1.30963891589187	1.30963891589187	1.30963891589187	#F6C200	+	+	+	0.238
Schlotterer	NS	2	MU	MU6	F	Germany	48.18	11.61	520	MU	MU	MU	0.6	0.6	0.6	0.886077123792614	0.886077123792614	0.886077123792614	#F6C200	+	+	+	0.238
Schlotterer	NS	2	RE	RE10	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.642857142857143	0.857142857142857	0.928571428571429	0.930274014115472	1.18319964013972	1.30024656381632	#7BA354	+	+	+	0.238
Schlotterer	NS	2	RE	RE4	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.533333333333333	0.533333333333333	0.533333333333333	0.818756237602561	0.818756237602561	0.818756237602561	#7BA354	-	-	-	0.238
Schlotterer	NS	2	UM	UM13	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.533333333333333	0.533333333333333	0.533333333333333	0.818756237602561	0.818756237602561	0.818756237602561	#0086A8	-	-	-	0.238
Schlotterer	NS	2	UM	UM18	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.933333333333333	0.933333333333333	0.933333333333333	1.30963891589187	1.30963891589187	1.30963891589187	#0086A8	+	+	+	0.238
Schlotterer	NS	2	UM	UM2	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.785714285714286	0.857142857142857	0.857142857142857	1.08952095285255	1.18319964013972	1.18319964013972	#0086A8	+	+	+	0.238
Schlotterer	NS	2	UM	UM20	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.666666666666667	0.866666666666667	1	0.955316618124509	1.19700415196039	1.5707963267949	#0086A8	+	+	+	0.238
Schlotterer	NS	2	UM	UM21	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.4	0.733333333333333	0.933333333333333	0.684719203002283	1.02815722454524	1.30963891589187	#0086A8	+	+	+	0.238
Schlotterer	NS	2	UM	UM22	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.866666666666667	0.866666666666667	0.866666666666667	1.19700415196039	1.19700415196039	1.19700415196039	#0086A8	+	+	+	0.238
Schlotterer	NS	2	UM	UM23	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.933333333333333	0.933333333333333	0.933333333333333	1.30963891589187	1.30963891589187	1.30963891589187	#0086A8	-	-	-	0.238
Schlotterer	NS	2	UM	UM4	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.4	0.4	0.4	0.684719203002283	0.684719203002283	0.684719203002283	#0086A8	+	+	+	0.238
Schlotterer	NS	2	UM	UM7	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.461538461538462	0.769230769230769	0.769230769230769	0.746898593069036	1.06970331352954	1.06970331352954	#0086A8	+	+	+	0.238
Schlotterer	NS	2	UM	UM9	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.866666666666667	1	1	1.19700415196039	1.5707963267949	1.5707963267949	#0086A8	-	-	-	0.238
Schlotterer	NS	2	VA	VA30	F	Russia	57.979	33.244	217	VA	VA	VA	0.333333333333333	0.333333333333333	0.333333333333333	0.615479708670387	0.615479708670387	0.615479708670387	#095888	+	+	+	0.238
Schlotterer	NS	2	VA	VA46	F	Russia	57.979	33.244	217	VA	VA	VA	0.733333333333333	0.8	0.8	1.02815722454524	1.10714871779409	1.10714871779409	#095888	+	+	+	0.238
Schlotterer	NS	2	VA	VA57	F	Russia	57.979	33.244	217	VA	VA	VA	0.733333333333333	0.733333333333333	0.733333333333333	1.02815722454524	1.02815722454524	1.02815722454524	#095888	+	+	+	0.238
Schlotterer	NS	2	YE	YE14	F	Turkey	40.231	32.26	680	YE	YE	YE	0.8	0.8	0.866666666666667	1.10714871779409	1.10714871779409	1.19700415196039	#132B69	+	+	+	0.238
Schlotterer	NS	2	YE	YE19	F	Turkey	40.231	32.26	680	YE	YE	YE	0.933333333333333	0.933333333333333	0.933333333333333	1.30963891589187	1.30963891589187	1.30963891589187	#132B69	+	+	+	0.238
Schlotterer	NS	2	YE	YE24	F	Turkey	40.231	32.26	680	YE	YE	YE	1	1	1	1.5707963267949	1.5707963267949	1.5707963267949	#132B69	+	+	+	0.238
Schlotterer	NS	2	YE	YE27	F	Turkey	40.231	32.26	680	YE	YE	YE	0.866666666666667	0.866666666666667	0.933333333333333	1.19700415196039	1.19700415196039	1.30963891589187	#132B69	-	-	-	0.238
Schlotterer	NS	2	YE	YE49	F	Turkey	40.231	32.26	680	YE	YE	YE	0.733333333333333	0.8	0.866666666666667	1.02815722454524	1.10714871779409	1.19700415196039	#132B69	+	+	+	0.238
Schlotterer	NS	2	YE	YE69	F	Turkey	40.231	32.26	680	YE	YE	YE	0.6	0.6	0.6	0.886077123792614	0.886077123792614	0.886077123792614	#132B69	+	+	+	0.238
Schlotterer	NS	2	YE	YE80	F	Turkey	40.231	32.26	680	YE	YE	YE	0.666666666666667	0.666666666666667	0.666666666666667	0.955316618124509	0.955316618124509	0.955316618124509	#132B69	+	+	+	0.238
Schlotterer	NS	3	AK	AK10	F	Finland	61.1	23.52	88	AK	AK	AK	0.466666666666667	0.533333333333333	0.533333333333333	0.752040089192336	0.818756237602561	0.818756237602561	#A00E00	+	+	+	0.238
