Supervisor.PI	Diet	Batch	Population	Line	Sex	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Prop_Max_Stage7	Prop_Max_Stage8	Prop_Max_Stage9	Prop_Max_Stage7_asin	Prop_Max_Stage8_asin	Prop_Max_Stage9_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Bergland	S	3	KA	KA10	F	Denmark	55.945	10.213	15	KA	KA	KA	0	0.2	0.3	0	0.463647609000806	0.579639740363704	#D04E00	+	+	+	0.099
Bergland	S	3	KA	KA13	F	Denmark	55.945	10.213	15	KA	KA	KA	0.08	0.2	0.28	0.286756552211548	0.463647609000806	0.557598826699537	#D04E00	+	+	+	0.099
Bergland	S	3	KA	KA16	F	Denmark	55.945	10.213	15	KA	KA	KA	0.111111111111111	0.277777777777778	0.277777777777778	0.339836909454122	0.555121167556787	0.555121167556787	#D04E00	+	+	+	0.099
Bergland	S	3	KA	KA18	F	Denmark	55.945	10.213	15	KA	KA	KA	0.142857142857143	0.642857142857143	0.857142857142857	0.387596686655181	0.930274014115472	1.18319964013972	#D04E00	+	+	+	0.099
Bergland	S	3	KA	KA24	F	Denmark	55.945	10.213	15	KA	KA	KA	0.0769230769230769	0.153846153846154	0.230769230769231	0.281034901502814	0.403057074466113	0.501093013265357	#D04E00	-	-	-	0.099
Bergland	S	3	MA	MA13	F	Austria	48.375	15.56	572	MA	MA	MA	0.08	0.36	0.36	0.286756552211548	0.643501108793284	0.643501108793284	#E38800	-	-	-	0.099
Bergland	S	3	MA	MA18	F	Austria	48.375	15.56	572	MA	MA	MA	0.5	1	1	0.785398163397448	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.099
Bergland	S	3	MA	MA27	F	Austria	48.375	15.56	572	MA	MA	MA	0.0869565217391304	0.347826086956522	0.391304347826087	0.299334026417771	0.630771312833688	0.675827633898682	#E38800	+	+	+	0.099
Bergland	S	3	MA	MA3	F	Austria	48.375	15.56	572	MA	MA	MA	0	0.8	1	0	1.10714871779409	1.5707963267949	#E38800	-	-	-	0.099
Bergland	S	3	MA	MA32	F	Austria	48.375	15.56	572	MA	MA	MA	0	0.166666666666667	0.416666666666667	0	0.420534335283965	0.701674123787604	#E38800	+	+	+	0.099
Bergland	S	3	MA	MA5	F	Austria	48.375	15.56	572	MA	MA	MA	0.346153846153846	0.538461538461538	0.538461538461538	0.629014802426676	0.82389773372586	0.82389773372586	#E38800	+	+	+	0.099
Bergland	S	3	MU	MU11	F	Germany	48.18	11.61	520	MU	MU	MU	0.0833333333333333	0.666666666666667	0.916666666666667	0.292842771728575	0.955316618124509	1.27795355506632	#F6C200	+	+	+	0.099
Bergland	S	3	MU	MU16	F	Germany	48.18	11.61	520	MU	MU	MU	0.133333333333333	0.8	0.866666666666667	0.37379217483451	1.10714871779409	1.19700415196039	#F6C200	+	+	+	0.099
Bergland	S	3	MU	MU20	F	Germany	48.18	11.61	520	MU	MU	MU	0.333333333333333	0.833333333333333	0.833333333333333	0.615479708670387	1.15026199151093	1.15026199151093	#F6C200	+	+	+	0.099
Bergland	S	3	MU	MU3	F	Germany	48.18	11.61	520	MU	MU	MU	0.0666666666666667	0.4	0.533333333333333	0.261157410903024	0.684719203002283	0.818756237602561	#F6C200	+	+	+	0.099
Bergland	S	3	MU	MU6	F	Germany	48.18	11.61	520	MU	MU	MU	0.115384615384615	0.5	0.5	0.346579953788377	0.785398163397448	0.785398163397448	#F6C200	+	+	+	0.099
Bergland	S	3	RE	RE11	F	Portugal	41.15	-8.41	175	RE	RE	RE	0	0.352941176470588	0.470588235294118	0	0.63613206280501	0.755969410423908	#7BA354	-	-	-	0.099
Bergland	S	3	RE	RE15	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.0454545454545455	0.409090909090909	0.409090909090909	0.214849833075712	0.693980594900994	0.693980594900994	#7BA354	-	-	-	0.099
Bergland	S	3	RE	RE18	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.0833333333333333	0.583333333333333	0.708333333333333	0.292842771728575	0.869122203007293	1.00028587904971	#7BA354	-	-	-	0.099
Bergland	S	3	RE	RE3	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.181818181818182	0.818181818181818	0.909090909090909	0.440510663004698	1.1302856637902	1.26451895762523	#7BA354	+	+	+	0.099
Bergland	S	3	RE	RE4	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.1	0.8	1	0.321750554396642	1.10714871779409	1.5707963267949	#7BA354	-	-	-	0.099
Bergland	S	3	UM	UM13	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	0.181818181818182	0.181818181818182	0	0.440510663004698	0.440510663004698	#0086A8	-	-	-	0.099
Bergland	S	3	UM	UM17	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.3125	1	1	0.593199776149629	1.5707963267949	1.5707963267949	#0086A8	-	-	-	0.099
Bergland	S	3	UM	UM20	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	0.125	0.375	0	0.361367123906708	0.659058035826409	#0086A8	+	+	+	0.099
Bergland	S	3	UM	UM21	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	0.461538461538462	0.923076923076923	0	0.746898593069036	1.28976142529208	#0086A8	+	+	+	0.099
Bergland	S	3	UM	UM23	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.0526315789473684	0.947368421052632	0.947368421052632	0.231477363970178	1.33931896282472	1.33931896282472	#0086A8	-	-	-	0.099
Bergland	S	3	UM	UM28	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	0.538461538461538	0.615384615384615	0	0.82389773372586	0.90183225252649	#0086A8	-	-	-	0.099
Bergland	S	3	UM	UM7	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	0.411764705882353	0.529411764705882	0	0.696698361177263	0.814826916370989	#0086A8	+	+	+	0.099
Bergland	S	3	UM	UM9	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	0.571428571428571	0.857142857142857	0	0.857071947850131	1.18319964013972	#0086A8	-	-	-	0.099
Bergland	S	3	VA	VA1	F	Russia	57.979	33.244	217	VA	VA	VA	0	1	1	0	1.5707963267949	1.5707963267949	#095888	+	+	+	0.099
Bergland	S	3	VA	VA22	F	Russia	57.979	33.244	217	VA	VA	VA	0.125	0.875	1	0.361367123906708	1.20942920288819	1.5707963267949	#095888	+	+	+	0.099
Bergland	S	3	VA	VA46	F	Russia	57.979	33.244	217	VA	VA	VA	0	0.333333333333333	0.555555555555556	0	0.615479708670387	0.84106867056793	#095888	+	+	+	0.099
Bergland	S	3	YE	YE13	F	Turkey	40.231	32.26	680	YE	YE	YE	0	0.357142857142857	0.642857142857143	0	0.640522312679424	0.930274014115472	#132B69	+	+	+	0.099
Bergland	S	3	YE	YE15	F	Turkey	40.231	32.26	680	YE	YE	YE	0.0588235294117647	0.588235294117647	0.705882352941177	0.244978663126864	0.874097965617633	0.997593017694042	#132B69	+	+	+	0.099
Bergland	S	3	YE	YE21	F	Turkey	40.231	32.26	680	YE	YE	YE	0.142857142857143	0.571428571428571	0.571428571428571	0.387596686655181	0.857071947850131	0.857071947850131	#132B69	+	+	+	0.099
Bergland	S	3	YE	YE41	F	Turkey	40.231	32.26	680	YE	YE	YE	0	0.578947368421053	0.736842105263158	0	0.864677303716298	1.03213286071411	#132B69	+	+	+	0.099
Bergland	S	3	YE	YE48	F	Turkey	40.231	32.26	680	YE	YE	YE	0	0.5	1	0	0.785398163397448	1.5707963267949	#132B69	+	+	+	0.099
Bergland	S	3	YE	YE51	F	Turkey	40.231	32.26	680	YE	YE	YE	0.133333333333333	0.666666666666667	0.733333333333333	0.37379217483451	0.955316618124509	1.02815722454524	#132B69	+	+	+	0.099
Flatt	S	1	AK	AK1	F	Finland	61.1	23.52	88	AK	AK	AK	0	0.941176470588235	0.941176470588235	0	1.32581766366803	1.32581766366803	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK10	F	Finland	61.1	23.52	88	AK	AK	AK	0.0666666666666667	0.933333333333333	0.933333333333333	0.261157410903024	1.30963891589187	1.30963891589187	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK11	F	Finland	61.1	23.52	88	AK	AK	AK	0	1	1	0	1.5707963267949	1.5707963267949	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK12	F	Finland	61.1	23.52	88	AK	AK	AK	0	1	1	0	1.5707963267949	1.5707963267949	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK13	F	Finland	61.1	23.52	88	AK	AK	AK	0	1	1	0	1.5707963267949	1.5707963267949	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK14	F	Finland	61.1	23.52	88	AK	AK	AK	0.0909090909090909	1	1	0.306277369169669	1.5707963267949	1.5707963267949	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK15	F	Finland	61.1	23.52	88	AK	AK	AK	0	1	1	0	1.5707963267949	1.5707963267949	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK16	F	Finland	61.1	23.52	88	AK	AK	AK	0	1	1	0	1.5707963267949	1.5707963267949	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK17	F	Finland	61.1	23.52	88	AK	AK	AK	0	0.909090909090909	0.909090909090909	0	1.26451895762523	1.26451895762523	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK18	F	Finland	61.1	23.52	88	AK	AK	AK	0.0588235294117647	1	1	0.244978663126864	1.5707963267949	1.5707963267949	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK2	F	Finland	61.1	23.52	88	AK	AK	AK	0	0.777777777777778	0.777777777777778	0	1.07991364850559	1.07991364850559	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK20	F	Finland	61.1	23.52	88	AK	AK	AK	0	1	1	0	1.5707963267949	1.5707963267949	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK21	F	Finland	61.1	23.52	88	AK	AK	AK	0.0666666666666667	0.866666666666667	0.866666666666667	0.261157410903024	1.19700415196039	1.19700415196039	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK3	F	Finland	61.1	23.52	88	AK	AK	AK	0	1	1	0	1.5707963267949	1.5707963267949	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK4	F	Finland	61.1	23.52	88	AK	AK	AK	0.133333333333333	0.733333333333333	0.733333333333333	0.37379217483451	1.02815722454524	1.02815722454524	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK5	F	Finland	61.1	23.52	88	AK	AK	AK	0	1	1	0	1.5707963267949	1.5707963267949	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK6	F	Finland	61.1	23.52	88	AK	AK	AK	0.222222222222222	1	1	0.490882678289311	1.5707963267949	1.5707963267949	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK7	F	Finland	61.1	23.52	88	AK	AK	AK	0	0.923076923076923	0.923076923076923	0	1.28976142529208	1.28976142529208	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK8	F	Finland	61.1	23.52	88	AK	AK	AK	0	1	1	0	1.5707963267949	1.5707963267949	#A00E00	+	+	+	0.088
Flatt	S	1	AK	AK9	F	Finland	61.1	23.52	88	AK	AK	AK	0.166666666666667	0.916666666666667	0.916666666666667	0.420534335283965	1.27795355506632	1.27795355506632	#A00E00	+	+	+	0.088
Flatt	S	1	GI	GI1	F	Spain	41.618	0.62	173	GI	GI	GI	0	0.769230769230769	0.769230769230769	0	1.06970331352954	1.06970331352954	#B82E00	-	-	-	0.088
Flatt	S	1	GI	GI10	F	Spain	41.618	0.62	173	GI	GI	GI	0	1	1	0	1.5707963267949	1.5707963267949	#B82E00	+	+	+	0.088
Flatt	S	1	GI	GI11	F	Spain	41.618	0.62	173	GI	GI	GI	0	0.916666666666667	0.916666666666667	0	1.27795355506632	1.27795355506632	#B82E00	+	+	+	0.088
Flatt	S	1	GI	GI12	F	Spain	41.618	0.62	173	GI	GI	GI	0	1	1	0	1.5707963267949	1.5707963267949	#B82E00	+	+	+	0.088
Flatt	S	1	GI	GI13	F	Spain	41.618	0.62	173	GI	GI	GI	0.181818181818182	1	1	0.440510663004698	1.5707963267949	1.5707963267949	#B82E00	+	+	+	0.088
Flatt	S	1	GI	GI15	F	Spain	41.618	0.62	173	GI	GI	GI	0	1	1	0	1.5707963267949	1.5707963267949	#B82E00	+	+	+	0.088
Flatt	S	1	GI	GI2	F	Spain	41.618	0.62	173	GI	GI	GI	0.0625	1	1	0.252680255142079	1.5707963267949	1.5707963267949	#B82E00	-	-	-	0.088
Flatt	S	1	GI	GI4	F	Spain	41.618	0.62	173	GI	GI	GI	0	1	1	0	1.5707963267949	1.5707963267949	#B82E00	+	+	+	0.088
Flatt	S	1	GI	GI5	F	Spain	41.618	0.62	173	GI	GI	GI	0	0.6875	0.6875	0	0.977596550645268	0.977596550645268	#B82E00	-	-	-	0.088
Flatt	S	1	GI	GI6	F	Spain	41.618	0.62	173	GI	GI	GI	0	1	1	0	1.5707963267949	1.5707963267949	#B82E00	+	+	+	0.088
Flatt	S	1	GI	GI7	F	Spain	41.618	0.62	173	GI	GI	GI	0	1	1	0	1.5707963267949	1.5707963267949	#B82E00	+	+	+	0.088
Flatt	S	1	GI	GI8	F	Spain	41.618	0.62	173	GI	GI	GI	0	0.818181818181818	0.818181818181818	0	1.1302856637902	1.1302856637902	#B82E00	-	-	-	0.088
Flatt	S	1	GI	GI9	F	Spain	41.618	0.62	173	GI	GI	GI	0	1	1	0	1.5707963267949	1.5707963267949	#B82E00	-	-	-	0.088
Flatt	S	1	KA	KA1	F	Denmark	55.945	10.213	15	KA	KA	KA	0.0526315789473684	1	1	0.231477363970178	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA10	F	Denmark	55.945	10.213	15	KA	KA	KA	0	1	1	0	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA11	F	Denmark	55.945	10.213	15	KA	KA	KA	0	0.818181818181818	0.818181818181818	0	1.1302856637902	1.1302856637902	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA13	F	Denmark	55.945	10.213	15	KA	KA	KA	0	1	1	0	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA14	F	Denmark	55.945	10.213	15	KA	KA	KA	0	1	1	0	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA15	F	Denmark	55.945	10.213	15	KA	KA	KA	0.181818181818182	1	1	0.440510663004698	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA16	F	Denmark	55.945	10.213	15	KA	KA	KA	0.0833333333333333	1	1	0.292842771728575	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA17	F	Denmark	55.945	10.213	15	KA	KA	KA	0.0909090909090909	1	1	0.306277369169669	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA18	F	Denmark	55.945	10.213	15	KA	KA	KA	0.133333333333333	1	1	0.37379217483451	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA2	F	Denmark	55.945	10.213	15	KA	KA	KA	0.0909090909090909	1	1	0.306277369169669	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA23	F	Denmark	55.945	10.213	15	KA	KA	KA	0.0666666666666667	1	1	0.261157410903024	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA24	F	Denmark	55.945	10.213	15	KA	KA	KA	0	1	1	0	1.5707963267949	1.5707963267949	#D04E00	-	-	-	0.088
Flatt	S	1	KA	KA25	F	Denmark	55.945	10.213	15	KA	KA	KA	0	1	1	0	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA28	F	Denmark	55.945	10.213	15	KA	KA	KA	0	1	1	0	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA29	F	Denmark	55.945	10.213	15	KA	KA	KA	0	0.916666666666667	0.916666666666667	0	1.27795355506632	1.27795355506632	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA3	F	Denmark	55.945	10.213	15	KA	KA	KA	0	1	1	0	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA5	F	Denmark	55.945	10.213	15	KA	KA	KA	0.0833333333333333	1	1	0.292842771728575	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	KA	KA7	F	Denmark	55.945	10.213	15	KA	KA	KA	0	1	1	0	1.5707963267949	1.5707963267949	#D04E00	+	+	+	0.088
Flatt	S	1	MA	MA12	F	Austria	48.375	15.56	572	MA	MA	MA	0.0714285714285714	1	1	0.270549762978573	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA13	F	Austria	48.375	15.56	572	MA	MA	MA	0	1	1	0	1.5707963267949	1.5707963267949	#E38800	-	-	-	0.088
Flatt	S	1	MA	MA16	F	Austria	48.375	15.56	572	MA	MA	MA	0	0.555555555555556	0.666666666666667	0	0.84106867056793	0.955316618124509	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA18	F	Austria	48.375	15.56	572	MA	MA	MA	0	1	1	0	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA19	F	Austria	48.375	15.56	572	MA	MA	MA	0	0.9	0.9	0	1.24904577239825	1.24904577239825	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA20	F	Austria	48.375	15.56	572	MA	MA	MA	0.166666666666667	1	1	0.420534335283965	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA21	F	Austria	48.375	15.56	572	MA	MA	MA	0	1	1	0	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA23	F	Austria	48.375	15.56	572	MA	MA	MA	0	0.933333333333333	0.933333333333333	0	1.30963891589187	1.30963891589187	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA26	F	Austria	48.375	15.56	572	MA	MA	MA	0	1	1	0	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA27	F	Austria	48.375	15.56	572	MA	MA	MA	0	1	1	0	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA28	F	Austria	48.375	15.56	572	MA	MA	MA	0.1875	1	1	0.447832396928932	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA30	F	Austria	48.375	15.56	572	MA	MA	MA	0	1	1	0	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA31	F	Austria	48.375	15.56	572	MA	MA	MA	0	1	1	0	1.5707963267949	1.5707963267949	#E38800	-	-	-	0.088
Flatt	S	1	MA	MA32	F	Austria	48.375	15.56	572	MA	MA	MA	0.8	0.8	0.8	1.10714871779409	1.10714871779409	1.10714871779409	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA5	F	Austria	48.375	15.56	572	MA	MA	MA	0	1	1	0	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA6	F	Austria	48.375	15.56	572	MA	MA	MA	0	0.866666666666667	0.866666666666667	0	1.19700415196039	1.19700415196039	#E38800	-	-	-	0.088
Flatt	S	1	MA	MA7	F	Austria	48.375	15.56	572	MA	MA	MA	0.105263157894737	1	1	0.330422647911483	1.5707963267949	1.5707963267949	#E38800	+	+	+	0.088
Flatt	S	1	MA	MA9	F	Austria	48.375	15.56	572	MA	MA	MA	0	0.714285714285714	0.714285714285714	0	1.00685368543427	1.00685368543427	#E38800	+	+	+	0.088
Flatt	S	1	MU	MU1	F	Germany	48.18	11.61	520	MU	MU	MU	0	1	1	0	1.5707963267949	1.5707963267949	#F6C200	-	-	-	0.088
Flatt	S	1	MU	MU10	F	Germany	48.18	11.61	520	MU	MU	MU	0.277777777777778	1	1	0.555121167556787	1.5707963267949	1.5707963267949	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU11	F	Germany	48.18	11.61	520	MU	MU	MU	0	1	1	0	1.5707963267949	1.5707963267949	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU13	F	Germany	48.18	11.61	520	MU	MU	MU	0.142857142857143	1	1	0.387596686655181	1.5707963267949	1.5707963267949	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU14	F	Germany	48.18	11.61	520	MU	MU	MU	0.214285714285714	1	1	0.481275373942343	1.5707963267949	1.5707963267949	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU15	F	Germany	48.18	11.61	520	MU	MU	MU	0.333333333333333	0.944444444444444	0.944444444444444	0.615479708670387	1.33285520196469	1.33285520196469	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU16	F	Germany	48.18	11.61	520	MU	MU	MU	0	0.941176470588235	0.941176470588235	0	1.32581766366803	1.32581766366803	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU18	F	Germany	48.18	11.61	520	MU	MU	MU	0	1	1	0	1.5707963267949	1.5707963267949	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU2	F	Germany	48.18	11.61	520	MU	MU	MU	0	0.947368421052632	0.947368421052632	0	1.33931896282472	1.33931896282472	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU20	F	Germany	48.18	11.61	520	MU	MU	MU	0.3125	1	1	0.593199776149629	1.5707963267949	1.5707963267949	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU3	F	Germany	48.18	11.61	520	MU	MU	MU	0.0740740740740741	0.962962962962963	0.962962962962963	0.275642799216265	1.37713802635057	1.37713802635057	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU4	F	Germany	48.18	11.61	520	MU	MU	MU	0	0.888888888888889	0.888888888888889	0	1.23095941734077	1.23095941734077	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU5	F	Germany	48.18	11.61	520	MU	MU	MU	0	1	1	0	1.5707963267949	1.5707963267949	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU6	F	Germany	48.18	11.61	520	MU	MU	MU	0	1	1	0	1.5707963267949	1.5707963267949	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU7	F	Germany	48.18	11.61	520	MU	MU	MU	0	1	1	0	1.5707963267949	1.5707963267949	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU8	F	Germany	48.18	11.61	520	MU	MU	MU	0.153846153846154	1	1	0.403057074466113	1.5707963267949	1.5707963267949	#F6C200	+	+	+	0.088
Flatt	S	1	MU	MU9	F	Germany	48.18	11.61	520	MU	MU	MU	0.2	1	1	0.463647609000806	1.5707963267949	1.5707963267949	#F6C200	+	+	+	0.088
Flatt	S	1	RE	RE10	F	Portugal	41.15	-8.41	175	RE	RE	RE	0	0.882352941176471	0.882352941176471	0	1.22069054902775	1.22069054902775	#7BA354	+	+	+	0.088
Flatt	S	1	RE	RE11	F	Portugal	41.15	-8.41	175	RE	RE	RE	0	0.666666666666667	0.933333333333333	0	0.955316618124509	1.30963891589187	#7BA354	-	-	-	0.088
Flatt	S	1	RE	RE12	F	Portugal	41.15	-8.41	175	RE	RE	RE	0	0.8	0.8	0	1.10714871779409	1.10714871779409	#7BA354	+	+	+	0.088
Flatt	S	1	RE	RE13	F	Portugal	41.15	-8.41	175	RE	RE	RE	0	1	1	0	1.5707963267949	1.5707963267949	#7BA354	+	+	+	0.088
Flatt	S	1	RE	RE17	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.133333333333333	1	1	0.37379217483451	1.5707963267949	1.5707963267949	#7BA354	-	-	-	0.088
Flatt	S	1	RE	RE18	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.0625	1	1	0.252680255142079	1.5707963267949	1.5707963267949	#7BA354	-	-	-	0.088
Flatt	S	1	RE	RE3	F	Portugal	41.15	-8.41	175	RE	RE	RE	0	1	1	0	1.5707963267949	1.5707963267949	#7BA354	+	+	+	0.088
Flatt	S	1	RE	RE4	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.384615384615385	0.923076923076923	0.923076923076923	0.668964074268407	1.28976142529208	1.28976142529208	#7BA354	-	-	-	0.088
Flatt	S	1	RE	RE5	F	Portugal	41.15	-8.41	175	RE	RE	RE	0.125	1	1	0.361367123906708	1.5707963267949	1.5707963267949	#7BA354	-	-	-	0.088
Flatt	S	1	RE	RE6	F	Portugal	41.15	-8.41	175	RE	RE	RE	0	1	1	0	1.5707963267949	1.5707963267949	#7BA354	+	+	+	0.088
Flatt	S	1	RE	RE7	F	Portugal	41.15	-8.41	175	RE	RE	RE	0	1	1	0	1.5707963267949	1.5707963267949	#7BA354	-	-	-	0.088
Flatt	S	1	RE	RE8	F	Portugal	41.15	-8.41	175	RE	RE	RE	0	0.9	0.9	0	1.24904577239825	1.24904577239825	#7BA354	+	+	+	0.088
Flatt	S	1	UM	UM13	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	0.923076923076923	0.923076923076923	0	1.28976142529208	1.28976142529208	#0086A8	-	-	-	0.088
Flatt	S	1	UM	UM17	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.3	1	1	0.579639740363704	1.5707963267949	1.5707963267949	#0086A8	-	-	-	0.088
Flatt	S	1	UM	UM18	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	1	1	0	1.5707963267949	1.5707963267949	#0086A8	+	+	+	0.088
Flatt	S	1	UM	UM20	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	1	1	0	1.5707963267949	1.5707963267949	#0086A8	+	+	+	0.088
Flatt	S	1	UM	UM21	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	0.928571428571429	0.928571428571429	0	1.30024656381632	1.30024656381632	#0086A8	+	+	+	0.088
Flatt	S	1	UM	UM23	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	1	1	0	1.5707963267949	1.5707963267949	#0086A8	-	-	-	0.088
Flatt	S	1	UM	UM25	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.307692307692308	1	1	0.588002603547568	1.5707963267949	1.5707963267949	#0086A8	+	+	+	0.088
Flatt	S	1	UM	UM26	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	1	1	0	1.5707963267949	1.5707963267949	#0086A8	+	+	+	0.088
Flatt	S	1	UM	UM28	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.25	1	1	0.523598775598299	1.5707963267949	1.5707963267949	#0086A8	-	-	-	0.088
Flatt	S	1	UM	UM4	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	1	1	0	1.5707963267949	1.5707963267949	#0086A8	+	+	+	0.088
Flatt	S	1	UM	UM5	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.0666666666666667	1	1	0.261157410903024	1.5707963267949	1.5707963267949	#0086A8	+	+	+	0.088
Flatt	S	1	UM	UM6	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	1	1	0	1.5707963267949	1.5707963267949	#0086A8	-	-	-	0.088
Flatt	S	1	UM	UM7	F	Ukraine	48.753	30.206	214	UM	UM	UM	0.133333333333333	1	1	0.37379217483451	1.5707963267949	1.5707963267949	#0086A8	+	+	+	0.088
Flatt	S	1	UM	UM8	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	1	1	0	1.5707963267949	1.5707963267949	#0086A8	-	-	-	0.088
Flatt	S	1	UM	UM9	F	Ukraine	48.753	30.206	214	UM	UM	UM	0	0.944444444444444	0.944444444444444	0	1.33285520196469	1.33285520196469	#0086A8	-	-	-	0.088
Flatt	S	1	VA	VA1	F	Russia	57.979	33.244	217	VA	VA	VA	0	1	1	0	1.5707963267949	1.5707963267949	#095888	+	+	+	0.088
