Models	Trait	Sex	Population	Line	Estimate	SE	LLEst	ULEst	Q	P	N_lab	N_lab_av
lmers	Pgm_T5	F	YE	YE11	0.50162482594118	0.0742211047599721	0.356154133718861	0.6470955181635	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE13	0.585045302808384	0.120401992708527	0.349061733432817	0.821028872183952	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE14	0.378072778396841	0.0865132359639984	0.208509951721388	0.547635605072293	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE15	0.527464082323548	0.0711129838673043	0.388085195110454	0.666842969536643	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE19	0.586169807755892	0.102538019739617	0.385198982020185	0.787140633491599	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE20	0.639004880337001	0.18129396499334	0.28367523833559	0.994334522338411	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE21	0.72664192017212	0.127801103845691	0.476156359450102	0.977127480894138	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE22	0.719573296230896	0.14571902542122	0.433969254543029	1.00517733791876	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE23	0.674202033892828	0.101107226523288	0.47603551133045	0.872368556455206	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE24	0.625873398665185	0.160863899958441	0.310585948333988	0.941160848996383	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE26	0.582243147422642	0.121472443235286	0.344161533567396	0.820324761277888	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE27	0.563499899474057	0.0850662437360149	0.396773125451362	0.730226673496752	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE33	0.501886061866842	0.0703705995981983	0.363962221083884	0.639809902649799	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE40	0.669523655731974	0.19022779245416	0.296684033663261	1.04236327780069	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE41	0.42651851614233	0.0318649702337282	0.364064322115782	0.488972710168879	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE48	0.67775008653781	0.12524615184524	0.432272139718904	0.923228033356715	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE49	0.604419545236944	0.0958256887772996	0.416604646439693	0.792234444034195	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE51	0.462447327623642	0.0478270376316471	0.368708056378371	0.556186598868912	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE69	0.487511965390801	0.0578049871633711	0.374216272423793	0.600807658357808	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	YE	YE80	0.743882254742154	0.174637421239098	0.401599198760572	1.08616531072374	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE1	0.536401836516613	0.0484576189070414	0.441426648682244	0.631377024350981	197.162043959635	0.0614063293356795	2	2.8698224852071
lmers	Pgm_T5	F	RE	RE10	0.476906717717807	0.046828567915182	0.385124411156462	0.568689024279152	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE11	0.780594652273438	0.270855609802211	0.24972741205047	1.31146189249641	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE12	0.686806595453207	0.169624607252688	0.354348474346186	1.01926471656023	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE13	0.670497540900449	0.189853394774535	0.298391724799696	1.0426033570012	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE15	0.466410141716243	0.0539283510158255	0.360712515979591	0.572107767452894	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE16	0.633300784030727	0.127577848709848	0.383252795334325	0.88334877272713	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE17	0.562037792916741	0.0657364977060495	0.433196624943085	0.690878960890398	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE18	0.697909557856823	0.18564518245281	0.334051686345949	1.0617674293677	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE2	0.796765164274717	0.211331807465971	0.382562432853661	1.21096789569577	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE3	0.413029897701762	0.0621822873487967	0.291154854021799	0.534904941381724	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE4	0.521430952466091	0.06267170728773	0.398596663332504	0.644265241599678	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE5	0.525405458138226	0.0797593724282954	0.369079960749251	0.681730955527202	197.162043959635	0.0614063293356795	3	2.8698224852071
lmers	Pgm_T5	F	RE	RE6	0.625229197619861	0.148312158770484	0.334542707960327	0.915915687279396	197.162043959635	0.0614063293356795	3	2.8698224852071
