Population	Mstar	SEMstar	Q	p	LLMstar	ULMstar
YE	0.586003222078752	0.0958343091338247	1.2542860781645	0.996076047036804	0.398171427693178	0.773835016464326
RE	0.617420995528869	0.119031418071629	1.2542860781645	0.996076047036804	0.384123703079746	0.850718287977992
GI	0.539087006709171	0.079003009279902	1.2542860781645	0.996076047036804	0.38424395385028	0.693930059568063
MU	0.60381745329136	0.10213079261488	1.2542860781645	0.996076047036804	0.403644778053666	0.803990128529055
MA	0.658093411026517	0.0977252379244758	1.2542860781645	0.996076047036804	0.466555464313937	0.849631357739098
UM	0.653196634728062	0.149296819255192	1.2542860781645	0.996076047036804	0.360580245981499	0.945813023474625
KA	0.564175133649032	0.125629245823894	1.2542860781645	0.996076047036804	0.31794633642927	0.810403930868794
VA	0.559066378370723	0.131883137370281	1.2542860781645	0.996076047036804	0.300580178956823	0.817552577784623
AK	0.584261157708547	0.0886339812655008	1.2542860781645	0.996076047036804	0.410541746621767	0.757980568795326
