Model	Trait	Sex	Population	Line	Coef_Onder	Coef_Posnien	Coef_Ritchie	Coef_StamenkovicRadak	SE_Onder	SE_Posnien	SE_Ritchie	SE_StamenkovicRadak
lmer_pop	WA_L	F	MA	MA31	2894.79806700693	NA	NA	NA	29.171866961102	NA	NA	NA
lmer_pop	WA_L	F	MA	MA32	2933.17006700693	NA	NA	NA	29.171866961102	NA	NA	NA
lmer_pop	WA_L	F	MA	MA33	2880.34506700693	NA	NA	NA	29.171866961102	NA	NA	NA
lmer_pop	WA_L	F	MA	MA5	2873.84106700693	NA	2814.33341044494	2841.79990474074	28.8323368285721	NA	86.5043371392702	22.0516625285258
lmer_pop	WA_L	F	MA	MA6	2922.23306700693	NA	2886.08141044494	2852.00690474074	28.8987980026201	NA	86.9881516466727	21.8862937079805
lmer_pop	WA_L	F	MA	MA7	2928.51006700693	NA	2996.32241044494	2896.16590474074	28.8987980026201	NA	86.3995490665578	21.8862937079805
lmer_pop	WA_L	F	MA	MA9	2948.92706700693	NA	2812.06741044494	2958.84590474074	28.8233850717822	NA	86.4991899609732	21.729847612719
lmer_pop	WA_L	F	MU	MU1	2868.32612768557	NA	2767.30739419071	2844.47803029385	28.8508655551899	NA	86.4955027247452	19.9615711143763
lmer_pop	WA_L	F	MU	MU10	2872.81812768557	NA	NA	NA	28.3616304764667	NA	NA	NA
lmer_pop	WA_L	F	MU	MU11	2740.22312768557	2366.78168863332	NA	2748.22803029385	28.4743544664957	59.916502733764	NA	20.1218792947951
lmer_pop	WA_L	F	MU	MU12	2910.77412768557	NA	NA	2866.11603029385	28.4743544664957	NA	NA	19.1409605128453
lmer_pop	WA_L	F	MU	MU13	2737.60512768557	NA	NA	2902.48803029385	28.4743544664957	NA	NA	19.6624308353343
lmer_pop	WA_L	F	MU	MU14	2883.68612768557	NA	NA	2893.72903029385	28.8508655551899	NA	NA	19.5234091888252
lmer_pop	WA_L	F	MU	MU15	2886.44012768557	2635.13668863332	NA	NA	28.4743544664957	59.916502733764	NA	NA
lmer_pop	WA_L	F	MU	MU16	2832.69912768557	NA	NA	2790.87703029386	28.9817538855681	NA	NA	20.1218792947951
lmer_pop	WA_L	F	MU	MU17	2894.47012768557	NA	NA	2835.92703029385	28.9817538855681	NA	NA	19.9615711143763
lmer_pop	WA_L	F	MU	MU18	2827.38312768557	NA	NA	2794.08203029386	28.9817538855681	NA	NA	19.5234091888252
lmer_pop	WA_L	F	MU	MU19	2929.94012768557	NA	NA	2900.59603029385	28.9817538855681	NA	NA	19.5234091888252
lmer_pop	WA_L	F	MU	MU2	2840.84812768557	NA	2756.63439419071	2844.05103029386	28.4198144132513	NA	86.5090349882971	20.2907269794432
lmer_pop	WA_L	F	MU	MU20	2938.29812768557	NA	NA	NA	28.8508655551899	NA	NA	NA
lmer_pop	WA_L	F	MU	MU3	2907.22912768557	NA	2804.74939419071	NA	21.1391831981192	NA	87.0534047559681	NA
lmer_pop	WA_L	F	MU	MU4	2970.01112768557	2688.44268863332	2774.39539419071	2892.68003029385	31.8355038641396	59.916502733764	86.1050100726224	19.5234091888252
lmer_pop	WA_L	F	MU	MU5	2867.04712768557	NA	2811.39539419071	2890.67803029386	28.6309581272378	NA	86.5071016252793	19.5234091888252
lmer_pop	WA_L	F	MU	MU6	2831.01112768557	NA	NA	NA	28.3616304764667	NA	NA	NA
lmer_pop	WA_L	F	MU	MU7	2742.97812768557	NA	NA	2805.36403029385	28.3616304764667	NA	NA	19.6624308353343
lmer_pop	WA_L	F	MU	MU8	2885.41712768557	NA	NA	2848.55903029385	28.3616304764667	NA	NA	20.4689904331968
lmer_pop	WA_L	F	MU	MU9	2834.79812768557	NA	NA	2858.84603029385	28.3616304764667	NA	NA	20.1218792947951
lmer_pop	WA_L	F	RE	RE1	2939.92815992091	NA	2784.76434882662	2923.48663563349	29.5930283829765	NA	86.2474403786586	20.5339760206865
lmer_pop	WA_L	F	RE	RE10	2960.79315992091	NA	NA	NA	28.9189341759971	NA	NA	NA
lmer_pop	WA_L	F	RE	RE11	2856.41715992091	2715.14153073333	NA	2948.49063563349	29.2552872806892	59.916502733764	NA	20.9998263378088
lmer_pop	WA_L	F	RE	RE12	2937.79615992091	NA	NA	2858.46963563349	29.3645809245706	NA	NA	20.9998263378088
lmer_pop	WA_L	F	RE	RE13	2880.09215992091	NA	NA	2900.19763563349	29.3645809245706	NA	NA	20.9998263378088
lmer_pop	WA_L	F	RE	RE15	2888.16515992091	2679.70153073333	NA	NA	29.3645809245706	59.916502733764	NA	NA
lmer_pop	WA_L	F	RE	RE16	2937.37215992091	NA	NA	2883.95763563349	29.3645809245706	NA	NA	20.9998263378088
lmer_pop	WA_L	F	RE	RE17	2984.29815992091	NA	NA	2860.62763563349	29.3645809245706	NA	NA	21.7485776596569
lmer_pop	WA_L	F	RE	RE18	2919.49215992091	2776.93953073333	NA	2930.28963563349	29.8568553078796	59.916502733764	NA	21.1721202107424
lmer_pop	WA_L	F	RE	RE2	3000.27815992091	NA	3049.54534882662	2982.50563563349	29.9983807708959	NA	86.7468523917166	20.8367255397322
lmer_pop	WA_L	F	RE	RE3	2913.15315992091	NA	2786.89734882662	NA	29.7298199435458	NA	86.2737933608478	NA
lmer_pop	WA_L	F	RE	RE4	3015.89015992091	NA	2799.77534882662	2985.08263563349	31.1591740724246	NA	86.0581654282164	21.1721202107424
lmer_pop	WA_L	F	RE	RE5	2911.41115992091	NA	2972.01934882662	2923.38463563349	29.5164617438414	NA	86.4521356582373	20.8367255397322
lmer_pop	WA_L	F	RE	RE6	2954.32815992091	NA	NA	3000.46963563349	29.2552872806892	NA	NA	20.9998263378088
lmer_pop	WA_L	F	RE	RE7	3038.19615992091	NA	NA	3005.93863563349	29.2552872806892	NA	NA	20.9998263378088
lmer_pop	WA_L	F	RE	RE8	2964.24715992091	NA	NA	2923.72863563349	29.2552872806892	NA	NA	20.8367255397322
lmer_pop	WA_L	F	UM	UM13	2828.66413054218	NA	NA	NA	28.9646227379434	NA	NA	NA
lmer_pop	WA_L	F	UM	UM17	2968.11813054218	NA	NA	2822.21710610857	30.6835260416952	NA	NA	19.9123880925624
lmer_pop	WA_L	F	UM	UM18	2881.27713054218	NA	NA	2863.43610610857	28.973381755525	NA	NA	20.8403277936989
lmer_pop	WA_L	F	UM	UM2	2745.55413054218	NA	2873.93927554864	2809.72010610857	29.1791479202425	NA	86.6808165640761	20.6652678315288
lmer_pop	WA_L	F	UM	UM20	2890.64213054217	2667.43423743333	NA	2904.04910610857	29.0750090172194	59.916502733764	NA	20.3421732995474
lmer_pop	WA_L	F	UM	UM21	2901.26113054218	NA	NA	2920.21110610857	29.0750090172194	NA	NA	21.0248234130235
lmer_pop	WA_L	F	UM	UM22	2957.19013054218	NA	NA	3000.59410610857	30.8787578336854	NA	NA	21.8768772805631
lmer_pop	WA_L	F	UM	UM23	2862.99713054218	NA	NA	2922.65510610857	29.0750090172194	NA	NA	21.6447233188327
lmer_pop	WA_L	F	UM	UM25	2954.69513054218	NA	NA	NA	29.4438402785946	NA	NA	NA
lmer_pop	WA_L	F	UM	UM26	2878.51413054218	NA	NA	2861.92010610857	29.0750090172194	NA	NA	20.1917002639406
lmer_pop	WA_L	F	UM	UM28	2894.66813054218	NA	NA	2907.07810610857	29.5721041752424	NA	NA	21.2196475594864
lmer_pop	WA_L	F	UM	UM29	2884.13913054218	NA	NA	2827.08710610857	29.4438402785946	NA	NA	20.0487126656257
lmer_pop	WA_L	F	UM	UM4	2933.70913054217	NA	2836.04127554864	NA	30.8787578336854	NA	86.5465504813162	NA
lmer_pop	WA_L	F	UM	UM5	2861.11513054217	2620.00623743333	3026.89227554864	NA	29.0918548454957	59.916502733764	86.550419457187	NA
lmer_pop	WA_L	F	UM	UM6	2942.70313054218	NA	NA	2873.45810610857	29.3706471387913	NA	NA	21.4257139565714
lmer_pop	WA_L	F	UM	UM7	2979.39313054218	NA	2918.69227554864	2953.12010610857	29.2283945907296	NA	86.5007860612551	20.4995053488814
lmer_pop	WA_L	F	UM	UM9	2953.99213054218	2701.64023743333	NA	2883.04610610857	28.9646227379434	59.916502733764	NA	20.6652678315288
lmer_pop	WA_L	F	VA	VA1	2815.83552126589	NA	2790.30705185939	2847.53997732928	28.8410767400325	NA	86.8455444888803	20.5016286265731
lmer_pop	WA_L	F	VA	VA11	2914.76652126589	NA	2736.87405185939	2849.53697732928	28.8148309473514	NA	86.8215789914586	20.1550795915551
lmer_pop	WA_L	F	VA	VA15	2837.70452126589	2583.1839784	2884.97905185939	NA	28.9582831591315	59.916502733764	86.4548298394606	NA
lmer_pop	WA_L	F	VA	VA18	2759.20752126589	NA	NA	2818.23797732928	28.4708939712901	NA	NA	19.995037592911
lmer_pop	WA_L	F	VA	VA22	2799.56252126589	NA	NA	NA	28.3241939607192	NA	NA	NA
lmer_pop	WA_L	F	VA	VA26	2870.82152126589	NA	NA	NA	28.4708939712901	NA	NA	NA
lmer_pop	WA_L	F	VA	VA30	2916.17252126589	NA	NA	2920.71297732928	28.4708939712901	NA	NA	20.1550795915551
lmer_pop	WA_L	F	VA	VA34	2870.91752126589	NA	NA	2809.51297732928	28.4708939712901	NA	NA	21.318807690439
lmer_pop	WA_L	F	VA	VA35	2813.02052126589	NA	NA	NA	28.5831870603059	NA	NA	NA
lmer_pop	WA_L	F	VA	VA44	2868.69952126589	NA	NA	2918.46797732928	28.5831870603059	NA	NA	20.3236514519887
lmer_pop	WA_L	F	VA	VA46	2945.94652126589	NA	NA	2880.72897732928	28.5831870603059	NA	NA	20.3236514519887
lmer_pop	WA_L	F	VA	VA47	2814.73852126589	NA	NA	NA	28.9582831591315	NA	NA	NA
lmer_pop	WA_L	F	VA	VA48	2748.64552126589	2470.8609784	NA	2827.57197732928	28.5831870603059	59.916502733764	NA	19.8419321977957
lmer_pop	WA_L	F	VA	VA55	2835.96452126589	NA	NA	2813.34697732928	29.088688154065	NA	NA	19.995037592911
lmer_pop	WA_L	F	VA	VA57	2895.77552126589	NA	NA	2850.93097732928	28.9582831591315	NA	NA	20.3236514519887
lmer_pop	WA_L	F	VA	VA6	2805.80952126589	2594.7039784	2720.31705185939	2841.17797732928	28.7391976840767	59.916502733764	86.5450239041511	19.8419321977957
lmer_pop	WA_L	F	VA	VA66	2855.45152126589	NA	NA	2820.32297732928	28.9582831591315	NA	NA	19.8419321977957
lmer_pop	WA_L	F	VA	VA67	2835.97752126589	NA	NA	2747.10797732928	29.088688154065	NA	NA	20.8871002377525
lmer_pop	WA_L	F	VA	VA71	2810.32452126589	NA	NA	2807.46897732928	29.088688154065	NA	NA	20.3236514519887
lmer_pop	WA_L	F	VA	VA9	2854.68952126589	NA	2738.75805185939	2824.09797732928	28.5928713410256	NA	86.3782692438908	19.995037592911
lmer_pop	WA_L	F	YE	YE13	2853.58822600241	NA	2679.08558635281	2863.58531233989	28.8477743297376	NA	86.4087407490982	20.8112163986559
lmer_pop	WA_L	F	YE	YE14	2710.70022600241	2637.5616376	2756.13058635281	2748.12731233989	28.9231236691245	59.916502733764	86.5917839396144	20.8112163986559
lmer_pop	WA_L	F	YE	YE15	2877.47322600241	NA	2765.78558635281	2883.13431233989	30.594096877984	NA	86.9854734875017	19.7512518082192
lmer_pop	WA_L	F	YE	YE19	2836.76922600241	2624.9296376	2883.63658635281	NA	28.9231236691245	59.916502733764	85.9407600492623	NA
lmer_pop	WA_L	F	YE	YE20	2792.26622600241	NA	NA	2853.05931233989	28.5804899149659	NA	NA	20.6359094781811
lmer_pop	WA_L	F	YE	YE21	2876.35122600241	2710.6616376	NA	NA	28.5804899149659	59.916502733764	NA	NA
lmer_pop	WA_L	F	YE	YE22	2805.73022600241	NA	NA	2826.79731233989	28.0958453117088	NA	NA	20.0184501146238
lmer_pop	WA_L	F	YE	YE23	2757.46622600241	NA	NA	2807.29531233989	28.5893666208167	NA	NA	20.3123479684571
lmer_pop	WA_L	F	YE	YE24	2827.75822600241	NA	NA	2812.13131233989	28.5804899149659	NA	NA	20.1616523378339
lmer_pop	WA_L	F	YE	YE26	2797.68722600241	NA	NA	NA	29.0757888763051	NA	NA	NA
lmer_pop	WA_L	F	YE	YE27	2891.44622600241	NA	NA	NA	28.6923540822197	NA	NA	NA
lmer_pop	WA_L	F	YE	YE33	2813.83322600241	NA	NA	2808.07531233989	28.7020015291524	NA	NA	19.8819180410664
lmer_pop	WA_L	F	YE	YE40	2854.61422600241	NA	NA	2867.44431233989	28.6923540822197	NA	NA	21.3973990006188
lmer_pop	WA_L	F	YE	YE41	2792.98922600241	NA	NA	2818.27431233989	28.6923540822197	NA	NA	20.8112163986559
lmer_pop	WA_L	F	YE	YE48	2791.59322600241	NA	NA	NA	29.0660414191453	NA	NA	NA
lmer_pop	WA_L	F	YE	YE49	2803.03022600241	NA	NA	2792.33031233989	29.1959651112867	NA	NA	21.3973990006188
lmer_pop	WA_L	F	YE	YE51	2736.97722600241	NA	NA	2777.75531233989	29.0660414191453	NA	NA	20.8112163986559
lmer_pop	WA_L	F	YE	YE69	2823.24922600241	NA	NA	2846.06731233989	29.1959651112867	NA	NA	20.3123479684571
lmer_pop	WA_L	F	YE	YE80	2847.12422600241	NA	NA	2805.56531233989	29.1959651112867	NA	NA	20.6359094781811
lmer_pop	WA_L	F	UM	UM8	NA	NA	2789.48527554864	NA	NA	NA	86.5052965327269	NA
lmer_pop	WA_L	F	YE	YE11	NA	NA	2829.45958635281	NA	NA	NA	86.5717773922014	NA
lmer_pop	WA_L	F	AK	AK19	NA	NA	NA	2754.36643597904	NA	NA	NA	19.3905666735383
lmer_pop	WA_L	F	AK	AK24	NA	NA	NA	2916.98243597904	NA	NA	NA	20.0273935129096
lmer_pop	WA_L	F	UM	UM24	NA	NA	NA	2812.91710610857	NA	NA	NA	22.3884677356182
lmer_pop	WA_L	M	AK	AK1	2453.51505651803	NA	2400.76808613511	2450.14212528329	22.0721656380257	NA	63.1187337314992	17.608246058002
lmer_pop	WA_L	M	AK	AK10	2372.00005651803	NA	NA	NA	21.9262858449041	NA	NA	NA
lmer_pop	WA_L	M	AK	AK11	2428.88105651803	NA	NA	NA	22.0721656380257	NA	NA	NA
lmer_pop	WA_L	M	AK	AK12	2497.13505651803	2330.05072263339	NA	NA	22.0721656380257	54.8712020081232	NA	NA
lmer_pop	WA_L	M	AK	AK13	2518.27105651803	NA	NA	NA	22.0721656380257	NA	NA	NA
lmer_pop	WA_L	M	AK	AK14	2511.10205651803	NA	NA	NA	22.0721656380257	NA	NA	NA
lmer_pop	WA_L	M	AK	AK15	2445.33305651803	NA	NA	NA	22.0721656380257	NA	NA	NA
lmer_pop	WA_L	M	AK	AK16	2478.47705651803	NA	NA	2401.07312528329	22.0721656380257	NA	NA	17.7541276394855
lmer_pop	WA_L	M	AK	AK17	2450.82505651803	NA	NA	2446.14612528329	22.0721656380257	NA	NA	17.6059616107483
lmer_pop	WA_L	M	AK	AK18	2452.14805651803	NA	NA	2412.15012528329	22.0721656380257	NA	NA	17.7541276394855
lmer_pop	WA_L	M	AK	AK2	2411.38405651803	NA	2504.01308613511	2434.39412528329	22.1619189366003	NA	62.6048485412104	17.4677767400189
lmer_pop	WA_L	M	AK	AK20	2426.98405651803	NA	NA	2364.96012528329	22.0721656380257	NA	NA	18.0739943908131
lmer_pop	WA_L	M	AK	AK21	2464.51005651803	NA	NA	2452.34912528329	22.0721656380257	NA	NA	17.6059616107483
lmer_pop	WA_L	M	AK	AK3	2463.19105651803	2337.27372263339	2494.33908613511	2414.47812528329	21.9944886494877	54.8712020081232	62.4717475013137	17.7564258013583
lmer_pop	WA_L	M	AK	AK4	2432.86305651803	NA	2394.12508613511	2385.44512528329	22.0721656380257	NA	62.7196977660758	16.9676805792408
lmer_pop	WA_L	M	AK	AK5	2393.06605651803	NA	NA	2392.25512528329	22.0721656380257	NA	NA	17.0856745034881
lmer_pop	WA_L	M	AK	AK6	2515.98505651803	NA	NA	2383.16612528329	22.0721656380257	NA	NA	17.6097691421309
lmer_pop	WA_L	M	AK	AK7	2463.90605651803	2232.72572263339	NA	2427.85612528329	22.0721656380257	54.8712020081232	NA	17.2073220531012
lmer_pop	WA_L	M	AK	AK8	2463.48605651803	NA	NA	2405.75012528329	22.0721656380257	NA	NA	17.4685338033604
lmer_pop	WA_L	M	AK	AK9	2394.23905651803	NA	NA	2397.97212528329	22.0721656380257	NA	NA	17.913187802263
lmer_pop	WA_L	M	GI	GI1	2463.2467931167	NA	2339.23803752691	2526.80038575039	23.0431007887619	NA	59.3260202268517	19.826162790941
lmer_pop	WA_L	M	GI	GI10	2510.5347931167	2444.65106006665	NA	2462.9953857504	23.0431007887619	54.8712020081226	NA	18.9305901390552
lmer_pop	WA_L	M	GI	GI11	2483.0287931167	NA	NA	2516.1033857504	23.0431007887619	NA	NA	20.6114360977806
lmer_pop	WA_L	M	GI	GI12	2413.9637931167	NA	NA	NA	23.0537381125283	NA	NA	NA
lmer_pop	WA_L	M	GI	GI13	2491.0417931167	NA	NA	NA	23.0431007887619	NA	NA	NA
lmer_pop	WA_L	M	GI	GI14	2569.9137931167	2373.08306006665	NA	2511.9593857504	23.0431007887619	54.8712020081226	NA	19.8241045702673
lmer_pop	WA_L	M	GI	GI15	2518.4647931167	NA	NA	NA	23.0431007887619	NA	NA	NA
lmer_pop	WA_L	M	GI	GI2	2459.0657931167	NA	2458.83803752691	NA	23.0431007887619	NA	58.9289851512549	NA
lmer_pop	WA_L	M	GI	GI3	2410.7847931167	NA	2319.00603752691	2418.2303857504	22.9286993517086	NA	58.8138396889441	20.2692181154798
lmer_pop	WA_L	M	GI	GI4	2467.2897931167	NA	2416.69503752691	2442.3753857504	22.9034060558914	NA	59.2122061652563	19.826162790941
lmer_pop	WA_L	M	GI	GI5	2498.9977931167	NA	2382.52903752691	2490.1183857504	23.0840268142506	NA	59.2185626637191	20.6100074238923
lmer_pop	WA_L	M	GI	GI6	2503.9687931167	NA	NA	2463.4783857504	22.9687076031944	NA	NA	19.4495610750704
lmer_pop	WA_L	M	GI	GI7	2463.0517931167	2417.60606006665	NA	NA	22.8316823944501	54.8712020081226	NA	NA
lmer_pop	WA_L	M	GI	GI8	2494.2307931167	NA	NA	2451.0893857504	23.0537381125283	NA	NA	19.8268489178915
lmer_pop	WA_L	M	GI	GI9	2476.5467931167	NA	NA	2438.2323857504	23.0431007887619	NA	NA	19.6915199518192
lmer_pop	WA_L	M	KA	KA1	2458.35555766884	NA	2321.60246357326	2380.73820791994	21.9240390475708	NA	59.1379202976223	17.9328591515345
lmer_pop	WA_L	M	KA	KA10	2408.66555766884	NA	NA	2354.02820791994	21.9922488199686	NA	NA	17.4902840842787
